areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00000181,38,46.3,0.8,14.9
E00000184,46.2,43.7,0,10.1
E00000185,33.6,46.7,5.6,14
E00000189,42.9,41.1,0.9,15.2
E00000191,21.7,41.9,7.8,28.7
E00000192,18.1,52.8,3.9,25.2
E00000193,21.4,31.3,16.8,30.5
E00000194,45.3,39.8,5.5,9.4
E00000195,14.8,39.3,31.9,14.1
E00000196,22.7,36.9,30.5,9.9
E00000197,28.9,43.9,7,20.2
E00000514,18.1,29.5,21,31.4
E00000538,23.3,39.8,5.8,31.1
E00011205,45,39.2,0.8,15
E00011206,14.5,38.5,35,12
E00011207,36.2,45.4,3.1,15.4
E00011228,7.4,6.6,72.1,13.9
E00011239,13.5,10.4,66.7,9.4
E00011245,51.4,30.3,4.9,13.4
E00011246,49.6,47.2,0.8,2.4
E00011247,54.3,42.5,0,3.1
E00011248,43.8,43,3.3,9.9
E00011249,61.2,30.6,2.5,5.8
E00011250,53.5,44.1,0,2.4
E00011251,59.5,35.9,0,4.6
E00011252,61.3,36.3,0.8,1.6
E00011253,45.8,48.6,0.7,4.9
E00011254,47,49.2,3.8,0
E00011255,53.5,33.1,3.9,9.4
E00011256,38.3,47.8,0,13.9
E00011257,29.2,51.5,0,19.2
E00011258,45.4,37,1.7,16
E00011259,43.7,39.7,4,12.7
E00011260,62.7,10.3,7.1,19.8
E00011261,51.2,46.3,1.7,0.8
E00011262,49.3,34.1,2.9,13.8
E00011263,52.8,37.5,2.1,7.6
E00011264,40.9,45.7,1.6,11.8
E00011265,62.1,32.8,0,5.2
E00011266,46.7,42.5,1.7,9.2
E00011267,58.3,34.8,0,6.8
E00011268,52.5,45.8,1.7,0
E00011269,39.1,35.8,6,19.2
E00011270,35.2,40.6,12.5,11.7
E00011271,34.8,31.9,25.9,7.4
E00011272,52.7,40,1.8,5.5
E00011273,53.3,38.5,2.2,5.9
E00011274,44.7,50,0,5.3
E00011275,14.5,20.5,45.3,19.7
E00011276,38.5,48.4,3.3,9.8
E00011277,47.2,46.5,0.8,5.5
E00011278,46.2,44.2,1,8.7
E00011279,21.6,18.6,54.6,5.2
E00011280,51.3,36.3,1.8,10.6
E00011281,58.5,34.1,0.8,6.5
E00011282,35.4,27.7,9.2,27.7
E00011283,37.4,43.5,1.7,17.4
E00011284,43.2,33.8,3.6,19.4
E00011285,57.6,36,1.6,4.8
E00011286,42.7,39.7,6.1,11.5
E00011287,41.8,34.8,4.4,19
E00011288,40.6,35.3,14.3,9.8
E00011289,36.4,44.3,0.7,18.6
E00011290,41,48.6,0.7,9.7
E00011291,33.8,41.5,13.1,11.5
E00011292,36,24.6,31.6,7.9
E00011293,41.9,46.8,0.8,10.5
E00011294,60.8,32.3,0.8,6.2
E00011295,47.4,40.4,0,12.3
E00011296,39.1,39.1,5.5,16.4
E00011297,21.7,24.6,2.9,50.7
E00011299,37.7,47.5,1.6,13.1
E00011300,37.8,45.5,6.3,10.5
E00011301,50,36.7,2.5,10.8
E00011302,32,41.8,17.2,9
E00011303,18.7,36.1,34.8,10.3
E00011304,37.1,30.7,19.3,12.9
E00011305,27.2,24.5,42.2,6.1
E00011306,28.7,40.9,16.5,13.9
E00011307,43.2,34.7,8.5,13.6
E00011308,39.5,45.4,0,15.1
E00011309,20.5,39.3,29.1,11.1
E00011310,11.7,25.2,43.2,19.8
E00011311,47.3,40.3,2.3,10.1
E00011312,58.4,31,3.5,7.1
E00011313,5.6,21.8,60.5,12.1
E00011314,24,42.4,13.6,20
E00011315,53.5,36,1.8,8.8
E00011316,19.7,34.8,28.8,16.7
E00011317,42.9,41.3,0.8,15.1
E00011318,49,29.4,4.9,16.8
E00011319,38.5,38.5,12.8,10.3
E00011320,16.2,4.4,73.5,5.9
E00011321,23.2,26.4,38.4,12
E00011322,12.9,28.6,45,13.6
E00011323,33.1,25.4,33.9,7.6
E00011324,45,41.7,9.2,4.2
E00011325,48.6,47.6,0,3.8
E00011326,59.7,37.9,0,2.4
E00011327,52.4,36.3,0,11.3
E00011328,47.5,36.4,0.8,15.3
E00011329,44,43.2,0.8,12
E00011330,43.7,46,0,10.3
E00011331,40,41.2,1.8,17
E00011332,32.2,16.8,37.1,14
E00011333,51.5,47,0.7,0.7
E00011334,51,38.1,0.7,10.2
E00011335,57.3,35.5,0.9,6.4
E00011336,55.8,32.6,1.6,10.1
E00011337,57.7,37.7,2.3,2.3
E00011338,53.3,38.5,0.8,7.4
E00011339,52.6,42.2,1.7,3.4
E00011340,54.5,38.2,0,7.3
E00011341,49.2,39.3,0,11.5
E00011342,65.4,30.1,0,4.4
E00011343,28.4,51.5,9.7,10.4
E00011344,35.1,50.4,0,14.5
E00011345,33.1,41.7,16.5,8.6
E00011346,48.8,40.8,2.4,8
E00011347,39.8,36.5,7.7,16
E00011348,54.6,38.5,0,6.9
E00011349,27.3,30,41.8,0.9
E00011350,48,43.1,0.8,8.1
E00011351,49.2,44.1,0.8,5.9
E00011352,42.1,39.8,0.8,17.3
E00011353,56.7,34.6,1.6,7.1
E00011354,36.2,53.6,0.7,9.4
E00011355,44.9,47.2,0,7.9
E00011356,53.3,41,1.6,4.1
E00011357,50,44.6,1.5,3.8
E00011358,53.5,40.9,0.8,4.7
E00011359,45.8,30.6,0,23.6
E00011360,53.7,41,1.5,3.7
E00011361,10.4,28,50.4,11.2
E00011362,13.3,20,54.1,12.6
E00011363,16.7,19.6,52.4,11.3
E00011364,8.4,39.5,36.1,16
E00011365,24.6,39.3,27.9,8.2
E00011367,36.2,40.5,17.2,6
E00011368,26.2,30.8,33.8,9.2
E00011369,20.2,39.4,23.3,17.1
E00011370,20.3,34.6,35.3,9.8
E00011371,34.3,41.9,17.1,6.7
E00011372,19.8,24,44.8,11.5
E00011373,30,45.4,15.4,9.2
E00011374,19.2,26.7,48.3,5.8
E00011375,15.1,33.1,36.7,15.1
E00011376,25.4,33.3,25.4,15.9
E00011377,22.2,33.3,34.1,10.4
E00011378,7.1,20.5,64.3,8
E00011379,11.1,34.1,42.1,12.7
E00011380,9.8,7.8,69.6,12.7
E00011381,22.7,23.5,33.6,20.2
E00011382,2.8,8.3,82.4,6.5
E00011384,24.3,34,26.4,15.3
E00011385,29.3,34.1,25.2,11.4
E00011386,3,11,74,12
E00011387,6,13.7,59.8,20.5
E00011388,10.9,41.3,31.5,16.3
E00011389,40.4,43.9,2.6,13.2
E00011390,17.7,39.2,27.7,15.4
E00011391,15.8,40.6,29.3,14.3
E00011392,1.1,3.2,81.7,14
E00011393,17.6,33.6,33.6,15.1
E00011394,10.3,31,43.4,15.2
E00011395,1.5,8,76.6,13.9
E00011396,10.8,16.2,60.4,12.6
E00011397,16.8,22.1,47.8,13.3
E00011398,20,39.2,23.2,17.6
E00011399,17.1,16.2,54.3,12.4
E00011400,6.7,9.2,75.8,8.3
E00011401,29.6,26.1,31,13.4
E00011402,18.8,34.7,32.9,13.5
E00011403,13.7,26.5,46.2,13.7
E00011404,13.2,18.4,63.2,5.1
E00011405,26.5,33.3,26.5,13.6
