areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00000181,45.8,54.2
E00000184,56.4,43.6
E00000185,51.7,48.3
E00000189,49.4,50.6
E00000191,43,57
E00000192,43.5,56.5
E00000193,39.9,60.1
E00000194,45.3,54.7
E00000195,36.9,63.1
E00000196,39.9,60.1
E00000197,49.3,50.7
E00000514,41.3,58.7
E00000538,52.2,47.8
E00011205,51,49
E00011206,35.9,64.1
E00011207,53.6,46.4
E00011228,18.9,81.1
E00011239,24.9,75.1
E00011245,46.8,53.2
E00011246,62.8,37.2
E00011247,56.2,43.8
E00011248,58.7,41.3
E00011249,49.3,50.7
E00011250,64.5,35.5
E00011251,62.9,37.1
E00011252,68.2,31.8
E00011253,61.1,38.9
E00011254,61.9,38.1
E00011255,51.7,48.3
E00011256,49.4,50.6
E00011257,49.8,50.2
E00011258,43.6,56.4
E00011259,58.7,41.3
E00011260,25,75
E00011261,61.7,38.3
E00011262,59.3,40.7
E00011263,57.4,42.6
E00011264,49.2,50.8
E00011265,70,30
E00011266,46.1,53.9
E00011267,60.8,39.2
E00011268,60.9,39.1
E00011269,43.9,56.1
E00011270,39.8,60.2
E00011271,41.7,58.3
E00011272,54.2,45.8
E00011273,62.3,37.7
E00011274,61.7,38.3
E00011275,27.5,72.5
E00011276,52.4,47.6
E00011277,58.4,41.6
E00011278,46.8,53.2
E00011279,26.9,73.1
E00011280,52.3,47.7
E00011281,56.6,43.4
E00011282,45.2,54.8
E00011283,42.3,57.7
E00011284,55.7,44.3
E00011285,59.8,40.2
E00011286,44.2,55.8
E00011287,51.5,48.5
E00011288,45.1,54.9
E00011289,36.1,63.9
E00011290,56,44
E00011291,41.8,58.2
E00011292,41.3,58.7
E00011293,56.2,43.8
E00011294,54.2,45.8
E00011295,50,50
E00011296,44.9,55.1
E00011297,42.7,57.3
E00011299,51.1,48.9
E00011300,56.1,43.9
E00011301,58.1,41.9
E00011302,42.3,57.7
E00011303,41.1,58.9
E00011304,45.4,54.6
E00011305,27.9,72.1
E00011306,47.1,52.9
E00011307,40.6,59.4
E00011308,50,50
E00011309,42.4,57.6
E00011310,23.3,76.7
E00011311,50.6,49.4
E00011312,53.1,46.9
E00011313,25.5,74.5
E00011314,40.2,59.8
E00011315,46.7,53.3
E00011316,35.5,64.5
E00011317,51.8,48.2
E00011318,46.9,53.1
E00011319,48.1,51.9
E00011320,33.7,66.3
E00011321,32.3,67.7
E00011322,32.7,67.3
E00011323,34.3,65.7
E00011324,61.2,38.8
E00011325,56.3,43.7
E00011326,64.5,35.5
E00011327,46.7,53.3
E00011328,54.7,45.3
E00011329,49,51
E00011330,56,44
E00011331,47,53
E00011332,39.1,60.9
E00011333,61.7,38.3
E00011334,55.9,44.1
E00011335,59.8,40.2
E00011336,55.8,44.2
E00011337,65.1,34.9
E00011338,47.1,52.9
E00011339,60.3,39.7
E00011340,63.2,36.8
E00011341,56.6,43.4
E00011342,66.2,33.8
E00011343,57.1,42.9
E00011344,48.7,51.3
E00011345,44.8,55.2
E00011346,53.7,46.3
E00011347,43.6,56.4
E00011348,61.5,38.5
E00011349,56.5,43.5
E00011350,50.9,49.1
E00011351,52.7,47.3
E00011352,54.4,45.6
E00011353,64.8,35.2
E00011354,45.8,54.2
E00011355,66.9,33.1
E00011356,54.2,45.8
E00011357,66,34
E00011358,59.8,40.2
E00011359,43.3,56.7
E00011360,59.1,40.9
E00011361,36.5,63.5
E00011362,34.2,65.8
E00011363,38.9,61.1
E00011364,33,67
E00011365,43.9,56.1
E00011367,53.1,46.9
E00011368,34,66
E00011369,39.4,60.6
E00011370,41.3,58.7
E00011371,43.9,56.1
E00011372,41.6,58.4
E00011373,38.1,61.9
E00011374,36.4,63.6
E00011375,42.8,57.2
E00011376,36.1,63.9
E00011377,38.2,61.8
E00011378,24.5,75.5
E00011379,38,62
E00011380,23.5,76.5
E00011381,27.9,72.1
