geography_code,heating_type_3a-001,heating_type_3a-002
E00012720,1.9,98.1
E00012742,1.9,98.1
E00012744,2.4,97.6
E00156342,2.6,97.4
E00156343,0,100
E00156350,4.7,95.3
E00156378,2,98
E00156379,0.8,99.2
E00156381,0,100
E00156382,0,100
E00156386,0.9,99.1
E00156387,1.8,98.2
E00156390,0,100
E00156392,0,100
E00156394,0,100
E00156396,3.7,96.3
E00156397,2.4,97.6
E00156399,1.7,98.3
E00156485,0.8,99.2
E00156487,0,100
E00156497,0,100
E00156498,0.8,99.2
E00156499,0,100
E00156541,0.7,99.3
E00156542,1.9,98.1
E00156544,0.8,99.2
E00156546,0.8,99.2
E00156547,1.3,98.7
E00156549,2.3,97.7
E00156551,0,100
E00156553,0,100
E00156554,0.8,99.2
E00156555,0,100
E00156559,0,100
E00156560,0,100
E00156562,5,95
E00156565,2.5,97.5
E00156566,1.6,98.4
E00156567,3.4,96.6
E00156568,0.8,99.2
E00156569,1.4,98.6
E00156570,1.6,98.4
E00156571,2.5,97.5
E00156572,0,100
E00156573,4.3,95.7
E00156574,0.7,99.3
E00156575,3.2,96.8
E00156576,2,98
E00156577,1.5,98.5
E00156578,0.7,99.3
E00156579,7.6,92.4
E00156580,0,100
E00156581,0.7,99.3
E00156582,0,100
E00156583,1.5,98.5
E00156584,6.6,93.4
E00156585,2,98
E00156586,0.9,99.1
E00156587,0.8,99.2
E00156588,0,100
E00156590,0,100
E00156591,0.7,99.3
E00156592,0.6,99.4
E00156594,0.7,99.3
E00156595,1.7,98.3
E00156596,0.7,99.3
E00156597,1.4,98.6
E00156598,0.9,99.1
E00156599,1.7,98.3
E00156600,1.7,98.3
E00156601,3.3,96.7
E00156602,0,100
E00156603,0,100
E00156604,2.4,97.6
E00156605,1.7,98.3
E00156606,0.8,99.2
E00156607,3.9,96.1
E00156608,0.9,99.1
E00156609,4.7,95.3
E00156610,0.8,99.2
E00156611,2.2,97.8
E00156612,0,100
E00156613,0.8,99.2
E00156614,0.8,99.2
E00156615,1.5,98.5
E00156616,1.6,98.4
E00156617,0.7,99.3
E00156618,0.7,99.3
E00156619,0.9,99.1
E00156620,0,100
E00156621,0,100
E00156622,0,100
E00156623,0,100
E00156624,0.9,99.1
E00156625,0.8,99.2
E00156626,0.7,99.3
E00156627,1.8,98.2
E00156628,0.7,99.3
E00156629,1,99
E00156630,0,100
E00156631,0,100
E00156632,2.3,97.7
E00156633,2.3,97.7
E00156634,0.9,99.1
E00156655,1.7,98.3
E00156657,0,100
E00156658,0,100
E00156659,0,100
E00156660,1.7,98.3
E00156661,0,100
E00156662,1.6,98.4
E00156663,1.6,98.4
E00156664,2.4,97.6
E00156668,1.5,98.5
E00156669,0.7,99.3
E00156670,1.9,98.1
E00156672,2.2,97.8
E00156673,0.7,99.3
E00156674,1,99
E00156675,3.6,96.4
E00156676,0,100
E00156677,3.1,96.9
E00156678,0,100
E00156679,2,98
E00156680,0,100
E00156681,2.4,97.6
E00156682,0.7,99.3
E00156683,0,100
E00156684,0,100
E00156685,0,100
E00156686,1.5,98.5
E00156687,1.8,98.2
E00156688,0.7,99.3
E00156689,0.9,99.1
E00156690,1.5,98.5
E00156691,1.7,98.3
E00156692,1.8,98.2
E00156693,0,100
E00156694,1.7,98.3
E00156695,0.8,99.2
E00156696,0,100
E00156697,1.5,98.5
E00156698,0,100
E00156699,0,100
E00156700,2.8,97.2
E00156701,0.8,99.2
E00156724,0.8,99.2
E00156725,1.3,98.7
E00156726,0,100
E00156727,0,100
E00156728,0.8,99.2
E00156729,0,100
E00156730,2,98
E00156731,1,99
E00156732,4,96
E00156733,1,99
E00156734,2.1,97.9
E00156735,1.6,98.4
E00156736,3,97
E00156737,1.6,98.4
E00156740,0.8,99.2
E00156741,0.5,99.5
E00156742,0.6,99.4
E00156743,3.4,96.6
E00156744,1.7,98.3
E00156745,0.7,99.3
E00156746,1.7,98.3
E00156747,0.8,99.2
E00156748,4.3,95.7
E00156749,3.4,96.6
E00156750,2.6,97.4
E00156751,2.8,97.2
E00156752,3.9,96.1
E00156753,0.8,99.2
E00156754,0,100
E00156755,2.9,97.1
E00156756,0.7,99.3
E00156757,0,100
E00156758,1,99
E00156759,0,100
E00156760,1,99
E00156761,0,100
E00156762,0,100
E00156763,0,100
E00156764,3.4,96.6
E00156765,0.8,99.2
E00156766,0.8,99.2
E00156767,0.8,99.2
E00156768,0.8,99.2
E00156769,0,100
E00156770,1.3,98.7
E00156771,4.3,95.7
E00156772,0.7,99.3
E00156773,0.8,99.2
E00156774,0.8,99.2
E00156775,0,100
E00156777,0,100
E00156778,1.5,98.5
E00156779,1.8,98.2
E00156780,0,100
E00156790,0.8,99.2
E00156791,1.4,98.6
E00156792,0.9,99.1
E00156794,1.7,98.3
E00166034,3.3,96.7
E00167804,1.9,98.1
E00167805,0.8,99.2
E00167806,4.7,95.3
E00168863,5.8,94.2
E00180580,0,100
E00180601,2.7,97.3
E00180602,1.7,98.3
E00180610,1.5,98.5
E00180612,3.8,96.2
E00180618,4.4,95.6
E00180622,0,100
E00180627,1.6,98.4
E00180646,2.9,97.1
