geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00012720,77.2,14.8,8
E00012742,78.6,16.2,5.2
E00012744,68.4,24,7.6
E00156342,98.6,1.4,0
E00156343,98.5,1.5,0
E00156350,96.5,2.7,0.8
E00156378,85.4,11.1,3.5
E00156379,93,6.7,0.3
E00156381,90.3,9.3,0.4
E00156382,89.7,8.2,2.1
E00156386,83.3,13.8,2.9
E00156387,89.5,9.8,0.7
E00156390,91.1,8.1,0.8
E00156392,86.3,11.5,2.3
E00156394,89.4,9.3,1.3
E00156396,82.6,15,2.4
E00156397,92.3,6.6,1.1
E00156399,93.5,5.7,0.8
E00156485,91.4,8.3,0.3
E00156487,95.4,4.3,0.3
E00156497,90.8,8.1,1.2
E00156498,88.6,8.4,3
E00156499,92.4,6.8,0.8
E00156541,89,10,1
E00156542,93.6,4.7,1.7
E00156544,92.6,6.7,0.7
E00156546,94.8,4.9,0.3
E00156547,91,8.2,0.8
E00156549,92.8,7.2,0
E00156551,92.4,6.9,0.7
E00156553,91.9,7.8,0.3
E00156554,94.2,5.1,0.6
E00156555,96.2,3.5,0.3
E00156559,95.4,4.3,0.3
E00156560,84.1,12.4,3.5
E00156562,87.9,10.9,1.2
E00156565,83.4,13.1,3.6
E00156566,94.9,5.1,0
E00156567,88.3,8.6,3.1
E00156568,86.7,11.2,2
E00156569,90.9,7.5,1.7
E00156570,91.3,8.7,0
E00156571,93,5,2
E00156572,88.1,9,3
E00156573,88.3,9.9,1.8
E00156574,95.6,3.2,1.2
E00156575,92.4,7.3,0.3
E00156576,94.7,4.2,1.1
E00156577,89,10.5,0.6
E00156578,85.7,11.9,2.5
E00156579,90.8,8.6,0.6
E00156580,93.6,5,1.4
E00156581,93.1,6.6,0.3
E00156582,99,1,0
E00156583,94.4,4.7,0.9
E00156584,94.6,5.1,0.3
E00156585,95.5,4.5,0
E00156586,98.2,1.8,0
E00156587,94.2,5.2,0.6
E00156588,93.9,4.8,1.3
E00156590,84.6,13,2.4
