geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00012720,75.8,16.5,7.7
E00012742,84.7,11.3,4
E00012744,81.6,14.5,3.9
E00156342,62.4,27.1,10.5
E00156343,63.6,21.5,14.9
E00156350,72,19.9,8
E00156378,76.7,18.3,5
E00156379,84.8,11.1,4.1
E00156381,89.7,8.4,1.9
E00156382,88.2,9,2.8
E00156386,89.1,8.9,2
E00156387,85.4,11.1,3.5
E00156390,90,7.2,2.7
E00156392,80.9,15.4,3.7
E00156394,86.1,9.3,4.5
E00156396,81.3,11.2,7.5
E00156397,88.6,9.4,2
E00156399,86.6,11.2,2.2
E00156485,88.6,8.6,2.8
E00156487,84.6,13.1,2.3
E00156497,86.4,11.4,2.3
E00156498,83.2,13.5,3.2
E00156499,92.4,6.9,0.7
E00156541,87.1,9.8,3.1
E00156542,88.4,8.6,3
E00156544,81.4,12,6.5
E00156546,85.9,12.2,1.8
E00156547,84.5,11.3,4.3
E00156549,83.6,12.9,3.5
E00156551,78.9,16,5.1
E00156553,85.9,9.3,4.8
E00156554,87.9,9.6,2.5
E00156555,90.4,9.6,0
E00156559,86.3,10.2,3.5
E00156560,88.5,7.3,4.2
E00156562,84.6,11.6,3.8
E00156565,80.8,13.3,5.9
E00156566,86.1,11.4,2.5
E00156567,90.6,6.2,3.2
E00156568,81.8,14.6,3.6
E00156569,85.6,10.7,3.7
E00156570,76,15.1,8.9
E00156571,86.7,10.7,2.6
E00156572,89.8,6.4,3.8
E00156573,81.3,11.2,7.5
E00156574,79.4,14.4,6.2
E00156575,87.7,9.9,2.3
E00156576,82.1,15.6,2.3
E00156577,87.7,10.4,1.9
E00156578,87.9,9.7,2.4
E00156579,84.5,11.9,3.6
E00156580,75.3,16.3,8.4
E00156581,84.6,11.8,3.6
E00156582,80.6,16.2,3.2
E00156583,86.4,11.6,2
E00156584,87.8,11.5,0.8
E00156585,91.4,7.9,0.7
E00156586,84.2,14,1.8
E00156587,87.6,9.4,3
E00156588,90,4.7,5.3
E00156590,84.2,11.4,4.4
E00156591,81.9,15,3.1
E00156592,84.8,10,5.2
E00156594,86.4,9.3,4.2
E00156595,86.8,9.1,4.1
E00156596,78.4,15.9,5.8
E00156597,74.5,14.6,10.8
E00156598,77.9,15.6,6.4
E00156599,84.8,13.1,2.1
E00156600,83.9,12.4,3.7
E00156601,88.5,9,2.5
E00156602,84.2,11.8,4
E00156603,85.5,11.1,3.4
E00156604,87.8,10.7,1.5
E00156605,89.4,9.1,1.6
E00156606,82.6,14.4,3
E00156607,81,14.7,4.2
E00156608,86.7,9.9,3.4
E00156609,88.4,9,2.7
E00156610,82.9,11.2,5.9
E00156611,81.6,11.9,6.6
E00156612,84.4,11.8,3.8
E00156613,89.5,8.6,1.8
E00156614,89.8,9,1.2
E00156615,87.7,11.4,0.9
E00156616,81.8,14.8,3.4
E00156617,90.3,7.3,2.4
E00156618,89.1,8.3,2.7
E00156619,71.9,21.3,6.7
E00156620,89,8.7,2.3
E00156621,88.1,9.1,2.8
E00156622,90.1,6.7,3.2
E00156623,83,14.2,2.8
E00156624,88.6,9.5,1.9
E00156625,86.4,10.3,3.3
E00156626,85.6,11.4,2.9
E00156627,86.8,9.2,4
E00156628,88.8,8,3.2
E00156629,87.8,7.5,4.7
E00156630,84.3,13.3,2.4
E00156631,86.5,9.7,3.8
E00156632,86.7,9.3,3.9
E00156633,85.1,11.1,3.8
E00156634,74.5,20.6,4.9
E00156655,86.7,9.3,4
E00156657,87.8,8.8,3.4
E00156658,86.7,10,3.3
E00156659,83.8,13.8,2.4
E00156660,87.8,8,4.2
E00156661,89.4,8.5,2.1
E00156662,82.5,11.3,6.2
E00156663,84.2,11.5,4.3
E00156664,81.1,14.4,4.5
E00156668,79.1,8.1,12.8
E00156669,84.8,10.8,4.4
E00156670,82.2,15,2.8
E00156672,86.5,9.6,3.9
E00156673,82.1,13.6,4.4
E00156674,87.2,8.1,4.7
E00156675,89.7,7.3,3.1
