geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00155231,85.7,4.2,10.1
E00155232,82.6,4.9,12.5
E00155233,92,1.5,6.5
E00155234,89.8,0,10.2
E00155235,83.8,3.6,12.6
E00155236,87.1,2.5,10.4
E00155237,93.2,2.7,4.1
E00155238,79.4,7,13.6
E00155239,85.2,6.8,7.9
E00155240,89.9,3.1,7
E00155241,88,1.5,10.4
E00155242,90.6,2.3,7.1
E00155243,92.1,1.9,6
E00155244,87.2,2.6,10.2
E00155245,86.9,4.2,8.9
E00155246,91.1,1.2,7.7
E00155247,74.4,2.7,22.9
E00155248,83.1,7.2,9.7
E00155249,80.9,4,15.1
E00155250,76,3.8,20.2
E00155251,85.5,7.7,6.8
E00155252,84,6.9,9.1
E00155253,81.9,3.2,14.9
E00155254,78,4.9,17.1
E00155255,85.3,4.2,10.5
E00155256,79.1,5,16
E00155257,81.8,6.5,11.7
E00155259,75.6,4.3,20.1
E00155260,91.1,3.3,5.5
E00155261,82.6,5.5,11.9
E00155262,79.8,4.8,15.4
E00155263,86.3,4.2,9.5
E00155264,79.5,5.8,14.7
E00155303,63,2.7,34.3
E00155304,83.9,3.1,13
E00155305,72.9,2.4,24.8
E00155306,74,2.6,23.4
E00155307,78.4,5.4,16.2
E00155309,68.7,6.4,24.9
E00155310,70.6,4.2,25.2
E00155311,71.7,4.5,23.7
E00155312,82.5,1.6,15.9
E00155313,67.7,3.1,29.2
E00155314,66.6,5.2,28.2
E00155315,71.4,5,23.6
E00155316,85.1,3.7,11.1
E00155317,75.7,5,19.4
E00155318,80,1.9,18.1
E00155319,74.5,5.8,19.7
E00155320,80.9,5.3,13.8
E00155321,85.2,4.1,10.7
E00155322,73.7,6.9,19.4
E00155323,77,8.1,14.9
E00155324,86.5,3.6,9.9
E00155325,64.6,12.5,22.9
E00155326,86.9,3.9,9.2
E00155327,82.1,4.3,13.6
E00155328,77.5,1.3,21.3
E00155329,77.5,5.1,17.4
E00155330,73.3,4.1,22.6
E00155331,74.3,2.9,22.8
E00155332,80.1,4.3,15.6
E00155333,80.3,6,13.7
E00155334,66.9,2.8,30.3
E00155335,83,4.9,12
E00155336,90.6,4.4,5
E00155337,78.7,6.1,15.2
E00155338,71.2,4.2,24.6
E00155339,89.8,3.5,6.7
E00155340,74.7,5.6,19.7
E00155341,82,1.9,16
E00155342,88.9,2.4,8.7
E00155343,92.5,1.9,5.7
E00155344,75.4,3.4,21.2
E00155345,69.9,7.4,22.6
E00155346,69.6,3.1,27.3
E00155347,58.5,6.3,35.3
E00155348,72.2,4.9,22.8
E00155349,73.2,5.9,21
E00155350,72.1,5.7,22.3
E00155351,57.4,3.2,39.5
E00155352,75.4,5.1,19.4
E00155353,84.7,2.3,13
E00155354,88.7,3.8,7.5
E00155355,60.7,6.3,33
E00155356,69,5.4,25.6
E00155357,85,6,9
E00155358,79.5,3.2,17.4
E00155359,82.3,4.1,13.7
E00155368,93,2.3,4.7
E00155369,90.8,2.2,7
E00155370,84.1,2,13.9
E00155371,78.1,6.2,15.8
E00155372,85.7,4.7,9.6
E00155373,87.2,4.3,8.4
E00155374,80,1.2,18.8
E00155375,87.7,3.4,8.9
E00155376,89.2,0.6,10.2
E00155378,84.5,4.8,10.7
E00155379,86.1,2.5,11.4
E00155381,89.4,2.9,7.7
E00155382,89.3,1.1,9.6
E00155384,85.9,4.8,9.3
E00155385,86.5,1.8,11.7
E00155386,88,3.1,8.9
E00155387,85.9,3.8,10.3
E00155388,84.7,3.4,11.9
E00155389,87.5,6.2,6.2
E00155390,80.9,4.1,15
E00155391,80.5,8,11.5
E00155392,83.6,5.5,10.9
E00155393,76.7,3.8,19.6
E00155394,95.6,0.8,3.6
E00155395,95.9,1.4,2.7
E00155396,90,6.7,3.3
E00155397,95.4,1.9,2.7
E00155398,91.8,4,4.2
E00155399,93.3,2.6,4.1
E00155400,92,3.3,4.7
E00155401,91.8,3.9,4.3
E00155402,93.2,2.6,4.2
E00155403,99.2,0,0.8
E00155404,78.7,4.9,16.5
E00155405,89.1,4.5,6.3
E00155406,87.7,6.6,5.7
E00155407,89,3.6,7.4
E00155409,84.2,2.8,13
E00155410,80.9,3.5,15.7
E00155412,64.5,3.6,31.9
E00155413,79,4.2,16.9
E00155415,87.6,2.1,10.3
E00155416,88.7,3.9,7.4
E00155417,77.6,4,18.3
E00155418,81.6,1.6,16.8
E00155419,90.6,3,6.5
E00155420,94.3,2,3.7
E00155421,92.1,1,6.9
E00155422,95.4,0,4.6
E00155426,94.1,2.2,3.7
E00155427,91,3.2,5.9
E00155428,87.1,2,10.9
E00155429,93,1.9,5
E00155430,94.9,2.3,2.8
E00155435,88.7,1.2,10.1
E00155440,97.1,0.7,2.2
E00155441,91.4,1.9,6.8
E00155448,86.5,1.4,12.2
E00155454,95,1.2,3.8
E00155455,89.8,2.2,8
E00155456,95.9,0.3,3.7
E00155457,84.5,2.6,12.9
E00155458,87.4,4.4,8.1
E00155459,94.8,3,2.2
E00155460,92.5,2.4,5.2
E00155461,90.9,2.1,7
E00155462,96.6,0,3.4
E00155463,93.4,2,4.6
E00155464,94.2,3.4,2.4
E00155465,93.1,1.9,5
E00155466,93.8,0,6.2
E00155467,88,3.8,8.2
E00155468,92,1.4,6.6
E00155469,88.8,1.7,9.5
E00155470,93.1,1.5,5.4
E00155471,88.7,1.3,10
E00155472,94.2,0.4,5.4
E00155473,82.4,2.6,15.1
E00155474,85.9,4.7,9.4
E00155475,89.6,1.2,9.3
E00155476,88.2,3.1,8.7
E00155477,91.4,1.8,6.8
E00155478,84.4,3.4,12.2
E00155479,94.1,0.7,5.2
E00155480,85,3.9,11.1
E00155481,88.9,2.4,8.7
E00155482,84.4,3.7,11.9
E00155483,83.8,2.6,13.6
E00155484,88.2,1.7,10.2
E00155485,85.1,3,11.9
E00155486,85.7,1.4,12.9
E00155487,88.6,0.3,11.1
E00155488,87.1,1.1,11.7
E00155489,84.9,4.9,10.2
E00155490,87.6,1.5,10.9
E00155491,89.4,2.9,7.7
E00155492,79.6,4.4,16
E00155493,88.7,1.5,9.8
E00155495,66.9,4.8,28.3
E00155497,93.2,2.1,4.7
E00155498,86.5,2.3,11.3
E00155499,82,2.5,15.5
E00155501,85,2.7,12.3
E00155502,92.4,2.4,5.2
E00155503,87,2.8,10.2
E00155504,84.8,3.2,12
E00155505,87.6,5.6,6.8
E00155506,96.6,0,3.4
E00155507,86.8,2.6,10.6
E00155508,77.3,4,18.7
E00155509,78.5,4.1,17.4
E00155510,84.6,1.6,13.8
E00155511,83.1,2.8,14.1
E00155512,87.8,3,9.1
E00155513,83.4,2.8,13.8
E00155514,86,4.6,9.5
E00155515,72.5,4.3,23.2
E00155521,94.8,1.8,3.3
E00155535,81.3,2.7,16
E00155536,82.8,2.4,14.8
E00155537,79.9,2.3,17.8
E00155538,84.5,5.2,10.3
E00155539,85.7,2.2,12.1
E00155540,79.2,2,18.8
E00155541,87,1.8,11.3
E00155542,84.6,0,15.4
E00155543,77.3,1.4,21.4
E00155544,75.4,5.8,18.8
E00155545,81.9,0.7,17.4
E00155546,80.1,2.4,17.5
E00155547,89.3,3,7.8
E00155548,84,2.3,13.7
E00155549,85.4,5.6,9
E00155550,88.6,2.8,8.6
E00155551,82.2,4,13.7
E00155552,88.2,2.3,9.5
E00155553,88.2,2.2,9.7
E00155554,85,4.5,10.5
E00155555,84.2,2.6,13.2
E00155556,77.2,4.1,18.8
E00155557,83.3,1.3,15.4
E00155558,79.9,4.9,15.2
E00155559,77.9,5.6,16.5
E00155560,83.9,2.6,13.4
E00155561,87.2,1.7,11.1
E00155562,79.5,3.6,16.8
E00155563,91,1,8
E00155564,75.6,10.1,14.2
E00155565,73.8,3.2,23
E00155566,71.3,0.3,28.4
E00155567,91.9,2.7,5.4
E00155568,73.5,1.8,24.7
E00155569,74.7,2.7,22.6
E00155570,81.4,3.8,14.8
E00155571,94.9,2.7,2.4
E00155572,91.4,5.1,3.5
E00155573,88,2.3,9.6
E00155574,94.2,0.9,4.9
E00155575,93.4,1.8,4.8
E00155576,91.8,3.2,5
E00155577,95.7,1.9,2.3
E00155578,90.9,1.7,7.4
E00155579,92.3,2.9,4.8
E00155580,87.7,3,9.3
E00155581,92.7,1.5,5.8
E00155582,85.6,2.9,11.4
E00155583,93.3,0.8,6
E00155584,94.1,1.6,4.3
E00155585,96.8,1,2.2
E00155586,88.1,2.8,9.1
E00155587,96.3,0.3,3.3
E00155588,92.8,0.4,6.8
E00155589,88.8,2.2,9
E00157371,92.2,2,5.7
E00157373,94.3,1.9,3.8
E00157374,92.6,2.2,5.2
E00157375,92,2.6,5.4
E00157376,94.9,2,3.1
E00157377,90.4,3,6.6
E00157378,90.8,2.4,6.8
E00157379,88.7,4.3,7
E00157380,94.8,2.4,2.7
E00157381,93.6,0.9,5.5
E00157383,93.2,1.9,4.9
E00157384,93.7,1.7,4.6
E00157385,92.7,2.7,4.7
E00157386,73,4.9,22.1
E00157387,91.6,3.8,4.6
E00157441,96.6,0.8,2.6
E00157443,95.6,2.2,2.2
E00157446,93.4,3.6,3
E00157447,89.2,2.4,8.4
E00157593,91.3,1.7,7.1
E00157594,95,2.3,2.6
E00157595,87.9,2.4,9.8
E00157596,88.8,2.8,8.4
E00157597,94.7,1.8,3.5
E00157598,97.9,0.6,1.5
E00157599,89.5,5.4,5.1
E00157600,91.9,2.5,5.6
E00157601,93.3,2,4.7
E00157602,97.1,1,2
E00157603,89.1,4.7,6.2
E00157604,90.2,3.1,6.8
E00157605,91.6,1.2,7.2
E00157606,86.7,4.4,8.9
E00157607,84.2,4.4,11.4
E00157608,89.2,4.3,6.5
E00157609,89.2,3.9,6.9
E00157610,83.9,4.6,11.6
E00157611,90.4,3.1,6.5
E00157613,91.2,1.9,7
E00157616,90,1.4,8.6
E00157618,85.6,2.8,11.6
E00157619,95.1,0.6,4.3
E00157620,89.1,4.7,6.2
E00157621,91,1.9,7.2
E00157622,87.6,3,9.4
E00157623,89.4,5.7,4.9
E00157625,73.7,6.3,20.1
E00157626,90.1,3.2,6.7
E00157627,94.7,2,3.4
E00157628,90.1,5.4,4.5
E00157629,88.7,4.1,7.1
E00157630,90.4,1,8.6
E00157631,86.2,4.1,9.7
E00157632,84.7,3.1,12.2
E00157633,93.4,1.1,5.5
E00157634,92.4,1.8,5.8
E00157635,91.2,4.4,4.4
E00157636,91.6,3.5,4.8
E00157637,80.5,4,15.6
E00157638,97.4,0.6,2
E00157639,88.4,4.2,7.3
E00157640,92.4,2.2,5.3
E00157641,92,2.5,5.5
E00157642,90.2,2.6,7.2
E00157643,89.4,3,7.6
E00157645,93.1,1.9,5
E00157646,88.7,1.3,10
E00157647,88,3.9,8.1
E00157648,90.6,2.9,6.5
E00157654,93.1,5,1.9
E00157658,86.4,4.5,9.1
E00157659,87.1,4.9,8
E00157660,91.2,4.8,3.9
E00157733,92.1,2.7,5.1
E00157735,94.1,0.4,5.5
E00157737,95.4,0.6,4
E00157953,93.3,2.3,4.4
E00157955,89.8,4.4,5.8
E00167772,85.9,3.5,10.7
E00167773,82.5,7.6,9.9
E00167774,87.2,2.7,10.1
E00167775,89.3,4,6.7
E00167776,91.9,2.5,5.6
E00167777,84.3,5.8,9.9
E00167778,84.1,4,12
E00190470,88.8,2.5,8.7
E00190471,64.7,5.8,29.5
E00190472,62.9,5.3,31.8
