geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00000001,2.8,1.7,3.4,88.1,4
E00000003,9.4,2,5.1,82,1.6
E00000005,11.6,0,5.4,75.9,7.1
E00000007,16.7,1.4,2.8,73.6,5.6
E00000010,5.7,6.9,12.6,68.6,6.3
E00000013,11.4,0.8,7.3,74.4,6.1
E00000018,9.7,0,4.4,82.3,3.6
E00000019,22.4,0,5.9,66.6,5.1
E00000020,9.9,0,6.9,78.7,4.5
E00000021,13.3,1.7,2,80.7,2.3
E00000022,10.5,7.7,7.7,61.8,12.3
E00000023,14.8,3.3,5.7,67,9.1
E00000024,12.5,1.9,7.9,72.6,5.2
E00000025,18.4,1.2,7.2,72,1.2
E00000028,30.7,3.2,2.3,57.8,6
E00004169,18,2.4,6.4,64.4,8.8
E00004173,27.1,5.5,7.7,56.6,3.1
E00004175,21.2,5.9,10.8,54.6,7.4
E00004177,24.6,1.7,9.2,60,4.6
E00004179,25.9,8.1,10.1,47.1,8.8
E00004180,36.1,3.1,8.8,49,3.1
E00004181,22.3,13.7,7,48.5,8.5
E00004182,14.3,10.2,11.6,55.8,8.2
E00004183,17.2,12.4,8.3,56.2,5.9
E00004184,24.3,10.9,5.4,53,6.4
E00004190,23.7,4.7,2.8,64.7,4.1
E00004193,44.8,2.7,5.9,42.3,4.4
E00004195,22.3,6.3,6.7,58,6.7
E00004197,25.3,0,5.6,63.1,6.1
E00004520,31.1,20.1,6.1,35.2,7.4
E00004521,19.2,4.9,4.4,69,2.5
E00004522,21.8,6.6,8.1,54.6,9
E00004523,24.4,6.7,7.9,55.1,5.9
E00004524,16.9,2.8,5.2,69.1,6
E00004525,25.5,4.2,8.4,48.3,13.7
E00004526,29.3,4.8,6.6,53.5,5.7
E00004527,15.6,5.4,6.1,69.4,3.4
E00004528,20.8,2.6,3.6,67.2,5.7
E00004529,12.8,4.5,10.8,63.5,8.3
E00004530,25.5,4.8,7.4,57.1,5.2
E00004531,17.6,11.3,7.4,54.3,9.4
E00004532,12.7,2.6,8.2,71.6,4.9
E00004534,21.5,20.6,12.9,38.2,6.9
E00004535,15,5.4,4.2,71.3,4.2
E00004536,13.3,3.6,6.8,71.9,4.4
E00004537,22,1.6,4.7,62.2,9.4
E00004538,15.7,15.1,13.5,50.8,4.9
E00004539,25.7,12.3,9.3,47.4,5.2
E00004540,32.4,6.3,4.4,48.7,8.2
E00004541,24.5,18.1,5.6,41.2,10.6
E00004542,17.2,14.8,4.4,58.6,5
E00004543,8,2.5,6.7,76.7,6.1
E00004544,53.2,12.9,2.2,26.3,5.4
E00004545,31.6,16.2,4.1,42.5,5.6
E00004546,20.5,7.3,5.9,55.7,10.5
E00004547,30.5,10.8,3.4,51.8,3.4
E00004548,9.3,3.8,5.1,76.4,5.5
E00004549,25.4,14.4,10.2,47,3
E00004550,38.8,18.3,4.5,30.3,8.1
E00004551,21.5,5.7,7.3,59.3,6.2
E00004552,47.3,11.8,3.5,31.4,6.1
E00004553,30.6,5.7,3.7,46.1,13.8
E00004554,26.6,7.1,7.1,55.2,3.9
E00004555,44.4,14.4,2.6,34.5,4.2
E00004556,24.4,16.2,8.5,42.4,8.5
E00004557,26.5,9.9,7.3,53,3.3
E00004558,28.6,12.2,4.1,51,4.1
E00004559,33.5,3.5,7.7,51.1,4.2
E00004560,18.9,8.2,7.4,58.6,7
E00004561,22.6,14.5,7.5,54.1,1.3
E00004646,43.2,7.9,7.4,32.3,9.2
E00004647,19,5.5,6.2,61.9,7.3
E00004649,23.2,1.6,6.5,63.8,4.9
E00004650,16.7,12.8,9,53.8,7.7
E00004651,34.8,1.5,0,63.6,0
E00004652,22,6.9,5,58.7,7.3
E00004655,27.9,3.1,8.6,50.7,9.7
E00004658,34.6,10.1,7,43.2,5
E00004659,27.7,13.7,6.7,45.6,6.4
E00004660,22.5,14,9.9,51.8,1.8
E00004661,31.3,16.7,7.1,37.5,7.5
E00004662,33.5,7.1,2.2,49.5,7.7
E00004663,53.3,18.6,5.4,19.6,3.2
E00004664,41.2,7.4,7.8,37.2,6.4
E00004665,26.8,12.1,10.3,44.9,5.9
E00004666,30,9.3,10.6,44.4,5.7
E00004667,29.3,3.4,4.1,58.5,4.8
E00004668,18.5,12.1,16.6,47.1,5.7
E00004669,55.2,8.1,6.1,26.6,4
E00004670,36.1,21.7,5.1,31.4,5.8
E00004671,33.9,12.2,8.6,38.7,6.5
E00004672,19.5,10.3,9.2,55.7,5.2
E00004673,31.8,11.7,9.5,36.5,10.6
E00004674,45.2,15.4,3.9,27.8,7.7
