geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00000001,84,14.9,1.1
E00000003,93,5.9,1.2
E00000005,90.2,7.1,2.7
E00000007,93.1,4.2,2.8
E00000010,84.5,12.1,3.4
E00000013,92,6.4,1.6
E00000018,90.3,8.5,1.2
E00000019,93.2,4.6,2.2
E00000020,87,9,4
E00000021,91.4,6.6,2
E00000022,82.3,15,2.7
E00000023,88.6,7.6,3.8
E00000024,88.3,7.1,4.6
E00000025,92.8,5.7,1.5
E00000028,94.1,5.5,0.5
E00004169,86.8,9.5,3.7
E00004173,89.4,8.2,2.4
E00004175,70.1,17.5,12.4
E00004177,94.2,5.4,0.4
E00004179,66.7,18.7,14.6
E00004180,88.6,7.3,4.1
E00004181,69.3,17.3,13.4
E00004182,89.7,7.5,2.7
E00004183,68.8,16.5,14.7
E00004184,76.6,16.4,7
E00004190,85.3,11.5,3.2
E00004193,92.4,5.5,2.1
E00004195,86.9,8.6,4.5
E00004197,92.9,6.6,0.5
E00004520,70.8,20,9.2
E00004521,92.2,4.4,3.4
E00004522,86.5,9.9,3.6
E00004523,81.9,11.4,6.7
E00004524,95.1,3.3,1.6
E00004525,80.3,9.7,10
E00004526,76.3,15.3,8.4
E00004527,82.8,9,8.3
E00004528,81.8,10.9,7.3
E00004529,86.5,6.9,6.6
E00004530,79.9,13.1,7
E00004531,81.5,11,7.5
E00004532,93.7,3.4,3
E00004534,73.7,12.9,13.4
E00004535,89.9,7.7,2.4
E00004536,93.5,6.5,0
E00004537,78.4,15.2,6.4
E00004538,80.8,11,8.2
E00004539,75.4,14.6,10.1
E00004540,74.1,15,10.9
E00004541,74.2,15.2,10.6
E00004542,79.7,12.5,7.8
E00004543,81.5,9.3,9.3
E00004544,79.6,14,6.5
E00004545,82.4,10.1,7.4
E00004546,74.1,17.6,8.3
E00004547,82.6,11.9,5.5
E00004548,83.5,9.7,6.8
E00004549,72.2,19.4,8.4
E00004550,84.1,9.4,6.5
E00004551,92.4,6.8,0.8
E00004552,82.2,13.5,4.3
E00004553,74.1,17.7,8.2
E00004554,89.6,6.8,3.6
E00004555,77.8,12.7,9.5
E00004556,82.5,12,5.5
E00004557,74.3,13.2,12.5
E00004558,84.7,12.1,3.2
E00004559,84.3,10.9,4.7
E00004560,75.4,11.5,13.1
E00004561,83.4,10.8,5.7
E00004646,77.6,17.2,5.2
E00004647,87.5,9.2,3.3
E00004649,91.5,5.9,2.7
E00004650,80.5,12.1,7.4
E00004651,74.2,14.4,11.4
E00004652,74.7,17.1,8.3
E00004655,91.6,6.1,2.4
E00004658,86.8,8.3,4.9
E00004659,88.1,7.9,4
E00004660,78.3,13.6,8.1
E00004661,82,13.1,4.9
E00004662,76.1,17.9,6
E00004663,77.4,16.3,6.3
E00004664,79.3,14,6.7
E00004665,71.5,21.1,7.4
E00004666,86.3,10.4,3.4
E00004667,93.3,5.4,1.3
E00004668,72.3,20.1,7.5
E00004669,74.9,17.6,7.5
E00004670,80.8,11,8.2
E00004671,81.7,11.2,7.1
E00004672,87.6,7.1,5.3
E00004673,83.5,8.8,7.7
E00004674,75.5,16.7,7.8
E00004675,71.3,18.6,10.2
E00004676,87,10.6,2.4
E00004678,82.2,8.9,8.9
E00004679,73.2,19.5,7.3
E00004680,93.8,5.2,1.1
E00004723,76.6,15.4,8
E00004724,86.7,9.1,4.2
E00004727,85.8,7.8,6.4
E00004728,79.7,13.3,7
E00004729,73,19.9,7.1
E00004730,70.2,17.1,12.7
E00004731,75.7,15.8,8.5
E00004744,74.8,16.4,8.8
E00004751,67.8,21,11.2
