geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00000001,22.7,4.5,67,5.7
E00000003,17.2,2.2,78.4,2.2
E00000005,33.3,1.5,56.1,9.1
E00000007,20.8,3.8,73.6,1.9
E00000010,37.2,4.4,48.7,9.7
E00000013,20.1,1.8,75,3
E00000018,18.1,4,72.5,5.4
E00000019,17.3,0.4,78,4.3
E00000020,13.9,4.1,74.6,7.4
E00000021,12.1,1.3,83.3,3.3
E00000022,41,1.6,45.9,11.5
E00000023,22.3,3.3,67.8,6.6
E00000024,29.3,1.9,60.1,8.7
E00000025,21.6,1.9,70.7,5.8
E00000028,24.5,2.7,68.2,4.5
E00004169,29.2,4.4,60.6,5.8
E00004173,20,8.6,68.6,2.9
E00004175,32.6,10.5,44.2,12.8
E00004177,29,4.8,59.7,6.5
E00004179,44.2,2.9,38.5,14.4
E00004180,32.6,0,51.7,15.7
E00004181,43.6,9.6,30.9,16
E00004182,28.9,2.6,53.9,14.5
E00004183,59.1,4.5,27.3,9.1
E00004184,27.4,9.5,54.8,8.3
E00004190,32.2,4.6,55.2,8
E00004193,69.4,3.6,25.8,1.2
E00004195,25.4,1.5,61.5,11.5
E00004197,22,2.2,64.8,11
E00004520,47.9,0,39.4,12.8
E00004521,26.3,3.4,64.4,5.9
E00004522,35.1,2.4,52.4,10.1
E00004523,37.6,1.7,53,7.7
E00004524,26.1,2,63.4,8.5
E00004525,26.9,8.3,51.9,13
E00004526,40.2,2.3,44.8,12.6
E00004527,49.4,2.4,41,7.2
E00004528,27,0.9,59.5,12.6
E00004529,29.5,1.9,60.9,7.7
E00004530,37.8,2.5,50.4,9.2
E00004531,42.3,2.1,44.4,11.3
E00004532,24.5,3.7,68.1,3.7
E00004534,37.5,8,35.2,19.3
E00004535,30,1.1,64.4,4.4
E00004536,16.7,1.8,70.8,10.7
E00004537,20.9,1.5,58.2,19.4
E00004538,40,4.6,40,15.4
E00004539,37.3,5.2,43.3,14.2
E00004540,34.9,5.5,44,15.6
E00004541,36.4,6.8,43.2,13.6
E00004542,33.5,1.8,51.2,13.4
E00004543,35.2,1.1,52.7,11
E00004544,41.2,9.8,28.4,20.6
E00004545,37.8,4.9,47.6,9.8
E00004546,37.2,0,56.4,6.4
E00004547,36.7,1.6,54.3,7.4
E00004548,23.4,0.8,67.2,8.6
E00004549,40.7,6.2,34.6,18.5
E00004550,41.5,5.5,38.4,14.6
E00004551,29.5,2.3,64.8,3.4
E00004552,42.9,1.5,36.1,19.5
E00004553,37.4,5.2,42.6,14.8
E00004554,27.9,3.9,62.3,5.8
E00004555,31.7,4.8,47.1,16.3
E00004556,38.2,3.3,45.5,13
E00004557,31.8,3,53,12.1
E00004558,30.7,0.7,57.7,10.9
E00004559,31.8,4.7,53.4,10.1
E00004560,40.5,3.6,46.8,9
E00004561,22.7,8,60,9.3
E00004646,46.7,5.4,33.7,14.1
E00004647,33.3,4.3,52.5,9.9
E00004649,37.6,1,54.5,6.9
E00004650,25.2,4.9,52.8,17.1
E00004651,33.9,3.2,59.7,3.2
E00004652,33.7,2.2,46.7,17.4
E00004655,17.9,5.7,62.6,13.8
E00004658,39.3,6.3,40.3,14.1
E00004659,31.4,8.3,46.8,13.5
E00004660,31.8,12.5,39.8,15.9
E00004661,39.8,3.9,42.7,13.6
E00004662,51.6,4.7,29.7,14.1
E00004663,39.4,6.4,30.3,23.9
E00004664,35.8,5.8,46.7,11.7
E00004665,41.4,3,38.4,17.2
E00004666,40.3,5,41.2,13.4
E00004667,29,2,64,5
E00004668,40.7,3.4,44.1,11.9
E00004669,44.8,7.6,28.6,19
E00004670,42.7,6.8,30.1,20.4
E00004671,40.8,5.7,36.3,17.2
E00004672,21.5,2.2,63.4,12.9
E00004673,41.9,3.8,39,15.2
E00004674,39,9.8,32.9,18.3
E00004675,51,2,38.8,8.2
E00004676,20,6.7,65,8.3
E00004678,39.2,6,47.6,7.2
E00004679,43.1,9.2,27.7,20
E00004680,25.4,6.7,59,9
E00004723,53.8,3.2,23.7,19.4
E00004724,46.8,3.7,42.2,7.3
E00004727,47.3,1.8,32.7,18.2
E00004728,45,3.6,38.7,12.6
E00004729,41.7,7.3,35.4,15.6
E00004730,42.4,1.5,34.8,21.2
E00004731,38.6,3.3,46.5,11.6
E00004744,58.5,7.6,16.9,16.9
E00004751,36.6,3.2,48.4,11.8
E00004763,51.4,5.4,33.8,9.5
E00004765,43.7,3.4,42.5,10.3
E00008866,41.4,7.9,37.9,12.9
E00008871,38.8,5.6,47.8,7.9
E00008875,39.9,18.9,32.9,8.4
E00008877,34,5.2,47.1,13.7
E00008879,22.6,0.8,72,4.5
E00008885,27.7,4.6,61.5,6.2
E00008886,23.1,6.4,63.6,6.9
E00008889,25.1,3.2,61.9,9.7
E00008890,41.5,11.5,35.4,11.5
E00008891,41.6,10.4,39.6,8.4
E00008892,43.8,7.4,33.1,15.7
E00008896,54.4,2.9,26.2,16.5
E00013385,32.2,3.4,48.6,15.8
E00013390,18.6,4,71.5,5.9
E00013391,33.8,2.9,50,13.2
E00013392,52,13,22.9,12.1
E00013393,43.8,9.4,30.2,16.7
E00013395,47.5,13.9,27.7,10.9
E00013411,38.9,10.2,45.5,5.4
E00013415,48.5,8.5,31.5,11.5
E00013416,49.3,9.7,25.7,15.3
E00013417,36.4,7.1,40.9,15.6
E00013419,21.3,3.8,70.4,4.6
E00013420,20.1,3.2,74,2.7
E00013421,40.4,4,47.7,7.9
E00013422,26.9,1,66.8,5.2
E00013423,30.5,0.8,58.8,9.9
E00013424,26.4,2.7,60.8,10.1
E00013425,31,1.8,59.7,7.5
E00013426,37.4,2,48.5,12.1
E00013428,22.9,5.9,64.4,6.8
E00013429,22,2.2,62.6,13.2
E00013430,15.9,1.6,60.3,22.2
E00013431,21.3,2.2,68.5,7.9
E00013432,49.2,4.1,31.1,15.6
E00013434,26.8,3.4,66.4,3.4
E00013435,40.7,3,37.1,19.2
E00013437,41.1,2.2,37.8,18.9
E00013439,20.2,5.1,68.7,6.1
