geography_code,sex-001,sex-002
E00000001,42.6,57.4
E00000003,47.7,52.3
E00000005,46.4,53.6
E00000007,46.5,53.5
E00000010,39.9,60.1
E00000013,47.4,52.6
E00000018,52,48
E00000019,38.5,61.5
E00000020,47.5,52.5
E00000021,41.4,58.6
E00000022,51.4,48.6
E00000023,57.9,42.1
E00000024,35.1,64.9
E00000025,47.3,52.7
E00000028,51.6,48.4
E00004169,50.2,49.8
E00004173,52.7,47.3
E00004175,43.5,56.5
E00004177,49.8,50.2
E00004179,60,40
E00004180,58,42
E00004181,51.7,48.3
E00004182,50.7,49.3
E00004183,50.9,49.1
E00004184,51.5,48.5
E00004190,50.9,49.1
E00004193,54.8,45.2
E00004195,46.6,53.4
E00004197,45.5,54.5
E00004520,51.9,48.1
E00004521,51.9,48.1
E00004522,47,53
E00004523,49.8,50.2
E00004524,52.6,47.4
E00004525,50.2,49.8
E00004526,51.7,48.3
E00004527,43.5,56.5
E00004528,49.2,50.8
E00004529,44.8,55.2
E00004530,44.3,55.7
E00004531,47.7,52.3
E00004532,47.6,52.4
E00004534,50.2,49.8
E00004535,51.2,48.8
E00004536,46,54
E00004537,48.8,51.2
E00004538,48.6,51.4
E00004539,53,47
E00004540,53,47
E00004541,44.9,55.1
E00004542,51.7,48.3
E00004543,48.4,51.6
E00004544,53.6,46.4
E00004545,51.8,48.2
E00004546,56.5,43.5
E00004547,52,48
E00004548,44.1,55.9
E00004549,53.2,46.8
E00004550,54.3,45.7
E00004551,48.6,51.4
E00004552,51.6,48.4
E00004553,41,59
E00004554,45,55
E00004555,51.6,48.4
E00004556,53.6,46.4
E00004557,52.7,47.3
E00004558,49.2,50.8
E00004559,53.3,46.7
E00004560,44.1,55.9
E00004561,46.2,53.8
E00004646,50,50
E00004647,55.8,44.2
E00004649,39.7,60.3
E00004650,54.8,45.2
E00004651,54.2,45.8
E00004652,52.1,47.9
E00004655,47.1,52.9
E00004658,53.3,46.7
E00004659,52.4,47.6
E00004660,45.9,54.1
E00004661,48.1,51.9
E00004662,46.4,53.6
E00004663,47.5,52.5
E00004664,45.5,54.5
E00004665,50.7,49.3
E00004666,51,49
E00004667,51,49
E00004668,57.9,42.1
E00004669,49.7,50.3
E00004670,53.7,46.3
E00004671,53.3,46.7
E00004672,53.2,46.8
E00004673,51.3,48.7
E00004674,52.7,47.3
E00004675,50.6,49.4
E00004676,57.9,42.1
E00004678,50,50
E00004679,53.4,46.6
E00004680,58.2,41.8
E00004723,50.3,49.7
E00004724,50.9,49.1
E00004727,50.7,49.3
E00004728,55.7,44.3
E00004729,50,50
E00004730,54.1,45.9
E00004731,51.2,48.8
E00004744,54.4,45.6
E00004751,46.3,53.7
E00004763,54.5,45.5
E00004765,47.9,52.1
E00008866,53,47
E00008871,52.4,47.6
E00008875,49.7,50.3
E00008877,56.5,43.5
E00008879,48.2,51.8
E00008885,51.5,48.5
E00008886,49.2,50.8
E00008889,52.3,47.7
E00008890,56.4,43.6
E00008891,51.9,48.1
E00008892,55.5,44.5
E00008896,51.6,48.4
E00013385,52.7,47.3
E00013390,40.6,59.4
E00013391,55.7,44.3
E00013392,55.6,44.4
E00013393,52.1,47.9
E00013395,49.5,50.5
E00013411,46.3,53.7
E00013415,55.5,44.5
E00013416,61.1,38.9
E00013417,55.5,44.5
E00013419,53.6,46.4
E00013420,49.5,50.5
E00013421,54,46
E00013422,48.6,51.4
E00013423,56.5,43.5
E00013424,53.6,46.4
E00013425,51.6,48.4
E00013426,43,57
E00013428,44.4,55.6
E00013429,54.1,45.9
E00013430,36,64
E00013431,38.3,61.7
E00013432,57,43
