geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00086108,33.3,44,17.3,5.3
E00086109,18.9,51.4,22.5,7.2
E00086111,39.6,40.3,16.4,3.8
E00086112,30.1,44.8,21,4.2
E00086113,28.5,45.3,19.7,6.6
E00086114,10.3,30.8,40,18.9
E00086115,7.9,40.7,38.6,12.9
E00086117,52.5,39.2,6.3,1.9
E00086143,26.8,44.3,21.6,7.2
E00086144,30.4,45.1,20.6,3.9
E00086145,12.3,42.6,40.2,4.9
E00086161,6.7,40.8,36.7,15.8
E00086168,6.8,36.8,41.9,14.5
E00086413,18.3,45.8,29.8,6.1
E00086414,27.5,42.3,26.1,4.2
E00086415,25.2,39.4,26.8,8.7
E00086416,29.3,38.1,24.5,8.2
E00086417,18.5,48.4,24.2,8.9
E00086420,24.4,38.7,24.4,12.6
E00086421,40.8,44.2,11.7,3.3
E00086422,16.4,44,24.1,15.5
E00086423,23.4,50,21.8,4.8
E00086424,29.6,37.8,27.6,5.1
E00086425,21.5,49.2,18.5,10.8
E00086426,11.5,51,26.9,10.6
E00086427,23.5,45.5,22.7,8.3
E00086428,16.3,39.8,36.6,7.3
E00086429,14.8,46.1,34.8,4.3
E00086430,18.9,46.7,24.6,9.8
E00086431,23.5,40.9,27.8,7.8
E00086432,9.2,41.7,35.8,13.3
E00086433,35,35.9,19.7,9.4
E00086434,25.7,44,22,8.3
E00086435,25.4,37.7,25.4,11.5
E00086436,39.5,43.7,13.4,3.4
E00086437,22.7,35.3,35.3,6.7
E00086438,27.1,40.6,27.8,4.5
E00086439,24.5,41.8,25.5,8.2
E00086440,26.9,41.2,27.7,4.2
E00086441,18.8,33.6,32,15.6
E00086442,42.4,38.4,14.4,4.8
E00086443,21.3,46.8,27,5
E00086444,18,47.9,29.5,4.6
E00086445,12.2,39.8,32.5,15.4
E00086446,45.6,31.9,20,2.5
E00086447,18.4,37.6,32.8,11.2
E00086448,42.3,31.5,23.4,2.7
E00086449,56.7,32.6,9.9,0.7
E00086450,45,28.3,20.8,5.8
E00086451,12.6,50.3,29.4,7.7
E00086452,32.6,44.4,19.3,3.7
E00086453,8.1,45.6,33.1,13.1
E00086454,15.9,37.7,31.9,14.5
E00115488,10,45.3,34,10.7
E00115489,10.2,39.4,40.9,9.4
E00115490,6.5,32.7,45.8,15
E00115491,8.4,34.5,39.5,17.6
E00115492,11.4,43.2,34.1,11.4
E00115493,8.4,44.6,32.5,14.5
E00115494,4.7,43.9,38.5,12.8
E00115495,24.1,46.9,23.5,5.6
E00115496,35.4,34.6,21.3,8.7
E00115497,52,31.1,10.8,6.1
E00115498,14.1,42.3,32.4,11.3
E00115499,39.1,42.9,16.1,1.9
E00115500,36.5,41,18.1,4.4
E00115501,22.6,43.5,28.2,5.6
E00115509,9.1,34.1,34.1,22.7
E00115510,7.2,45.9,32.9,14
E00115511,2.9,40.1,45.3,11.7
E00115512,1.7,30.4,46.1,21.7
E00115513,11,49.6,26.8,12.6
E00115514,13.2,40.3,30.2,16.3
E00115515,12.8,42.4,33.6,11.2
E00115516,24.2,43.3,23.3,9.2
E00115517,22.6,52.6,21.2,3.6
E00115518,47.9,39.4,10.2,2.5
E00115519,40.3,41.7,14.1,3.9
E00115520,9.7,41,32.6,16.7
E00115521,3.6,20.7,45,30.6
E00115522,3.8,25.8,43.2,27.3
E00115523,2.9,33.3,42.9,21
E00115524,3.6,44.5,36.4,15.5
E00115525,24.1,36.1,31.5,8.3
E00115526,3.3,29.3,53.7,13.8
E00115527,5.8,28.9,51.2,14
E00115528,12.9,34.7,35.5,16.9
E00115529,4,37.1,38.7,20.2
E00115530,8.1,29.3,43.1,19.5
E00115531,9.8,43.4,32.8,13.9
E00115532,7.4,34.4,41.8,16.4
E00115533,7.4,29.8,50.4,12.4
E00115534,7.8,44.2,36.4,11.6
E00115535,12.8,37.6,34.4,15.2
E00115536,14,42.7,32.7,10.7
E00115537,15.2,39.2,34.4,11.2
E00115538,37.6,41.6,14.4,6.4
E00115539,10.1,38.8,39.5,11.6
E00115540,16.9,40.1,29.6,13.4
E00115541,12.7,46.1,34.8,6.4
E00115542,30.9,37.4,25.2,6.5
E00115543,30.8,36.8,22.2,10.3
E00115544,5.8,36,41.7,16.5
E00115545,10.4,35.7,35.7,18.3
E00115546,8.9,27.4,48.4,15.3
E00115547,18,51.6,23.4,7
E00115548,11,39.4,36.2,13.4
E00115549,8.7,34.1,45.2,11.9
E00115550,9.8,39.8,43.1,7.3
E00115551,27.8,46.1,20,6.1
E00115552,22.2,47,21.4,9.4
E00115553,9,36.6,29.9,24.6
E00115554,27.3,41.7,21.6,9.4
E00115555,8.4,42,38.5,11.2
E00115556,28.1,43.9,24.5,3.6
E00115557,18.5,42,33.6,5.9
E00115558,7.9,41.8,36.4,13.9
E00115559,16.4,43.3,31.3,9
E00115560,16.2,47.4,27.7,8.7
E00115572,10.1,41.6,38.2,10.1
E00115573,13.3,38.6,38.1,10
E00115574,17.1,47,30.8,5.1
E00115575,26.4,50.8,14.2,8.6
E00115576,14.5,50.3,24.8,10.3
E00115577,41.1,38,16.3,4.7
E00115579,10.6,47,31.1,11.4
E00115580,31.5,38.6,20.5,9.4
E00115582,16.9,37.3,34.7,11
E00115583,21.1,41.5,27.6,9.8
E00115584,12.1,35.3,33.6,19
E00115585,10.9,41.1,36.4,11.6
E00115586,10.5,39.8,39.8,9.8
E00115587,11.5,37.2,33.1,18.2
E00115588,15.1,33.3,31,20.6
E00115589,7.3,39.4,38.7,14.6
E00115590,21.1,45.1,25.6,8.3
E00115591,3.2,36.5,53.8,6.4
E00115592,19.5,46.9,25.7,8
E00115593,11.9,37.8,36.4,14
E00115599,12.4,39.4,36.5,11.7
E00115600,14.8,37.4,39.1,8.7
E00115601,19.5,45.9,24.1,10.5
E00115602,20.2,47.6,27.4,4.8
E00115603,14.5,55.6,18.5,11.3
E00115604,5,41.7,41.7,11.7
E00115685,11.3,34.7,35.5,18.5
E00115686,7.4,39.3,41,12.3
E00115687,4.3,29,40.9,25.8
E00115688,15,42.9,31.6,10.5
E00115689,20.2,37.7,28.1,14
E00115690,15.2,39.2,31.2,14.4
E00115691,31.3,41.1,23.2,4.5
E00115693,19.5,39.8,27.1,13.5
E00115694,10.4,40.8,30.4,18.4
E00115710,12.1,37.1,41.1,9.7
E00115711,4,24.8,44,27.2
E00115712,10.1,36.4,37.2,16.3
E00115713,6.3,43.1,37.5,13.1
E00115714,5.6,32.9,50.3,11.2
E00115715,8.1,48,35,8.9
E00115716,7,29.7,46.9,16.4
E00115717,14.2,40.2,33.9,11.8
E00115718,4,33.3,44.4,18.3
E00115720,7.4,32.8,41,18.9
E00115722,11,47.5,36.4,5.1
E00115723,9.9,42.1,35.5,12.4
E00115724,6.6,40.5,42.1,10.7
E00115725,3,28.8,47.7,20.5
E00115726,11.1,36.5,40.5,11.9
E00115727,10.9,33.6,45.3,10.2
E00115728,4.3,30.4,36.2,29
E00115729,8.9,42,41.1,8
E00115730,13.3,47.9,27.1,11.7
E00115731,23,41.8,28.7,6.6
E00115786,9,37.8,38.5,14.7
E00115789,10.2,30.7,40.9,18.1
E00115790,7.9,36.7,36,19.4
E00115791,8.5,42.3,33.8,15.4
E00115792,6.3,37.8,37.8,18.1
E00115794,11.1,45.4,32.4,11.1
E00115795,4.7,25.2,45.7,24.4
E00115796,7.9,27,50,15.1
E00117973,10.8,35.1,39.2,14.9
E00117975,13.7,51.1,23.2,12.1
E00117977,5.6,23.8,53.1,17.5
E00117978,4.9,27.3,51.7,16.1
E00117979,23.8,50.3,21.2,4.7
E00117980,16.4,45,30,8.6
E00117981,8.8,47.8,31.4,11.9
E00117982,5.8,49.4,35.3,9.6
E00117983,22.4,42.4,24,11.2
E00117984,18.6,42.9,30.7,7.9
E00117985,9,36.3,38.7,16
E00117987,6,32.5,51.7,9.9
E00117988,10.2,45.8,36.4,7.6
E00117989,21.9,37.5,34.4,6.3
E00117990,23.3,51.7,20.8,4.2
E00117991,7.8,33.3,42.2,16.7
E00117992,11.3,42.7,34.7,11.3
E00117993,6.7,41.6,40.3,11.4
E00117994,5.9,41.4,38.8,13.9
E00117995,5.5,33.6,39.1,21.9
E00117997,4.5,35.5,53.6,6.4
E00117998,12.8,39.4,33,14.7
E00118036,8.1,37.2,43.9,10.8
E00118037,11.5,38.5,35.9,14.1
E00118038,15.4,33.3,29.3,22
E00118039,4,26.8,45.6,23.5
E00118040,1.7,32.8,42.9,22.6
E00118041,2.9,27,52.6,17.5
E00118043,0,28.9,41,30.1
E00118044,6.3,16.4,46.9,30.5
E00118045,3.8,19.5,52.6,24.1
E00118046,20.2,31.8,34.3,13.6
E00118047,7.1,39,38.6,15.4
E00118048,6.7,30.9,44.2,18.2
E00118050,13.4,34.6,33.5,18.4
E00118051,28.3,45.1,17.7,8.8
E00118052,7.4,39,42.6,11
E00118053,11.8,34,36.6,17.6
E00118054,39.1,35.2,21.9,3.9
E00118055,3.7,31.9,37.8,26.7
E00118058,7.7,37.8,41,13.5
E00118059,8.1,23.4,40.5,27.9
E00118060,7.6,32.6,40.8,19
E00118061,4,22.7,39.3,34
E00118232,5.9,26.2,45.5,22.5
E00118233,6.7,19.5,52.4,21.3
E00118234,4.3,30.6,41.9,23.1
E00118235,7.3,29.9,44.6,18.1
E00118236,6.4,29.8,41.8,22
E00118237,5.3,28.1,41.2,25.4
E00118238,5.2,22,50.3,22.5
E00118239,6,24.1,38.3,31.6
E00118240,7.4,26.8,39.6,26.2
E00118241,16.2,39,29.5,15.2
E00118242,8.1,34.7,44.4,12.9
E00118243,8.6,32.8,44.1,14.5
E00118252,2.5,18.5,48.7,30.3
E00118253,1.5,30,38.5,30
E00118254,3.1,14.6,46.9,35.4
E00118255,4,16.7,44.4,34.9
E00118256,13.9,39.9,34.7,11.6
E00118257,7.3,31.7,42.7,18.3
E00118258,5.4,21.3,56.4,16.8
E00118259,3.4,25.3,50.6,20.7
E00118260,1.7,36.2,31,31
E00118261,0,25,42.9,32.1
E00118262,10.7,29.3,42,18
E00118263,6.3,28.5,41.5,23.7
E00118264,4.8,24.1,46.2,24.8
E00118300,7.7,49.2,36.9,6.2
E00118301,5.9,26.7,38.5,28.9
E00118302,6,26.2,39.6,28.2
E00118304,27.6,44.3,23,5.2
E00118305,17.5,44.8,26.6,11.2
E00118306,16.6,49.7,25.5,8.3
E00118307,15.4,45.1,28.4,11.1
E00118308,11.6,41.3,29.8,17.4
E00167962,4.2,38.5,46.9,10.5
E00167966,6.9,30.8,48.5,13.8
E00167967,9.2,62.6,26,2.3
E00167968,8.5,31.1,31.1,29.3
E00167969,5,50.4,39.7,5
E00167971,2.1,57.9,37.2,2.8
E00184865,10.9,32.7,33.6,22.7
E00185011,1.1,22.7,46.6,29.5
