geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00130843,96.5,3.5
E00130844,95.1,4.9
E00130846,92.3,7.7
E00130875,63.6,36.4
E00130876,92.3,7.7
E00130879,94.4,5.6
E00130880,92.1,7.9
E00130881,97.8,2.2
E00130882,88.8,11.2
E00130893,92.5,7.5
E00130900,90.9,9.1
E00130901,80.8,19.2
E00130902,91.7,8.3
E00130903,95.7,4.3
E00130904,94.4,5.6
E00130905,88.5,11.5
E00130906,94.5,5.5
E00130908,91.9,8.1
E00130909,90.4,9.6
E00130910,89.5,10.5
E00130911,93.1,6.9
E00130912,88.7,11.3
E00130913,86.2,13.8
E00130914,98.9,1.1
E00130915,93.5,6.5
E00130916,96.7,3.3
E00130918,91.7,8.3
E00130919,86.1,13.9
E00130921,96.1,3.9
E00130922,94,6
E00130923,98.6,1.4
E00130924,95.1,4.9
E00130925,92.8,7.2
E00130926,93.4,6.6
E00130927,91.8,8.2
E00130928,92.1,7.9
E00130929,93.9,6.1
E00130930,91.1,8.9
E00130931,88.9,11.1
E00130932,94.8,5.2
E00130933,94,6
E00130934,96.4,3.6
E00130935,95.4,4.6
E00130937,97.6,2.4
E00130938,91.2,8.8
E00130939,93.1,6.9
E00130941,95.1,4.9
E00130942,92.8,7.2
E00137088,91.4,8.6
E00137089,80.7,19.3
E00137090,90.9,9.1
E00137091,84.3,15.7
E00137092,92.6,7.4
E00137093,90.3,9.7
E00137094,94.3,5.7
E00137096,92.7,7.3
E00137097,91.1,8.9
E00137098,81.4,18.6
E00137099,84.8,15.2
E00137100,83.3,16.7
E00137101,81.9,18.1
E00137102,77.9,22.1
E00137103,78,22
E00137104,82.6,17.4
E00137105,72.5,27.5
E00137106,81.1,18.9
E00137126,67.1,32.9
E00137127,81.5,18.5
E00137128,72.3,27.7
E00137138,81.4,18.6
E00137139,78.3,21.7
E00137140,76.5,23.5
E00137142,80.5,19.5
E00137143,77.9,22.1
E00137144,68.2,31.8
E00137145,74,26
E00137146,73.6,26.4
E00137149,75.4,24.6
E00137150,83.3,16.7
E00137151,78.5,21.5
E00137152,60.8,39.2
E00137153,75.6,24.4
E00137155,95.5,4.5
E00137156,87,13
E00137157,73,27
E00137158,70.4,29.6
E00137159,65,35
E00137160,70.6,29.4
E00137161,62.1,37.9
E00137162,66.8,33.2
E00137163,76.6,23.4
E00137238,85,15
E00137302,94.9,5.1
E00137303,82.6,17.4
E00137304,94.3,5.7
E00137305,96.5,3.5
E00137306,92.8,7.2
E00137307,92,8
E00137308,94,6
E00137309,94.6,5.4
E00137310,90.2,9.8
E00137318,92.5,7.5
E00137319,92.2,7.8
E00137320,96.3,3.7
E00137321,91.3,8.7
E00137322,95.8,4.2
E00137323,92.9,7.1
E00137324,91.3,8.7
E00137325,94.4,5.6
E00137326,97.4,2.6
E00137327,94.2,5.8
E00137328,95.6,4.4
E00137329,94,6
E00137330,94.8,5.2
E00137332,92.2,7.8
E00137333,90.6,9.4
E00137334,96,4
E00137335,90.9,9.1
E00137342,96.2,3.8
E00137343,97.7,2.3
E00137344,98.7,1.3
E00137345,96.3,3.7
E00137346,92,8
E00137347,96.8,3.2
E00137348,97.1,2.9
E00137411,86.7,13.3
E00137412,92.7,7.3
E00137413,90.9,9.1
E00137414,94.2,5.8
E00137416,93.8,6.3
E00137418,93.2,6.8
E00137419,90.8,9.2
E00137420,88.6,11.4
E00137421,90.3,9.7
E00137422,92.5,7.5
E00137423,84.7,15.3
E00137424,93.6,6.4
E00137425,95.8,4.2
E00137426,95.8,4.2
E00137427,98.6,1.4
E00137428,96,4
E00137429,94.9,5.1
E00137430,97,3
E00137431,89.1,10.9
E00137432,94.7,5.3
E00137433,97,3
E00137434,95.1,4.9
E00137435,93.5,6.5
E00137436,96.5,3.5
E00137437,92.6,7.4
E00137438,92.8,7.2
E00137439,95,5
E00137440,94.9,5.1
E00137441,94.3,5.7
E00137442,93.3,6.7
E00137443,92.6,7.4
E00137455,95.9,4.1
E00137456,90.6,9.4
E00137457,92.9,7.1
E00137461,88.6,11.4
E00137462,94.8,5.2
E00137479,96.2,3.8
E00137482,92.9,7.1
E00137748,92.3,7.7
E00137749,83.8,16.2
E00137750,81.7,18.3
E00137751,85.2,14.8
E00137752,94.1,5.9
E00137753,92,8
E00137754,84.1,15.9
E00137755,91.6,8.4
E00137756,92,8
E00137757,89,11
E00137758,92.2,7.8
E00137759,87.6,12.4
E00137760,80.9,19.1
E00137761,83.7,16.3
E00137762,87.8,12.2
E00137763,80.1,19.9
E00137764,87.2,12.8
E00137765,78.5,21.5
E00137766,85,15
E00137767,82.7,17.3
E00137768,80.3,19.7
E00137769,79.4,20.6
E00137770,83.8,16.2
E00137771,71.9,28.1
E00137772,90.2,9.8
E00137773,67.5,32.5
E00137788,82.9,17.1
E00137789,80.5,19.5
E00137790,84.1,15.9
E00137791,86,14
E00137792,88.8,11.2
E00137793,88.9,11.1
E00137794,77,23
E00137795,89.9,10.1
E00137796,85.7,14.3
E00137797,84.5,15.5
E00137798,86.1,13.9
E00137799,87.3,12.7
E00137803,94.5,5.5
E00137817,96.8,3.3
E00137818,97.4,2.6
E00137819,95.5,4.5
E00137820,97.5,2.5
E00137822,91.9,8.1
E00137823,94.3,5.7
E00137824,93.7,6.3
E00137825,91,9
E00137826,92.3,7.7
E00137827,90.8,9.2
E00137828,92.2,7.8
E00137829,95.7,4.3
E00137830,96,4
E00137835,85.3,14.7
E00137843,86.9,13.1
E00137844,85.7,14.3
E00137845,89.7,10.3
E00137846,94.9,5.1
E00137847,85.8,14.2
E00137848,89.1,10.9
E00137849,91.9,8.1
E00137850,84.3,15.7
E00137851,86.2,13.8
E00137870,64,36
E00137871,59.5,40.5
E00137872,64.1,35.9
E00137874,66.9,33.1
E00137875,58.8,41.2
E00137876,71.7,28.3
E00137877,68.1,31.9
E00137878,72.9,27.1
E00137879,57.6,42.4
E00137880,60.3,39.7
E00137881,75.1,24.9
E00137882,68.6,31.4
E00137883,71.9,28.1
E00137884,61.8,38.2
E00137885,58,42
E00137886,81.3,18.7
E00137887,77.8,22.2
E00137888,54.2,45.8
E00137889,61.2,38.8
E00137890,92.9,7.1
E00137891,93.8,6.2
E00137892,96.2,3.8
E00137893,96.1,3.9
E00137894,95.1,4.9
E00137895,95.7,4.3
E00137896,90.8,9.2
E00137897,95.2,4.8
E00137898,92.7,7.3
E00137899,95.4,4.6
E00137900,93.3,6.7
E00137901,90.8,9.2
E00137902,70.6,29.4
E00137903,69.1,30.9
E00137904,80.6,19.4
E00137905,70.4,29.6
E00137906,69.4,30.6
E00137907,74,26
E00137908,88.4,11.6
E00137909,75,25
E00137911,83.3,16.7
E00137913,62.2,37.8
E00137914,83.5,16.5
E00137915,65.2,34.8
E00137916,87.1,12.9
E00137917,74.3,25.7
E00137918,67.6,32.4
E00137919,78.6,21.4
E00137920,65.2,34.8
E00137921,67.1,32.9
E00137922,86,14
E00137923,78.3,21.7
E00137924,76.9,23.1
E00137925,82.2,17.8
E00137926,82.4,17.6
E00137927,87.9,12.1
E00137928,85,15
E00137929,88,12
E00137930,85.3,14.7
E00137931,88.5,11.5
E00137932,85.4,14.6
E00137935,89.8,10.2
E00137936,88.8,11.2
E00137937,92.1,7.9
E00137938,89.3,10.7
E00137939,78.1,21.9
E00137940,81.6,18.4
E00137941,72.9,27.1
E00137943,68.2,31.8
E00137944,76.6,23.4
E00137945,73.9,26.1
E00137946,94.5,5.5
E00137947,93.1,6.9
E00137948,95.2,4.8
E00137949,92.6,7.4
E00137950,93.2,6.8
E00137951,94.9,5.1
E00137952,93.2,6.8
E00137954,95.2,4.8
E00137955,95.9,4.1
E00137956,96.9,3.1
E00137957,94.2,5.8
E00137958,91.8,8.2
E00137959,92.1,7.9
E00137972,94.6,5.4
E00137973,93,7
E00137974,94.1,5.9
E00137975,86,14
E00137976,93.1,6.9
E00137977,90,10
E00137978,92.5,7.5
E00137979,90.3,9.7
E00137980,93.1,6.9
E00137981,87.9,12.1
E00137982,95.9,4.1
E00137983,94.3,5.7
E00137984,94.3,5.7
E00137985,96.1,3.9
E00137986,91.8,8.2
E00137987,96.2,3.8
E00137988,90.3,9.7
E00137989,95.1,4.9
E00137991,92.1,7.9
E00137992,93.4,6.6
E00137993,97.3,2.7
E00137994,94,6
E00137995,85.4,14.6
E00137996,78,22
E00137997,87.3,12.7
E00137999,81.4,18.6
E00138001,92,8
E00138002,80.8,19.2
E00138003,79.4,20.6
E00138004,80.5,19.5
E00138005,77.7,22.3
E00138007,96.3,3.7
E00138008,88.9,11.1
E00138009,96.4,3.6
E00138013,86.2,13.8
E00138014,87.6,12.4
E00138015,90.2,9.8
E00138017,86.3,13.7
E00138018,88.7,11.3
E00138019,90,10
E00138020,87.5,12.5
E00138021,89,11
E00138022,83.2,16.8
E00138023,84.6,15.4
E00138024,90.9,9.1
E00138082,92.2,7.8
E00138083,91.9,8.1
E00138084,88.6,11.4
E00138085,90.6,9.4
E00138086,73,27
E00138087,82.2,17.8
E00138088,92.6,7.4
E00138089,82.4,17.6
E00138090,79.6,20.4
E00138091,95.2,4.8
E00138092,92.2,7.8
E00138093,78.9,21.1
E00138094,74.1,25.9
E00138095,81.7,18.3
E00138096,80.7,19.3
E00138097,81.6,18.4
E00138098,80.3,19.7
E00138099,83.8,16.2
E00138101,88.5,11.5
E00138102,92.8,7.2
E00138103,92,8
E00138104,93,7
E00138105,93.9,6.1
E00138106,76.6,23.4
E00138107,86.7,13.3
E00138108,92.1,7.9
E00138109,87,13
E00138110,94.8,5.2
E00138111,91.6,8.4
E00138112,89.4,10.6
E00138113,88.2,11.8
E00138114,84.5,15.5
E00138115,85,15
E00138116,93.8,6.2
E00138211,78.6,21.4
E00138241,65.6,34.4
E00138243,77.1,22.9
E00138245,67.2,32.8
E00138252,72.5,27.5
E00138254,65.8,34.2
E00138269,89.3,10.7
E00138288,86.8,13.2
E00138289,85.6,14.4
E00138290,77,23
E00138325,95.5,4.5
E00138326,87,13
E00138327,91.4,8.6
E00138347,93.2,6.8
E00138368,67.8,32.2
E00138369,77,23
E00138370,62.7,37.3
E00138371,62.8,37.2
E00138372,72.5,27.5
E00138457,90.2,9.8
E00138458,91,9
E00138459,88.7,11.3
E00138460,88,12
E00138461,87.8,12.2
E00138463,90.2,9.8
E00138464,83.5,16.5
E00138465,88.3,11.7
E00138467,91.9,8.1
E00138468,90,10
E00138469,90.4,9.6
E00138470,90.8,9.2
E00138471,76,24
E00138517,75.2,24.8
E00138595,69.7,30.3
E00138596,74.1,25.9
E00138597,61.2,38.8
E00138598,73.9,26.1
E00138599,80.5,19.5
E00138600,68,32
E00138601,65.6,34.4
E00138602,60.6,39.4
E00138603,65,35
E00138604,80.2,19.8
E00138605,73.2,26.8
E00138606,62.2,37.8
E00138607,68.4,31.6
E00138608,63.5,36.5
E00138609,61.8,38.2
E00138610,74,26
E00138611,56.6,43.4
E00138612,67.6,32.4
E00138613,64.5,35.5
E00138614,68.7,31.3
E00138615,69,31
E00138616,72,28
E00138617,60,40
E00138618,71.2,28.8
E00138619,66.6,33.4
E00138620,80,20
E00138934,75.4,24.6
E00138935,79,21
E00138936,82.5,17.5
E00138937,73.3,26.7
E00138938,74.9,25.1
E00138939,84.4,15.6
E00138940,78.3,21.7
E00138941,75.9,24.1
E00138942,80,20
E00138943,78,22
E00138944,74.9,25.1
E00138945,76,24
E00138946,77.7,22.3
E00138947,83.9,16.1
E00138948,83.6,16.4
E00138949,86.6,13.4
E00138950,86.4,13.6
E00138951,76.1,23.9
E00138952,78.4,21.6
E00138976,82.2,17.8
E00138978,75.9,24.1
E00138979,90.9,9.1
E00138981,80.1,19.9
E00138983,87,13
E00138984,79.2,20.8
E00138986,81.2,18.8
E00138987,80.9,19.1
E00138988,92.3,7.7
E00138992,83.1,16.9
E00139003,91.4,8.6
E00139004,91.5,8.5
E00139005,97,3
E00139006,93.5,6.5
E00139031,93.5,6.5
E00139032,95,5
E00139033,95.9,4.1
E00139034,97.9,2.1
E00139035,89.6,10.4
E00139036,92.3,7.8
E00139041,83.3,16.7
E00139043,88.6,11.4
E00139075,95.6,4.4
E00139076,92.3,7.8
E00139078,93.7,6.3
E00139079,94.3,5.7
E00139080,94.8,5.2
E00139081,93.8,6.2
E00139082,85.5,14.5
E00139083,80.3,19.7
E00139084,79.8,20.2
E00139085,76.1,23.9
E00139086,66.8,33.2
E00139087,79.1,20.9
E00139088,73.2,26.8
E00139089,80.1,19.9
E00139090,81,19
E00139091,77.2,22.8
E00139092,71.4,28.6
E00139093,62.1,37.9
E00139094,71.7,28.3
E00139095,84.8,15.2
E00139096,79.1,20.9
E00139097,77.3,22.7
E00139098,71.1,28.9
E00139099,83.1,16.9
E00139100,79.1,20.9
E00139101,79.7,20.3
E00139103,83.9,16.1
E00139104,79.5,20.5
E00139106,86.9,13.1
E00139107,86.5,13.5
E00139108,78.7,21.3
E00139109,83,17
E00139110,87.6,12.4
E00139111,81.5,18.5
E00139113,84,16
E00139114,89.6,10.4
E00139115,75.2,24.8
E00139116,87.6,12.4
E00139117,76.6,23.4
E00139118,83.5,16.5
E00139119,80.5,19.5
E00139120,81.7,18.3
E00139121,86.1,13.9
E00139122,89.6,10.4
E00139123,78.6,21.4
E00139124,90.6,9.4
E00139125,78,22
E00139126,82.8,17.2
E00139134,73.5,26.5
E00139138,83.5,16.5
E00139143,84.1,15.9
E00139144,87.4,12.6
E00139145,85.3,14.7
E00139155,74.8,25.2
E00139158,90,10
E00139159,95.4,4.6
E00139160,93.2,6.8
E00139161,96,4
E00169161,72.5,27.5
E00169162,68.2,31.8
E00169163,93.2,6.8
E00169164,92.8,7.2
E00169165,67.8,32.2
E00169166,64.1,35.9
E00169167,68.7,31.3
E00169176,71.3,28.7
E00169177,65.9,34.1
E00169178,58.9,41.1
E00169179,56.8,43.2
E00169181,64.6,35.4
E00169182,61.1,38.9
E00169183,78.5,21.5
E00169184,76.3,23.7
E00169205,85.7,14.3
E00169206,94.1,5.9
E00169207,92.8,7.2
E00169208,90.1,9.9
E00169209,95.2,4.8
E00169211,92.2,7.8
E00169212,90.4,9.6
E00169213,93.1,6.9
E00169214,95.3,4.7
E00169215,91.7,8.3
E00169216,94.5,5.5
E00169217,92.8,7.2
E00169218,96.8,3.2
E00169219,95.6,4.4
E00169220,88,12
E00169221,92.1,7.9
E00169222,90.7,9.3
E00169223,96.7,3.3
E00169224,87.7,12.3
E00169225,84.2,15.8
E00169226,73.8,26.2
E00169227,63.3,36.7
E00169278,76.2,23.8
E00169279,81.1,18.9
E00169281,77.8,22.2
E00170649,89.5,10.5
E00170650,88.8,11.2
E00170651,91.9,8.1
E00170652,94.2,5.8
E00170655,93.7,6.3
E00170658,96.4,3.6
E00187356,84.2,15.8
E00187362,88.5,11.5
E00187373,93.8,6.3
E00187392,90.8,9.2
E00187400,97,3
E00187421,94.2,5.8
E00187438,94,6
E00187466,92.1,7.9
E00187471,96.1,3.9
E00187477,88.4,11.6
E00187502,94.5,5.5
E00188947,90,10
E00188950,46.7,53.3
E00188953,94.2,5.8
E00188958,55.7,44.3
E00188965,45.5,54.5
E00188967,93,7
E00188972,81.1,18.9
E00188974,69.1,30.9
E00188979,86.4,13.6
E00188985,91.6,8.4
E00188987,94.8,5.2
E00188994,75.1,24.9
E00188995,83.8,16.2
E00188996,93.8,6.2
E00189002,87.5,12.5
E00189005,91.9,8.1
E00189024,91,9
E00189027,90.2,9.8
E00189032,76.7,23.3
E00189033,89.8,10.2
E00189038,56.5,43.5
E00189039,66.7,33.3
E00189045,79.4,20.6
E00189069,94.1,5.9
E00189080,74.8,25.2
E00189084,88,12
E00189099,95.6,4.4
E00189101,86,14
E00189104,74.4,25.6
E00189105,79.4,20.6
E00189109,67.6,32.4
E00189110,80.4,19.6
E00189111,90.6,9.4
E00189112,89.8,10.2
E00189122,81.3,18.7
E00189123,75.4,24.6
E00189128,84.9,15.1
E00189135,50.1,49.9
E00189138,88,12
E00189142,63.4,36.6
E00189143,56.2,43.8
E00189154,93.4,6.6
E00189155,82.2,17.8
E00189163,94.9,5.1
E00189171,91.1,8.9
E00189174,94.9,5.1
E00189180,93.3,6.7
E00189189,85.8,14.2
E00189192,72.9,27.1
E00189195,85.2,14.8
