geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00130843,13.2,15.5,55.7,15.5
E00130844,8.7,15.7,65.7,10
E00130846,13.6,11,58.5,16.9
E00130875,7.4,17,54.3,21.3
E00130876,11.3,22,57.3,9.3
E00130879,5.8,22.1,64.5,7.6
E00130880,10.6,18.2,62.3,8.9
E00130881,15.4,19.2,52.6,12.8
E00130882,7,18.4,66.2,8.5
E00130893,16.4,14.7,61.2,7.8
E00130900,5.9,21.9,59.8,12.4
E00130901,8.7,16.2,61.3,13.9
E00130902,11.8,25.5,48.2,14.5
E00130903,9.2,16.4,63.8,10.5
E00130904,14.6,21.1,54.3,10.1
E00130905,16.5,19.7,55.9,7.9
E00130906,10,24.4,52.2,13.4
E00130908,15.6,18.8,52.6,13
E00130909,12.1,15.5,59.8,12.6
E00130910,7.7,23.1,61.5,7.7
E00130911,11.9,10,62.1,16
E00130912,8.9,17.8,61.4,11.9
E00130913,11,20.6,54.6,13.8
E00130914,13.3,23.8,47.6,15.4
E00130915,11.1,15.1,64.3,9.5
E00130916,15.3,28.2,47.1,9.4
E00130918,6.8,16.6,65.5,11.1
E00130919,12,12.8,62.4,12.8
E00130921,8.9,21,61.3,8.9
E00130922,11.4,18.3,55.4,14.9
E00130923,15.2,22.9,49.5,12.4
E00130924,7.8,15.6,65.6,11.1
E00130925,14.5,20.8,52,12.7
E00130926,15.9,17.1,58.5,8.5
E00130927,8.2,21.6,58.7,11.5
E00130928,11.5,20.8,57.5,10.2
E00130929,7.5,20.6,60,11.9
E00130930,6.5,21.9,60.6,11
E00130931,8.8,15,62.6,13.6
E00130932,11.3,21.9,54.3,12.6
E00130933,8.2,30.9,51.5,9.3
E00130934,13.3,28.9,48,9.8
E00130935,10.2,24.4,59.8,5.5
E00130937,13.8,20.7,51.7,13.8
E00130938,8.6,14.8,65.4,11.1
E00130939,9.2,18.5,58,14.3
E00130941,9.1,17.6,66.3,7
E00130942,12.8,19.2,54.4,13.6
E00137088,3.4,13.8,73.8,9
E00137089,4.2,16.9,73.9,4.9
E00137090,8.2,15.3,65.3,11.2
E00137091,10,20,59.4,10.6
E00137092,10.2,22.3,60.2,7.2
E00137093,8.9,19.8,62,9.4
E00137094,10.5,13.6,58.1,17.8
E00137096,16,18.5,59.3,6.2
E00137097,0,18.8,67.7,13.5
E00137098,8.5,13.9,66.1,11.5
E00137099,6.5,20.2,58.9,14.5
E00137100,6.5,22.4,63.5,7.6
E00137101,8.2,19.9,61,11
E00137102,7.7,24.6,56.2,11.5
E00137103,7.1,20.8,61.7,10.4
E00137104,3.5,14,71.1,11.4
E00137105,6.3,18.2,65.4,10.1
E00137106,5.3,19.5,64.7,10.5
E00137126,6.3,20.9,66,6.8
E00137127,8.2,23,64.8,4.1
E00137128,4.4,16.1,72.8,6.7
E00137138,7.3,18,67.4,7.3
E00137139,5.7,13.5,71.4,9.4
E00137140,8.6,18.2,65,8.2
E00137142,4.8,24.1,65.1,6
E00137143,15.5,16.4,54.5,13.6
E00137144,9.3,15.9,69.2,5.5
E00137145,8.5,15.9,67.2,8.5
E00137146,6.2,21,62.6,10.3
E00137149,9,24.6,59.3,7.2
E00137150,9,16,66.7,8.3
E00137151,6,21.6,58.2,14.2
E00137152,4.9,18,70.4,6.8
E00137153,5.8,23,66.2,5
E00137155,13.5,14.6,58.4,13.5
E00137156,4.7,17.8,61.7,15.9
E00137157,6.6,13.9,72.3,7.2
E00137158,4,21.2,64.2,10.6
E00137159,8.3,14.9,67.9,8.9
E00137160,6.6,16.8,66.4,10.2
E00137161,5.2,15.5,73.7,5.6
E00137162,6.4,14.8,70,8.9
E00137163,10.5,16.1,56.6,16.8
E00137238,3.1,14.5,75.6,6.9
E00137302,10.1,18.9,48.4,22.6
E00137303,9.5,19.5,59.2,11.8
E00137304,9.4,22.9,55.3,12.4
E00137305,11.3,14.3,58.9,15.5
E00137306,7.3,14.5,55.5,22.7
E00137307,14.3,13.7,53.6,18.5
E00137308,13.5,19.8,56.8,9.9
E00137309,8.2,19.7,54.1,18
E00137310,17.1,17.1,46.7,19.1
E00137318,9.9,15.5,56.5,18
E00137319,13.7,14.7,59.4,12.2
E00137320,10.2,17,56.8,16
E00137321,14,14.7,60.8,10.5
E00137322,8.5,20.2,55.9,15.4
E00137323,8.2,17.1,58.2,16.4
E00137324,7.3,13.2,62.3,17.2
E00137325,10.3,25,54.3,10.3
E00137326,7.3,16.8,66.4,9.5
E00137327,4.3,17.1,68.3,10.4
E00137328,11.2,13.9,59.9,15
E00137329,9.8,21.3,62.8,6.1
E00137330,10.5,20,57,12.5
E00137332,6.1,16.4,67.9,9.7
E00137333,15.4,12.6,51,21
E00137334,15.4,17.6,44.5,22.5
E00137335,15.5,16.2,48,20.3
E00137342,13.3,25,45.8,15.8
E00137343,10.2,14,59.5,16.3
E00137344,15.5,16.1,51,17.4
E00137345,11.5,14.8,51.6,22
E00137346,8.7,27.9,51.9,11.5
E00137347,17.2,15.5,49.2,18.1
E00137348,6.2,19.2,56.5,18.1
E00137411,8.7,16.5,59.6,15.2
E00137412,9.1,18.6,60.3,12
E00137413,5.5,22,62.4,10.1
E00137414,10.1,18.1,57.2,14.5
E00137416,8.4,17.4,57,17.1
E00137418,13,18.8,58.7,9.4
E00137419,19.3,19.3,49.2,12.2
E00137420,14.8,22.2,53.3,9.6
E00137421,10.5,21.9,63.2,4.4
E00137422,10.1,11.6,66.7,11.6
E00137423,14.5,13.2,57,15.3
E00137424,12.9,21.3,53.9,11.8
E00137425,16,18,44,22
E00137426,11.3,18.4,55.3,14.9
E00137427,10.4,20.1,50,19.4
E00137428,10.7,18,50.6,20.8
E00137429,16,20.1,49.1,14.8
E00137430,13.3,22.7,52.7,11.3
E00137431,10.7,16,46.7,26.7
E00137432,10.6,19.2,59.6,10.6
E00137433,17.6,19.6,52.3,10.5
E00137434,6.9,25,58.3,9.7
E00137435,11.3,12.5,58.1,18.1
E00137436,6.7,22.2,66.7,4.4
E00137437,10.5,17.9,56.8,14.7
E00137438,15.1,17.6,51.3,16
E00137439,12.6,20.1,51.1,16.1
E00137440,15.6,20,41.8,22.7
E00137441,7,19.6,60.8,12.7
E00137442,16.9,20.4,49.3,13.4
E00137443,13.2,20.9,56.6,9.3
E00137455,16.4,13.8,48.4,21.4
E00137456,12.8,24.5,40.4,22.3
E00137457,14.4,19.9,48.3,17.4
E00137461,13.3,19.4,50.6,16.7
E00137462,9.5,17.3,56.4,16.8
E00137479,12.2,23.2,50,14.6
E00137482,13.9,27.7,48.5,9.9
E00137748,5.5,24.5,63.8,6.1
E00137749,6.3,20.9,61.8,11
E00137750,5.9,18.4,66.8,9
E00137751,9.8,13.9,67.6,8.7
E00137752,12.3,23.3,59.6,4.8
E00137753,6.3,23.8,60.3,9.5
E00137754,8.1,18.5,61.8,11.6
E00137755,12.3,20.2,56.4,11
E00137756,8.2,17.4,64.7,9.8
E00137757,8.1,16.2,66.2,9.5
E00137758,11.3,15.4,63.3,10
E00137759,8.9,20.9,56.3,13.9
E00137760,6.2,18.2,64.6,11
E00137761,4.4,21.2,65.7,8.8
E00137762,5.9,16.7,71.6,5.9
E00137763,7.7,22.5,61.3,8.5
E00137764,6.7,18.7,63.4,11.2
E00137765,5.5,14.9,71.1,8.5
E00137766,10.9,22.5,58,8.7
E00137767,9,21.3,67.4,2.2
E00137768,7.1,17.3,66.9,8.7
E00137769,8.3,13.7,66.3,11.7
E00137770,6.5,22,59.5,11.9
E00137771,8.3,12.4,70.3,9
E00137772,10.3,17.9,66.7,5.1
E00137773,4.8,19.2,63.5,12.5
E00137788,9.6,20.3,57.6,12.4
E00137789,9.5,15.3,59.3,15.9
E00137790,7,19.2,62,11.8
E00137791,7.4,21.3,60.2,11.1
E00137792,10.4,16.4,64.9,8.2
E00137793,13.1,20.2,56.5,10.1
E00137794,8.4,17.8,60.3,13.6
E00137795,10.1,17.4,60.1,12.3
E00137796,10.1,14.1,62.6,13.1
E00137797,7.2,15.2,64.5,13
E00137798,4.9,22.5,62.7,9.8
E00137799,5.6,23.4,59.8,11.2
E00137803,9.8,16.8,54,19.3
E00137817,9,20.1,59.7,11.1
E00137818,8,17.7,65.1,9.1
E00137819,10.7,21.4,61,6.9
E00137820,10.1,15.8,67.1,7
E00137822,5.6,18.5,63.1,12.8
E00137823,8.7,21.9,57.7,11.7
E00137824,4.5,19.7,65.6,10.2
E00137825,10.2,25.1,61.1,3.6
E00137826,8.3,15.8,64.9,10.9
E00137827,5.3,19.1,60.5,15.1
E00137828,10.8,24.1,54.7,10.3
E00137829,8.3,20.8,61.3,9.5
E00137830,16.3,18.4,59.2,6.1
E00137835,11.9,19.2,57,11.9
E00137843,7.6,25.2,57.3,9.9
E00137844,9.6,15.3,68.2,7
E00137845,11.6,21.7,57.2,9.4
E00137846,17.5,15,56.3,11.3
E00137847,9.2,19.7,64.5,6.6
E00137848,5,18.7,67.6,8.6
E00137849,6.5,27.4,61.3,4.8
E00137850,5,21.5,64.5,9.1
E00137851,12.9,20.4,53.7,12.9
E00137870,1.4,13.6,73.5,11.6
E00137871,8.4,15.2,66,10.5
E00137872,9,16,62.8,12.2
E00137874,9.4,15.2,67.4,8
E00137875,6.5,16.4,67.2,10
E00137876,8.2,17.6,66.5,7.7
E00137877,5.5,14.4,72.6,7.5
E00137878,6.9,12.6,74.7,5.7
E00137879,6.1,14.3,68.8,10.8
E00137880,6.7,14.8,68.1,10.5
E00137881,4.1,9,73,13.9
E00137882,6.1,17.3,67.9,8.7
E00137883,6.3,16.5,69.6,7.6
E00137884,4.5,15.3,70.8,9.4
E00137885,5.9,11,73.2,9.8
E00137886,10.9,27.9,50.4,10.9
E00137887,9.3,27.1,52.7,10.9
E00137888,4.2,16.8,69.3,9.7
E00137889,2.6,15.1,78.9,3.3
E00137890,13.1,15.9,63.4,7.6
E00137891,5.2,19.5,63.6,11.7
E00137892,11.1,17.9,62.3,8.6
E00137893,14.3,16.4,62.1,7.1
E00137894,9,14.8,67.2,9
E00137895,15.7,18.7,49.3,16.4
E00137896,10.6,14.3,63.4,11.8
E00137897,6.4,22.7,60.9,10
E00137898,9.6,22.2,60,8.1
E00137899,12.8,19.1,51.8,16.3
E00137900,11.9,18.5,58.9,10.7
E00137901,9.3,17.6,65.6,7.5
E00137902,10,16,66.7,7.3
E00137903,7.9,15.1,68.4,8.6
E00137904,9.8,17.1,67.1,6.1
E00137905,5.9,17.6,71.3,5.1
E00137906,8.8,19.8,65.4,6
E00137907,9,18.9,62.2,10
E00137908,8.6,11.4,60,20
E00137909,2.8,19.3,66.9,11
E00137911,11.5,17.3,55.8,15.4
E00137913,8.5,11.6,72.4,7.5
E00137914,7.8,19.5,66.2,6.5
E00137915,5.6,19.2,69.6,5.6
E00137916,4.1,16.2,68.5,11.3
E00137917,10.2,19.3,65.7,4.8
E00137918,5.5,15.1,68.5,11
E00137919,7.7,13.8,69.2,9.2
E00137920,6.1,19.9,64.1,9.9
E00137921,6.5,20.4,68.2,5
E00137922,7.9,20,60.5,11.6
E00137923,9.2,20.7,60.3,9.8
E00137924,6.4,11,69.9,12.7
E00137925,15.9,16.5,55.7,11.9
E00137926,8.8,19,60.9,11.2
E00137927,15.2,16.6,56.6,11.7
E00137928,9.1,23.4,56.6,10.9
E00137929,8.2,22.6,62.3,6.8
E00137930,9.9,25.4,47.9,16.9
E00137931,8.9,19.8,64.1,7.3
E00137932,11.2,16,67.5,5.3
E00137935,15.1,21.5,53.8,9.7
E00137936,13.8,17.2,59.5,9.5
E00137937,18.5,15.5,50.6,15.5
E00137938,7.3,20.3,59.3,13
E00137939,10.4,17.5,59.7,12.3
E00137940,11.6,15,59.4,14
E00137941,6.3,20.6,62.9,10.3
E00137943,7.8,17.4,62.3,12.5
E00137944,11.2,20.4,53.6,14.8
E00137945,7.3,17,67.3,8.5
E00137946,16.5,13.2,56.2,14
E00137947,7.3,13.8,69.7,9.2
E00137948,8.2,24.1,56.5,11.2
E00137949,10.1,11.5,65.4,13
E00137950,13.1,17.2,54.5,15.2
E00137951,12.9,16.2,61.4,9.5
E00137952,9.4,21.8,57.6,11.2
E00137954,6.6,18.4,55.3,19.7
E00137955,8.4,18.5,56.3,16.8
E00137956,19,18.4,44.9,17.7
E00137957,14.3,21,53.8,10.9
E00137958,8.5,25.6,52.1,13.7
E00137959,13.8,13.8,53.8,18.5
E00137972,12.4,24.2,54.2,9.2
E00137973,12.1,23.5,55.3,9.1
E00137974,5.7,23.6,59.4,11.3
E00137975,8.6,16,61.7,13.7
E00137976,10,20.7,60.7,8.6
E00137977,9.1,18.7,63.1,9.1
E00137978,8.4,16.8,64.9,9.8
E00137979,7.1,21.3,62.6,9
E00137980,7,18,67,8
E00137981,6.8,16.2,68.6,8.4
E00137982,14,24.7,52,9.3
E00137983,11,20.4,58.6,9.9
E00137984,9,23.6,60.3,7
E00137985,10.6,24.7,54.7,10
E00137986,6.8,14.9,70.3,8.1
E00137987,5.7,24.1,60.8,9.5
E00137988,9.9,15.2,64.9,9.9
E00137989,3.9,24.4,58.3,13.4
E00137991,11.5,17.5,56.4,14.5
E00137992,8.2,25.2,57.1,9.5
E00137993,8,19.8,59.3,13
E00137994,9.3,20.9,58.2,11.5
E00137995,10.2,19.7,58.3,11.8
E00137996,7.4,17.9,62.3,12.3
E00137997,6.2,18,70.8,5
E00137999,15,18.7,57,9.3
E00138001,6.6,27.5,56,9.9
E00138002,9.8,25.8,58.3,6.1
E00138003,11.7,20.4,58.6,9.3
E00138004,8.4,24.6,60.3,6.7
E00138005,10.5,19.9,60.2,9.4
E00138007,16.1,19.6,46.7,17.6
E00138008,9.2,31.6,39.8,19.4
E00138009,15,17.8,46.7,20.6
E00138013,13,16,63.6,7.4
E00138014,7.6,16.2,62.4,13.7
E00138015,6.3,17.5,69,7.1
E00138017,6,21.1,60.9,12
E00138018,14.8,19.1,52.2,13.9
E00138019,10.7,22.3,60.2,6.8
E00138020,5.1,14.6,72.3,8
E00138021,6.6,26.3,59.9,7.3
E00138022,8.7,16.9,64.5,10
E00138023,18,19.8,55,7.2
E00138024,8.6,16.1,59.8,15.5
E00138082,11.6,21.3,61,6.1
E00138083,8.4,25.2,59.4,7
E00138084,7.1,23.1,59,10.9
E00138085,8.9,13,68.5,9.6
E00138086,10.1,17.2,63.1,9.6
E00138087,6.4,20.5,63.7,9.4
E00138088,12.7,13.9,64.5,9
E00138089,8.2,17.5,61.9,12.4
E00138090,7,18.8,67.9,6.3
E00138091,17.4,18.1,55.1,9.4
E00138092,13.7,20.9,58.3,7.2
E00138093,9.1,15.9,64.4,10.6
E00138094,8.6,14.2,69.1,8
E00138095,4,15.9,74.6,5.6
E00138096,7.3,21.9,61.5,9.4
E00138097,6.9,20.1,68.8,4.2
E00138098,7.2,18.2,65.7,9
E00138099,10.5,20.2,65.3,4
E00138101,11,19.4,59.4,10.3
E00138102,10.9,18.9,61.1,9.1
E00138103,5.8,24,65.3,5
E00138104,6.7,18.4,66.3,8.6
E00138105,6.7,27,61.8,4.5
E00138106,11,19.1,58.8,11
E00138107,11.1,21.1,57.2,10.6
E00138108,9.1,23.6,59.1,8.2
E00138109,10.2,24.5,58.5,6.8
E00138110,11,15.4,62.5,11
E00138111,12.5,17.6,55.1,14.7
E00138112,8.8,22.2,53.2,15.8
E00138113,11,16,58.3,14.7
E00138114,9.4,20.5,56.7,13.4
E00138115,4.3,21.3,62.8,11.6
E00138116,9.6,24.3,56.5,9.6
E00138211,7.2,23.7,60.4,8.6
E00138241,7.5,22.4,62.1,8.1
E00138243,11.4,11.4,60.1,17.1
E00138245,7.9,13.1,70.6,8.4
E00138252,11,18.8,66.9,3.2
E00138254,8.5,17.1,63.4,11
E00138269,12.3,19.3,60.5,7.9
E00138288,8.4,19,64.6,8
E00138289,8.8,18.2,53.3,19.7
E00138290,9,17.9,62.8,10.3
E00138325,10.6,22.8,59.3,7.3
E00138326,5.7,24.8,56.7,12.8
E00138327,6.1,25.2,57.7,11
E00138347,6,20.7,64,9.3
E00138368,6.4,20.4,63.1,10.2
E00138369,6.1,23.5,67.3,3.1
E00138370,4.6,17.8,71.1,6.6
E00138371,7.9,16.8,67.8,7.4
E00138372,10.9,17.8,60.5,10.9
E00138457,11.2,19.4,53,16.4
E00138458,14.1,18.8,53.7,13.4
E00138459,8.1,22.2,63.2,6.5
E00138460,4.2,15.1,73.9,6.7
E00138461,9.5,18.1,69.5,2.9
E00138463,7.2,18.3,62.7,11.8
E00138464,6.8,15.4,67.3,10.5
E00138465,11,16.9,65.7,6.4
E00138467,11.6,21.4,56.3,10.7
E00138468,9.4,17.3,59.7,13.7
E00138469,4.8,18.1,62.7,14.5
E00138470,6.5,16.8,70.1,6.5
E00138471,5.5,12.6,68.5,13.4
E00138517,4.9,18.9,70.4,5.8
E00138595,9.3,17.1,63,10.6
E00138596,6.3,16.8,70.6,6.3
E00138597,6.3,17.2,67.9,8.6
E00138598,10.9,16.4,62.4,10.3
E00138599,7.9,21.3,61.2,9.6
E00138600,8.8,7.1,75.8,8.2
E00138601,7,14,69.4,9.6
E00138602,11.2,15.5,65.2,8.1
E00138603,7.2,16.8,68.3,7.8
E00138604,6.2,19.3,67.6,6.9
E00138605,7.2,18.7,68.7,5.4
E00138606,7.1,17.9,64.1,10.9
E00138607,8,15.4,66.3,10.3
E00138608,5.8,22.5,62.4,9.2
E00138609,10.9,18.4,63.8,6.9
E00138610,7.7,12,71.6,8.7
E00138611,6.9,13.8,69,10.3
E00138612,14.1,18.5,60,7.4
E00138613,6.6,20.4,70.1,2.9
E00138614,10.6,28,54.5,6.8
E00138615,7.6,22.8,59.5,10.1
E00138616,4.9,23.8,65.6,5.7
E00138617,6.5,16,69.3,8.2
E00138618,6.4,18.8,65,9.8
E00138619,9.1,19.5,65.9,5.5
E00138620,5.1,11.8,75.7,7.4
E00138934,12.1,19.1,59.5,9.2
E00138935,12.9,16.1,66.5,4.5
E00138936,11.9,17.5,59.3,11.3
E00138937,6.2,19.3,62.8,11.7
E00138938,7.1,12.1,69.7,11.1
E00138939,12.6,20.2,59.6,7.7
E00138940,8.3,15.4,63.9,12.4
E00138941,8.8,25.7,55.9,9.6
E00138942,8.3,19.5,65.4,6.8
