geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00130843,6,32.4,42.9,18.7
E00130844,11.7,36.5,39.6,12.2
E00130846,2,34.7,42.9,20.4
E00130875,34.5,45.8,14.1,5.6
E00130876,28,50,16.5,5.5
E00130879,28.3,48,20.4,3.3
E00130880,16.6,43.1,32.2,8.1
E00130881,27.9,39.7,22.1,10.3
E00130882,24.7,53.6,19.3,2.4
E00130893,36.8,40.2,17.1,6
E00130900,7.1,43.7,37.3,11.9
E00130901,32.3,54.3,12.1,1.3
E00130902,1.1,34,47.9,17
E00130903,15,39.8,37.6,7.5
E00130904,7.4,45.1,40.6,6.9
E00130905,14.6,43.1,31.7,10.6
E00130906,5.2,24.6,51.5,18.7
E00130908,6,30.8,43.6,19.7
E00130909,7.9,35.7,42.9,13.6
E00130910,29.1,53.2,11.4,6.3
E00130911,3.6,38.2,45.5,12.7
E00130912,20.6,48.6,26.2,4.7
E00130913,9.2,58.8,26.1,5.9
E00130914,6.6,40.6,41.5,11.3
E00130915,4.1,27.4,43.2,25.3
E00130916,17.6,49.6,26.1,6.7
E00130918,3.7,33.3,50.3,12.7
E00130919,38.1,49,8.4,4.5
E00130921,12.9,54.5,24.2,8.3
E00130922,12.1,42.7,31.5,13.7
E00130923,10.5,38.9,34.7,15.8
E00130924,11.8,45.6,36,6.6
E00130925,16.5,41.5,35,7
E00130926,19.3,44.4,30.4,5.9
E00130927,23.6,52.7,18.7,4.9
E00130928,7.8,54.5,29.9,7.8
E00130929,6.3,38.5,46.4,8.8
E00130930,17.6,38.4,36,8
E00130931,20.2,42.1,28.9,8.8
E00130932,29.7,37.5,24.2,8.6
E00130933,31.9,41.2,23.5,3.4
E00130934,20.7,42.2,28.1,8.9
E00130935,17.8,46.7,28.1,7.4
E00130937,32.5,41.3,19.8,6.3
E00130938,18.8,48.4,19.5,13.3
E00130939,14.1,43.7,25.9,16.3
E00130941,4.8,46.8,37.1,11.3
E00130942,53.1,33.6,12.4,0.9
E00137088,9.5,38.9,41.3,10.3
E00137089,32.2,39.7,24.7,3.4
E00137090,7.1,34,36.9,22
E00137091,16.4,45,32.9,5.7
E00137092,4.8,25.4,48.4,21.4
E00137093,2.9,26.6,48.2,22.3
E00137094,5.2,27.1,46.5,21.3
E00137096,21.1,50,23.7,5.3
E00137097,5.7,40.2,36.9,17.2
E00137098,21.7,45,25.8,7.5
E00137099,13.9,39.1,33.9,13
E00137100,18,47.5,25.4,9
E00137101,24.2,48.4,21.9,5.5
E00137102,19.6,54.2,19.6,6.5
E00137103,18.1,38.6,31.5,11.8
E00137104,25.2,48.5,20.4,5.8
E00137105,23,39.7,29.4,7.9
E00137106,23.6,39,29.3,8.1
E00137126,29.5,51.1,14.4,5
E00137127,35.8,44,16.5,3.7
E00137128,39.2,35.9,17.6,7.2
E00137138,9.5,36.5,41.3,12.7
E00137139,0,44.9,40.9,14.2
E00137140,27.2,35.8,30.6,6.5
E00137142,34.1,40.7,22,3.3
E00137143,20.4,51.5,21.4,6.8
E00137144,18.5,35.3,26.9,19.3
E00137145,13.9,52.3,26.5,7.3
E00137146,22.5,52.7,20.7,4.1
E00137149,34.6,43.1,19.2,3.1
E00137150,29.4,42.9,16.8,10.9
E00137151,31.3,46.1,20.3,2.3
E00137152,35.7,37.6,18.5,8.3
E00137153,27.9,44.3,20.5,7.4
E00137155,9.8,36.3,39.2,14.7
E00137156,7.8,34.3,36.3,21.6
E00137157,46.8,37,11,5.2
E00137158,34.3,42.5,16.4,6.7
E00137159,45.4,41.4,10.5,2.6
E00137160,40.6,43.8,12.5,3.1
E00137161,34.1,35.3,26.9,3.6
E00137162,21.9,47.3,19.9,11
E00137163,39.4,40.9,14.4,5.3
E00137238,26.1,51.3,16.5,6.1
E00137302,5,29.3,43.6,22.1
E00137303,7.5,32.3,43,17.2
E00137304,5.7,32.1,40,22.1
E00137305,5,26.2,51.1,17.7
E00137306,6.1,22.2,43.4,28.3
E00137307,7.9,30.2,36.5,25.4
E00137308,5.5,24.2,50.5,19.8
E00137309,5.9,29.7,41.5,22.9
E00137310,4.2,19.2,43.3,33.3
E00137318,13.7,36.3,29,21
E00137319,10,39.3,36.8,13.8
E00137320,3.3,23.8,39.3,33.6
E00137321,26.3,40.9,21.2,11.7
E00137322,4.8,28.3,38.6,28.3
E00137323,5.4,36.9,40,17.7
E00137324,5.4,26.4,47.3,20.9
E00137325,13.6,41.5,28.8,16.1
E00137326,14.4,36.8,32,16.8
E00137327,9.9,38.3,43.3,8.5
E00137328,3.1,39.7,37.4,19.8
E00137329,14.3,35.3,40.3,10.1
E00137330,2.1,34.3,45.7,17.9
E00137332,1.5,31.8,47.7,18.9
E00137333,2.7,31,42.5,23.9
E00137334,2.9,23.5,47.8,25.7
E00137335,6.9,27.5,42,23.7
E00137342,0,35.6,43.6,20.8
E00137343,3.6,26.8,41.3,28.3
E00137344,3.7,36,38.2,22.1
E00137345,7.6,29.2,36.8,26.4
E00137346,8.5,35.4,36.6,19.5
E00137347,4.3,33.3,45.2,17.2
E00137348,4.5,26.5,44.7,24.2
E00137411,5.3,28,43.6,23.1
E00137412,7.9,34,45.5,12.6
E00137413,10.2,36.7,36.7,16.3
E00137414,9.7,38.5,38.1,13.7
E00137416,10,32.1,37.3,20.6
E00137418,13.9,45.7,27.2,13.2
E00137419,8.5,38.5,41.5,11.5
E00137420,22.1,42.6,26.5,8.8
E00137421,19,48.8,30.6,1.7
E00137422,18.4,32.9,31.6,17.1
E00137423,4.4,42.2,40.3,13.1
E00137424,3.5,18.4,51.8,26.2
E00137425,2.6,32.9,43.4,21.1
E00137426,3.5,31,48.6,16.9
E00137427,6.2,38.5,40.8,14.6
E00137428,5.5,27.9,41.2,25.5
E00137429,5,24.8,51.1,19.1
E00137430,3.5,36.4,42.7,17.5
E00137431,10.5,29.8,43.9,15.8
E00137432,9.7,29,37.6,23.7
E00137433,3.6,21.8,40.9,33.6
E00137434,10.7,34.4,42,13
E00137435,4.9,35.7,39.3,20.1
E00137436,10.4,41.6,35.1,13
E00137437,10,22.5,43.8,23.8
E00137438,3.6,26.1,45,25.2
E00137439,4.3,40.5,38.4,16.8
E00137440,4.1,30.1,44.9,20.9
E00137441,9.6,39.3,36.3,14.8
E00137442,0.9,41.2,41.2,16.7
E00137443,4.8,33.8,42.1,19.3
E00137455,4.6,27.7,42.3,25.4
E00137456,7.6,22.7,39.4,30.3
E00137457,5,25,47.2,22.8
E00137461,4.1,26.2,37.9,31.7
E00137462,9.5,33.3,36.7,20.4
E00137479,6.3,32.5,38.9,22.2
E00137482,4.8,28.6,34.9,31.7
E00137748,15.3,41.6,35,8
E00137749,10.7,45.7,30.7,12.9
E00137750,14.1,49.7,29.8,6.3
E00137751,20.5,55.9,16.8,6.8
E00137752,12.8,45.6,31.2,10.4
E00137753,9.2,37.8,38.7,14.3
E00137754,9.5,41.6,32.1,16.8
E00137755,12.2,42.7,35.9,9.2
E00137756,4.8,27.4,46.8,21
E00137757,11.2,33.6,37.6,17.6
E00137758,8.7,38.3,34.9,18.1
E00137759,31.1,43.3,19.5,6.1
E00137760,23.4,51.1,20.2,5.3
E00137761,25.9,47.5,17.3,9.4
E00137762,28.8,44.9,18.6,7.6
E00137763,24.2,41.9,20.2,13.7
E00137764,23.4,42.2,26.6,7.8
E00137765,10.1,44.6,36,9.4
E00137766,23.8,40.2,29.5,6.6
E00137767,19.1,39.7,31.6,9.6
E00137768,30.9,39.1,19.1,10.9
E00137769,29.7,47.7,16.9,5.8
E00137770,18.5,45.2,25.8,10.5
E00137771,27.2,50.3,18.4,4.1
E00137772,35.9,40.5,19.1,4.6
E00137773,43.6,37.6,15.8,3
E00137788,3.2,43.7,36.5,16.7
E00137789,4.8,32.3,42.7,20.2
E00137790,4.9,32.1,42,21
E00137791,2.5,22.7,40.3,34.5
E00137792,13.7,41.9,33.3,11.1
E00137793,6.9,28.4,41.4,23.3
E00137794,6.1,36.5,46.6,10.8
E00137795,14.6,36.6,40.7,8.1
E00137796,7.9,44.1,36.2,11.8
E00137797,11,42.5,35.4,11
E00137798,18.5,49.2,25.8,6.5
E00137799,10.7,48.2,31.3,9.8
E00137803,4.4,31,45,19.7
E00137817,8.3,45.5,31.4,14.7
E00137818,5.8,35.5,37.7,21
E00137819,9.1,39.2,37.8,14
E00137820,3.4,37.1,33.6,25.9
E00137822,14.4,38.1,33.8,13.7
E00137823,10.8,40.8,35,13.4
E00137824,23.7,49.4,20.5,6.4
E00137825,7.1,43.6,36.5,12.8
E00137826,13,34.3,35.6,17.1
E00137827,21.5,57.6,17.7,3.2
E00137828,14.7,46.5,27.6,11.2
E00137829,15.3,47.2,27.1,10.4
E00137830,41,33.3,19.7,6
E00137835,5.8,41.7,36.9,15.5
E00137843,24.3,44.3,26.1,5.2
E00137844,16.4,36.1,36.9,10.7
E00137845,18.1,47.8,28.3,5.8
E00137846,12.4,51.2,31.8,4.7
E00137847,10.9,41.9,34.9,12.4
E00137848,11.6,44.2,33.3,10.9
E00137849,14.9,32.2,44.6,8.3
E00137850,5,53.3,35,6.7
E00137851,14,40.1,35,10.8
E00137870,39.2,44.6,16.2,0
E00137871,27.5,53.6,15.2,3.6
E00137872,27.5,50.3,19,3.3
E00137874,42.5,37.5,16.7,3.3
E00137875,36.5,48.6,11.5,3.4
E00137876,30,49.3,17.3,3.3
E00137877,30.2,41.1,20.9,7.8
E00137878,33.3,44.2,19,3.4
E00137879,39.3,44.4,14.1,2.1
