areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00000029,9.8,8.5,64.7,17
E00000030,10.1,14.9,62.2,12.8
E00000031,12.3,20.5,49.3,17.8
E00000032,14.1,20.3,60.2,5.5
E00008742,14,21.2,50.8,14
E00008743,19.3,27.3,39.1,14.3
E00008744,13.1,22.4,49.5,15
E00008745,8.3,10.1,68,13.7
E00008746,8.1,23,57.4,11.5
E00008747,14.1,25.4,53.5,7
E00008748,7.3,23.6,60,9.1
E00008828,3.7,14.9,62.7,18.7
E00008829,8.9,15,70,6.1
E00008833,7.9,15.3,60.3,16.4
E00008834,8.3,5.5,53.4,32.8
E00008840,10.8,13.7,62.7,12.7
E00008841,10.7,16.7,64.9,7.7
E00008842,4.7,12.6,67.6,15
E00008844,8.9,20,60,11.1
E00008846,6.6,11.9,63.7,17.8
E00008847,13.2,21.4,49.1,16.4
E00008848,20.9,20.9,50,8.2
E00008849,16.7,27.8,44.4,11.1
E00008850,13.3,24.7,52.5,9.5
E00008851,12.2,22.8,55.3,9.8
E00008852,5.8,7.3,62.7,24.2
E00008853,16.3,17.4,55.4,10.9
E00008854,12.4,17.2,65.5,4.8
E00008856,11.3,27.8,51,9.9
E00008857,9.3,14.5,62.6,13.6
E00008858,16.5,24.7,51.8,7.1
E00008859,7.5,20.6,55.6,16.3
E00008860,11.1,9.8,68.9,10.2
E00008861,8.8,15.1,53.7,22.4
E00008864,12.8,14.4,60.8,12
E00008865,9.9,21.7,59.6,8.7
E00008867,7.6,11,70.9,10.5
E00008868,5.2,8.2,60.4,26.1
E00008869,15.2,23.2,53.6,8
E00008870,9.5,15.6,56.4,18.4
E00008872,5.5,9.2,57.8,27.5
E00008874,9.3,10.9,55.9,23.9
E00008878,5.5,13.7,59.8,21
E00008880,8.6,21.1,57,13.3
E00008881,9.5,21.6,51.7,17.2
E00008882,9.6,16.7,55.3,18.4
E00008883,10.3,17.4,63.9,8.4
E00008884,8,23.2,62.4,6.4
E00008887,10.3,22.4,57.9,9.3
E00008893,11,24,58,7
E00008894,11,23.5,54.4,11
