areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00000029,14.6,51.2,34.1
E00000030,12.2,44.6,43.2
E00000031,7.7,48.7,43.6
E00000032,10.8,40.3,48.9
E00008742,12.8,32,55.2
E00008743,17.3,19.3,63.3
E00008744,8.3,26.9,64.8
E00008745,20.4,34.5,45.1
E00008746,16.1,35.8,48.2
E00008747,11.2,32.8,56
E00008748,19,27,54
E00008828,10.6,54.6,34.8
E00008829,17.6,35.1,47.3
E00008833,21.5,46.6,31.9
E00008834,18.3,44,37.7
E00008840,11.9,36.9,51.2
E00008841,17.1,37.9,45
E00008842,13.8,27,59.2
E00008844,10.7,29,60.3
E00008846,19,24.5,56.5
E00008847,25.2,20.7,54.1
E00008848,13.8,31.7,54.5
E00008849,11.2,44.9,43.9
E00008850,24.6,22.5,52.8
E00008851,13.2,25.4,61.4
E00008852,19.7,34.7,45.7
E00008853,7.5,47.2,45.3
E00008854,16.8,29,54.2
E00008856,18.9,24.3,56.8
E00008857,13.8,32,54.1
E00008858,18.4,32.8,48.8
E00008859,22,25.2,52.8
E00008860,32.1,24.8,43
E00008861,12.6,37.4,50
E00008864,12.4,43.8,43.8
E00008865,18.6,23.7,57.6
E00008867,12.1,42.7,45.2
E00008868,5.8,47.1,47.1
E00008869,12.8,24.8,62.4
E00008870,22.5,24,53.5
E00008872,17.3,41,41.7
E00008874,26.4,39.9,33.7
E00008878,17.6,34.1,48.2
E00008880,14.5,34.4,51.1
E00008881,12.7,40.2,47.1
E00008882,20.1,32.9,47
E00008883,12.9,42.2,44.9
E00008884,6.2,60,33.8
E00008887,15.4,38.5,46.2
E00008893,18.2,47.5,34.3
E00008894,19.6,21.4,58.9
E00008895,24.2,35.2,40.6
E00008897,10.3,33.1,56.6
E00008898,21.6,32.8,45.6
E00008899,8.5,41,50.4
E00008900,12.2,45.9,41.9
E00008901,33.6,18.2,48.2
E00008902,26.9,34.6,38.5
E00009176,7.2,30.4,62.4
E00009177,5.8,29.2,65
E00009178,12.6,34.5,52.9
E00021141,13.7,44.4,41.9
E00021143,23.2,27.5,49.3
E00021145,19.6,35.1,45.4
E00021146,25.6,28.1,46.3
E00021147,15,16.3,68.8
E00021148,25.9,28.7,45.4
E00021149,19.7,34.4,45.9
E00021150,19.6,27.1,53.3
E00021151,12.5,35.5,52
E00021152,10.8,37.6,51.6
E00021153,20.1,30.9,48.9
E00021154,20.2,25.8,54
E00021155,18.3,40.5,41.2
E00021156,6.2,57.9,35.9
E00021157,15.7,30.6,53.7
E00021158,24.5,26.5,49
E00021159,27,30.3,42.6
E00021160,19.8,19.8,60.4
E00021161,27,27,45.9
E00021162,31.7,30.8,37.5
E00021163,21.7,32.9,45.3
E00021164,12.4,26.9,60.7
E00021165,20.1,36.1,43.8
E00021166,35.7,20,44.3
E00021167,22.1,24.4,53.4
E00021168,31.4,33.7,34.9
E00021169,14.6,28.7,56.7
E00021170,18,24.7,57.3
E00021172,16.1,36.4,47.5
E00021173,14,30.2,55.8
