areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00018337,57.8,6.2,36
E00018340,62.9,3.5,33.5
E00018341,59.4,5.5,35.2
E00018344,58.3,4.1,37.6
E00018345,65.6,2.7,31.8
E00018347,55.2,5.6,39.2
E00018349,55.6,3.9,40.5
E00018355,56.2,1.6,42.2
E00018356,63.7,3,33.3
E00018357,60.8,3.7,35.5
E00018359,61.2,4.4,34.4
E00018361,60,4.4,35.6
E00018362,60.6,3.4,36
E00018363,62.1,2.9,35
E00018365,60.6,4.4,34.9
E00018366,60.2,3.6,36.2
E00018367,57.2,6.1,36.7
E00018368,48.1,4.4,47.5
E00018370,54.8,3.2,41.9
E00018371,60.2,5.2,34.6
E00018372,48.5,3.9,47.7
E00018373,55.9,2.5,41.6
E00018374,60.2,4.3,35.5
E00018375,62.3,2.9,34.8
E00018376,43.8,5.9,50.3
E00018377,56.2,4.1,39.7
E00018378,42.8,0.5,56.7
E00018379,55,3.1,42
E00018380,61,5.3,33.7
E00018381,65.5,3.6,30.9
E00018382,59.8,5.1,35.1
E00018383,58.6,2.3,39
E00018384,58.1,4.5,37.5
E00018385,60.5,5.6,33.9
E00018386,61.2,2.9,35.9
E00018387,56.1,4.2,39.7
E00018389,66.7,5.3,28.1
E00018390,61.7,4.2,34.1
E00018392,59,3.7,37.3
E00018393,52.4,2.7,44.9
E00018394,54.5,3.3,42.3
E00018395,48.9,1.9,49.2
E00018396,62.8,3.8,33.4
E00018397,60.8,4.3,34.9
E00018398,56.1,2.7,41.2
E00018399,55.2,4.1,40.8
E00018400,60.6,3.5,35.9
E00018401,57.5,5.8,36.7
E00018402,57.7,3.6,38.7
E00018403,57.5,4.8,37.8
E00018404,64,2.5,33.5
E00018405,70,3.2,26.7
E00018406,63,5.3,31.7
E00018407,67.8,3.2,29
E00018408,64.1,3.2,32.7
E00018409,73.3,3.3,23.3
E00018410,67.1,4.2,28.7
E00018411,67.5,4.8,27.8
E00018412,69.5,4.9,25.6
E00018413,61.8,3,35.2
E00018414,66.4,5.7,28
E00018415,67,2.8,30.2
E00018416,67.1,0.9,32
E00018417,67.8,2.3,29.9
E00018418,58.9,3.8,37.3
E00018419,67.7,2.9,29.4
E00018420,59.6,3.5,36.8
E00018421,62.2,3.2,34.7
E00018422,78.3,2.9,18.8
E00018423,67.9,3.7,28.4
E00018424,59.4,2.6,38
E00018425,56.7,5.1,38.3
E00018426,50.2,8.2,41.6
E00018427,54.1,4.5,41.4
E00018428,56.5,3.6,39.9
E00018429,63.2,3.3,33.4
E00018430,62.9,4.3,32.7
E00018431,63.1,2.9,33.9
E00018432,66.1,3.5,30.4
E00018433,57.8,6.8,35.4
E00018434,62.1,3.6,34.3
E00018435,68.2,2.7,29.1
E00018436,55.6,2.4,42
E00018437,66.2,4.3,29.4
E00018438,62.7,4.2,33.1
E00018439,67.6,5,27.5
E00018440,59.1,5.4,35.5
E00018441,67.6,2.4,30
E00018477,67.8,3.2,28.9
E00018478,60,3,37
E00018480,70.3,3.2,26.6
E00018481,70,3.2,26.8
E00018482,66.7,3.1,30.2
E00018483,50.9,3.5,45.6
E00018484,66.3,4.9,28.8
E00018485,57.8,2.5,39.7
E00018486,70.5,2.4,27.2
E00018488,71.9,3.1,25
E00018489,64.3,7.3,28.3
E00018490,77.4,4.2,18.4
E00018491,67.4,2.8,29.8
E00018492,61.6,5.1,33.3
E00018494,75.6,3.8,20.6
E00018495,67.5,5.6,26.8
E00018496,69.8,6.6,23.6
E00018497,68.9,2.8,28.3
E00018498,69.9,2.3,27.8
E00018499,59.9,4.3,35.7
E00018500,47.8,8.2,44
E00018501,63.5,3.8,32.7
E00018502,61,3,35.9
E00018503,73.2,2.3,24.5
E00018504,60.1,2.6,37.3
E00018505,59.6,4.2,36.2
E00018506,68.8,4.2,27.1
E00018507,55.4,1.8,42.8
E00018508,63.9,2.8,33.3
E00018509,68,2.6,29.3
E00018510,62.7,3.6,33.6
E00018511,59.8,4.6,35.5
E00018512,57.5,4.1,38.5
E00018513,59.4,4.1,36.5
E00018514,56,4.2,39.9
E00018515,38.4,4.1,57.5
E00018516,63,4,32.9
E00018517,57.3,2.7,40
E00018518,57.2,5.2,37.6
E00018519,52.2,3.6,44.2
E00018520,61.2,4.1,34.7
E00018521,60,1.2,38.8
E00018522,58.4,5.5,36
E00018523,54.6,5.1,40.3
E00018524,59.7,3.6,36.7
E00018525,57.6,3.8,38.5
E00018526,55.7,3,41.4
E00018527,53.6,2.4,44
E00018528,59.1,5.3,35.6
E00018529,55.6,3.3,41.1
E00018530,55.1,3.4,41.4
E00018531,60.8,4.4,34.9
E00018532,58.9,5.9,35.2
E00018533,57.1,4.5,38.4
E00018534,53.8,3.8,42.5
E00018535,51.3,4.6,44.1
E00018536,57.5,3.2,39.3
E00018537,52.7,6.6,40.7
E00018538,53.3,3.4,43.3
E00018539,58.7,6.1,35.2
E00018540,62.3,5.8,31.8
E00018541,64.5,4.4,31.1
E00018542,58.3,5.2,36.5
E00018573,54.2,4.5,41.4
E00018574,60.1,2.9,37
E00018575,58.6,5.2,36.2
E00018576,58.2,5.1,36.7
E00018577,55.7,3.2,41.1
E00018578,62.3,1.9,35.8
E00018579,47.8,6.2,46
E00018580,54.8,5,40.2
E00018581,58.6,4.9,36.5
E00018582,53.2,4.4,42.3
E00018583,47,5.6,47.4
E00018584,44,2.1,53.9
E00018585,52.6,5.8,41.6
E00018586,54.3,4.3,41.4
E00018587,54,6.7,39.3
E00018588,57.1,4.1,38.8
E00018589,58.3,6.7,35
E00018590,59.8,2.3,37.9
E00018591,59.2,7.4,33.5
E00018594,59,3.3,37.6
E00018595,57.1,3.5,39.4
E00018596,62.3,6.7,31
E00018597,55.8,3.9,40.3
E00018598,54.3,3.7,41.9
E00018599,57.8,5.3,36.9
E00018600,59.1,4.6,36.3
E00018601,60.1,4.3,35.7
E00018602,52.5,6.6,40.8
E00018603,63.1,3.4,33.5
E00018604,58,2.9,39.1
E00018605,56.5,2.9,40.6
E00018607,68.7,3.7,27.6
E00018608,71.8,2.7,25.5
E00018610,59.3,2.7,38
E00018615,39.8,4.4,55.8
E00018616,69.9,2.7,27.3
E00018620,61.3,4.4,34.4
E00018621,63.4,3.7,33
E00018622,59.6,4,36.4
E00018623,62.4,5.5,32.1
E00018624,56.7,4,39.4
E00018626,62.1,3.1,34.8
E00018628,62.1,6.3,31.6
E00018629,63.1,3.3,33.6
E00018630,59.8,5.3,34.9
E00018631,61.3,3.3,35.3
E00018632,52.9,5.7,41.4
E00018633,66.5,3.3,30.2
E00018634,61.3,5,33.7
E00018635,58.6,3.6,37.9
E00018636,60.8,3.4,35.8
E00018637,45.9,5.2,49
E00018639,60,4.6,35.4
E00018640,66.8,3.4,29.8
E00018641,59,3,38
E00018642,41.7,6.6,51.7
E00018643,57,5.8,37.2
E00018644,55.6,5.7,38.8
E00018646,60.8,4.8,34.4
E00018647,57.5,2.5,40
E00018648,56.4,4.7,38.9
E00018649,60.7,3.3,35.9
E00018650,53.9,2.5,43.6
E00018651,56.7,4.4,38.9
E00018652,65.9,4.4,29.7
E00018653,58.4,3.2,38.4
E00018654,54.3,3.9,41.8
E00018655,60.3,3.1,36.6
E00018656,60.2,1.2,38.6
E00018657,59.9,3.1,36.9
E00018658,48.6,3,48.4
E00018659,55.5,2.9,41.6
E00018660,48.9,2.7,48.4
E00018661,61.6,4.7,33.7
E00018662,52.2,1.1,46.6
E00018663,51.2,3.5,45.3
E00018664,57,5.5,37.5
E00018665,46.8,6,47.2
E00018666,48.9,3,48
E00018667,48.3,2.9,48.8
E00018669,61.2,5.4,33.5
E00018670,53,10,37
E00018671,56.8,2.8,40.4
E00018672,49.2,4.7,46.1
E00018673,55.1,2.6,42.3
E00018674,59.9,5.1,35
