areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00018337,69.7,9.1,6.5,14.7
E00018340,66.7,18.3,5.6,9.5
E00018341,54,18.7,10.8,16.5
E00018344,66.4,17.2,1.7,14.7
E00018345,66.4,14.8,3.3,15.6
E00018347,56,18.7,5.2,20.1
E00018349,69.4,17.7,3.2,9.7
E00018355,61,16.3,4.7,18
E00018356,57.5,19.7,5.5,17.3
E00018357,60.1,13.1,6.5,20.3
E00018359,55.6,17.7,7.3,19.4
E00018361,61.2,20.7,5.8,12.4
E00018362,63.8,11.9,6.2,18.1
E00018363,48.5,22.1,11,18.4
E00018365,57.5,17.2,6,19.4
E00018366,55.1,25.7,4.4,14.7
E00018367,64.9,18.9,5.4,10.8
E00018368,56.6,20.9,4.7,17.8
E00018370,59,20.9,6.7,13.4
E00018371,53.8,21.7,6.3,18.2
E00018372,58.6,17.3,3.1,21
E00018373,66.7,15,6.7,11.7
E00018374,61.8,24.4,4.1,9.8
E00018375,65.3,20.7,3.3,10.7
E00018376,76.7,10.5,4.7,8.1
E00018377,50.7,26.9,3,19.4
E00018378,80.4,11.8,2,5.9
E00018379,67.9,17.9,2.9,11.4
E00018380,64.3,20.5,3.6,11.6
E00018381,64.4,10.4,8,17.2
E00018382,53.7,21.5,4.1,20.7
E00018383,45.1,25.7,13.2,16
E00018384,50.9,24.1,4.6,20.4
E00018385,53.7,25.9,2.8,17.6
E00018386,62.4,18.8,4.5,14.3
E00018387,57,20,7.4,15.6
E00018389,52.1,19.4,3.6,24.8
E00018390,52.9,18.5,8.4,20.2
E00018392,80.2,9,0,10.8
E00018393,64.7,18.4,6.6,10.3
E00018394,63.6,19.5,7.8,9.1
E00018395,80.5,7,2.3,10.2
E00018396,71.6,15.7,3,9.7
E00018397,70.1,18.8,2.1,9
E00018398,60.5,25.4,1.8,12.3
E00018399,70.3,17.8,0.8,11
E00018400,65.7,17.6,2.8,13.9
E00018401,50.4,16.8,12,20.8
E00018402,53.5,27.1,6.2,13.2
E00018403,65.3,18.6,3.4,12.7
E00018404,75.6,13,1.5,9.9
E00018405,82.8,8.2,3,6
E00018406,80,14.8,2.6,2.6
E00018407,85.1,6.4,6.4,2.1
E00018408,72.4,15.7,3.9,7.9
E00018409,79.8,8.1,6.5,5.6
E00018410,90.1,6.9,0.8,2.3
E00018411,82.1,5.7,4.1,8.1
E00018412,74.6,14.9,3.7,6.7
E00018413,87.6,7.3,2.9,2.2
E00018414,82.3,6.1,4.1,7.5
E00018415,86.8,5.4,2.3,5.4
E00018416,83.7,4.9,4.1,7.3
E00018417,89.5,5.3,1.5,3.8
E00018418,89.6,6.1,1.7,2.6
E00018419,87,4.6,2.3,6.1
E00018420,90,4,2,4
E00018421,84.5,5.4,0.8,9.3
E00018422,94.1,2.5,0.8,2.5
E00018423,79.5,6.8,3.4,10.3
E00018424,71.7,4.4,3.3,20.6
E00018425,79.5,11,2.4,7.1
E00018426,74.8,11.3,3.1,10.7
E00018427,74.2,6.8,1.5,17.4
E00018428,89.9,5.1,1.4,3.6
E00018429,73.4,13.7,5.8,7.2
E00018430,74.1,7.2,2.2,16.5
E00018431,79.3,5.7,5,10
E00018432,74.2,10.2,4.7,10.9
E00018433,72.8,15.4,3.7,8.1
E00018434,83.5,8.3,0.8,7.4
E00018435,80.6,5.6,3.5,10.4
E00018436,88.5,4.8,0,6.7
E00018437,88.1,6.9,2,3
E00018438,77.3,10.2,3.9,8.6
E00018439,82.4,8,1.6,8
E00018440,77,12,2,9
E00018441,77.3,10.9,4.5,7.3
E00018477,83.4,5.5,2.6,8.5
E00018478,86.4,4.3,2.2,7.1
E00018480,81.4,7.7,2.6,8.3
E00018481,84,6.9,3.1,6.1
E00018482,86.2,6.2,2.3,5.4
E00018483,81.2,7.5,3,8.3
E00018484,67.5,12.3,11.4,8.8
E00018485,91.1,5.6,2.4,0.8
E00018486,88.5,5.8,0,5.8
E00018488,86.4,6.8,2.9,3.9
E00018489,91.2,2.2,2.9,3.6
E00018490,85.3,5.9,3.9,4.9
E00018491,84.6,5.1,2.2,8.1
E00018492,85.7,7.5,1.5,5.3
E00018494,82.4,8.3,1.9,7.4
E00018495,80.7,6.7,3,9.6
E00018496,72.4,8,3.1,16.6
E00018497,77.5,8,2.4,12
E00018498,81.1,4.5,0,14.4
E00018499,90,5.6,1.3,3.1
E00018500,88,4,5.3,2.7
E00018501,92.9,5.4,0.9,0.9
E00018502,93.4,2.8,0.9,2.8
E00018503,87.7,7.4,1.6,3.3
E00018504,93.8,2.8,0.7,2.8
E00018505,80,10.6,3.1,6.3
E00018506,90.1,5.4,2.7,1.8
E00018507,87.8,4.3,0.9,7
E00018508,96.8,2.1,0,1.1
E00018509,88.3,5,3.3,3.3
E00018510,43.3,20.9,9,26.9
E00018511,56,28,2.4,13.6
E00018512,62.1,24.2,2.4,11.3
E00018513,64.2,20.3,2.4,13
E00018514,66.1,21.8,0.8,11.3
E00018515,71.9,5.7,3.1,19.3
E00018516,57,18.2,9.1,15.7
E00018517,66.7,18.6,3.9,10.9
E00018518,66.1,20.2,4.6,9.2
E00018519,66.9,18.2,3.3,11.6
E00018520,58.6,27.1,2.3,12
E00018521,64.3,26.8,3.6,5.4
E00018522,64.4,23.7,3.4,8.5
E00018523,57.5,25.8,3.3,13.3
E00018524,71.9,18.2,0,9.9
E00018525,72.8,9.6,4,13.6
E00018526,65.4,22.1,2.2,10.3
E00018527,66.7,20.3,0,13
E00018528,58.6,30.6,2.7,8.1
E00018529,58.1,28.7,1.5,11.8
E00018530,63.9,21.3,1.9,13
E00018531,57.1,29.5,0.9,12.5
E00018532,53,28,3.8,15.2
E00018533,52.4,32.5,3.2,11.9
E00018534,72.9,15.7,1.4,10
E00018535,45.7,24.6,4.3,25.4
E00018536,60.8,26.6,4.9,7.7
E00018537,56.8,28,1.7,13.6
E00018538,44.5,39.1,0,16.4
E00018539,49,28,6.3,16.8
E00018540,51.3,19.3,5.9,23.5
E00018541,59.6,22.8,5.3,12.3
E00018542,46.4,30,5,18.6
E00018573,62.6,22,2.4,13
E00018574,65.6,18.9,6.6,9
E00018575,56.8,28.8,0.8,13.6
E00018576,58.9,25.9,6.3,8.9
E00018577,57.3,23.1,3.4,16.2
E00018578,70.1,24.3,1.9,3.7
E00018579,55.1,30.5,2.5,11.9
E00018580,66.1,27,2.6,4.3
E00018581,50.4,27.4,5.3,16.8
