areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00018337,13.9,49.4,36.7
E00018340,14.7,54.3,31
E00018341,15,47.4,37.6
E00018344,17.9,43.1,39
E00018345,12.5,44.2,43.3
E00018347,13.4,62,24.6
E00018349,14.7,50,35.3
E00018355,10.2,51.2,38.6
E00018356,15.6,43.4,41
E00018357,12.5,32.5,55
E00018359,13.7,48.1,38.2
E00018361,12,45.6,42.4
E00018362,17.2,35.8,47
E00018363,12.2,48.9,38.9
E00018365,16.5,39.7,43.8
E00018366,19.4,48.6,31.9
E00018367,13.1,49.2,37.7
E00018368,10.2,53.2,36.6
E00018370,12.9,43.2,43.9
E00018371,17.8,38.2,43.9
E00018372,11.8,55.6,32.6
E00018373,13.7,44.4,41.9
E00018374,10.8,45.9,43.2
E00018375,8.6,46.9,44.5
E00018376,16.1,40.2,43.7
E00018377,16.5,38.8,44.7
E00018378,5.5,62.7,31.8
E00018379,21.8,45.3,33
E00018380,9.3,54.2,36.4
E00018381,19.4,38.7,41.9
E00018382,21.5,40,38.5
E00018383,15.8,43.5,40.7
E00018384,19,45.5,35.5
E00018385,13.3,55.8,31
E00018386,17.5,45.3,37.2
E00018387,13.9,37.3,48.7
E00018389,11.6,48.6,39.7
E00018390,6.9,46.2,46.9
E00018392,18.8,56.3,25
E00018393,11.3,37.6,51.1
E00018394,10.7,53.6,35.7
E00018395,6.6,67.6,25.7
E00018396,14.4,55.9,29.7
E00018397,13.7,52.7,33.6
E00018398,12.1,48.6,39.3
E00018399,14.7,60.1,25.2
E00018400,8.1,57.3,34.7
E00018401,11.9,33,55
E00018402,9.2,53.9,36.8
E00018403,14.4,44.8,40.8
E00018404,10.6,59.1,30.3
E00018405,12.3,60.5,27.2
E00018406,18.9,50.5,30.6
E00018407,16.5,56.7,26.8
E00018408,9.8,51,39.2
E00018409,15.6,48.4,35.9
E00018410,14.1,64.1,21.8
E00018411,20.2,54.8,25
E00018412,20.4,50.5,29
E00018413,10.8,65.7,23.5
E00018414,22.6,58.5,18.9
E00018415,14.1,62,23.9
E00018416,16.5,63.3,20.3
E00018417,12.4,67,20.6
E00018418,9.3,54.2,36.4
E00018419,11.1,65.6,23.3
E00018420,14.7,51.6,33.7
E00018421,13.4,63.4,23.2
E00018422,10.9,78.3,10.9
E00018423,16.5,60.8,22.8
E00018424,13.4,58.9,27.7
E00018425,14.2,53.3,32.5
E00018426,12.4,35.9,51.7
E00018427,15.8,56.4,27.7
E00018428,15.7,67.6,16.7
E00018429,13.5,57.7,28.8
E00018430,21.4,51.5,27.2
E00018431,8.8,63.7,27.5
E00018432,11.5,56.3,32.3
E00018433,13.2,51.5,35.3
E00018434,16.4,55.5,28.2
E00018435,12.9,55.3,31.8
E00018436,12,76.1,12
E00018437,9.1,57.1,33.8
E00018438,10.8,53.3,35.8
E00018439,15.5,59.5,25
E00018440,12.4,56.7,30.9
E00018441,13.6,56.8,29.6
E00018477,13.3,64,22.7
E00018478,10,71.7,18.3
E00018480,20.2,57.4,22.3
E00018481,10.7,69.3,20
E00018482,11.8,48.2,40
E00018483,13.5,56.8,29.7
E00018484,22.6,54.8,22.6
E00018485,13.4,58,28.6
E00018486,18.2,54.5,27.3
E00018488,11.5,63.9,24.6
E00018489,29.4,43.1,27.5
E00018490,16.7,66.7,16.7
E00018491,18.5,58.7,22.8
E00018492,16.2,57.1,26.7
E00018494,12.5,62.5,25
E00018495,27.6,46.1,26.3
E00018496,29,43,28
E00018497,19.7,46.2,34.1
E00018498,11.4,69.6,19
E00018499,18.2,67.3,14.5
E00018500,17.6,57.4,25
E00018501,20.5,65.4,14.1
E00018502,12.2,76.7,11.1
E00018503,16.4,62.7,20.9
E00018504,11.1,69,19.8
E00018505,15.8,63.2,21.1
E00018506,16,66.7,17.3
E00018507,13.7,62.1,24.2
E00018508,10.3,60.3,29.5
E00018509,15.3,55.3,29.4
E00018510,13.8,39,47.2
E00018511,12.3,49,38.7
E00018512,11.5,46.5,42
E00018513,14.3,46.4,39.3
E00018514,18.2,43.9,37.8
E00018515,9.9,53.8,36.3
E00018516,14.3,41.3,44.4
E00018517,13,41.6,45.5
E00018518,11.4,40.7,48
E00018519,13.1,49.4,37.5
E00018520,11.4,45,43.6
E00018521,10.5,56.4,33.1
E00018522,10.7,47.7,41.6
E00018523,11.7,50.3,37.9
E00018524,11.8,55.9,32.4
E00018525,8.9,42,49.1
E00018526,13.5,58.9,27.6
E00018527,16,43.4,40.6
E00018528,13.7,42,44.3
E00018529,9.2,48,42.8
E00018530,11.8,48.6,39.6
E00018531,16.3,43.7,40
E00018532,13.2,43.1,43.7
E00018533,13.9,39.8,46.4
E00018534,9.2,44.6,46.2
E00018535,18.9,28.4,52.6
E00018536,20.2,34.8,44.9
E00018537,8.9,55.1,36.1
E00018538,11.2,44.9,43.9
E00018539,14.2,45,40.8
E00018540,15.6,42.2,42.2
E00018541,13,45.4,41.7
E00018542,14.6,41.1,44.3
E00018573,9.6,51.6,38.9
E00018574,8.9,42.7,48.4
E00018575,20.8,40.3,38.9
E00018576,20.8,34.7,44.4
E00018577,10.8,37.4,51.8
E00018578,9.9,49.6,40.5
E00018579,13.1,39.9,47
E00018580,10.2,42.7,47.1
E00018581,18,45.3,36.7
E00018582,6.9,56,37.1
E00018583,10.4,36,53.6
E00018584,7.3,48.6,44
E00018585,12.8,45.1,42.1
E00018586,13.6,45,41.4
E00018587,11.7,44.7,43.7
E00018588,14.9,48.2,36.8
E00018589,14.9,47.9,37.2
E00018590,5.7,34.3,60
E00018591,18.2,41.8,40
E00018594,6.3,44,49.7
E00018595,9.6,34.4,56
E00018596,22.7,32.7,44.5
E00018597,13.8,42.5,43.7
E00018598,11.6,46.6,41.8
E00018599,18.7,41.6,39.8
E00018600,17,40.3,42.8
E00018601,10.3,41.7,48.1
E00018602,16.1,38.9,45
E00018603,15.8,51.9,32.3
E00018604,11.3,52.3,36.4
E00018605,11.9,46.3,41.8
E00018607,17.6,52.9,29.4
E00018608,9.5,72.6,17.9
E00018610,6.7,59.7,33.6
E00018615,8.9,40.7,50.4
E00018616,11.7,66.2,22.1
E00018620,15.9,48.4,35.7
E00018621,15,57,28
E00018622,17.2,48.3,34.5
E00018623,20.7,42.7,36.7
E00018624,13.3,47.5,39.2
E00018626,14.1,52.6,33.3
E00018628,16.2,45.7,38.1
E00018629,15,45.9,39.1
E00018630,13.1,49,37.9
E00018631,19.7,45.3,35
E00018632,12,38,50
E00018633,18.9,38.5,42.6
E00018634,12.9,56.9,30.2
E00018635,15.6,44.7,39.7
E00018636,13.5,41.3,45.2
E00018637,11.3,50,38.7
E00018639,12.3,40,47.7
E00018640,14.9,59.8,25.3
E00018641,16,51.3,32.7
E00018642,11.3,46,42.7
E00018643,15.7,50,34.3
E00018644,16.7,46.4,36.9
E00018646,17.6,51.9,30.5
E00018647,12.1,53.4,34.5
E00018648,20.5,52.5,27
E00018649,9.5,54.3,36.2
E00018650,10,64.6,25.4
E00018651,10.1,40.5,49.3
E00018652,20.6,50.4,29
E00018653,16.8,48.9,34.4
E00018654,12.9,49.3,37.9
E00018655,11.4,42.9,45.7
E00018656,9.1,52.5,38.4
E00018657,18.6,43.4,38.1
E00018658,12.3,55.6,32.1
E00018659,12.9,41.4,45.7
E00018660,10.6,59.3,30.1
E00018661,19.5,36.4,44.2
E00018662,4,62.6,33.3
E00018663,18.4,46.8,34.8
E00018664,12.1,47.1,40.7
E00018665,17.2,37.1,45.7
E00018666,15.2,41.5,43.3
E00018667,10.3,57.1,32.5
E00018669,11.6,40,48.4
E00018670,19.5,30.9,49.6
E00018671,13.8,43.1,43.1
E00018672,11.3,51.5,37.1
E00018673,10.8,55.9,33.3
E00018674,12.6,50.5,36.9
E00018675,16,54.6,29.4
E00018676,8.6,56.2,35.2
E00018677,14.5,55.5,30
E00018822,10.6,67,22.3
E00018823,16.8,64.2,18.9
E00018824,13.3,60,26.7
E00018825,13.5,63.1,23.4
E00018826,16.9,63.6,19.5
E00018827,13.7,62.9,23.4
E00018835,13.8,66.7,19.5
E00018836,16.5,59.7,23.7
E00018837,17.7,64.5,17.7
E00018838,4.3,76.6,19.1
E00018839,12.1,67.3,20.6
E00018840,18.1,61.2,20.7
E00018841,8.8,65.6,25.6
E00018842,15.3,57.6,27.1
E00018843,8.3,76.1,15.6
E00018844,8.3,66.1,25.6
E00018845,8.6,83.8,7.6
E00018846,9.8,69.9,20.3
E00018847,9.4,74.4,16.3
E00018848,5.2,71.9,22.9
E00018849,17.9,58.9,23.2
E00018850,15.1,62.2,22.7
E00018851,15.5,46.4,38.1
E00018852,14,52.3,33.7
E00018853,15,63.2,21.8
E00018854,17.8,51.4,30.8
E00018855,14.1,45.4,40.5
E00018857,15,32.5,52.5
E00018861,12.2,37.4,50.4
E00018867,11.6,40.6,47.7
E00018871,9.7,42.2,48.1
E00018874,10.1,38.5,51.4
E00018876,17.7,35.5,46.8
E00018877,14.6,32.3,53.1
E00018883,16.2,44.9,38.9
E00018886,13.8,42.8,43.5
E00018887,12.6,44.1,43.3
E00018888,12.2,41.3,46.5
E00018889,17.3,38.6,44.1
E00018890,19.9,37.7,42.5
E00018892,16.9,55.1,28
E00018893,16.9,53.2,29.9
E00018894,9.4,37.6,52.9
E00018895,16,64,20
E00018896,18.1,52.1,29.8
E00018897,25.8,41.9,32.3
E00018898,14.7,27.9,57.4
E00018899,14,37.6,48.4
E00018900,21.9,61.5,16.7
E00018901,11.7,60.6,27.7
E00018902,19.6,26.8,53.6
E00018903,19.8,23,57.2
E00018904,13.7,50.7,35.6
E00018905,8,57.5,34.5
E00018906,13.5,52.7,33.8
E00018907,11.6,63.2,25.3
E00018908,16.2,41.9,41.9
E00018909,18.6,46.9,34.5
E00018910,17,47,36
E00018911,15.4,57.1,27.5
E00018912,12,61.5,26.5
E00018913,16.5,58.8,24.7
E00018914,14,57.3,28.7
E00018915,25,48.3,26.7
E00018916,18.8,44.4,36.8
E00018917,17.6,51.4,31.1
E00018918,14.2,45.7,40.2
E00018919,13.8,71.3,15
E00018920,12.1,55.6,32.3
E00018921,20,44.2,35.8
E00018922,18.3,47.3,34.4
E00018923,19,58.3,22.6
E00018924,10.3,60,29.7
E00018925,12.7,64.5,22.7
E00018926,17.7,48.5,33.8
E00018927,7.8,72.5,19.6
E00018962,24.7,47.2,28.1
E00018963,11.4,63.3,25.3
E00018964,35.5,51.8,12.7
E00018965,10.9,72.7,16.4
E00018966,12,70.7,17.3
E00018967,12.3,69.1,18.5
E00018968,11.7,53.3,35
E00018969,25,56.7,18.3
E00018970,13.7,65.3,21.1
E00018971,23.4,56.3,20.3
E00018972,18,67,14.9
E00018973,5.8,72.7,21.5
E00018974,10.6,48.9,40.4
E00018975,8.1,68.6,23.3
E00018976,9,55,36
E00018977,15.2,55.4,29.3
E00018978,11.2,62.9,25.9
E00018979,13.4,61.9,24.7
E00018980,7.6,78.3,14.1
E00018981,9.2,65,25.8
E00018982,11.7,49.2,39.1
E00018983,10.3,62.1,27.6
E00018984,20.8,52.8,26.4
E00018985,14,65,21
E00018986,17.4,50.7,31.9
E00018987,7.8,65.7,26.5
E00018988,22.2,66.7,11.1
E00018989,20.4,53.1,26.5
E00018990,13.1,41,45.9
E00018991,8.5,67.6,23.9
E00018992,26.2,58.5,15.4
E00018993,9.7,37.5,52.8
E00018994,15.3,57.6,27.1
E00018995,11.6,67,21.4
E00018996,10.7,61.5,27.9
E00018997,20.4,61.2,18.4
E00018998,40,41.8,18.2
E00018999,4.1,78,17.9
E00019000,18,62.3,19.7
E00019001,19.2,71.2,9.6
E00019002,12.8,70.2,17
E00019003,9.8,71.7,18.5
E00019005,20.8,37.6,41.6
E00019007,19.6,34.8,45.7
E00019008,7.9,39.7,52.4
E00019026,11.9,41.3,46.8
E00019027,9.6,42.4,48
E00019028,16.6,51,32.4
E00019029,17.5,36.8,45.6
E00019030,9.8,43.8,46.4
E00019031,15.3,44.4,40.3
E00019032,7.3,43.8,48.9
E00019033,9.6,41.2,49.1
E00019034,20.5,29.9,49.6
E00019035,16,45.6,38.4
E00019036,12,34.5,53.5
E00019037,15.4,41,43.6
E00019038,12.8,36.9,50.3
E00019039,14.7,32.9,52.4
E00019040,9.6,68.5,21.9
E00019041,9.3,70.4,20.4
E00019042,11.1,60.2,28.7
E00019043,11.3,68.3,20.4
E00019044,15.7,55.4,28.9
E00019045,3.9,50.6,45.5
E00019046,9.7,56.5,33.8
E00019048,18.8,56.3,25
E00019049,11.5,58.2,30.3
E00019050,18.1,72.3,9.6
E00019051,13.1,70.7,16.2
E00019052,13.5,67.7,18.8
E00019053,9.8,68.3,22
E00019057,8.5,49.2,42.4
E00019060,8.4,54.2,37.4
E00019062,14.4,57.6,28.1
E00019063,14.5,58.2,27.3
E00019064,14.9,68.1,17
E00019065,8.4,61.1,30.5
E00019066,19.3,67.9,12.8
E00019067,14.1,60,25.9
E00019068,11.9,66.7,21.4
E00019069,19.3,46.6,34.1
E00019070,8.6,69,22.4
E00019071,15.9,64.5,19.6
E00019072,12,63.9,24.1
E00019073,19,66.7,14.3
E00019074,13.2,57,29.8
E00019075,9.4,69.2,21.4
E00019076,14.9,63.5,21.6
E00021941,16.3,46.3,37.5
E00021947,15,51.7,33.3
E00021950,14.6,61.8,23.6
E00021951,10.6,54.9,34.5
E00021952,16.1,46.9,37.1
E00021953,12.8,60.5,26.7
E00021964,13.8,63.8,22.5
E00021967,21.4,51.4,27.1
E00021978,13.4,48.5,38.1
E00021979,13.4,53.5,33.1
E00021998,23.7,37,39.3
E00022002,17.8,52.2,30
E00022012,16.9,47.9,35.2
E00022013,9.8,57.1,33
E00022014,13.7,49.2,37.1
E00022016,7.1,62.9,30
E00022020,8.9,65.3,25.7
E00022022,16.7,60.8,22.5
E00022023,9.5,55.8,34.7
E00022024,13.9,66.3,19.8
E00022025,20.5,62.5,17
E00022026,16.2,68.5,15.4
E00022027,15,54.2,30.8
E00022029,10.9,61.7,27.3
E00022030,9.8,68.5,21.7
E00022032,13.6,58.2,28.2
E00022034,17.1,56.1,26.8
E00022039,8.7,52.4,38.8
E00022040,25.7,45.4,28.9
E00022043,16,67.2,16.8
E00022044,7.5,72.5,20
