areacd,heating_type_3a-001,heating_type_3a-002
E00002387,2.4,97.6
E00002389,1,99
E00002391,1,99
E00002394,5.2,94.8
E00002395,0,100
E00002396,0,100
E00002397,1.7,98.3
E00002399,2.5,97.5
E00002400,0,100
E00002401,0.8,99.2
E00002402,0.8,99.2
E00002403,0,100
E00002404,1,99
E00002405,0.9,99.1
E00002413,0.5,99.5
E00002417,2.3,97.7
E00002418,0,100
E00002419,0.8,99.2
E00002422,0.7,99.3
E00002423,1.3,98.7
E00002424,4.4,95.6
E00002440,1.5,98.5
E00002445,0.8,99.2
E00002446,3.4,96.6
E00002448,0,100
E00002449,2.9,97.1
E00002450,0,100
E00002451,0.6,99.4
E00002452,2.3,97.7
E00002453,2.3,97.7
E00002454,0.8,99.2
E00002455,3.1,96.9
E00002456,3.3,96.7
E00002457,4.9,95.1
E00002458,2.4,97.6
E00002459,0.7,99.3
E00002460,0,100
E00002461,5.9,94.1
E00002462,0.9,99.1
E00002463,0.9,99.1
E00002464,1.5,98.5
E00002465,8,92
E00002466,3.1,96.9
E00002467,0.6,99.4
E00002468,3.1,96.9
E00002469,2.3,97.7
E00002470,0.9,99.1
E00002471,2.6,97.4
E00002472,1.5,98.5
E00002473,0.8,99.2
E00002474,0,100
E00002475,0.8,99.2
E00002476,2.2,97.8
E00002477,1.3,98.7
E00002478,5.3,94.7
E00002479,0,100
E00002480,3.2,96.8
E00002481,3.4,96.6
E00002482,4.2,95.8
E00002483,4,96
E00002484,2,98
E00002486,2.8,97.2
E00002487,1.5,98.5
E00002489,0.9,99.1
E00002490,0,100
E00002491,2.1,97.9
E00002492,1.6,98.4
E00002493,1.6,98.4
E00002494,0,100
E00002495,4.4,95.6
E00002531,1.7,98.3
E00002533,5.1,94.9
E00002534,2,98
E00002535,0.7,99.3
E00002536,3,97
E00002537,4.9,95.1
E00002538,2.5,97.5
E00002540,0.8,99.2
E00002541,2.5,97.5
E00002542,0,100
E00002544,9.4,90.6
E00002545,1.5,98.5
E00002546,3,97
E00002547,2.4,97.6
E00002548,0,100
E00002549,1.7,98.3
E00002550,3.1,96.9
E00002552,4.7,95.3
E00002553,4,96
E00002559,2.9,97.1
E00002560,1.7,98.3
E00002561,4.9,95.1
E00002562,0,100
E00002563,1.5,98.5
E00002564,2.7,97.3
E00002565,0,100
E00002566,1.6,98.4
E00002567,1.9,98.1
E00002568,3.1,96.9
E00002569,5.9,94.1
E00002570,4.3,95.7
E00002577,1.2,98.8
E00002578,0.8,99.2
E00002579,2.6,97.4
E00002580,2.3,97.7
E00002581,2.1,97.9
E00002582,2.5,97.5
E00002583,2.5,97.5
E00002584,2.5,97.5
E00002585,2.2,97.8
E00002586,2.2,97.8
E00002692,1.6,98.4
E00002695,1.6,98.4
E00002697,2,98
E00002699,0,100
E00002702,2.1,97.9
E00002707,1.5,98.5
E00002709,0,100
E00002712,1.1,98.9
E00002715,2.5,97.5
E00002717,2.6,97.4
E00002728,3.5,96.5
E00002729,1.5,98.5
E00002730,3.3,96.7
E00002732,3.5,96.5
E00002733,5.1,94.9
E00002735,1.5,98.5
E00002737,3.4,96.6
E00002829,0,100
E00002832,3.3,96.7
E00002836,1.1,98.9
E00002886,2.2,97.8
E00002887,0.8,99.2
E00002888,3.8,96.2
E00002891,2.2,97.8
E00002892,2.2,97.8
E00002893,2.8,97.2
E00002894,3.8,96.3
E00002897,4.4,95.6
E00002898,3.5,96.5
E00002899,2.2,97.8
E00002900,3.3,96.7
E00002901,0.9,99.1
E00002903,6.3,93.8
E00002904,0,100
E00002905,5.6,94.4
E00002907,3.6,96.4
E00002910,3.6,96.4
E00002911,2.5,97.5
E00002914,1.7,98.3
E00002915,0.7,99.3
E00002916,4.5,95.5
E00002918,4,96
E00002919,4.3,95.7
E00002926,3.6,96.4
E00003022,0.8,99.2
E00003023,2.4,97.6
E00003024,0.8,99.2
E00003025,3.4,96.6
E00003026,0.8,99.2
E00003027,3.8,96.3
E00003028,3.2,96.8
E00003029,2.9,97.1
E00003030,3.2,96.8
E00003031,3.3,96.7
E00003032,4,96
E00003033,4.1,95.9
E00003069,3.7,96.3
E00003070,4.7,95.3
E00003071,2,98
E00003072,5.3,94.7
E00003073,1.7,98.3
E00003075,0.8,99.2
E00003076,4.8,95.2
E00003077,3.6,96.4
E00003078,3,97
E00003079,2.2,97.8
E00003080,4.5,95.5
E00003081,2.9,97.1
E00003082,1.7,98.3
E00003083,2.6,97.4
E00003084,0.7,99.3
E00003085,4.3,95.7
E00003086,3.5,96.5
E00003087,1.8,98.2
E00003088,3.8,96.2
E00003089,1.7,98.3
E00003090,3,97
E00003091,2.2,97.8
E00003092,1.8,98.2
E00003093,3.1,96.9
E00003094,1.6,98.4
E00003095,1.8,98.2
E00003096,3.5,96.5
E00003097,3.4,96.6
E00003098,3.6,96.4
E00003099,2.7,97.3
E00003100,3.3,96.7
