areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00002387,35.7,33.3,0.8,30.2
E00002389,40,43.8,4.8,11.4
E00002391,27.6,35.2,6.7,30.5
E00002394,22,18.7,10,49.3
E00002395,11.8,33.1,36.5,18.5
E00002396,30.4,34.3,24.5,10.8
E00002397,19,14.7,42.2,24.1
E00002399,36.1,29.4,5,29.4
E00002400,42.3,36,7.2,14.4
E00002401,22.7,41.4,10.9,25
E00002402,39,35.8,7.3,17.9
E00002403,43.7,27.7,3.4,25.2
E00002404,48,31,3,18
E00002405,22.8,33.3,7.9,36
E00002413,11.4,16.8,16.2,55.7
E00002417,18.5,13.1,46.9,21.5
E00002418,17.9,15.4,22,44.7
E00002419,30.1,34.1,7.3,28.5
E00002422,36.1,20.1,25,18.8
E00002423,6.7,17.3,66,10
E00002424,14.5,23.3,8.8,53.3
E00002440,16.7,10.6,15.9,56.8
E00002445,28.6,27,9.5,34.9
E00002446,33.1,16.9,6.8,43.2
E00002448,24.1,24.1,13.8,37.9
E00002449,7.9,11.5,66.2,14.4
E00002450,14.6,15.4,4.6,65.4
E00002451,33.9,20.8,13.7,31.7
E00002452,2.9,10.6,64.1,22.4
E00002453,44,23.2,5.6,27.2
E00002454,47.5,30,3.3,19.2
E00002455,8.2,10.3,56.2,25.3
E00002456,1.3,10.1,66.4,22.1
E00002457,18,9,30.3,42.6
E00002458,28.3,15.7,5.5,50.4
E00002459,23.4,29,9,38.6
E00002460,45.7,33.1,0.8,20.5
E00002461,21.7,11.8,10.5,55.9
E00002462,35.7,20.9,11.3,32.2
E00002463,38.6,24.6,12.3,24.6
E00002464,15.6,28.9,25.2,30.4
E00002465,24.2,16.9,10.5,48.4
E00002466,20.6,17.5,20.6,41.3
E00002467,43.5,25.3,5.8,25.3
E00002468,7.7,12.3,24.6,55.4
E00002469,43.8,30.5,6.3,19.5
E00002470,17.9,18.8,12,51.3
