geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00108600,52.8,1.3,45.8
E00108705,60.6,3.4,36
E00108706,59.6,2.6,37.8
E00108707,53.8,1.7,44.6
E00108708,64.5,1.1,34.4
E00108709,64,6.3,29.7
E00108710,60.7,3.6,35.7
E00108717,65,1.9,33.1
E00108718,55.1,2.4,42.5
E00108719,56.7,0.8,42.5
E00108744,47.4,2.1,50.5
E00108746,60.8,1.2,38
E00108748,53.4,4,42.5
E00108749,61.4,2.5,36.1
E00108750,58.5,3.1,38.4
E00108751,46.2,8.4,45.4
E00108761,49,1.1,49.8
E00108765,52,1,47
E00108769,64.7,1.7,33.6
E00108770,63.8,3.8,32.4
E00109905,70.2,2.2,27.6
E00109906,57.4,3.3,39.3
E00109907,51.6,4,44.4
E00109908,55.5,4.1,40.4
E00109910,64.8,2.1,33.1
E00109911,57.9,5.1,37
E00109914,58.5,4.7,36.8
E00109915,57.1,4.7,38.2
E00109916,65.3,3.1,31.7
E00109917,63.4,3.8,32.8
E00109918,53.7,4.8,41.5
E00109919,57.8,3.1,39.1
E00109920,59.4,4.3,36.3
E00109921,52.9,3.5,43.5
E00109922,60,4.2,35.8
E00109923,61.3,6.5,32.2
E00109924,57.6,5,37.4
E00109925,72.6,2.8,24.6
E00109926,72.6,4.5,22.9
E00109927,54.2,3.6,42.2
E00109928,47.4,1,51.7
E00109929,55.2,3.7,41.1
E00109930,52.3,3.9,43.9
E00109931,68.6,2.7,28.7
E00109932,61.2,2.1,36.8
E00109933,55.8,3,41.1
E00109934,55.2,1.6,43.3
E00109937,67,1.3,31.7
E00109938,59,1.4,39.6
E00109939,60.7,1.9,37.4
E00109940,44.5,0.4,55
E00109941,41.5,0.7,57.8
E00109942,50.9,2.2,46.8
E00109943,56.4,0.8,42.9
E00109949,60.6,2.1,37.3
E00109950,57.1,2.6,40.3
E00109952,59.9,2,38.1
E00109954,63.2,4.6,32.2
E00109956,70.7,5.6,23.7
E00109958,53.1,3.8,43.1
E00109959,26.6,1.9,71.4
E00109961,68.8,2.3,28.9
E00109962,52,7.5,40.5
E00109963,54.2,2,43.8
E00109964,46.5,5.9,47.6
E00109965,68.9,4.2,26.9
E00109967,75.9,5,19.1
E00109968,57.8,4.9,37.4
E00109969,80.7,4,15.3
E00109972,69.5,5.3,25.2
E00109973,61.4,5,33.6
E00109974,73.7,5.5,20.7
E00109975,68.6,5,26.4
E00109976,44.6,4.2,51.2
E00109978,61.2,2.5,36.3
E00109979,57.7,4.2,38.1
E00109980,53.1,2.3,44.7
E00109981,57.7,1.4,40.9
E00109982,71.6,3.3,25.1
E00109983,59.9,2.2,37.9
E00109984,70.9,0.5,28.6
E00109985,66.1,3,30.9
E00109986,65.9,4.9,29.2
E00109987,65.6,3.6,30.8
E00109988,64.9,3.6,31.5
E00109989,57,3.8,39.2
E00109990,68.9,2.6,28.5
E00109991,63.9,2,34.2
E00109992,60.8,3,36.1
E00109993,51.7,1.2,47.1
E00109994,63.5,2.1,34.4
E00109995,51.5,1.8,46.7
E00109997,59.2,1.6,39.2
E00109998,58.7,2.5,38.9
E00109999,44.2,1.5,54.3
E00110000,55.1,1.6,43.4
E00110001,52.9,4.5,42.6
E00110002,51.6,2.3,46
E00110003,54.1,0.5,45.4
E00110004,50.8,0,49.2
E00110005,65.7,0,34.3
E00110006,50.8,2.4,46.8
E00110007,66.8,1,32.1
E00110008,60.7,3.8,35.5
E00110009,62.7,3.5,33.7
E00110010,50.6,4.4,45
E00110012,63,3.2,33.9
E00110013,61,3.1,35.9
E00110014,58.2,4.1,37.7
E00110015,60.1,0,39.9
E00110016,62.2,1.6,36.2
E00110017,62.5,3.4,34.1
E00110018,50.1,1.8,48.1
