geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00108600,82.1,12.8,5.1
E00108705,86.1,11.4,2.5
E00108706,90.1,7.8,2.1
E00108707,85.7,10.8,3.5
E00108708,87.3,9.8,2.9
E00108709,81.2,17.4,1.4
E00108710,90.1,9.9,0
E00108717,84.6,13.8,1.6
E00108718,86.6,11.1,2.3
E00108719,76,17.8,6.2
E00108744,88,8.4,3.6
E00108746,85.1,11.4,3.5
E00108748,87.8,8,4.2
E00108749,86.8,10.5,2.6
E00108750,90.5,9,0.5
E00108751,87.6,9.3,3.1
E00108761,80.1,15.9,4
E00108765,82.5,12.6,4.9
E00108769,88.7,10.5,0.8
E00108770,88.3,8.7,3
E00109905,82.5,13.4,4.1
E00109906,80.8,12.1,7.1
E00109907,78.2,15.5,6.3
E00109908,70.9,16.5,12.6
E00109910,85.8,8.6,5.6
E00109911,84.7,10.2,5.1
E00109914,78.2,16.2,5.6
E00109915,76.1,15.6,8.3
E00109916,83.4,11.3,5.2
E00109917,86.4,10.9,2.7
E00109918,82.6,12.3,5.1
E00109919,79.2,15.2,5.6
E00109920,76,16.4,7.5
E00109921,74.5,16.8,8.7
E00109922,78.1,14.7,7.2
E00109923,81.6,13.2,5.3
E00109924,76,16,8
E00109925,82.9,16.1,1
E00109926,78.6,17.6,3.8
E00109927,76.5,17.4,6.1
E00109928,76.9,15.3,7.9
E00109929,72.6,18.2,9.2
E00109930,66.6,21.7,11.7
E00109931,81.2,15,3.8
E00109932,84,13,3.1
E00109933,77,14.4,8.6
E00109934,86,9.7,4.3
E00109937,89.5,8.1,2.4
E00109938,89.6,7.5,2.9
E00109939,91.7,7.5,0.8
E00109940,87.7,9.2,3.2
E00109941,69.5,25,5.5
E00109942,85.3,11.2,3.5
E00109943,86.8,9.8,3.4
E00109949,80.3,13,6.7
E00109950,80.1,16.6,3.3
E00109952,87.8,8.7,3.5
E00109954,82.4,13.7,3.9
E00109956,84.6,12.2,3.2
E00109958,74.7,17.5,7.9
E00109959,64,25.6,10.4
E00109961,85.4,10,4.7
E00109962,81.6,12.9,5.4
E00109963,81,9,10.1
E00109964,74.5,19,6.5
E00109965,87.7,8.8,3.5
E00109967,87.2,9.6,3.2
E00109968,77.1,15.4,7.5
E00109969,83.1,13.4,3.5
E00109972,80.3,15.3,4.4
E00109973,85.2,9.8,5
E00109974,83.5,12.2,4.3
E00109975,87.6,10.2,2.1
E00109976,85.1,11.7,3.2
E00109978,83.6,13.4,3
E00109979,78.2,18.8,3.1
E00109980,88.6,9,2.4
E00109981,88.8,8.2,3
E00109982,90.3,7.8,1.9
E00109983,85.3,10.6,4.1
E00109984,90,7.7,2.3
E00109985,93.3,4,2.7
E00109986,85.6,10.2,4.2
E00109987,91.3,6.6,2.1
E00109988,89.1,8.4,2.5
E00109989,90.3,7.7,2.1
E00109990,83.1,12.4,4.5
E00109991,91.9,6.6,1.5
E00109992,86.1,13.9,0
E00109993,80.1,16,4
E00109994,87.3,9.9,2.8
E00109995,75.3,19.9,4.9
E00109997,85.5,12.5,2
E00109998,82.9,15.9,1.2
E00109999,86.4,9.9,3.7
E00110000,86.1,11.2,2.7
E00110001,78.9,14.7,6.4
E00110002,83.4,11.1,5.5
E00110003,87.3,8.2,4.5
E00110004,87.6,10.6,1.8
E00110005,88.8,8.4,2.8
E00110006,81.3,14,4.7
E00110007,84.9,10.9,4.2
E00110008,80.6,14.9,4.5
E00110009,79.2,14.5,6.2
E00110010,77.1,17.4,5.5
E00110012,84.5,12.4,3.1
E00110013,80.5,14.7,4.8
E00110014,82.9,13.4,3.7
E00110015,88,9.5,2.5
E00110016,84.6,11.9,3.5
E00110017,79.8,12.5,7.6
E00110018,84.1,12.4,3.5
E00110019,86.2,10.1,3.7
E00110020,83.3,12.2,4.6
E00110021,89.3,9.4,1.3
E00110022,87.4,8.7,3.8
E00110023,89.1,7.7,3.2
E00110024,76.1,19,4.8
E00110025,90.6,7.2,2.1
E00110026,87.5,10.2,2.2
E00110027,85.4,8.6,6.1
E00110028,86.8,9.4,3.8
E00110029,85.1,12.9,2.1
E00110030,84.7,12,3.3
E00110031,80.8,15.8,3.5
E00110032,84.7,13.3,2
E00110033,80.4,16.4,3.2
E00110034,87.7,9.1,3.2
E00110035,83.1,11.1,5.7
E00110036,90.4,8.6,1
E00110037,80,15.9,4.1
E00110038,86.6,11.5,1.8
E00110039,88.8,9.6,1.5
E00110040,82.1,14.3,3.6
E00110042,79.6,16.3,4.2
E00110043,80.3,16.1,3.6
E00110044,77.1,15.6,7.3
E00110045,79.4,16.3,4.3
E00110046,67.1,18.4,14.5
E00110047,82.4,12.4,5.2
E00110048,69.5,21.8,8.8
E00110049,86.4,10.8,2.8
E00110050,76.7,18.9,4.4
E00110051,71.7,20,8.3
E00110052,80.4,14.7,4.9
E00110053,78.9,15.9,5.2
E00110054,69.7,18.6,11.7
E00110055,80.4,17,2.6
E00110056,73.7,18.8,7.5
E00110057,83.4,12.9,3.7
E00110058,79.4,15,5.6
E00110059,84.1,12.9,3
E00110060,84,13.4,2.6
E00110062,80.4,14.1,5.4
E00110063,78.1,14.8,7
E00110064,82.2,12,5.8
E00110067,86.4,10.2,3.4
E00110068,76,16.7,7.3
E00110069,83.3,13.3,3.4
E00110070,85.4,9.4,5.1
E00110071,82.4,12.5,5.1
E00110072,70.4,19.5,10.1
E00110073,84.2,9.8,6.1
E00110074,83.1,11.7,5.2
E00110075,84,11.8,4.2
E00110076,85.5,8,6.4
E00110077,68.5,24.2,7.3
E00110078,84.8,11.4,3.8
E00110079,80.3,13.2,6.6
E00110080,87,8.3,4.7
E00110081,76.9,17,6.1
E00110082,84.2,13.5,2.3
E00110083,86.4,10.6,3
E00110084,85.6,11.5,2.9
E00110085,83.4,11.2,5.3
E00110086,90,7.9,2.1
E00110088,86.3,12.5,1.2
E00110089,85.1,9.9,5
E00110090,88.8,9.5,1.6
E00110091,85,12.9,2.1
E00110092,88.4,8.6,3
E00110093,83.6,10.5,5.9
E00110094,75.5,13.9,10.6
E00110095,85.9,10.3,3.9
E00110096,88.4,8.9,2.7
E00110097,85.8,12.2,2
E00110098,87,8.4,4.6
E00110099,85.3,11.5,3.2
E00110100,83.1,12.1,4.8
E00110101,80,16.7,3.3
E00110102,85.5,9.7,4.7
E00110103,84.2,10.1,5.7
E00110104,83.4,12,4.7
E00110105,85.2,13.5,1.2
E00110106,85.3,10.9,3.8
E00110107,84.2,12.8,3
E00110108,87.1,10,2.9
E00110109,87.1,11.4,1.4
E00110110,84.4,12.2,3.4
E00110111,87,10.7,2.2
E00110112,78,14.2,7.8
E00110113,83.8,13.9,2.3
E00110114,87.5,9.1,3.4
E00110115,77.1,18.5,4.4
E00110116,90.9,6.8,2.2
E00110123,82.3,10.8,6.9
E00110124,84,13.2,2.8
E00110125,89.1,8.1,2.8
E00110126,86,10.7,3.3
E00110127,86.4,9.4,4.2
E00110128,78.7,16.1,5.3
E00110129,92.7,5.6,1.7
E00110130,87.4,9.9,2.7
E00110132,80.9,14.2,5
E00110133,87.1,10.7,2.1
E00110134,84.9,10.9,4.2
E00110136,91.9,6.5,1.6
E00110137,87,9.1,3.9
E00110139,83.8,12.8,3.4
E00110140,84.7,12.6,2.7
E00110142,83.7,13.1,3.2
E00110144,82.8,9.8,7.4
E00110145,84,12.9,3.1
E00110146,81.3,12.5,6.1
E00110147,78.6,15.2,6.3
E00110148,85,10.5,4.5
E00110149,80.4,14.4,5.2
E00110150,86.7,9.6,3.7
E00110152,82.2,12,5.8
E00110153,85.9,11.1,2.9
E00110154,83.5,12.6,3.9
E00110156,84,11.9,4.1
E00110157,75.1,16.6,8.3
E00110158,84,10.9,5.1
E00110159,85.8,12.3,1.9
E00110160,85.7,11.8,2.5
E00110161,85.5,12.5,2
E00110162,87.5,10,2.5
E00110163,56.8,33.1,10.2
E00110165,86.9,10.5,2.6
E00110166,87,9.3,3.7
E00110167,87.7,10.1,2.2
E00110168,84.2,12.4,3.4
E00110169,78.7,17.7,3.5
E00110170,80.5,15.3,4.2
E00110171,83,12.3,4.7
E00110172,88.8,9.2,2
E00110173,74.7,18.5,6.8
E00110174,84.9,13.8,1.3
E00110175,82.4,11.3,6.3
E00110176,77.2,17,5.8
E00110177,80.2,13.3,6.5
E00110178,83.3,13.4,3.3
E00110179,89.6,9.1,1.3
E00110180,84.5,13.1,2.4
E00110181,80.4,16.4,3.2
E00110182,79.7,16.4,3.9
E00110183,85.5,11.7,2.8
E00110184,85.3,11.8,2.9
E00110185,82.1,12.7,5.2
E00110186,82.5,14.7,2.8
E00110187,83.4,13.1,3.5
E00110188,81.9,14.6,3.5
E00110189,86.6,9.9,3.5
E00110190,80,15.3,4.7
E00110191,87.4,10.7,1.8
E00110192,74.1,18.2,7.7
E00110195,82.2,14.4,3.3
E00110196,80.8,11.2,8
E00110197,81.8,14.6,3.6
E00110202,69.7,15.8,14.5
E00110203,79.8,12.5,7.7
E00110204,78,14.3,7.7
E00110205,74.1,19.3,6.6
E00110206,77.9,15,7.1
E00110207,78.5,13.4,8.1
E00110208,82.5,13.4,4.1
E00110209,78.9,14.9,6.2
E00110210,74.9,17,8.1
E00110211,78,16.8,5.3
E00110212,66.3,22.5,11.3
E00110213,77.7,15.5,6.7
E00110214,81,11.5,7.5
E00110215,74.5,17.1,8.4
E00110216,89.2,10.2,0.6
E00110217,84.7,11.7,3.7
E00110218,74.4,18.6,7.1
E00110219,72.9,18.4,8.7
E00110220,82.1,14.2,3.6
E00110222,84.4,12.5,3
E00110223,74.6,18.1,7.3
E00110224,84.7,11.7,3.6
E00110225,78.6,14.4,7
E00110226,83.5,11.1,5.4
E00110227,66.5,19.6,13.8
E00110228,78.6,18.1,3.3
E00110229,62,19.2,18.8
E00110230,70.7,18.5,10.8
E00110231,67.4,20.6,11.9
E00110232,70.9,17.7,11.3
E00110233,79.5,15.5,5
E00110234,86.3,11.5,2.2
E00110235,85.8,12.1,2.1
E00110236,79.9,12.6,7.5
E00110237,73.3,21,5.8
E00110238,87.4,12.6,0
E00110239,76.2,16.5,7.3
E00110240,74.8,18.5,6.7
E00110241,71.2,20.8,8
E00110242,75.4,21.1,3.5
E00110243,83.3,14.4,2.3
E00110244,76.6,17.6,5.8
E00110245,71.2,17.4,11.5
E00110246,80.1,14.1,5.8
E00110247,82.3,12.8,4.9
E00110248,82.4,14.2,3.4
E00110249,84.8,11.8,3.3
E00110250,77,16,7
E00110251,79.3,15.2,5.5
E00110252,81.9,11.9,6.2
E00110253,80.9,14.5,4.6
E00110254,65,15.7,19.3
E00110255,81.7,14.9,3.4
E00110256,73.1,19.7,7.2
E00110257,87.9,8.2,3.9
E00110258,85.2,12,2.7
E00110259,65.6,23,11.5
E00110260,76.6,14.8,8.6
E00110261,87.5,9.3,3.2
E00110262,74.7,18.9,6.4
E00110263,77.2,17.2,5.6
E00110264,84.5,9.9,5.6
E00110265,82.5,12.3,5.3
E00110266,80.7,13.1,6.1
E00110267,85,12.6,2.4
E00110268,68.7,28.2,3.1
E00110269,84.4,12.7,2.9
E00110270,80.4,15,4.5
E00110272,82.7,14,3.3
E00110273,84.2,12.2,3.5
E00110274,83.5,12.4,4.1
E00110275,84.9,12.5,2.6
E00110276,76.3,16.4,7.3
E00110277,86.8,10.5,2.7
E00110278,87.4,10.6,2
E00110279,84,10.5,5.5
E00110280,86.7,11.1,2.1
E00110282,71,20.5,8.5
E00110283,78.6,15.1,6.3
E00110284,90,7,3
E00110285,78.9,15.3,5.7
E00110286,78.5,16.6,4.9
E00110287,82.4,11.1,6.5
E00110288,76.6,16.8,6.5
E00110289,75.6,17,7.4
E00110290,94.6,3.6,1.7
E00110291,76.7,14.6,8.7
E00110292,79.3,14.3,6.4
E00110293,77,13.3,9.7
E00110294,96.5,3,0.5
E00110295,90.3,8.5,1.2
E00110298,96.3,3,0.8
E00110299,88.1,8.5,3.4
E00110300,86.6,9.7,3.7
E00110301,85.3,11.3,3.5
E00110302,87.2,10.6,2.3
