geography_code,in_full_time_education-001,in_full_time_education-002
E00108600,16,84
E00108705,15.2,84.8
E00108706,19.6,80.4
E00108707,20.9,79.1
E00108708,13,87
E00108709,18.3,81.7
E00108710,23.5,76.5
E00108717,18.7,81.3
E00108718,16.4,83.6
E00108719,22.8,77.2
E00108744,17.4,82.6
E00108746,16.2,83.8
E00108748,16.5,83.5
E00108749,16.2,83.8
E00108750,16.9,83.1
E00108751,11.2,88.8
E00108761,13.4,86.6
E00108765,13.6,86.4
E00108769,15.6,84.4
E00108770,16.4,83.6
E00109905,18.1,81.9
E00109906,16.1,83.9
E00109907,12.3,87.7
E00109908,16.7,83.3
E00109910,21.1,78.9
E00109911,25.3,74.7
E00109914,18.7,81.3
E00109915,21.6,78.4
E00109916,20.5,79.5
E00109917,28.6,71.4
E00109918,16,84
E00109919,29.3,70.7
E00109920,23.2,76.8
E00109921,23.6,76.4
E00109922,17.7,82.3
E00109923,27.9,72.1
E00109924,14.6,85.4
E00109925,14,86
E00109926,14.2,85.8
E00109927,20.5,79.5
E00109928,13.7,86.3
E00109929,20.4,79.6
E00109930,18.7,81.3
E00109931,17.3,82.7
E00109932,17.7,82.3
E00109933,19.3,80.7
E00109934,14.9,85.1
E00109937,22.6,77.4
E00109938,20,80
E00109939,20.2,79.8
E00109940,17.2,82.8
E00109941,15.1,84.9
E00109942,18.4,81.6
E00109943,15.2,84.8
E00109949,19.3,80.7
E00109950,23.9,76.1
E00109952,10.5,89.5
E00109954,16,84
E00109956,12.5,87.5
E00109958,15.7,84.3
E00109959,8,92
E00109961,20.7,79.3
E00109962,23.6,76.4
E00109963,19.5,80.5
E00109964,13,87
E00109965,21.3,78.7
E00109967,9.3,90.7
E00109968,18.4,81.6
E00109969,12.2,87.8
E00109972,16.3,83.7
E00109973,18.4,81.6
E00109974,18.3,81.7
E00109975,19.8,80.2
E00109976,13.1,86.9
E00109978,22.4,77.6
E00109979,16.4,83.6
E00109980,24.2,75.8
E00109981,21.6,78.4
E00109982,20.6,79.4
E00109983,23,77
E00109984,17.6,82.4
E00109985,25.7,74.3
E00109986,23.6,76.4
E00109987,28.2,71.8
E00109988,24.6,75.4
E00109989,26.2,73.8
E00109990,16.9,83.1
E00109991,22.9,77.1
E00109992,20.9,79.1
E00109993,14.5,85.5
E00109994,21.8,78.2
E00109995,15.4,84.6
E00109997,17.5,82.5
E00109998,18,82
E00109999,18,82
E00110000,14.3,85.7
E00110001,20.9,79.1
E00110002,16.6,83.4
E00110003,12.4,87.6
E00110004,17.3,82.7
E00110005,20.1,79.9
E00110006,17.6,82.4
E00110007,16.3,83.7
E00110008,17.4,82.6
E00110009,10.5,89.5
E00110010,21.6,78.4
E00110012,23.3,76.7
E00110013,17.6,82.4
E00110014,25.2,74.8
E00110015,17.6,82.4
E00110016,14.5,85.5
E00110017,22.2,77.8
E00110018,14.4,85.6
E00110019,17.4,82.6
E00110020,19.1,80.9
E00110021,16.4,83.6
E00110022,18.9,81.1
E00110023,20.4,79.6
E00110024,15.6,84.4
E00110025,26.6,73.4
E00110026,21.9,78.1
E00110027,13.5,86.5
E00110028,16,84
E00110029,14.3,85.7
E00110030,18.7,81.3
E00110031,16.5,83.5
E00110032,15.5,84.5
E00110033,17.1,82.9
E00110034,16.4,83.6
E00110035,17.5,82.5
E00110036,15.5,84.5
E00110037,15.5,84.5
E00110038,15.7,84.3
E00110039,16.4,83.6
E00110040,13.8,86.2
E00110042,13.6,86.4
E00110043,16.5,83.5
E00110044,27.5,72.5
E00110045,17.8,82.2
E00110046,18.9,81.1
E00110047,26.8,73.2
E00110048,18.1,81.9
E00110049,16,84
E00110050,13.3,86.7
E00110051,23.9,76.1
E00110052,18.3,81.7
E00110053,16.9,83.1
E00110054,13.9,86.1
E00110055,21.8,78.2
E00110056,23.8,76.2
