geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00108600,97.9,2.1,0,0
E00108705,99.1,0.9,0,0
E00108706,99.2,0.8,0,0
E00108707,99.1,0.9,0,0
E00108708,98.4,1.6,0,0
E00108709,98,2,0,0
E00108710,97.1,2,0,1
E00108717,96.4,2.2,0,1.5
E00108718,97.9,2.1,0,0
E00108719,98.4,1.6,0,0
E00108744,98.9,1.1,0,0
E00108746,96.4,3.6,0,0
E00108748,99.1,0.9,0,0
E00108749,100,0,0,0
E00108750,98.8,1.2,0,0
E00108751,96.6,3.4,0,0
E00108761,100,0,0,0
E00108765,98,2,0,0
E00108769,100,0,0,0
E00108770,97.4,2.6,0,0
E00109905,93.2,5.8,0,1
E00109906,91.4,3.9,2.3,2.3
E00109907,97.3,0,0,2.7
E00109908,97.7,0,0.8,1.5
E00109910,95.1,3.3,1.6,0
E00109911,86.1,4.9,3.3,5.7
E00109914,93.6,1.8,0.9,3.6
E00109915,90.8,4.2,1.7,3.4
E00109916,93.9,1.5,2.3,2.3
E00109917,94.6,4.5,0,0.9
E00109918,91.7,5.3,0.8,2.3
E00109919,93.3,5,0,1.7
E00109920,94.5,1.8,0,3.7
E00109921,98.5,0,0.8,0.8
E00109922,96.5,1.8,0.9,0.9
E00109923,94.8,1.7,1.3,2.2
E00109924,92.8,2.2,0.7,4.3
E00109925,93.6,0.7,1.4,4.3
E00109926,94.4,0.8,1.6,3.2
E00109927,95.4,2.3,1.5,0.8
E00109928,93.6,3.7,0,2.8
E00109929,92.3,3.9,0,3.9
E00109930,91,3,4.5,1.5
E00109931,95.7,2.9,0,1.4
E00109932,99.1,0.9,0,0
E00109933,98.2,0,0,1.8
E00109934,98.2,0.9,0,0.9
E00109937,98.1,1.9,0,0
E00109938,99.1,0.9,0,0
E00109939,100,0,0,0
E00109940,98.3,1.7,0,0
E00109941,98.6,1.4,0,0
E00109942,99.2,0,0,0.8
E00109943,100,0,0,0
E00109949,91.6,4.2,0.8,3.4
E00109950,82.4,7.6,6.7,3.4
E00109952,92.4,5,0.8,1.7
E00109954,86.9,4.4,0,8.7
E00109956,82.7,6,0.6,10.7
E00109958,84.2,3.6,1.8,10.3
E00109959,98.3,0,0.8,0.8
E00109961,84.2,5.3,0.7,9.9
E00109962,92.9,5.6,0.8,0.8
E00109963,87.2,6.1,1.4,5.4
E00109964,84.3,0.7,1.4,13.6
E00109965,92.5,5.6,0.6,1.2
E00109967,83.6,2.1,0.7,13.7
E00109968,82.8,6,0,11.2
E00109969,69.5,2.5,6.8,21.2
E00109972,79.5,7.6,1.8,11.1
E00109973,89.9,3.6,1.4,5
E00109974,84.7,6.9,2.3,6.1
E00109975,84.7,3.8,1.4,10
E00109976,95.8,3.3,0,0.8
E00109978,93.8,2.7,0,3.4
E00109979,89.1,4.7,0,6.3
E00109980,93.2,4.5,0,2.3
E00109981,92.3,3.4,0,4.3
E00109982,87,7,0.9,5.2
