geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00075591,62.5,4.2,33.3
E00075592,62.8,1.4,35.8
E00075593,48.5,2.1,49.4
E00075601,58.4,0.7,40.9
E00075709,73.8,0,26.2
E00075710,33.8,2.3,63.9
E00075719,61.2,0.4,38.4
E00112976,60.5,3.1,36.4
E00112977,45.8,0,54.2
E00112978,60.4,1.4,38.2
E00112979,52.9,2.2,44.9
E00112980,62.7,1.5,35.7
E00112981,45.4,2.2,52.4
E00112982,58.3,5.4,36.3
E00112983,42.9,3.8,53.3
E00112984,46.3,2.6,51.1
E00112985,58.1,2.9,39
E00112986,55.9,2.4,41.6
E00112987,51.5,2.1,46.4
E00112988,54.6,2,43.4
E00112989,56.5,0.3,43.2
E00112991,54.2,3.2,42.6
E00112992,45.8,4.6,49.6
E00112993,57.3,0,42.7
E00112994,59.7,1.5,38.8
E00112995,51.7,2,46.3
E00113002,46.6,1.7,51.7
E00113003,57,3.4,39.5
E00113004,53.9,1.7,44.3
E00113005,59.5,0.3,40.2
E00113006,63.6,3.4,33.1
E00113007,50.6,3.1,46.3
E00113008,59.8,2.8,37.4
E00113009,52.2,0.5,47.3
E00113010,59.5,4.8,35.7
E00113011,50.2,3.9,45.9
E00113012,63,2.9,34.1
E00113019,45.6,2.9,51.5
E00113020,46.2,1.4,52.4
E00113021,51.4,3.1,45.5
E00113022,50.6,1.7,47.7
E00113023,48.8,3.8,47.4
E00113030,54.4,4,41.6
E00113031,57.7,3.2,39.2
E00113032,51.5,0.4,48.1
E00113033,62.8,2.2,34.9
E00113034,50.9,5.2,43.9
E00113035,60.5,3.4,36.1
E00113036,55.1,3.3,41.6
E00113037,38.6,3.8,57.6
E00113038,60.7,2.5,36.9
E00113039,58.3,1.3,40.4
E00113040,60.8,2.7,36.5
E00113041,60.5,2.2,37.3
E00113042,69.1,0,30.9
E00113043,46.9,4.2,48.8
E00113044,52.3,3.8,43.9
E00113045,64.7,2.9,32.4
E00113047,51.5,3.9,44.7
E00113048,47.5,3.7,48.8
E00113049,45.1,4.5,50.3
E00113050,44.7,2.7,52.7
E00113051,62.9,2,35.1
E00113052,60.6,4.8,34.6
E00113053,58.1,2.5,39.4
E00113054,59.8,1.7,38.5
E00113055,37.6,4.4,58
E00113056,66.4,2,31.6
E00113057,45.6,2.2,52.2
E00113058,47.3,4,48.7
E00113059,59,2.6,38.4
E00113060,63.6,1.2,35.2
E00113061,42.2,1.2,56.6
E00113062,38.6,4.5,56.9
E00113063,51.7,3.8,44.4
E00113064,47.5,0.4,52
E00113065,49.4,1.6,49
E00113066,55,1.4,43.6
E00113067,57,2.2,40.9
E00113068,57.4,2.7,39.9
E00113069,56.6,1.7,41.8
E00113070,51,4.4,44.6
E00113071,67.1,1.4,31.4
E00113072,43.8,2.7,53.4
E00113073,52.1,2.7,45.2
E00113074,56.7,1.9,41.3
E00113075,64.6,4,31.4
E00113076,53.2,2,44.9
E00113077,57.8,3.6,38.6
E00113078,53.6,2,44.4
E00113079,59.4,1.7,38.9
E00113080,52.2,2.9,44.9
E00113081,48.3,3.7,47.9
E00113082,59.5,0.3,40.1
E00113083,59.3,1.6,39.1
E00113084,52,3.7,44.2
E00113085,51.2,2.7,46.1
E00113086,48.4,1,50.5
E00113092,50.9,1.5,47.6
E00113093,56.9,0,43.1
E00113094,47.3,1.5,51.2
E00113095,43.5,1.7,54.8
E00113096,54.4,3.1,42.5
E00113097,59.6,0.3,40.1
E00113098,52.2,2.5,45.3
E00113099,53.1,1.3,45.5
E00113100,54.8,3.8,41.4
E00113101,48.3,6.5,45.3
E00113102,57,3.4,39.6
E00113103,48.6,2.7,48.6
E00113104,61.6,3.1,35.2
E00113106,54,3.5,42.5
E00113107,54.5,1.8,43.7
E00113108,52.5,4.7,42.8
E00113109,58,0.6,41.4
E00113116,62.9,3.5,33.6
E00113117,58.4,2,39.6
E00113121,46.7,1.9,51.4
E00113127,61.5,4.2,34.2
E00113128,66.2,3.7,30.1
E00113129,59.5,3.7,36.8
E00113130,53.5,0.7,45.8
E00113132,47.1,3.2,49.8
E00113133,52.8,4.9,42.3
E00113134,40.5,3.6,55.9
E00113135,37.5,4,58.5
E00113137,50.9,5.1,44
E00113138,55,7.1,37.9
E00113139,55.9,1.6,42.5
E00113140,60.1,1.9,38
E00113141,72.2,1.9,25.9
E00113142,48.2,5.6,46.2
E00113143,55,4.8,40.2
E00113144,58.8,2.7,38.5
E00113145,51.3,1.5,47.2
E00113146,56,1,43
E00113147,49.3,2.8,47.9
E00113148,55.3,2.8,41.9
E00113149,55.8,2.8,41.4
E00113175,49.5,2.7,47.7
E00113176,62.1,1.3,36.6
E00113177,62.6,1.5,35.9
E00113178,53,1.1,45.8
E00113179,50.9,2.1,47.1
E00113180,59.6,3.4,37
E00113181,48.6,2,49.4
E00113182,51.2,2.7,46.1
E00113183,54.4,3.2,42.4
E00113184,53.8,3,43.2
E00113185,55.1,0.9,44
E00113189,57.5,1.9,40.7
E00113201,61.5,2.9,35.6
E00113202,58.1,0,41.9
E00113203,50.9,3.3,45.8
E00113204,54.5,3.8,41.7
E00113205,61.5,0,38.5
E00113206,55.2,2.2,42.7
E00113207,41.7,2.7,55.6
E00113208,53.7,1.6,44.7
E00113209,53.5,1.5,45
E00113210,57.3,2.2,40.6
E00113211,52.7,1,46.3
E00113222,42.5,4.8,52.7
E00113224,55.5,1.6,43
E00113225,72.6,2.2,25.1
E00113226,59.4,2.5,38.1
E00113227,35.7,0.5,63.7
E00113228,62.9,3,34.1
E00113229,53.1,2.5,44.4
E00113230,58.3,2.6,39
E00113231,38.2,3.4,58.5
E00113232,73.4,3.2,23.4
E00113235,75.6,2.3,22.2
E00113237,56.7,2.2,41.1
E00113238,50.4,3.1,46.5
E00113239,56.6,1.4,42
E00113240,39.1,2.8,58.1
E00113615,67,3.9,29.2
E00113616,38.7,1.1,60.2
E00113625,49.8,2.9,47.3
E00113628,74.2,1.3,24.6
E00113629,64.5,2.7,32.8
E00113937,61.6,3.4,34.9
E00168938,34.3,2.2,63.6
E00168986,55,0.3,44.7
E00186342,63.5,1,35.4
E00186394,63.8,1.5,34.7
E00186426,69.1,7.3,23.6
E00186433,44.3,2.4,53.3
E00186451,74.6,3.4,22
E00186455,64.4,1.9,33.7
E00186468,75.4,1.7,22.8
E00186473,54,6.9,39.1
E00186476,77.2,3,19.8
E00186492,70.4,1.4,28.2
E00189464,73.7,4.6,21.6
E00189480,61,1.8,37.2
E00189485,84.9,0.5,14.6
E00189512,79.7,0.9,19.4
E00189536,56.2,2.5,41.3
E00189544,73.1,1.5,25.4
E00189561,83.2,1.2,15.6
W00008046,62.1,1.5,36.4
W00008081,52.2,2.9,44.9
W00008082,59.5,2.2,38.3
W00008083,56.4,2.6,41
W00008090,51.9,2.1,45.9
W00008091,44.8,0,55.2
W00008092,43.6,1.7,54.7
W00008093,60.6,2.9,36.6
W00008094,46.2,1.9,51.9
W00008096,48.5,1.1,50.4
W00008097,38.5,4.1,57.3
W00008099,48.8,0,51.2
W00008100,56.6,2.3,41.1
W00008101,51.8,1.3,46.9
W00008102,49.3,2.2,48.5
W00008103,51.8,0,48.2
W00008104,52.5,3.3,44.2
W00008129,54.3,3.8,41.9
W00008130,46.3,1.8,51.8
W00008131,39.6,2.4,58
W00008132,61.5,3.5,35.1
W00008170,55.1,2.1,42.8
W00008200,50.6,3.3,46
W00008201,53.7,1.4,44.9
W00008203,52.1,2.5,45.4
W00008204,59.5,3.1,37.4
W00008205,37.6,1.3,61.1
W00008206,35.4,3.4,61.3
W00008207,53.7,2.3,44
W00008208,64.1,2.3,33.6
W00008209,50,5.4,44.6
W00008210,57.7,0,42.3
W00008211,54.1,0,45.9
W00008212,47.4,4.9,47.8
W00008241,53.6,2.2,44.2
W00008242,53.2,1.5,45.2
W00008243,56.3,2,41.7
W00008244,65.7,1.1,33.1
W00008245,58.9,2.9,38.2
W00008246,60.7,3.4,36
W00008247,60.4,3.9,35.7
W00008248,59.6,1.8,38.7
W00008249,58.8,2.9,38.3
W00008250,64.4,4.9,30.7
W00008251,63.4,6.6,30
W00008252,54.4,2.2,43.4
W00008253,46.5,2.6,50.9
W00008254,64.4,1.2,34.4
W00008255,41.7,1,57.3
W00008256,60.3,1.7,38
W00008257,52.1,2,45.9
W00008258,51.9,1.5,46.6
W00008260,61,1.8,37.2
W00008261,51.4,1.9,46.7
W00008262,69.1,2.9,27.9
W00008263,59.4,2.5,38.1
W00008264,64,2.2,33.8
W00008265,56.4,2.1,41.6
W00008266,41.3,3.6,55.1
W00008278,52.4,2.2,45.4
W00008279,53.5,2.5,44
W00008280,57.7,0.5,41.9
W00008281,55.6,1.5,42.9
W00008282,50.4,1.6,48
W00008283,54.8,2,43.2
W00008288,55.1,3.8,41
W00008289,54.8,4,41.1
W00008290,48.9,3.2,48
W00008291,73.8,1.7,24.5
W00008292,61.2,3.3,35.5
W00008293,65.9,3.4,30.6
W00008294,64.9,0.8,34.3
W00008295,64.5,3.8,31.8
W00008296,62.1,3,34.9
W00008297,65.6,4.6,29.8
W00008298,61.1,5,33.9
W00008299,64.5,1.9,33.6
W00008300,60.3,2.5,37.3
W00008301,47.6,0.9,51.4
W00008302,45.6,2,52.5
W00008303,41.4,1.5,57.1
W00008304,53.4,1.2,45.4
W00008305,56.5,1.1,42.4
W00008306,57.2,1.8,40.9
W00008320,47.7,3.2,49.1
W00008321,48.4,3.1,48.4
W00008322,47.8,2.8,49.4
W00008323,44.1,3.8,52.1
W00008324,43.9,2,54.1
W00008325,64.1,1.4,34.5
W00008326,68.6,4.5,26.8
W00008327,44.2,0,55.8
W00009803,75.8,2.8,21.4
W00009804,60,3.2,36.8
W00009805,50.5,4.4,45.1
W00009807,67.3,2.7,30
W00009808,59.6,3.1,37.3
W00009810,72.5,1.7,25.8
W00009811,54.4,2.9,42.6
W00009813,61.7,2.8,35.5
W00009815,57.8,3.3,38.9
W00009816,54.8,2.7,42.5
W00010328,64.7,4.3,30.9
W00010337,69.6,0,30.4
W00010348,65.9,4.4,29.7
W00010353,61.5,0,38.5
