areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00130843,6.4,40.3,4.1,47,2.2
E00130844,16.5,42.8,6.4,31.1,3.2
E00130846,8.8,36.6,5.7,45.9,3.1
E00130875,24.3,37.5,5.1,28.2,4.8
E00130876,15.6,41.5,4.8,34.4,3.7
E00130879,11.8,48.1,3.4,33.3,3.4
E00130880,10.7,42.1,5.3,38.9,2.9
E00130881,24.4,47.3,5.1,23.3,0
E00130882,18.9,42.7,12.9,22.7,2.8
E00130893,25.5,46.6,5.4,20.1,2.5
E00130900,6.1,50,3.7,38.1,2
E00130901,16.9,37.7,4.9,34,6.6
E00130902,8.5,43.2,5.5,40.7,2
E00130903,11.9,33.5,6.9,44.2,3.5
E00130904,12.7,36.7,7.6,41.5,1.5
E00130905,11.8,33.9,4.1,46.2,4.1
E00130906,5,38.2,2.9,52.1,1.8
E00130908,5.6,43.8,3.6,46.2,0.8
E00130909,7.1,44.9,3.7,42.6,1.7
E00130910,18.8,38.4,6.3,33,3.6
E00130911,7.4,35.6,5,51.5,0.6
E00130912,19.2,35.5,7.7,35.7,1.9
E00130913,13,40.2,6,38.9,2
E00130914,16.4,33.6,11.5,35,3.5
E00130915,5.8,41.6,3.5,47.4,1.6
E00130916,16.1,38.5,8.7,30.3,6.4
E00130918,5.2,34.8,4.6,54.9,0.5
E00130919,21.9,37.2,5.1,33.6,2.2
E00130921,16.3,44.9,5.7,30,3.1
E00130922,13,44.5,8.9,32,1.6
E00130923,9.8,38.8,6,44.3,1.1
E00130924,21.7,32.9,10.4,32.5,2.5
E00130925,14.1,45.4,4.9,32.9,2.7
E00130926,18.7,48.8,1.6,29.4,1.6
E00130927,18.6,45.4,4.1,30.8,1
E00130928,10.3,41,6.1,40.4,2.2
E00130929,6,44.5,5.3,42.8,1.5
E00130930,13.9,39.8,3.6,42.6,0
E00130931,12.5,46.9,4,33.5,3.1
E00130932,24.2,48.4,6.5,18.1,2.8
E00130933,34,37.6,9.3,14.9,4.1
E00130934,26,43.6,8.4,19.4,2.6
E00130935,21,39.9,10.5,23.8,4.8
E00130937,35.9,28.2,11.5,18.8,5.6
E00130938,29.9,26.7,13.1,23.1,7.2
E00130939,29.5,33.8,12,22.2,2.5
E00130941,14.1,46.9,8.2,30.5,0.4
E00130942,36.4,29.2,5.5,24.2,4.7
E00137088,14.7,44.6,6.8,29.9,4
E00137089,29,38.7,9.3,19.8,3.2
E00137090,14.8,41.1,5.6,34.9,3.6
E00137091,22.9,49.1,6.3,19.6,2.2
E00137092,15.2,41.6,8.6,31.6,3
E00137093,11.6,49.5,6.8,30.4,1.7
E00137094,10.8,43,5.4,39.2,1.6
E00137096,37.9,40.3,7.3,12.1,2.4
E00137097,17.1,40,11,28.6,3.3
E00137098,24.3,44.2,6,20.3,5.2
E00137099,19.3,43.5,9,25.6,2.7
E00137100,31.3,44.9,5.7,15.1,3
E00137101,26.7,45.3,6.6,17.4,3.9
E00137102,30.4,46,5.4,15.6,2.7
E00137103,28.3,40.8,6.6,15.8,8.5
E00137104,29.2,47.5,3.7,15.1,4.6
E00137105,31.1,41,6.4,15.9,5.6
E00137106,25.3,43,7.7,16.7,7.2
E00137126,29.6,45.1,5.7,13.1,6.4
E00137127,33,45.2,6.3,11.8,3.6
E00137128,32.5,45.6,3.5,15.9,2.5
E00137138,12.8,49.5,5.9,28.9,2.9
E00137139,14,49.4,7.4,24.9,4.3
E00137140,22,47,6.3,22,2.8
E00137142,32.7,45.6,2.9,14.6,4.1
E00137143,27.5,49.2,5.7,14,3.6
E00137144,17,46.9,7.1,24.5,4.6
E00137145,25.5,42.7,5.6,21.7,4.5
E00137146,28.5,40.8,6.7,17.8,6.1
E00137149,27.6,47,7.1,15.3,3
E00137150,27.6,46.7,6.9,15,3.7
E00137151,31.2,47.8,4.7,13.8,2.4
E00137152,39.5,38.6,3.9,14.1,3.9
E00137153,29.4,40.5,5.6,21.4,3.2
E00137155,16.9,38.3,9,30.8,5
E00137156,16.9,35.6,10.7,34.7,2.2
E00137157,40.4,35.1,4.6,18.2,1.8
E00137158,28.7,48.8,4.5,15.6,2.5
E00137159,35.5,38.8,6.6,13.2,5.9
E00137160,38.2,36.6,8.1,13.4,3.7
E00137161,34.9,42.4,5.5,13.4,3.8
E00137162,30.3,39.5,7.6,18.1,4.6
E00137163,39.8,38.7,6.5,11.9,3.1
E00137238,30.6,44.4,8.3,11.6,5.1
E00137302,12.2,37.8,3.7,42.2,4.1
E00137303,13.3,50,4.4,27.9,4.4
E00137304,15.1,45.6,5.6,31.6,2.1
E00137305,7.3,39.1,2.8,48.4,2.4
E00137306,9.4,33.3,9.9,46.9,0.5
E00137307,11.9,39.8,5.5,40.7,2.1
E00137308,10.8,44.3,4.3,36.8,3.8
E00137309,11.6,40,6.7,39.1,2.7
E00137310,12.6,39,7.5,39.4,1.6
E00137318,11.9,47.6,6.6,32.6,1.3
E00137319,13.7,45.2,7.3,31.3,2.4
E00137320,7,47.4,2.5,42.5,0.7
E00137321,23.2,42.1,4.6,28.2,1.9
E00137322,11.5,44.9,4.1,37.3,2.2
E00137323,13,38.5,5,41.8,1.7
E00137324,8.3,37.9,3.8,47.3,2.7
E00137325,16.7,34.3,9.5,36.7,2.9
E00137326,17.4,41.1,11.9,26.7,3
E00137327,11.2,47.3,6.2,33.7,1.6
E00137328,11.7,50,5.6,32.7,0
E00137329,21.7,43,7.7,25.5,2.1
E00137330,10,52.4,7.9,27.6,2.1
E00137332,8.9,43.5,4.8,38.7,4.1
E00137333,8.6,37.1,4.5,48.9,0.9
E00137334,7.7,41.5,4.5,44.9,1.4
E00137335,8,37.6,3.2,49.6,1.6
E00137342,14.1,34.5,3.9,46.1,1.5
E00137343,13.2,40.6,6.3,38,2
E00137344,13.1,29.6,4.5,51.3,1.5
E00137345,14.9,37.6,4,43.2,0.3
E00137346,15.2,41.8,1.8,39.4,1.8
E00137347,8.7,39.3,3.7,45.4,2.9
E00137348,6.1,45.2,5.4,41.4,1.9
E00137411,9.1,40.1,6.8,42.4,1.7
E00137412,16.6,41.4,8.3,30.7,2.9
E00137413,22.8,38.6,8.5,25.4,4.8
E00137414,10.9,45.3,7.5,33.7,2.5
E00137416,16.4,43.4,4.5,34.4,1.3
E00137418,22.9,36.5,5.2,31.3,4.2
E00137419,8,55.8,3.4,32.8,0
E00137420,14.7,38.4,7.8,37.5,1.7
E00137421,24.5,45.2,6.9,20.7,2.7
E00137422,24.8,36.9,10.6,24.8,2.8
E00137423,9.4,38.1,4.2,47,1.3
E00137424,10,41.6,5.3,40.6,2.5
E00137425,10.2,43.3,2.5,39.5,4.5
E00137426,6.1,40.1,2.3,50.4,1.1
E00137427,9.8,41.2,5.3,41.2,2.4
E00137428,12.6,33.5,5.4,46.1,2.4
E00137429,12,33.2,4.9,44.5,5.3
E00137430,10.4,33.6,4.5,47.4,4.2
E00137431,15,43.4,6.2,32.7,2.7
E00137432,9.4,42.4,4.2,43.5,0.5
E00137433,9.3,43,7.6,38.8,1.3
E00137434,19.2,44.3,7.8,25.5,3.1
E00137435,17.5,34.9,4.2,41.5,2
E00137436,21,42,5.7,28.7,2.5
E00137437,14.9,43.5,8.1,33.5,0
E00137438,12.9,35.1,7.6,43.1,1.3
E00137439,17,43.7,6.7,29.5,3.1
E00137440,9.6,37.1,5.7,46.2,1.3
E00137441,24.9,37,4.9,29.1,4.2
E00137442,8.1,39,4.9,48,0
E00137443,12.5,39.4,3.5,42.9,1.7
E00137455,6.7,38.8,5.6,47.8,1.1
E00137456,10.9,38.4,5.8,44.9,0
E00137457,11.5,36.2,7.6,41.6,3.2
E00137461,8.2,41,6.2,43.6,1
E00137462,13.3,39.2,6.1,39.6,1.7
E00137479,11.1,37.9,7.1,42.3,1.6
E00137482,12.5,39.4,5,39.4,3.8
E00137748,15.7,46.1,5.6,30.3,2.2
E00137749,17.5,47.9,5.9,25.9,2.8
E00137750,15.6,44.2,6.4,30.6,3.3
E00137751,20.5,46.5,5.5,24.2,3.3
E00137752,17.6,48.1,7.3,24.5,2.6
E00137753,15.3,43.2,8.9,28.8,3.8
E00137754,15,41.8,8.7,28.6,5.9
E00137755,19,41.9,10.4,25.4,3.2
E00137756,15.4,44.1,9.1,29,2.4
E00137757,30.6,36.8,7.6,24,1
E00137758,14.4,45.3,6.3,30.6,3.3
E00137759,32.4,42.5,6.2,14.9,4
E00137760,20.8,47.6,6.6,18.4,6.6
E00137761,27.6,45.2,6.1,18,3.1
E00137762,21.2,54.5,5.1,14.6,4.5
E00137763,28.9,50.6,6,12,2.4
E00137764,24.9,45.6,8.7,19.5,1.2
E00137765,15.7,51,7.3,22.2,3.8
E00137766,25.3,42.4,7,23.1,2.2
E00137767,26.1,50.5,6,15.5,1.8
E00137768,23.1,46.3,7.4,19.4,3.7
E00137769,21.5,47.6,7.8,20.8,2.3
E00137770,17.5,49,7,23.3,3.1
E00137771,21.5,45.5,7.3,22.7,3
E00137772,34.8,42.2,4.8,14.8,3.5
E00137773,29.9,33.5,11.3,18.6,6.7
E00137788,10.2,52.8,9.8,24,3.1
E00137789,10.1,46.6,5.4,36.8,1.1
E00137790,15.5,46.6,4.1,31.8,2
E00137791,12.5,47,5.9,33.6,1
E00137792,24.4,40.2,6,26.5,3
E00137793,11.1,48.8,7.5,31,1.6
E00137794,13.8,46.5,6.4,28.5,4.8
E00137795,18.4,49.4,7.9,20.1,4.2
E00137796,14.2,50.4,5.7,26.4,3.3
E00137797,13.9,39.1,11.7,32.2,3
E00137798,32.6,41.2,8.6,14,3.6
E00137799,24.6,40.3,8.1,21.3,5.7
E00137803,13.2,45.5,4.4,34.2,2.6
E00137817,30.2,42.3,5.9,17.2,4.4
E00137818,10.5,48.7,5.8,33.5,1.5
E00137819,14.4,44.9,9.1,28.1,3.5
E00137820,17.7,48.9,5.6,25.9,1.9
E00137822,26,49.7,7.8,14.5,2
E00137823,21.3,49.2,6.9,20.3,2.3
E00137824,29,42.7,6.5,20.8,1.1
E00137825,11.2,49.1,6.7,29.8,3.2
E00137826,17.3,46,8.3,26.1,2.4
E00137827,20.8,46.5,4.9,26.1,1.8
E00137828,16.9,50.5,7.1,23.7,1.8
E00137829,20.1,50.2,7,20.1,2.6
E00137830,33.1,26,6.6,26.5,7.7
E00137835,24.8,44.7,4.4,26.1,0
E00137843,16.7,48.3,5.3,24.4,5.3
E00137844,15.6,49.2,6,26.4,2.8
E00137845,17.9,42,6.5,30.2,3.4
E00137846,25.8,39.6,13.8,15.7,5.1
E00137847,17.8,50,8.1,24,0
E00137848,13.3,40.7,10,30,5.9
E00137849,15.7,47.6,8.7,22.7,5.2
E00137850,19.7,42.5,9.6,24.1,3.9
E00137851,14.2,48.7,6.6,28.2,2.2
E00137870,18.8,42.7,9.6,27.5,1.4
E00137871,18.4,45.9,7.4,23,5.3
E00137872,19.6,39.9,8.4,27.3,4.9
E00137874,26.4,44.9,8.8,18.1,1.9
E00137875,28.8,38.1,8.6,19.1,5.4
E00137876,20.2,48.1,6.6,22,3.1
E00137877,22.3,44.6,5.4,25.4,2.2
E00137878,15.9,49.2,5.2,25.8,4
E00137879,22.1,38.2,8.1,25.7,5.9
E00137880,27.6,35.4,8.2,25.7,3
E00137881,32.9,34.9,3.2,26.1,2.8
E00137882,17.6,44.9,8.5,20.6,8.5
E00137883,22.1,45,5.6,24.7,2.6
E00137884,18.9,41.1,5.4,31.1,3.6
E00137885,22.5,39.6,4.9,28,4.9
E00137886,23.8,44.9,5.1,22,4.2
E00137887,28.7,34,5.2,24.6,7.5
E00137888,23.6,37.1,7.6,27.5,4.2
E00137889,26,35.8,4.5,29.3,4.5
E00137890,17.1,39.9,5.8,34.9,2.3
E00137891,17.7,50.2,7.1,23.7,1.4
E00137892,16.5,54.8,5.2,21.4,2
E00137893,18.6,43.6,11.7,23.5,2.7
E00137894,25,43.2,6.4,22.3,3.2
E00137895,13.1,39.7,10.1,36,1.1
E00137896,14.2,50.4,4.7,25.4,5.2
E00137897,21.2,36.7,7.8,29,5.3
E00137898,18.4,43.1,7.5,27.1,3.9
E00137899,21.1,51.9,5.1,20.3,1.7
E00137900,17.5,38.2,8,28.7,7.7
E00137901,16.3,45.9,8.7,27.9,1.1
E00137902,23.8,43.4,9.8,18.4,4.5
E00137903,24.7,47.7,5.9,19.2,2.5
E00137904,23.9,52.8,6.3,14.5,2.5
E00137905,29.5,45.1,5.1,16.9,3.4
E00137906,28.1,45.6,5.5,15.7,5.1
E00137907,22.7,44.7,5.3,25.5,1.8
E00137908,44.2,25,8.3,22.4,0
E00137909,24.3,35.7,6.6,30.9,2.6
E00137911,45.1,34,4.3,14.2,2.5
E00137913,18.8,40.2,12.2,25.8,3
E00137914,29,46.2,4.2,16,4.6
E00137915,22,50,6.7,18.4,2.8
E00137916,20.4,38.5,3.1,34.8,3.1
E00137917,20.7,46.1,5.1,24.6,3.5
E00137918,22.7,45.1,5.7,22.1,4.4
E00137919,15.7,40.6,5.6,35,3.1
E00137920,16.7,41.2,7.3,29.4,5.3
E00137921,29.7,42.2,5.4,18.2,4.4
E00137922,15.9,39.4,6.2,33.2,5.2
E00137923,23.7,33.2,5.7,33.5,3.8
E00137924,11.7,35,6.2,45.5,1.6
E00137925,30,35.5,4.6,28.1,1.8
E00137926,14.3,41.6,4,36.1,4
E00137927,16.9,28,4.6,46.7,3.8
E00137928,20.1,42.9,8.1,24.5,4.4
E00137929,16.4,43,5.3,30.7,4.5
E00137930,22,41.5,6,26.6,3.9
E00137931,13.6,48.4,3.6,34.4,0
E00137932,15.2,44.5,8.7,28.5,3
E00137935,23.6,33.2,6.8,34.5,1.8
E00137936,26.3,33.8,11.7,24.9,3.3
E00137937,25.9,23.6,7.4,34.5,8.6
E00137938,19.8,40.1,7.1,32.5,0.5
E00137939,9.3,39.3,4.9,43.3,3.2
E00137940,9.1,40.4,4.4,42,4.1
E00137941,10.3,45.1,3.6,37.9,3.2
E00137943,11.1,39.5,4.8,41.5,3.2
E00137944,7.7,48.5,5.4,36.5,1.9
E00137945,12,35.3,10.9,37.2,4.7
E00137946,21.1,43.3,6.9,27.2,1.5
E00137947,24.1,39.5,8.2,24.5,3.6
E00137948,18.2,51,6.7,22.5,1.6
E00137949,12.6,45,6.6,32.4,3.3
E00137950,15.7,37.5,5.2,40.4,1.1
E00137951,8.3,47.9,8.6,33,2.3
E00137952,11.9,52.6,7.5,26.5,1.6
E00137954,13,35,4.1,43.9,4.1
E00137955,21,39.7,6.1,30.4,2.8
E00137956,9.3,36.7,4.4,46.8,2.8
E00137957,20.6,42.7,6.4,27.1,3.2
E00137958,13.6,37.9,8.1,37.9,2.5
E00137959,23.9,39.3,3.4,28.2,5.1
E00137972,22.2,48.6,4.5,23.3,1.4
E00137973,24.5,46.9,5.3,21.6,1.6
E00137974,24.2,34.6,9.2,26.3,5.8
E00137975,20.4,44.6,5.5,27,2.4
E00137976,28.2,42.1,5.4,21.2,3.1
E00137977,16.3,47.7,8.5,25.1,2.5
E00137978,18.2,45.3,5.7,28.2,2.5
E00137979,27.7,41.2,6.4,21.6,3
E00137980,26.7,47.5,3.9,19.7,2.2
E00137981,21.8,48.2,4.6,24.1,1.3
