areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00130843,12,73.2,14.8
E00130844,8.2,81.6,10.2
E00130846,21.8,70.5,7.7
E00130875,7.1,47.7,45.2
E00130876,6.7,77.3,16
E00130879,18.8,63.8,17.4
E00130880,15.7,67.9,16.4
E00130881,15.1,73.9,10.9
E00130882,10.6,69.4,20
E00130893,15.1,66.3,18.6
E00130900,22.7,70.7,6.7
E00130901,10.3,79.3,10.3
E00130902,12.2,77.8,10
E00130903,11,67.9,21.1
E00130904,8.3,81.8,9.8
E00130905,16,69.1,14.9
E00130906,16.5,64.6,19
E00130908,21.7,65,13.3
E00130909,17.5,59.6,22.8
E00130910,12.3,75.4,12.3
E00130911,16.9,71.2,11.9
E00130912,10.1,66.2,23.7
E00130913,10.6,76.5,12.9
E00130914,13.9,68.4,17.7
E00130915,11.5,71.7,16.8
E00130916,7,83.7,9.3
E00130918,9.8,81.1,9.1
E00130919,8.1,76.9,15
E00130921,18.3,73.1,8.7
E00130922,12.5,63.9,23.6
E00130923,15.4,82.1,2.6
E00130924,8.1,79.9,12.1
E00130925,8.3,70.1,21.5
E00130926,14,66.3,19.8
E00130927,14.9,57.5,27.6
E00130928,13.6,62.5,23.9
E00130929,20.9,61.8,17.3
E00130930,18.3,60.2,21.5
E00130931,11.8,65.8,22.4
E00130932,9.1,67.7,23.2
E00130933,10.3,57.7,32
E00130934,12,61,27
E00130935,8.9,76.4,14.6
E00130937,3.9,78.7,17.4
E00130938,5.8,85.6,8.6
E00130939,5.1,78.2,16.7
E00130941,16.2,70.6,13.2
E00130942,1.4,76.1,22.5
E00137088,15.1,70.8,14.2
E00137089,10.3,56.1,33.6
E00137090,13.7,76.3,10.1
E00137091,17.6,60.8,21.6
E00137092,16,71.7,12.3
E00137093,13.9,71.3,14.9
E00137094,15.7,70.1,14.2
E00137096,5.6,77.6,16.8
E00137097,1.8,77.7,20.5
E00137098,9.6,62.7,27.7
E00137099,15.6,63.5,20.8
E00137100,18.8,49,32.3
E00137101,8.9,53.6,37.5
E00137102,13.1,62.6,24.2
E00137103,12.1,68.1,19.8
E00137104,19.8,51.9,28.3
E00137105,13.2,60.4,26.4
E00137106,13.6,58,28.4
E00137126,13.1,52.3,34.6
E00137127,12.1,47.5,40.4
E00137128,17,50.9,32.1
E00137138,21.1,63.2,15.8
E00137139,22.2,52.4,25.4
E00137140,11.8,57.9,30.3
