geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00053355,0,3.2,29.6,67.2
E00053390,3.2,22.6,57.3,16.9
E00053394,2.4,16.1,53.2,28.2
E00053395,0,4.2,17.8,78
E00053396,1.4,40,29,29.7
E00053905,6.6,33.6,28.7,31.1
E00054305,0,2.9,24.8,72.4
E00054306,1.6,6.5,42.7,49.2
E00054307,5.2,39.9,34,20.9
E00054309,0.6,12.8,42.9,43.6
E00054310,14,37.5,40.4,8.1
E00054311,0,8.1,40.5,51.4
E00054312,0,0.8,27,72.2
E00054313,12.4,24.3,43.5,19.8
E00054315,3.6,20.8,34.5,41.1
E00054317,3.4,42.3,14.8,39.6
E00054318,11.9,37.8,28.9,21.5
E00054319,5.7,20,25.7,48.6
E00054320,1.4,25,33.3,40.3
E00054321,2.8,23.6,59,14.6
E00054322,0,14,64.5,21.5
E00054323,6.6,41.3,35.5,16.5
E00054324,0,2.4,21.4,76.2
E00054325,4.9,33.3,30.1,31.7
E00054326,1.4,40.3,32.6,25.7
E00054327,2.4,12.7,48.4,36.5
E00054328,13.4,44.6,32.3,9.7
E00054329,14.4,37.1,29.5,18.9
E00054331,27,32.8,29.9,10.2
E00054332,0,2.3,71.1,26.6
E00054333,4.9,34.7,47.2,13.2
E00054334,22.8,7.1,39.4,30.7
E00054335,9.8,38.5,35.2,16.4
E00054336,2,10.5,50,37.5
E00054337,2.7,7.3,47.3,42.7
E00054338,0.8,4.1,44.7,50.4
E00054339,0,8,44.6,47.3
E00054340,0,9.8,25.9,64.3
E00054341,15.2,20.2,21.2,43.4
E00054342,2,16,58,24
E00056750,18.1,25.7,51.4,4.9
E00056751,3.6,10.9,64.5,20.9
E00056752,17.5,35.9,30.9,15.7
E00056753,53.6,36.6,6.5,3.3
E00056754,14.5,41.3,37,7.2
E00056755,15.5,46.5,30.3,7.7
E00056756,0,63.3,30.5,6.3
E00056757,1.4,22,50.5,26.1
E00056758,0.6,3.7,80.1,15.5
E00056759,0,14.4,75,10.6
E00056760,1.7,32.2,49.6,16.5
E00056761,10.4,26.4,49.6,13.6
E00056762,0,26,35.9,38.1
E00056763,0.7,16.1,54,29.2
E00056764,1.5,7.5,36.1,54.9
E00056765,6,31.1,37.1,25.8
E00056766,31,31.5,16.8,20.7
E00056767,3.3,26,60.2,10.6
E00056768,3.2,25.6,54.5,16.7
E00056769,1.7,44.2,46.7,7.5
E00056770,2.3,20.6,60.3,16.8
E00056771,8.5,38.5,44.6,8.5
E00056772,0.5,28.2,42.7,28.6
E00056773,0,17.5,56.7,25.8
E00056775,0,18.6,58.5,22.9
E00056776,29.6,28.9,26.7,14.8
E00056777,10.6,40.7,39,9.8
E00056778,2.2,15.2,30.4,52.2
E00056779,0.5,10.9,46.5,42.1
E00056780,3.7,27.2,27.2,42
E00056781,2.2,24.4,59.3,14.1
E00056782,3.7,36,29.4,30.9
E00056783,9.2,35.8,25,30
E00056784,22.4,36,31.2,10.4
E00056787,1.1,31.9,56,11
E00056788,3,47.7,47,2.3
E00056789,24.2,26.3,39.8,9.7
E00056790,2.1,32.6,51.3,13.9
E00056792,3.1,25.2,65.4,6.3
E00056793,0,5.6,56.3,38.1
E00056794,0,1.8,11.6,86.6
E00056795,37.6,12,47.4,3
E00056796,36.3,14.2,40.7,8.8
E00056797,1.8,16.1,58,24.1
E00056798,1.9,11.4,61.9,24.8
E00056799,15,35.4,41.6,8
E00056800,18.7,30.8,29.9,20.6
E00056801,1.8,15.6,66.1,16.5
E00056802,0,4.8,24.8,70.4
E00056803,0.9,22.4,65.5,11.2
E00056804,0.9,1.7,58.3,39.1
E00056805,17.3,39.8,37.6,5.3
E00056806,29.6,6.1,57.4,7
E00056807,0,1.9,54.8,43.3
E00056808,0,3.1,43.9,53.1
E00056809,28.8,31.7,28.8,10.8
E00056810,1.9,35.5,26.2,36.4
E00056811,0.8,15,40.2,44.1
E00056812,16.4,50,27,6.6
E00056813,0.9,0.9,19.8,78.4
E00056814,7,32.2,50.4,10.4
E00056815,9.1,32.6,35.6,22.7
E00056816,31.3,22.5,30,16.3
E00056817,7.2,29.5,46.8,16.5
E00056818,4.3,46.8,34,14.9
E00056819,34.3,54.6,8.3,2.8
E00056820,15.4,30.8,37.6,16.2
E00056821,1,15.6,59.4,24
E00056822,0,8.4,49.7,42
E00056823,15,22.9,38.6,23.6
E00056825,33.3,22,30.5,14.1
E00056827,4,39.4,45.5,11.1
E00056828,6.5,20.7,65.2,7.6
E00056829,16.8,12.4,63.7,7.1
E00056830,8.8,57.6,25.6,8
E00056831,0.9,23.1,65.7,10.2
E00056832,3.1,45.4,33.1,18.5
E00056833,1.1,2.1,85.3,11.6
E00056834,0.6,33.1,36.7,29.5
E00056835,2.2,25.9,51.1,20.9
E00056836,6.6,27.9,49.2,16.4
E00056837,0,15,52.3,32.7
E00057334,0.8,6.6,37.7,54.9
E00057335,0,3,26.3,70.7
E00057336,0.8,14.1,60.2,25
E00057337,0.8,6.9,60.3,32.1
E00057338,39.1,6,50.4,4.5
E00057339,1.4,25.9,58,14.7
E00057342,2.2,17.9,29.9,50
E00057343,2,11.9,74.8,11.3
E00057349,2,30.7,34,33.3
E00057350,6.9,13.9,36.6,42.6
E00057351,52.5,4,37.4,6.1
E00057352,1.6,3.3,36.3,58.8
E00057353,0,5.5,59.5,35
E00057354,0,3.5,67.5,28.9
E00057355,1,21.5,56.4,21
E00057356,38.3,8.4,51.4,1.9
E00057357,42,6.5,44.2,7.2
E00057358,0,1.1,71.4,27.5
E00057359,0,5.2,40.6,54.2
E00057361,0,2.6,16.2,81.2
E00057362,1.1,4.5,64.8,29.5
E00057363,40.8,50,7,2.1
E00057364,54.8,24.6,18.3,2.4
E00057365,3.2,21.5,44.1,31.2
E00057366,2.4,45.2,43.7,8.7
E00057367,0,7.8,56.9,35.3
E00057368,45.4,6.5,43.5,4.6
E00057369,4.6,64.2,23.9,7.3
E00057370,30.3,8.6,57.2,3.9
E00057372,0,16.9,20.8,62.3
E00057374,20.8,12.3,33.8,33.1
E00057375,1.4,30.1,35.7,32.9
E00057376,1.5,11.4,50,37.1
E00057378,0,10.2,46.9,43
E00057379,0,10.6,68.1,21.3
E00057380,3.3,0.8,25.6,70.2
E00057384,0.8,23.1,63.1,13.1
E00057713,0.9,15.4,41,42.7
E00058304,4.6,26.2,52.3,16.9
E00058305,23.6,36.4,30,10
E00058306,1.6,17.8,63.6,17.1
E00058307,2.5,36.4,50.4,10.7
E00058309,5.2,23.9,59,11.9
E00058310,1.6,27,43.7,27.8
E00058311,0.8,13.9,58.2,27
E00058312,9,43.8,24.7,22.5
E00058313,2.6,13.7,58.2,25.5
E00058314,16.8,17.6,36.6,29
E00058317,10.9,56.6,23.3,9.3
E00058318,0.9,58.4,26.5,14.2
E00058319,1.7,31,41.4,25.9
E00058320,0,3.8,16,80.2
E00058321,0,12.7,17.6,69.6
E00058322,3.3,9.1,47.1,40.5
E00058323,0.8,5.5,36.2,57.5
E00058325,3.4,23.1,36.1,37.4
E00058326,0,6.3,30.5,63.3
E00058327,6.4,24.6,14.6,54.4
E00058328,0.8,20.2,38.7,40.3
E00058329,0.8,37.7,47.7,13.8
E00058330,0,13.2,25.6,61.2
E00058331,0,5.2,13.4,81.3
E00058332,18.1,8.3,27.8,45.8
E00058333,2.2,28.1,57,12.6
E00058334,15.9,41.4,32.5,10.2
E00058335,33.1,28.6,30.1,8.3
E00058336,0,32.8,41,26.2
E00058337,20.3,29.7,34.8,15.2
E00058338,0,13,72.5,14.5
E00058339,0,12.7,53,34.3
E00058340,0.6,5.3,64.1,30
E00058341,1.7,19.8,30.2,48.3
E00058342,6.3,28.4,55.8,9.5
E00058343,0,38.5,43.1,18.3
E00058344,2.9,19.3,30,47.9
E00058345,26.8,28.5,26,18.7
E00058347,0.9,8.8,50,40.4
E00058348,10.4,29.6,28.8,31.2
E00058349,22.8,37.1,30.5,9.6
E00058350,1.6,28.7,41.9,27.9
E00058351,7.5,52.6,24.8,15
E00058352,40.4,38.3,14.8,6.6
E00058353,24.8,24.8,44.6,5.9
E00058354,2.9,42.4,41.8,12.9
E00058355,7.3,53.2,30.6,8.9
E00058356,18.9,36.7,24.3,20.1
E00058357,17.7,5.6,33.9,42.7
E00058358,3,25.4,63.4,8.2
E00058359,17.6,41.2,36,5.1
E00058360,0,27.6,56,16.4
E00058361,4.9,40.8,38.7,15.5
E00058362,32.6,13.8,21.7,31.9
E00058363,14.4,23,32.4,30.2
E00058364,0,9.5,59.5,31.1
E00058365,0,23.7,66.1,10.2
E00058366,15.2,19.9,38.4,26.5
E00058367,4.4,12.4,62,21.2
E00058368,0.9,14.8,23.5,60.9
E00058369,4.9,19.8,50,25.3
E00058370,13.8,39.4,42.6,4.3
E00058371,0.7,16.3,70.2,12.8
E00058372,1.6,26,63,9.4
E00058373,0,50.9,44.5,4.5
E00058374,0,51.8,36.6,11.6
E00058375,0.7,11.1,63.9,24.3
E00058376,0,24.4,43.7,31.9
E00058377,54.3,37.1,5.7,2.9
E00058378,0.9,11.6,82.1,5.4
E00058379,39.2,16.7,37.3,6.9
E00058380,1.4,54,35.3,9.4
E00058381,3.9,22.8,51.2,22
E00058382,13.5,33.3,46.8,6.4
E00058383,1.4,12.1,25.1,61.4
E00058384,3.4,21.8,47.6,27.2
E00058385,16.8,10.9,54.6,17.6
E00058386,0,13,34,53
E00141195,0.8,5.8,30.8,62.5
E00141197,2.5,11.6,26.4,59.5
E00141236,4.7,19.8,37.7,37.7
E00141237,2.8,9.1,20.3,67.8
E00141240,7.1,11.9,38.1,42.9
E00141243,7.1,32.9,31.4,28.6
E00141247,4.1,9.8,37.7,48.4
E00141248,1.3,10,33.8,55
E00165673,2.5,9.9,64.2,23.5
E00165674,21.3,15,59.1,4.7
E00165696,0,34.4,28.1,37.5
E00170575,0,3.5,27.4,69
E00170576,5.3,53.2,23.4,18.1
E00170587,4.7,50.9,16,28.3
E00170589,0.9,11,48.6,39.4
E00170590,0,30.2,25.5,44.3
E00170888,11.3,22.5,23.9,42.3
E00170889,1.3,17.9,26.1,54.7
E00176203,0,2.2,12.9,84.9
E00176205,0,14.3,20,65.7
E00187049,5.7,53.1,21.1,20
E00187065,15,48.3,21.7,15
E00187075,2.6,35.9,26.1,35.3
E00187080,39.1,33.6,16.4,10.9
E00187087,2.8,69,19.7,8.5
E00187096,5.9,14.1,12.9,67.1
E00187131,2.1,9.3,52.6,36.1
E00187151,33,60,6.1,0.9
