geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00057427,10.7,47.6,32.1,9.5
E00057428,8.2,41.8,35.5,14.5
E00057429,9.7,46.2,36.6,7.5
E00057902,5.6,45.8,36.6,12
E00057903,40.3,43.4,13.2,3.1
E00057904,40.3,35.1,19.4,5.2
E00057905,17.9,38.1,35.8,8.2
E00057911,8.1,39.8,44.7,7.3
E00057913,41.4,41.4,12.9,4.3
E00057914,54.2,33.1,12.7,0
E00057916,25.3,44.3,27.8,2.5
E00057917,45.2,40.2,10.6,4
E00057918,12.7,54.2,26.3,6.8
E00057919,45,34.9,16.3,3.9
E00057920,24.6,41,27.6,6.7
E00057935,33.5,42.6,19.4,4.5
E00057936,38.7,45.9,13.5,1.8
E00057937,8.6,49.3,34.3,7.9
E00057938,27.8,58.3,11.1,2.8
E00057939,25.7,48.5,20.5,5.3
E00057940,4.8,31.5,49.2,14.5
E00057941,7.3,40.3,36.3,16.1
E00057942,41.1,40.2,13.4,5.4
E00057943,46.6,43.2,8,2.3
E00057944,36.8,45.1,16.5,1.5
E00057945,53.6,38.1,8.3,0
E00057946,42.8,42.2,11.1,3.9
E00057947,41.2,41.2,16.5,1
E00057949,48.4,39.8,9.7,2.2
E00057950,9.7,48.5,38.2,3.6
E00057951,39.7,39.7,17.8,2.9
E00057952,53.1,31.3,10.4,5.2
E00057955,17.4,53,23.5,6
E00057956,51.3,30.3,16,2.5
E00057957,11.3,33.9,45.2,9.6
E00057959,23.9,42.5,22.1,11.5
E00057960,18.7,43.4,29.5,8.4
E00057961,10.8,40.9,37.5,10.8
E00057962,3.2,40.8,41.6,14.4
E00057963,18.3,43.7,27,11.1
E00057965,15.5,49.3,30.5,4.7
E00057966,23.6,43.4,24.5,8.5
E00057967,29.7,35.1,25.2,9.9
E00057968,12.6,46.7,30.4,10.4
E00057969,2.8,46.8,39.4,11
E00057970,10.1,46.1,33.7,10.1
E00058126,18.2,39.7,29.8,12.4
E00058127,20,46.9,29,4.1
E00058128,3.2,34,45.5,17.3
E00058129,17.7,36.2,35.4,10.8
E00058130,6.6,32.7,49.3,11.4
E00058131,5.9,38.1,38.1,17.8
E00058132,11.7,43,31.8,13.4
E00058133,0.8,26.1,54.6,18.5
E00058134,20,43.1,26.2,10.8
E00058136,8.6,38.6,38.6,14.3
E00058137,18,40.5,32.4,9
E00058138,10.9,45.7,33.3,10.1
E00058139,29.3,41.5,23.6,5.7
E00058140,25.6,56.6,14,3.9
E00058141,27,30.4,31.3,11.3
E00058142,35.4,44.9,12.9,6.8
E00058143,2.3,29.5,48.8,19.4
E00058145,4.8,29,53.2,12.9
E00058147,25.7,39.4,25.7,9.2
E00058148,19.1,39,31.9,9.9
E00058149,13.1,37.7,41.8,7.4
E00058150,16.7,51.5,24.2,7.6
E00058151,22.4,37.1,30.2,10.3
E00058152,25.9,36.1,29.9,8.2
E00058153,17.2,55.5,24.2,3.1
E00058154,10.7,38.3,39.6,11.4
E00058155,12.2,54.2,27.5,6.1
E00058156,10.4,41,32.6,16
E00058158,9.3,42.2,36.6,11.8
E00058159,41,34.4,19.7,4.9
E00058160,7.6,37.9,36.4,18.2
E00058161,13,39.7,34.9,12.3
E00058163,3.6,35.3,44.6,16.5
E00058164,10.3,38.6,40.7,10.3
E00058165,15.3,34.7,30.7,19.3
E00058166,9.3,42.6,35.2,13
E00058167,13.2,40.4,36,10.5
E00058168,10.1,50.6,32.7,6.5
E00058169,21.3,43.3,30.5,5
E00058170,12,52,28.8,7.2
E00058171,10.9,40.9,37.3,10.9
E00058172,3.5,22,49.6,24.8
E00058173,2.4,37.8,48,11.8
E00058174,19.3,45,23.9,11.9
E00058175,34.6,47.7,14.4,3.3
E00058186,8.2,50,34.2,7.7
E00058213,41.5,45.2,11.1,2.2
E00058223,3.7,36.3,51.1,8.9
E00058224,29.7,48.6,18.8,2.9
E00058605,7.7,44.4,33.3,14.5
E00058606,8.3,47.1,38,6.6
E00058627,25.2,55.3,19.4,0
E00058628,11.9,35.6,37.8,14.8
E00058629,14.5,41.9,37.9,5.6
E00058630,14.2,36.6,36.6,12.7
E00058631,36.5,33.9,24.3,5.2
E00058632,40.2,36.8,17.1,6
E00058633,17.2,40.3,29.1,13.4
E00058634,34.1,44.7,17.9,3.3
E00058636,21.5,43,30.4,5.2
E00058637,23,41.5,24.4,11.1
E00058638,23.1,40,26.9,10
E00058639,4.7,32.6,48.8,14
E00058640,17.6,40,31.2,11.2
E00058642,6.8,37.6,43.6,12
E00059320,31.7,42.5,23.4,2.4
E00059344,15.4,27.2,46.3,11
E00059345,32.8,44.8,18.1,4.3
E00059346,19.2,38.5,31.4,10.9
E00059347,11.1,42.1,36.5,10.3
E00059348,16.2,48.6,26.8,8.5
E00059349,11.2,44,32,12.8
E00059350,4.4,30,43.3,22.2
E00059351,7.9,38.6,40.2,13.4
E00059353,34.8,47.3,15.2,2.7
E00059354,16.2,40,37.7,6.2
E00059355,11.9,41.5,36.3,10.4
E00059356,5.7,35.8,40.9,17.6
E00059357,8.3,32.3,40.6,18.8
E00059358,21.3,38.6,33.1,7.1
E00059359,8.7,35.7,44.4,11.1
E00059360,6.3,33.6,43,17.2
E00059361,19.4,37.6,36.6,6.5
E00059362,21.3,34.6,31.6,12.5
E00059363,27.6,42.3,23.6,6.5
E00059468,11,44.8,33.1,11
E00059469,24.3,35.7,31.3,8.7
E00059470,8.5,42.4,36.4,12.7
E00059471,11,38.6,40,10.3
E00059472,13.9,38.2,38.2,9.7
E00059473,35.8,43.2,18.9,2
E00059474,8,42.2,39.6,10.2
E00059475,11.3,32.7,42,14
E00059476,9.8,41,40.2,9
E00059477,9.9,37.3,44.7,8.1
E00059478,28.2,45.3,22.2,4.3
E00059479,30.8,40,21.5,7.7
E00059480,56.8,31.5,11.7,0
E00059481,22.3,41.3,29.6,6.7
E00059482,28.7,37,27.8,6.5
E00059483,13.3,40.7,32.6,13.3
E00059484,9.4,40.6,40.1,9.9
E00059485,14.7,42.9,32.5,9.8
E00059486,23.6,40.7,27.1,8.6
E00059487,37.6,45.6,15.2,1.6
E00059488,15.8,39.2,31.6,13.3
E00059489,38.4,40.4,17.2,4
E00059490,7.2,38.4,42.4,12
E00059491,24.8,48,24,3.2
E00059492,6.7,47.1,37,9.2
E00059493,14.2,49.3,29.9,6.7
E00059494,17.9,53.7,22.4,6
