areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
W00002284,46.5,39.4,10,4.1,0
W00002285,51.2,35.5,12.7,0.6,0
W00002286,55.1,34.6,7.9,2.4,0
W00002287,56.4,33.8,7.5,2.3,0
W00002478,51.6,36.1,11.5,0.8,0
W00002479,31,33.6,32.8,2.6,0
W00002480,49.6,40.5,7.4,2.5,0
W00002481,48.3,31.9,15.5,3.4,0.9
W00002482,46.7,31.4,18.2,2.9,0.7
W00002483,46.6,39,14.4,0,0
W00002484,47.5,31.6,19,1.9,0
W00002485,34.5,33.6,24.8,6.2,0.9
W00002486,41.4,39.8,15,3.8,0
W00002487,55.1,35.4,8.7,0.8,0
W00002488,44.7,37.9,14.3,3.1,0
W00002505,47.4,38.5,12.6,1.5,0
W00002506,48.6,32.1,18.3,0.9,0
W00002507,44.6,31.8,17.8,5.1,0.6
W00002508,57.4,25.2,15.7,1.7,0
W00002509,46.1,37.4,13.9,2.6,0
W00002510,50,38.2,10.9,0.9,0
W00002511,47.7,34.9,12.8,2.8,1.8
W00002598,55,28.8,15.3,0.9,0
W00002736,61,32,5.8,1.2,0
W00002737,48.3,42.5,8.3,0.8,0
W00002738,53.7,30.1,11.4,4.9,0
W00002739,43.6,36.1,16.5,3.8,0
W00002740,44.5,32.7,20,2.7,0
W00002741,43.1,43.1,11.8,2,0
W00002742,56.5,32.1,9.9,1.5,0
W00002743,44.1,39.4,15,1.6,0
W00002744,42.2,36.1,19.3,1.2,1.2
W00002745,52.5,28.3,13.3,4.2,1.7
W00002746,39.3,42.1,11.2,7.5,0
W00002747,55.6,41.4,3,0,0
W00002748,44.8,33.7,16.6,4.3,0.6
W00002751,47.7,35.4,15.4,1.5,0
W00002752,54.6,32.3,10.8,2.3,0
W00002753,43.7,33.8,19.2,3.3,0
W00002754,62.4,27.4,7.7,2.6,0
W00002755,32.2,38.8,24.8,4.1,0
W00002756,57.1,31.2,9.4,2.4,0
W00002757,50.9,30.2,16,2.8,0
W00002758,45.9,29.7,18,6.3,0
W00002759,30.1,39.7,18.4,10.3,1.5
W00002760,50.5,27.6,18.1,3.8,0
W00002761,38.8,37.9,17.2,6,0
W00002762,34.9,41.8,19.2,4.1,0
W00002763,37.8,38.5,20.7,3,0
W00002764,46.9,38.1,10.6,3.5,0.9
W00002765,41.2,43.1,12.7,2.9,0
W00002766,38.1,36.7,20.9,4.3,0
W00002767,59.6,26.6,9.6,4.3,0
W00002768,21.3,50,24.5,4.3,0
W00002769,61.4,30.1,8.4,0,0
W00002770,55.3,30.3,9.2,5.3,0
W00002771,47.2,38.2,13.9,0.7,0
W00002781,55.5,32.1,11.7,0.7,0
W00002782,46.4,34.4,15.2,4,0
W00002784,58.5,29.9,10.9,0,0.7
W00002785,53.6,31.8,13.2,1.3,0
W00002791,60,30.7,8.6,0.7,0
W00002797,45.6,38.8,15,0.7,0
W00002798,49.1,37.1,11.2,2.6,0
W00002799,46.3,32.4,19.4,1.9,0
W00002805,52.3,36.7,10.1,0.9,0
W00002806,57,35.5,7.4,0,0
W00002807,65.3,24.2,10.5,0,0
W00002808,56.5,36.4,5.8,1.3,0
W00002809,30.6,48.8,14,6.6,0
W00002811,54.6,38,4.6,2.8,0
W00002812,42.6,34.6,19.9,2.9,0
W00002813,42.7,36.5,18.8,2.1,0
W00002814,45.1,35.8,15.6,3.5,0
W00002815,33.6,43.2,16.8,6.4,0
W00002816,43.6,31.6,19.7,5.1,0
W00002818,39.5,39.5,15.1,5.8,0
W00002819,28,33.1,33.9,5.1,0
W00002825,37.5,37.5,16.1,8.9,0
W00002826,54.4,30.4,6.3,8.9,0
W00002827,57.1,34.8,8,0,0
W00002828,64.1,29,6.1,0.8,0
W00002829,46,30,19,4,1
W00002831,45.4,38.1,15.5,1,0
W00002851,53.9,36.5,9,0.6,0
W00002852,55.7,36.1,7.4,0.8,0
W00002853,53.4,30.1,15,1.5,0
W00002854,51.4,32.1,14.7,1.8,0
W00002855,52.5,32.5,15,0,0
W00002856,45,36.8,14,3.5,0.6
W00002857,44.3,41.7,13.9,0,0
W00002858,48.8,31.3,15,5,0
W00002859,41,44.6,14.5,0,0
W00002860,42.2,39.4,17.4,0.9,0
W00002861,39.3,42.6,15.6,2.5,0
W00002862,44,35.1,16.4,4.5,0
W00002863,40.4,41.1,14.6,4,0
W00002864,50.7,35.1,10.4,3.7,0
W00002865,40,42.6,17.4,0,0
W00002866,40.5,38.7,17.1,3.6,0
W00002867,43.1,44,12.9,0,0
W00002868,40.5,47.6,9.5,2.4,0
W00002869,51.5,38.6,7.9,2,0
W00002870,57.6,34.8,7.6,0,0
W00002871,47.9,34.4,15.6,2.1,0
W00002872,43.5,38,17.4,1.1,0
W00002873,46.3,36.3,16.3,1.3,0
W00002874,50,33.7,9.8,6.5,0
W00002875,53.3,29.2,14.2,3.3,0
W00002876,46.2,36.8,15.4,0.9,0.9
W00002877,48.4,33.9,14.5,3.2,0
W00002878,45.5,37.2,14.1,3.2,0
W00002879,56.3,34.7,9,0,0
W00002880,45.3,40,12.7,2,0
W00002881,50.4,37.8,10.4,1.5,0
W00002882,55.7,32.2,12.2,0,0
W00002884,44.8,35.2,15.2,4.8,0
W00002885,53.9,30.9,13.9,1.2,0
W00002886,48.2,40.2,8,3.6,0
W00002887,32.3,43.3,19.7,4.7,0
W00002888,49.1,33,17,0.9,0
W00002889,43.5,33.3,17.6,5.6,0
W00002890,50,33.3,14,2.6,0
W00002891,47,32.2,15.7,5.2,0
W00002892,41.7,45.4,12,0.9,0
W00002893,50,35.2,13,1.9,0
W00002894,44.1,36.6,17.2,2.2,0
W00002895,51.1,34.8,10.6,3.5,0
W00002896,41,38.2,18.1,2.1,0.7
W00002897,51.6,27,16.7,4.8,0
W00002898,47.3,35.1,10.8,6.8,0
W00002899,43.1,37.3,16.3,3.3,0
W00002900,45.4,38,12.3,4.3,0
W00002901,49,33.3,13.1,3.9,0.7
W00002902,33.3,49.5,12.1,5.1,0
W00002903,45.6,41.2,9.6,3.5,0
W00002904,54.4,30.7,12.3,2.6,0
W00002905,62.7,25.4,7.5,4.5,0
W00002906,55.4,31.3,12.5,0.9,0
W00002907,62.2,23.4,10.8,3.6,0
W00002908,48.3,31.5,15.7,4.5,0
W00002909,48.6,36.2,12.4,2.9,0
W00002929,51.8,37.5,8.9,1.8,0
W00002930,54.8,28.7,16.5,0,0
W00002931,49.1,40,9.1,1.8,0
W00002932,45.7,33.8,15.2,5.3,0
