areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
W00002284,99.7,0.3,0
W00002285,99.5,0.5,0
W00002286,99.7,0.3,0
W00002287,97.9,1.5,0.6
W00002478,95,5,0
W00002479,100,0,0
W00002480,99.2,0.8,0
W00002481,96.2,3.1,0.8
W00002482,99.7,0.3,0
W00002483,98.8,1.2,0
W00002484,99.7,0.3,0
W00002485,97.1,2.4,0.6
W00002486,99.5,0.5,0
W00002487,96.8,1.4,1.8
W00002488,89.8,3.8,6.4
W00002505,98.4,0.4,1.2
W00002506,98.8,1.3,0
W00002507,99.4,0.6,0
W00002508,100,0,0
W00002509,98.3,1.3,0.4
W00002510,99.6,0.4,0
W00002511,99.5,0.5,0
W00002598,99.6,0.4,0
W00002736,93.6,6.4,0
W00002737,90.3,9.7,0
W00002738,79.8,19.8,0.4
W00002739,82.5,16.8,0.7
W00002740,91.8,7.9,0.4
W00002741,86.7,12.9,0.4
W00002742,76.4,21.7,1.9
W00002743,87.7,12.3,0
W00002744,91.4,8.6,0
W00002745,90.1,9.4,0.5
W00002746,88.1,11.1,0.8
W00002747,98.6,1.4,0
W00002748,86.9,11.3,1.8
W00002751,88.7,11.3,0
W00002752,90,9.1,0.9
W00002753,96.8,3.2,0
W00002754,99.6,0.4,0
W00002755,99.1,0.9,0
W00002756,97.2,2.8,0
W00002757,96.6,2.9,0.5
W00002758,92.8,6.8,0.4
W00002759,97.3,2.3,0.4
W00002760,92.5,5.9,1.6
W00002761,95,5,0
W00002762,97.5,2.5,0
W00002763,89.9,9.4,0.7
W00002764,94,6,0
W00002765,87.4,11.3,1.3
W00002766,89.9,9.7,0.4
W00002767,87.6,12.4,0
W00002768,95.9,3.3,0.8
W00002769,95.1,4.9,0
W00002770,95.8,4.2,0
W00002771,87.6,11.4,1.1
W00002781,98.6,1.4,0
W00002782,100,0,0
W00002784,99.4,0.6,0
W00002785,100,0,0
W00002791,100,0,0
W00002797,99.4,0.6,0
W00002798,99.2,0.8,0
W00002799,98.4,1.2,0.4
W00002805,94.5,4.7,0.8
W00002806,94.9,5.1,0
W00002807,95.3,4.7,0
W00002808,96.2,3.8,0
W00002809,98.5,0.8,0.8
W00002811,92.1,4.7,3.2
W00002812,90.1,7,2.8
W00002813,89.3,6.1,4.6
W00002814,89.5,8.4,2.2
W00002815,89.2,9.3,1.4
W00002816,86,9.5,4.6
W00002818,82.6,10.1,7.3
W00002819,94.9,4.2,0.9
W00002825,97.5,2.5,0
W00002826,95.1,4.3,0.6
W00002827,95.6,4.4,0
W00002828,94.6,4.8,0.6
W00002829,95,3.9,1.1
W00002831,87.5,11.9,0.6
W00002851,96.9,3.1,0
W00002852,98.3,1.7,0
W00002853,98.9,1.1,0
W00002854,98.8,1.2,0
W00002855,99.3,0.7,0
W00002856,99.4,0.3,0.3
W00002857,99.6,0.4,0
W00002858,99.4,0.6,0
W00002859,98.3,1.7,0
W00002860,99.2,0.8,0
W00002861,99.3,0.7,0
W00002862,98.7,1,0.3
W00002863,97.4,2.6,0
W00002864,99.7,0.3,0
W00002865,99.6,0.4,0
W00002866,99.6,0.4,0
W00002867,100,0,0
W00002868,99.4,0.6,0
W00002869,100,0,0
W00002870,100,0,0
W00002871,95.7,1.4,2.9
W00002872,99.5,0.5,0
W00002873,100,0,0
W00002874,98.4,1.6,0
W00002875,99.6,0.4,0
W00002876,99.6,0.4,0
W00002877,98.3,1.7,0
W00002878,99.1,0.9,0
W00002879,98.8,1.2,0
W00002880,100,0,0
W00002881,98,1.3,0.7
W00002882,100,0,0
W00002884,98.8,1.2,0
W00002885,100,0,0
W00002886,98.2,1.5,0.4
W00002887,99.6,0.4,0
W00002888,100,0,0
W00002889,92.8,4.8,2.4
W00002890,99.6,0.4,0
W00002891,99.6,0.4,0
W00002892,98.8,1.3,0
W00002893,99.6,0.4,0
W00002894,100,0,0
W00002895,98.5,1.2,0.3
W00002896,98.8,1.2,0
W00002897,99.6,0.4,0
W00002898,97.5,1.3,1.3
W00002899,99,1,0
W00002900,99.5,0.5,0
W00002901,99.4,0.6,0
W00002902,100,0,0
W00002903,99.6,0.4,0
W00002904,98,2,0
W00002905,99.7,0.3,0
W00002906,97.9,2.1,0
W00002907,100,0,0
W00002908,99.5,0.5,0
W00002909,97.4,2.2,0.4
W00002929,100,0,0
W00002930,96.3,2.1,1.7
W00002931,97.1,1.7,1.2
W00002932,99.4,0.3,0.3
W00002933,97.7,2,0.3
W00002934,97.1,1.9,1
W00002935,95.9,4.1,0
W00002936,100,0,0
W00002937,100,0,0
W00002938,97.9,1.9,0.2
W00002939,97.4,1.7,0.9
W00002940,98.5,1.5,0
W00002941,100,0,0
W00002942,99.3,0.7,0
W00002943,99.6,0.4,0
W00002944,99.7,0.3,0
W00002950,99.7,0.3,0
W00002951,99.7,0,0.3
W00002952,98.4,1.6,0
W00002953,99.6,0.4,0
W00002954,100,0,0
W00002955,100,0,0
W00003492,98,1.4,0.7
W00003496,99.5,0.5,0
W00003656,97.5,1.9,0.6
W00003768,89.9,6,4.1
W00003769,93.9,4.4,1.7
W00003770,98.9,1.1,0
W00003771,80.9,7.8,11.3
W00003772,97.7,2.3,0
W00003773,99.3,0.2,0.5
W00003774,97.4,2.6,0
W00003775,98.1,1.9,0
W00003776,97.8,1.3,0.9
W00010052,95,4.7,0.3
W00010054,91.6,7.4,1
W00010057,89.6,10.4,0
W00010058,95.7,4.3,0
W00010060,88.6,10.3,1.1
W00010061,95.5,3.6,0.9
W00010063,96.9,2.3,0.8
W00010064,92.1,7.2,0.7
W00010066,92.8,6.6,0.6
W00010067,78.4,13.2,8.4
W00010659,91.4,7.3,1.3
W00010681,94.2,5.6,0.2
