areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
W00002284,71.5,3,25.5
W00002285,71.3,2.5,26.3
W00002286,78.8,0,21.2
W00002287,77.7,3.7,18.6
W00002478,82.4,3.3,14.3
W00002479,63.3,0,36.7
W00002480,80.1,3.3,16.7
W00002481,69.7,4.4,25.8
W00002482,72.9,0.3,26.7
W00002483,77.1,3,19.9
W00002484,76.2,1.3,22.5
W00002485,67.6,4.6,27.7
W00002486,77.5,3.2,19.3
W00002487,75.9,5.8,18.3
W00002488,69.1,10.8,20.1
W00002505,74.8,1.1,24.1
W00002506,74.3,2.9,22.9
W00002507,83.3,2.5,14.2
W00002508,76.9,0.9,22.2
W00002509,78.5,3.3,18.2
W00002510,74.5,1.2,24.3
W00002511,72.2,1.4,26.4
W00002598,71.1,0.8,28
W00002736,80.2,10.8,9
W00002737,65,16.2,18.8
W00002738,70.8,20,9.2
W00002739,57.6,26.4,15.9
W00002740,69.6,18.7,11.7
W00002741,66.3,19.1,14.6
W00002742,54.9,39,6
W00002743,73.7,18.9,7.4
W00002744,81.3,9.8,9
W00002745,69.4,13.8,16.8
W00002746,66.8,22.3,10.9
W00002747,77.8,9,13.1
W00002748,77.1,12.5,10.4
W00002751,69.7,21.5,8.8
W00002752,73.1,13.6,13.3
W00002753,70.1,2.8,27.1
W00002754,74.2,2.3,23.5
W00002755,70.9,1.2,27.8
W00002756,79.8,5.2,15
W00002757,62.1,5.1,32.7
W00002758,63,8.6,28.4
W00002759,66.4,3.2,30.3
W00002760,64.4,12,23.6
W00002761,68.4,5.2,26.4
W00002762,65.5,4,30.5
W00002763,61.3,16.9,21.8
W00002764,74.7,12.4,12.9
W00002765,61.8,14.6,23.6
W00002766,67.7,16.1,16.1
W00002767,71.4,14.1,14.6
W00002768,68,4,28
W00002769,83.4,9,7.6
W00002770,81.2,3.5,15.3
W00002771,67.5,21.1,11.5
W00002781,81.9,5.6,12.5
W00002782,75.4,0.8,23.8
W00002784,80.5,1.7,17.8
W00002785,80.7,0.3,19
W00002791,74.8,2.8,22.4
W00002797,68.9,2.6,28.4
W00002798,76.2,0.8,23
W00002799,74.7,2.4,22.9
W00002805,74.2,12.5,13.3
W00002806,74.6,5.1,20.4
W00002807,79,4.6,16.4
W00002808,75.9,5.6,18.4
W00002809,59.4,2.2,38.4
W00002811,68,6.9,25.1
W00002812,60.1,11,28.9
W00002813,57.5,15.5,27
W00002814,58,11.9,30.1
W00002815,46.3,14.2,39.5
W00002816,57,14.3,28.7
W00002818,61.7,16.7,21.7
W00002819,63.9,6.5,29.6
W00002825,74.6,5.3,20.1
W00002826,77.5,3.6,18.9
W00002827,76.5,5.6,17.9
W00002828,89.9,4.7,5.4
W00002829,67.2,8.7,24
W00002831,72.8,17.3,9.9
W00002851,88.8,0.7,10.5
W00002852,78.6,2.7,18.6
W00002853,81.7,1.1,17.2
W00002854,72.5,5,22.5
W00002855,72.5,4.2,23.3
W00002856,67.1,1.1,31.8
W00002857,64.8,1.4,33.8
W00002858,70.1,0.8,29
W00002859,75.1,0.5,24.3
W00002860,58.2,1.1,40.7
W00002861,69.2,2.1,28.7
W00002862,64.1,2.3,33.6
W00002863,74,2.2,23.8
W00002864,70.7,1.6,27.7
W00002865,67.8,1.2,31
W00002866,62.4,0.8,36.7
W00002867,70.5,0.8,28.7
W00002868,77.9,4.1,18
W00002869,77.3,1.8,20.9
W00002870,74.9,1,24.1
