areacd,country_of_birth_3a-001,country_of_birth_3a-002
W00000014,95.8,4.2
W00000015,96,4
W00000016,96.1,3.9
W00000017,93.4,6.6
W00000018,94.9,5.1
W00000019,94.7,5.3
W00000020,95.9,4.1
W00000021,97.1,2.9
W00000032,96.1,3.9
W00000033,95,5
W00000034,95.5,4.5
W00000035,95.5,4.5
W00000036,94.3,5.7
W00000048,90,10
W00000049,91.1,8.9
W00000050,90,10
W00000051,91.2,8.8
W00000057,93.9,6.1
W00000058,92.9,7.1
W00000059,96.7,3.3
W00000060,94.1,5.9
W00000061,95.1,4.9
W00000062,98.4,1.6
W00000063,96,4
W00000070,99,1
W00000071,95.2,4.8
W00000072,94.9,5.1
W00000073,98.6,1.4
W00000074,97.4,2.6
W00000127,96.9,3.1
W00000128,97.9,2.1
W00000129,98.3,1.7
W00000130,89.9,10.1
W00000131,92.5,7.5
W00000174,98.4,1.6
W00000175,98.4,1.6
W00000176,97,3
W00000177,93.4,6.6
W00000178,94.9,5.1
W00000179,96.6,3.4
W00000213,93,7
W00000214,89.4,10.6
W00000215,92.9,7.1
W00000216,95.4,4.6
W00000217,92,8
W00000218,93.3,6.7
W00000219,94.2,5.8
W00000254,96.3,3.7
W00000255,85.4,14.6
W00000256,97.2,2.8
W00000257,97.7,2.3
W00000258,91.1,8.9
W00000259,95.3,4.7
W00000260,89.1,10.9
W00000261,79.6,20.4
W00000262,98.5,1.5
W00000264,95.3,4.7
W00000265,92,8
W00000266,98.9,1.1
W00000267,99.3,0.7
W00000268,99.6,0.4
W00000269,93.8,6.2
W00000270,98.3,1.7
W00000278,95.1,4.9
W00000279,95.5,4.5
W00000280,98.5,1.5
W00000281,97.7,2.3
W00000282,98.8,1.2
W00000283,95,5
W00000314,96.7,3.3
W00000315,96.6,3.4
W00000316,97,3
W00000317,62.2,37.8
W00000318,70.9,29.1
W00000319,80.9,19.1
W00000322,98.6,1.4
W00000323,99.5,0.5
W00000324,98.5,1.5
W00000325,90.9,9.1
W00000326,98.7,1.3
W00000327,97.4,2.6
W00000328,87.9,12.1
W00000329,84.7,15.3
W00000330,85.1,14.9
W00000331,83.3,16.7
W00000332,88.6,11.4
W00000333,96,4
W00000334,98.9,1.1
W00000335,92.9,7.1
W00000336,99.2,0.8
W00000339,95.8,4.2
W00000340,97.5,2.5
W00000362,82.6,17.4
W00000363,95.9,4.1
W00000364,96.5,3.5
W00000365,97.2,2.8
W00000366,97.3,2.7
W00000367,98.3,1.7
W00000368,96.3,3.7
W00000369,95.6,4.4
W00000370,94.6,5.4
W00000371,88.1,11.9
W00000372,88.7,11.3
W00000373,84.1,15.9
W00000374,89.5,10.5
W00000375,91.1,8.9
W00000388,97.1,2.9
W00000389,85.2,14.8
W00000390,89.2,10.8
W00000391,85.3,14.7
W00000392,88.5,11.5
W00000393,74.9,25.1
W00000394,79.4,20.6
W00000395,85,15
W00000396,74.6,25.4
W00000397,84.6,15.4
W00000398,90.8,9.2
W00000412,98,2
W00000413,96.4,3.6
W00000414,98.3,1.7
W00000415,98.7,1.3
W00000416,93.1,6.9
W00000417,95,5
W00000418,95.9,4.1
W00000420,97.5,2.5
W00000422,99.1,0.9
W00000439,96.2,3.8
W00000440,99.3,0.7
W00000441,99,1
W00000442,97.2,2.8
W00000443,98.4,1.6
W00000444,98.5,1.5
W00000460,92.5,7.5
W00000461,96.3,3.7
W00000462,94.6,5.4
W00000463,93.1,6.9
W00000464,96.5,3.5
W00000465,93.3,6.7
W00000466,95.9,4.1
W00000467,95.7,4.3
W00000468,78,22
W00000469,76.2,23.8
W00000470,77.2,22.8
W00000472,70.3,29.7
W00000490,96.9,3.1
W00000491,90.9,9.1
W00000492,97.5,2.5
W00000493,91.4,8.6
W00000494,95.8,4.2
W00000495,95.7,4.3
W00000496,98.9,1.1
W00000497,97.1,2.9
W00000505,95.4,4.6
W00000506,98.4,1.6
W00000507,97.4,2.6
W00000508,97.2,2.8
W00000509,97.9,2.1
W00000510,94.8,5.2
W00000511,92.7,7.3
W00000512,95.6,4.4
W00000513,98.5,1.5
W00000514,97.6,2.4
W00000515,97.3,2.7
W00000516,97.4,2.6
W00000517,95.3,4.7
W00000518,98.2,1.8
W00000519,85,15
W00000520,87.2,12.8
W00000521,96,4
W00000522,94.5,5.5
W00000523,96.6,3.4
W00000524,82,18
W00000532,96.6,3.4
W00000533,90.1,9.9
W00000534,95.5,4.5
W00000535,98.7,1.3
W00000536,92.2,7.8
W00000537,98.2,1.8
W00000538,93.8,6.2
W00000539,96.1,3.9
W00000540,94.5,5.5
W00000541,93.2,6.8
W00000542,94.5,5.5
W00000543,96.4,3.6
W00000544,95.1,4.9
W00000545,97.1,2.9
W00000546,96.8,3.2
W00000549,94.4,5.6
W00000582,96,4
W00000583,96.5,3.5
W00000584,98.9,1.1
W00000585,97.2,2.8
W00000586,98.1,1.9
W00000587,96.5,3.5
W00000588,94.9,5.1
W00000589,97.3,2.7
W00000593,97.9,2.1
W00000594,97.5,2.5
W00000595,96.6,3.4
W00000596,98.2,1.8
W00000597,96.1,3.9
W00000598,94.7,5.3
W00000599,96.7,3.3
W00000616,96.4,3.6
W00000618,97.9,2.1
W00000619,96,4
W00000620,99,1
W00000621,98.1,1.9
W00000622,96.8,3.2
W00000623,96.4,3.6
W00000624,93.8,6.3
W00000625,96.2,3.8
W00000626,95.8,4.2
W00000627,87.2,12.8
W00000628,92.8,7.2
