areacd,in_full_time_education-001,in_full_time_education-002
W00000014,27.5,72.5
W00000015,10.2,89.8
W00000016,12.3,87.7
W00000017,14.4,85.6
W00000018,19.3,80.7
W00000019,6,94
W00000020,17,83
W00000021,7.6,92.4
W00000032,16.2,83.8
W00000033,17.2,82.8
W00000034,18.1,81.9
W00000035,15.8,84.2
W00000036,19.4,80.6
W00000048,15.2,84.8
W00000049,19.3,80.7
W00000050,9.5,90.5
W00000051,15.5,84.5
W00000057,26.4,73.6
W00000058,13.6,86.4
W00000059,22.2,77.8
W00000060,14.3,85.7
W00000061,14,86
W00000062,20.3,79.7
W00000063,14.1,85.9
W00000070,18.9,81.1
W00000071,11.3,88.7
W00000072,11,89
W00000073,11.7,88.3
W00000074,19,81
W00000127,15.8,84.2
W00000128,21.7,78.3
W00000129,12.8,87.2
W00000130,7.8,92.2
W00000131,10.6,89.4
W00000174,12,88
W00000175,13.7,86.3
W00000176,18.8,81.3
W00000177,14.8,85.2
W00000178,15.3,84.7
W00000179,17.2,82.8
W00000213,23,77
W00000214,21.1,78.9
W00000215,19,81
W00000216,14.6,85.4
W00000217,29.7,70.3
W00000218,19.7,80.3
W00000219,12,88
W00000254,13.8,86.2
W00000255,17,83
W00000256,15.2,84.8
W00000257,28.3,71.7
W00000258,18.9,81.1
W00000259,16.8,83.2
W00000260,19.7,80.3
W00000261,19.8,80.2
W00000262,17.8,82.2
W00000264,16.5,83.5
W00000265,16.3,83.7
W00000266,20.8,79.2
W00000267,19.8,80.2
W00000268,24.2,75.8
W00000269,17.4,82.6
W00000270,18.7,81.3
W00000278,18.6,81.4
W00000279,21.6,78.4
W00000280,36.5,63.5
W00000281,19.4,80.6
W00000282,20.3,79.7
W00000283,20.1,79.9
W00000314,16.1,83.9
W00000315,16.5,83.5
W00000316,14.2,85.8
W00000317,52.8,47.2
W00000318,56.7,43.3
W00000319,62.5,37.5
W00000322,25.9,74.1
W00000323,27.3,72.7
W00000324,19.4,80.6
W00000325,18.5,81.5
W00000326,20.5,79.5
W00000327,16.5,83.5
W00000328,28.7,71.3
W00000329,26.1,73.9
W00000330,31.3,68.7
W00000331,30.1,69.9
W00000332,26.7,73.3
W00000333,15.7,84.3
W00000334,19.5,80.5
W00000335,11.7,88.3
W00000336,16.7,83.3
W00000339,17.8,82.2
W00000340,8.4,91.6
W00000362,38.4,61.6
W00000363,18.6,81.4
W00000364,14.8,85.2
W00000365,23.4,76.6
W00000366,24.9,75.1
W00000367,21.3,78.7
W00000368,18.3,81.7
W00000369,18,82
W00000370,24,76
W00000371,19.8,80.2
W00000372,31.3,68.7
W00000373,37.5,62.5
W00000374,29,71
W00000375,23.2,76.8
W00000388,14.9,85.1
W00000389,22.1,77.9
W00000390,32.4,67.6
W00000391,19.5,80.5
W00000392,27.1,72.9
W00000393,55.8,44.2
W00000394,42.4,57.6
W00000395,49.3,50.7
W00000396,44.9,55.1
W00000397,47.3,52.7
W00000398,27.4,72.6
W00000412,19.4,80.6
W00000413,18.3,81.7
W00000414,19.6,80.4
W00000415,13.8,86.2
W00000416,18.9,81.1
W00000417,13.4,86.6
W00000418,19.8,80.2
W00000420,19.5,80.5
W00000422,21.8,78.2
W00000439,22.5,77.5
W00000440,23.5,76.5
W00000441,22.3,77.7
W00000442,18.6,81.4
W00000443,21.7,78.3
W00000444,23.5,76.5
W00000460,26.6,73.4
W00000461,16,84
W00000462,29,71
W00000463,22,78
W00000464,27.1,72.9
W00000465,27.1,72.9
W00000466,21.3,78.7
W00000467,27.2,72.8
W00000468,82,18
W00000469,56.2,43.8
W00000470,66.7,33.3
W00000472,64.7,35.3
W00000490,25.2,74.8
W00000491,10.8,89.2
W00000492,18.9,81.1
W00000493,18.7,81.3
W00000494,16.8,83.2
W00000495,22.8,77.2
W00000496,24.6,75.4
W00000497,22.3,77.7
W00000505,21.9,78.1
W00000506,10.9,89.1
W00000507,14.9,85.1
W00000508,21.6,78.4
W00000509,16.1,83.9
W00000510,12,88
W00000511,20.4,79.6
W00000512,17.5,82.5
W00000513,20.9,79.1
W00000514,13.7,86.3
W00000515,27.9,72.1
W00000516,17.7,82.3
W00000517,18,82
W00000518,12.8,87.2
W00000519,21.3,78.7
W00000520,20.9,79.1
W00000521,21.6,78.4
W00000522,12.9,87.1
W00000523,15.2,84.8
W00000524,14.3,85.7
W00000532,19,81
W00000533,18.4,81.6
W00000534,18.9,81.1
W00000535,14.7,85.3
W00000536,22.2,77.8
W00000537,32.5,67.5
W00000538,12.1,87.9
W00000539,5.8,94.2
W00000540,8.3,91.7
W00000541,7.4,92.6
W00000542,7.8,92.2
W00000543,11.9,88.1
W00000544,9.7,90.3
W00000545,15.2,84.8
W00000546,12.1,87.9
W00000549,14.1,85.9
W00000582,16.3,83.7
W00000583,17.4,82.6
W00000584,20.4,79.6
W00000585,20.8,79.2
W00000586,18.5,81.5
W00000587,15.7,84.3
W00000588,12.4,87.6
W00000589,9.8,90.2
W00000593,23.7,76.3
W00000594,13.5,86.5
W00000595,20.8,79.2
W00000596,22.1,77.9
W00000597,17.3,82.7
W00000598,19.3,80.7
W00000599,23.8,76.2
W00000616,21.3,78.7
W00000618,17.2,82.8
W00000619,13.4,86.6
W00000620,18.5,81.5
W00000621,25.5,74.5
W00000622,26.2,73.8
W00000623,13.3,86.7
W00000624,16.5,83.5
W00000625,15.3,84.7
W00000626,17.9,82.1
W00000627,17.2,82.8
W00000628,16.6,83.4
W00000629,1.4,98.6
W00000630,6.8,93.2
W00000631,10,90
W00000632,16.2,83.8
W00000633,25.9,74.1
W00000634,14.9,85.1
W00000635,6.2,93.8
W00000636,13.3,86.7
W00000637,14.6,85.4
W00000638,16.5,83.5
W00000639,10,90
W00000640,11.7,88.3
W00000641,16.3,83.7
W00000642,16.1,83.9
W00000643,13.9,86.1
W00000644,17.3,82.7
W00000645,20.2,79.8
W00000646,13.3,86.7
W00000647,12.9,87.1
W00000648,14.9,85.1
W00000649,20.9,79.1
W00000650,22.2,77.8
W00000651,15.6,84.4
W00000653,17.8,82.2
W00000655,22.5,77.5
