areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
W00000014,26.4,30.2,21.7,21.7
W00000015,23.9,66.4,2.7,7.1
W00000016,35.8,45.3,12.3,6.6
W00000017,41.4,39.4,11.1,8.1
W00000018,34.7,34.7,17.8,12.9
W00000019,54.3,39.4,5.3,1.1
W00000020,51.9,27.4,10.4,10.4
W00000021,38.3,47.9,6.4,7.4
W00000032,50.9,25.4,16.7,7
W00000033,37.5,31.7,13.3,17.5
W00000034,33.6,33.6,13.9,18.9
W00000035,27.8,38.1,17.6,16.5
W00000036,25.2,42.6,14.8,17.4
W00000048,56.2,28.8,10.5,4.6
W00000049,48,35,10.6,6.5
W00000050,69.6,18.8,2.2,9.4
W00000051,33.1,43.7,9.9,13.2
W00000057,19.6,29.7,20.9,29.7
W00000058,34.1,41.9,12.4,11.6
W00000059,29.2,35.4,19.2,16.2
W00000060,35.8,39,13,12.2
W00000061,36.7,38.3,10.2,14.8
W00000062,28.4,40.7,14.8,16
W00000063,31.2,38.4,13.6,16.8
W00000070,19.2,39.5,19.2,22.2
W00000071,26.7,48.6,13,11.6
W00000072,20.7,49.1,18.1,12.1
W00000073,40.2,37.5,15.2,7.1
W00000074,52.4,24.8,13.3,9.5
W00000127,29.5,42.4,10.6,17.4
W00000128,38.4,26.4,18.4,16.8
W00000129,37.6,44.4,6,12
W00000130,20.3,59.5,15.2,5.1
W00000131,34.9,49.1,7.5,8.5
W00000174,35,32.5,17.1,15.4
W00000175,26.3,41.9,13.2,18.6
W00000176,30.6,35.5,17.4,16.5
W00000177,34.3,40,16.2,9.5
W00000178,31.6,36.1,17.4,14.8
W00000179,38,34.1,10.9,17.1
W00000213,31.1,39.3,9.6,20
W00000214,26.6,31.5,19.6,22.4
W00000215,43.7,32.5,12.7,11.1
W00000216,29.9,40.3,15.7,14.2
W00000217,29.7,31.3,16.4,22.7
W00000218,48.4,23.4,10.5,17.7
W00000219,36.6,29.3,18.7,15.4
W00000254,41.8,34.7,17.3,6.1
W00000255,37.1,37.1,12.6,13.2
W00000256,18.3,43.3,25,13.5
W00000257,36.5,28.4,9.5,25.7
W00000258,23.7,37.3,14.1,24.9
W00000259,34.6,36,13.2,16.2
W00000260,38.1,30.6,17.2,14.2
W00000261,46.4,26.1,15.2,12.3
W00000262,31.3,32.6,14.6,21.5
W00000264,51.6,25,12.5,10.9
W00000265,46.5,26.8,10.2,16.5
W00000266,28.3,35.8,14.2,21.7
W00000267,32.5,34.1,17.9,15.4
W00000268,19.1,36,16.9,28.1
W00000269,30.2,32.6,10.5,26.7
W00000270,29.9,36.5,18.2,15.3
W00000278,41.4,32.3,15,11.3
W00000279,36.6,28.1,10.5,24.8
W00000280,38.8,25.4,12.7,23.1
W00000281,38.6,27.3,14.4,19.7
W00000282,48.4,27.9,10.7,13.1
W00000283,42.5,29.9,11.2,16.4
W00000314,26.5,33.8,15.4,24.3
W00000315,22,37,15.7,25.2
W00000316,34.3,37.1,14,14.7
W00000317,50,29.6,12,8.3
W00000318,49.7,29.9,7.6,12.7
W00000319,31.8,29.9,12.1,26.2
W00000322,33.1,29.8,13.9,23.2
W00000323,25.2,32,20.4,22.4
W00000324,41.5,31.4,8.8,18.2
W00000325,27.8,29.6,19.4,23.1
W00000326,34.1,29.5,15.5,20.9
W00000327,29.9,43.9,15.9,10.3
W00000328,23,31,18.3,27.8
W00000329,35.4,34,20.8,9.7
W00000330,18,28,20.4,33.6
W00000331,23.2,27.1,21.5,28.2
W00000332,25.2,28.7,24.3,21.7
W00000333,51.8,31.9,9.2,7.1
W00000334,42.7,28.2,12.2,16.8
W00000335,44.4,33.1,9.8,12.8
W00000336,50.8,26.2,8.7,14.3
W00000339,22.2,46,10.3,21.4
W00000340,37.9,46.6,6.9,8.6
W00000362,30.6,36.9,15,17.5
W00000363,38.8,31.7,13.7,15.8
W00000364,47.9,27.4,13.7,11
W00000365,31.2,24,17.6,27.2
W00000366,29.5,34.6,13.5,22.4
W00000367,37.4,28.4,15.5,18.7
W00000368,28.8,42.5,11.6,17.1
W00000369,38.8,29.1,12.7,19.4
W00000370,19.4,41.7,20.4,18.5
W00000371,27.7,33.6,19.3,19.3
W00000372,21.2,36.4,21.2,21.2
W00000373,30.9,30.9,14.5,23.6
W00000374,29.8,28.1,17.5,24.6
W00000375,42.5,26.8,12.6,18.1
W00000388,32.3,47.4,10.5,9.8
W00000389,36.1,40.2,13.1,10.7
W00000390,20.8,28.8,20.8,29.6
W00000391,55.9,24.4,14.2,5.5
W00000392,35.2,25.6,20.8,18.4
W00000393,35.3,25.2,16.5,23
W00000394,41.3,35.9,9.6,13.2
W00000395,25.9,25.9,20.7,27.4
W00000396,26.4,34.3,16.4,22.9
W00000397,32.2,28,22.9,16.9
W00000398,52.1,30.3,8.4,9.2
W00000412,32.8,26.3,18.2,22.6
W00000413,37.5,33.3,18.1,11.1
W00000414,39.5,26.4,12.4,21.7
W00000415,27.6,41,15.7,15.7
W00000416,36.2,37.7,16.2,10
W00000417,35,38.5,15.4,11.1
W00000418,36.3,32.5,14,17.2
W00000420,30.3,33.8,8.3,27.6
W00000422,29.4,34.5,9,27.1
W00000439,18.7,36.4,20.6,24.3
W00000440,27.6,28.4,19,25
W00000441,28,32.8,16,23.2
W00000442,24.2,42.7,14.5,18.5
W00000443,28.3,36.2,17.4,18.1
W00000444,37.8,28.4,13.5,20.3
W00000460,25.8,29.8,25,19.4
W00000461,58.8,25.4,9.6,6.1
W00000462,28.2,19.1,28.2,24.4
W00000463,26.2,36.1,18,19.7
W00000464,20.2,31,23.3,25.6
W00000465,29.4,28.6,15.1,26.9
W00000466,29.9,30.6,20.9,18.7
W00000467,18.4,34.4,24.8,22.4
W00000468,22.2,20.6,11.9,45.2
W00000469,36.3,22.6,8.9,32.3
W00000470,32.5,29.4,19,19
