areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00061016,5.8,75.4,18.8
E00061017,15.2,68.8,16
E00061213,3,79.5,17.4
E00061214,10.9,69.7,19.3
E00061216,11.7,63.1,25.2
E00061217,7.6,71,21.4
E00061218,11.9,58.4,29.7
E00061219,11.8,53.9,34.2
E00061220,10.7,66.1,23.1
E00061221,9.1,76.4,14.5
E00061222,5.6,77,17.5
E00061223,12.9,67.3,19.7
E00061224,4.6,80.8,14.6
E00061225,6,82.8,11.2
E00061227,16.4,69.7,13.9
E00061228,9.2,68.8,22
E00061229,12.3,60.5,27.2
E00061230,12.7,57.6,29.7
E00061231,3.1,74,22.9
E00061292,9.3,74.6,16.1
E00061293,8.5,71.3,20.2
E00061294,5.7,78.3,16
E00061295,7.5,77.6,14.9
E00061296,11,68.8,20.2
E00061297,12.5,77.3,10.2
E00061298,11,74,15
E00061299,5.8,81.8,12.4
E00061300,6.8,72,21.2
E00061301,8.1,67.4,24.4
E00061302,3.4,85.6,11
E00061303,6.6,72.1,21.3
E00061304,9.4,59.8,30.7
E00061305,4.1,89.7,6.2
E00061306,5.7,82,12.3
E00061307,4.9,78,17.1
E00061308,5.9,70.4,23.7
E00061309,9.4,59.4,31.3
E00061310,4,72,24
E00061311,8.2,71.3,20.5
E00061312,4.2,81.1,14.7
E00061313,12.2,65,22.8
E00061314,7.9,75.7,16.4
E00061315,9.8,64.3,25.9
E00061316,5.4,81.1,13.5
E00061317,9.6,54.8,35.6
E00061318,11,72.8,16.2
E00061319,6.3,70.5,23.2
E00061320,11.7,57.4,30.9
E00061321,7.7,63.7,28.6
E00061322,5.2,80.1,14.6
E00061323,17.4,60.6,22
E00061324,9.7,74.8,15.5
E00061325,7.4,70.4,22.2
E00061326,7.8,67.8,24.3
E00061327,14.4,72,13.6
E00061328,8.3,69,22.8
E00061329,6.3,52.9,40.8
E00061330,12.9,70.6,16.5
E00061331,11,54.2,34.7
E00061332,5.6,81.3,13.1
E00061333,6.7,55.2,38.1
E00061334,7.3,80,12.7
E00061335,12.6,65.3,22.1
E00061406,10.9,69.1,20
E00061408,9.9,64.9,25.2
E00061413,8.3,72.7,18.9
E00061414,7.1,74.8,18.1
E00061415,7.6,71.8,20.6
E00061416,8.4,75.6,16
E00061417,6.8,70.1,23.1
E00061420,12.2,67.8,20
E00061421,9.2,74.2,16.7
E00061423,14.7,57.9,27.4
E00061425,9.6,60.2,30.1
E00061426,12.3,60.5,27.2
E00061446,12.1,60.4,27.5
E00061447,11.4,63.6,25
E00061448,5,76.7,18.3
E00061449,5.7,72.1,22.1
E00061450,5.9,68.6,25.5
E00061451,12.4,66.1,21.5
E00061452,9.9,68.5,21.6
E00061453,8.5,72.9,18.6
E00061454,11.9,67.9,20.2
E00061455,17.6,60.4,22
E00061456,7,64.1,28.9
E00061457,7.4,64.2,28.4
E00165770,0,77.1,22.9
E00174120,19,46.6,34.5
E00174128,11.2,58.4,30.3
E00174130,11.9,60.7,27.4
E00174133,7,71.1,21.9
E00188266,18.4,57.1,24.5
E00188292,26.7,48.3,25
