areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00061016,3.2,22.4,74.4
E00061017,3.2,24.2,72.6
E00061213,0,33.9,66.1
E00061214,1.8,30.7,67.5
E00061216,2.7,44.1,53.2
E00061217,2.8,25.5,71.7
E00061218,0.9,25,74.1
E00061219,0.8,37,62.2
E00061220,2.6,23.9,73.5
E00061221,3.3,24.6,72.1
E00061222,3.4,34.2,62.4
E00061223,4,17.3,78.7
E00061224,0.8,32.5,66.7
E00061225,0,25.4,74.6
E00061227,2.4,15.4,82.1
E00061228,4,23.2,72.8
E00061229,0,31.5,68.5
E00061230,2.3,40.9,56.8
E00061231,4.1,20.5,75.4
E00061292,0.9,45.9,53.2
E00061293,4.8,28,67.2
E00061294,5.7,35.8,58.5
E00061295,2.3,23.3,74.4
E00061296,2.5,27.9,69.7
E00061297,2.5,25.6,71.9
E00061298,3.5,44.7,51.8
E00061299,0.8,34.1,65.1
E00061300,6,46,48
E00061301,0.8,39,60.2
E00061302,4.3,27,68.7
E00061303,2.6,39.5,57.9
E00061304,0.8,50.4,48.7
E00061305,1.8,38.1,60.2
E00061306,0,42.3,57.7
E00061307,1.7,35.8,62.5
E00061308,3.4,34.2,62.3
E00061309,0.8,76.8,22.4
E00061310,0.9,62.3,36.8
E00061311,3.9,24.4,71.7
E00061312,5.2,31.3,63.5
E00061313,1.6,26.7,71.7
E00061314,3.1,28.9,68
E00061315,2.3,26.4,71.3
E00061316,0.8,26.9,72.3
E00061317,5.7,68.4,25.9
E00061318,1.9,53.8,44.3
E00061319,0.7,60.4,38.8
E00061320,5.1,67.4,27.5
E00061321,4.1,41,54.9
E00061322,0.4,43.6,56
E00061323,6,30.8,63.2
E00061324,7.3,29.1,63.6
E00061325,3.6,46.7,49.6
E00061326,6.1,34.1,59.8
E00061327,2.4,27.4,70.2
E00061328,2.8,40.7,56.6
E00061329,3.3,24.8,71.9
E00061330,4.5,34.5,60.9
E00061331,7.9,29.4,62.7
E00061332,2.2,42.8,55.1
E00061333,5.4,42.3,52.3
E00061334,0.7,18.2,81
E00061335,0,51.3,48.7
E00061406,4.8,15.1,80.2
E00061408,5.3,23.3,71.4
E00061413,1.6,49.2,49.2
E00061414,2.4,49.6,48
E00061415,0,39.5,60.5
E00061416,0.9,52.2,46.9
E00061417,1.7,23.5,74.8
E00061420,1.8,27,71.2
E00061421,3.3,15,81.7
E00061423,1.6,26,72.4
E00061425,1.8,21.8,76.4
E00061426,1.4,35.7,62.9
E00061446,1.7,31.3,67
E00061447,6.7,32.8,60.5
E00061448,1.7,43.3,55
E00061449,7.3,26.6,66.1
E00061450,3.3,37.7,59
E00061451,3,31.1,65.9
E00061452,1.7,19.8,78.5
E00061453,3,25.8,71.2
E00061454,0.7,28.4,70.9
E00061455,5.4,21.5,73.1
E00061456,3.1,41.2,55.7
E00061457,0,37,63
E00165770,0,46.5,53.5
E00174120,4.5,17.4,78
E00174128,0,15.6,84.4
E00174130,5.1,16.2,78.6
E00174133,0.9,27.2,71.9
E00188266,0,8.3,91.7
E00188292,0.7,15.8,83.5
