areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00061016,35.7,40.2,16.1,8
E00061017,29.6,28.7,23.1,18.5
E00061213,25.3,36.3,18.7,19.8
E00061214,31,33.3,24.1,11.5
E00061216,31.3,26.5,27.7,14.5
E00061217,27,33.6,28.9,10.5
E00061218,36.2,33.6,17.2,12.9
E00061219,28.6,28.6,17.9,25
E00061220,31.1,30.1,22.3,16.5
E00061221,27.1,35.7,22.5,14.7
E00061222,27.3,35.2,25,12.5
E00061223,32.6,31.4,24.4,11.6
E00061224,29.2,39.6,16.7,14.6
E00061225,27.4,41,18.8,12.8
E00061227,33.3,30.4,24.4,11.9
E00061228,30.8,33.8,17.7,17.7
E00061229,34.8,28.7,27.8,8.7
E00061230,37.2,31.9,19.1,11.7
E00061231,24.1,30.2,25,20.7
E00061292,49.2,23,11.5,16.4
E00061293,34.8,27.8,23.5,13.9
E00061294,15.2,38,29.3,17.4
E00061295,23.5,36.1,26.1,14.3
E00061296,31.6,27.1,23.3,18
E00061297,28.2,29,26.6,16.1
E00061298,32.9,23.5,24.7,18.8
E00061299,30.1,35.9,27.2,6.8
E00061300,29.7,27.3,18,25
E00061301,27.6,33.6,22.4,16.4
E00061302,36.6,27.7,15.8,19.8
E00061303,26.4,37.9,21.8,13.8
E00061304,43,32.3,12.9,11.8
E00061305,37.1,22.6,22.6,17.7
E00061306,46.7,25.3,8,20
E00061307,32.6,34.7,17.9,14.7
E00061308,39.5,28.9,21.1,10.5
E00061309,37,20.4,20.4,22.2
E00061310,31.7,34.9,12.7,20.6
E00061311,25.2,27.6,29.9,17.3
E00061312,26.3,32.2,25.4,16.1
E00061313,28.4,36,18.4,17.2
E00061314,25.9,35.7,21.4,17
E00061315,22,26.5,32.6,18.9
E00061316,17.5,39.2,29.9,13.4
E00061317,25.5,30.9,29.8,13.8
E00061318,29.5,28.4,24.2,17.9
E00061319,17.3,32.1,34.6,16
E00061320,28.1,36,21.3,14.6
E00061321,28.7,34.3,24.1,13
E00061322,22.9,26.7,34.3,16.2
E00061323,31.2,32.8,26.4,9.6
E00061324,39,31.4,19,10.5
E00061325,21.7,27.5,31.7,19.2
E00061326,28.6,31.1,28.6,11.8
E00061327,23.5,39.1,20.9,16.5
E00061328,17.6,27.9,41.9,12.5
E00061329,34.8,23.9,26.1,15.2
E00061330,28.4,38.8,19,13.8
E00061331,32.5,34.1,13,20.3
E00061332,18.9,30,38.9,12.2
E00061333,27.9,29.5,33.6,9
E00061334,20.2,26.6,39.5,13.7
E00061335,33.3,29.3,23.2,14.1
E00061406,30.1,31.9,23.5,14.5
E00061408,31.5,25.4,24.6,18.5
E00061413,42.5,23.3,20.5,13.7
E00061414,29.4,36.8,20.6,13.2
E00061415,32.3,27.7,27.7,12.3
E00061416,40,22.2,20,17.8
E00061417,23.7,30.7,34.2,11.4
E00061420,35.2,30.5,20.3,14.1
E00061421,27.5,24.4,29,19.1
E00061423,23.8,33.8,29.1,13.2
E00061425,34.6,22.6,30.2,12.6
E00061426,34.1,27.7,23.7,14.5
E00061446,30.3,40.4,18.2,11.1
E00061447,41.1,27.1,15.5,16.3
E00061448,28.2,29.5,23.1,19.2
E00061449,40.5,27.9,18,13.5
E00061450,28.6,32.8,21,17.6
E00061451,34.6,23.4,21.5,20.6
E00061452,25.6,33.8,25.6,15
E00061453,32.1,28.2,25.2,14.5
E00061454,36.5,28.5,19,16.1
E00061455,35.2,32.7,16.7,15.4
E00061456,38.7,29.3,10.7,21.3
E00061457,35.1,23.7,24.6,16.7
E00165770,34,21.3,25.5,19.1
E00174120,29.6,28.3,25.7,16.4
E00174128,25.8,33.1,23.9,17.2
E00174130,30.9,32,18.3,18.9
E00174133,30.2,35.8,20.8,13.2
E00188266,26,44.1,20.5,9.4
E00188292,38,27.9,20.1,14
