areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00061016,83.6,0,16.4
E00061017,76.5,1.8,21.7
E00061213,89.6,0,10.4
E00061214,83.3,0,16.7
E00061216,79.3,0,20.7
E00061217,91.6,0.6,7.8
E00061218,82.6,1.2,16.2
E00061219,62.9,0,37.1
E00061220,87.8,0.4,11.8
E00061221,93.3,0.7,6
E00061222,87.8,0.4,11.7
E00061223,88.2,0.3,11.5
E00061224,84.4,0.4,15.2
E00061225,82.5,0.4,17.2
E00061227,89.8,1.3,8.9
E00061228,87.9,0,12.1
E00061229,85.7,1.2,13.1
E00061230,66.8,1.5,31.7
E00061231,87.2,0.3,12.5
E00061292,75.8,1,23.2
E00061293,80.1,0.7,19.2
E00061294,85.3,2.7,12.1
E00061295,87.2,1.7,11.1
E00061296,80.2,0,19.8
E00061297,83,0.7,16.3
E00061298,79.6,0,20.4
E00061299,88.2,0,11.8
E00061300,74.8,0.7,24.5
E00061301,79.1,0.4,20.6
E00061302,85.1,0,14.9
E00061303,84,3.6,12.4
E00061304,76.6,1.6,21.8
E00061305,87.8,0.9,11.3
E00061306,81.6,0,18.4
E00061307,89.3,3.3,7.4
E00061308,72.4,0.3,27.3
E00061309,64.1,0.6,35.4
E00061310,77.5,0,22.5
E00061311,84.9,1,14.1
E00061312,80.7,1.2,18.1
E00061313,78.8,2.8,18.4
E00061314,80.9,1,18.1
E00061315,90,0.4,9.6
E00061316,90.9,0.4,8.7
E00061317,74.4,6,19.6
E00061318,80.5,4.7,14.8
E00061319,71.5,1.9,26.6
E00061320,77.3,3,19.7
E00061321,77.8,6.2,16
E00061322,84.3,0.5,15.2
E00061323,79.5,0.7,19.9
E00061324,78.2,1.1,20.7
E00061325,79.1,5.2,15.7
E00061326,82.6,1.7,15.7
E00061327,86.3,1.5,12.2
E00061328,77.7,1.2,21.1
E00061329,71,0.6,28.4
E00061330,76.3,4.2,19.5
E00061331,71.7,1.3,27
E00061332,80.5,1.8,17.7
E00061333,71.4,0.6,28.1
E00061334,91.5,1.2,7.3
E00061335,71.8,6,22.2
E00061406,92,1.5,6.5
E00061408,79.7,1,19.4
E00061413,79.6,0.5,19.9
E00061414,76.6,1,22.4
E00061415,84.2,0.9,14.9
E00061416,76.8,0,23.2
E00061417,83.5,0.7,15.8
E00061420,89.5,0.8,9.8
E00061421,94.9,1,4.1
E00061423,92,0,8
E00061425,94.7,0,5.3
E00061426,89.7,0.6,9.6
E00061446,76.6,1.2,22.1
E00061447,84.1,0.4,15.5
E00061448,82.9,0.9,16.2
E00061449,85.1,0,14.9
E00061450,78.9,3.4,17.7
E00061451,82.4,1.1,16.5
E00061452,81.6,1.6,16.7
E00061453,90.6,0.7,8.7
E00061454,80.5,0,19.5
E00061455,89,1.6,9.4
E00061456,66.7,0.4,32.9
E00061457,74.6,0.8,24.6
E00165770,79.9,0.6,19.5
E00174120,93.8,0.3,6
E00174128,93.1,0.3,6.6
E00174130,93.7,1.6,4.7
E00174133,83.8,0.4,15.8
E00188266,84.9,0.9,14.2
E00188292,91.6,1.8,6.6
