areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00061016,35.2,64.8
E00061017,36.4,63.6
E00061213,33,67
E00061214,27.3,72.7
E00061216,28.9,71.1
E00061217,27.8,72.2
E00061218,28.2,71.8
E00061219,31.9,68.1
E00061220,29.1,70.9
E00061221,29.5,70.5
E00061222,24.4,75.6
E00061223,32.6,67.4
E00061224,27.7,72.3
E00061225,24.8,75.2
E00061227,33.1,66.9
E00061228,34.4,65.6
E00061229,37.1,62.9
E00061230,33,67
E00061231,21.4,78.6
E00061292,37.7,62.3
E00061293,37.9,62.1
E00061294,41.1,58.9
E00061295,29.7,70.3
E00061296,33.1,66.9
E00061297,29.5,70.5
E00061298,34.5,65.5
E00061299,33.3,66.7
E00061300,36.7,63.3
E00061301,31.9,68.1
E00061302,34.3,65.7
E00061303,32.6,67.4
E00061304,32.3,67.7
E00061305,27,73
E00061306,32,68
E00061307,25.3,74.7
E00061308,31.9,68.1
E00061309,43.4,56.6
E00061310,24.6,75.4
E00061311,27.6,72.4
E00061312,27,73
E00061313,26.2,73.8
E00061314,28.9,71.1
E00061315,39.4,60.6
E00061316,37.1,62.9
E00061317,30.5,69.5
E00061318,32.3,67.7
E00061319,29.3,70.7
E00061320,35.9,64.1
E00061321,32.1,67.9
E00061322,49.5,50.5
E00061323,36,64
E00061324,43.7,56.3
E00061325,28.1,71.9
E00061326,32.5,67.5
E00061327,31.9,68.1
E00061328,35.3,64.7
E00061329,32.3,67.7
E00061330,28.7,71.3
E00061331,38,62
E00061332,39.6,60.4
E00061333,33.6,66.4
E00061334,38.4,61.6
E00061335,34.4,65.6
E00061406,37.1,62.9
E00061408,30.5,69.5
E00061413,35.1,64.9
E00061414,33.8,66.2
E00061415,37.3,62.7
E00061416,36.4,63.6
E00061417,23.1,76.9
E00061420,37.9,62.1
E00061421,31.8,68.2
E00061423,28.3,71.7
E00061425,28.5,71.5
E00061426,30.2,69.8
E00061446,28.7,71.3
E00061447,40.5,59.5
E00061448,38.2,61.8
E00061449,36.9,63.1
E00061450,32.2,67.8
E00061451,33.9,66.1
E00061452,30.6,69.4
E00061453,35.4,64.6
E00061454,32.1,67.9
E00061455,27.8,72.2
E00061456,43.8,56.2
E00061457,35.9,64.1
E00165770,29.2,70.8
E00174120,24.2,75.8
E00174128,30.4,69.6
E00174130,21.1,78.9
E00174133,31.4,68.6
E00188266,23.4,76.6
E00188292,29.7,70.3
