geography_code,heating_type_3a-001,heating_type_3a-002
W00005185,0,100
W00005189,0,100
W00005191,0.9,99.1
W00005192,0,100
W00005318,0,100
W00005319,0.8,99.2
W00005320,0,100
W00005321,0,100
W00005322,0,100
W00005324,0.8,99.2
W00005325,1,99
W00005326,1,99
W00005327,0,100
W00005329,0,100
W00005330,0,100
W00005331,1.5,98.5
W00005332,0.9,99.1
W00005333,0,100
W00005334,0,100
W00005335,0,100
W00005338,0.9,99.1
W00005506,1.5,98.5
W00005510,0,100
W00005511,2,98
W00005512,0,100
W00005513,0,100
W00005514,1,99
W00005515,0,100
W00005516,0,100
W00006105,1.5,98.5
W00006106,1.3,98.7
W00006107,2.6,97.4
W00006108,0,100
W00006109,0.8,99.2
W00006110,0,100
W00006111,0.8,99.2
W00006112,2.3,97.7
W00006113,1.5,98.5
W00006114,0.7,99.3
W00006115,1.6,98.4
W00006116,0.8,99.2
W00006117,0,100
W00006118,1,99
W00006119,0,100
W00006120,1.3,98.7
W00006121,0,100
W00006122,1.1,98.9
W00006123,0,100
W00006124,0,100
W00006125,0,100
W00006126,0,100
W00006127,0,100
W00006129,0.7,99.3
W00006174,0.7,99.3
W00006175,0.8,99.2
W00006176,0,100
W00006177,0.8,99.2
W00006178,1,99
W00006179,0.8,99.2
W00006180,0,100
W00006181,0,100
W00006182,0.9,99.1
W00006183,0.7,99.3
W00006184,0,100
W00006185,0,100
W00006186,0.8,99.2
W00006187,0,100
W00006188,0,100
W00006189,1.6,98.4
W00006190,0,100
W00006191,0,100
W00006192,0.9,99.1
W00006193,0.8,99.2
W00006209,0,100
W00006210,0,100
W00006211,1.3,98.7
W00006212,0.8,99.2
W00006213,0.9,99.1
W00006214,0,100
W00006215,0.7,99.3
W00006216,0.9,99.1
W00006217,0,100
W00006218,0.8,99.2
W00006219,0,100
W00006230,4.5,95.5
W00006233,1.6,98.4
W00006234,0.8,99.2
W00006235,1.8,98.2
W00006236,0,100
W00006237,0.8,99.2
W00006238,0,100
W00006265,0,100
W00006266,0,100
W00006268,0.5,99.5
W00006269,0.6,99.4
W00006270,0,100
W00006271,0,100
W00006272,0,100
W00006273,0,100
W00006274,0,100
W00006275,0.7,99.3
W00006276,0,100
W00006277,0,100
W00006278,0.5,99.5
W00006280,0,100
W00006281,0,100
W00006282,0,100
W00006283,0.6,99.4
W00006284,0.5,99.5
W00006286,0,100
W00006287,0.8,99.2
W00006289,0,100
W00006290,1.3,98.7
W00006291,1.4,98.6
W00006292,0.9,99.1
W00006293,1.6,98.4
W00006294,0,100
W00006295,0.7,99.3
W00006296,0,100
W00006297,0.8,99.2
W00006298,0,100
W00006299,0,100
W00006309,0,100
W00006314,1.4,98.6
W00006316,0,100
W00006400,0,100
W00006401,0.8,99.2
W00006402,0.7,99.3
W00006403,0,100
W00006404,1.8,98.2
W00006405,0.8,99.2
W00006406,0.8,99.2
W00006407,0.9,99.1
W00006408,0.8,99.2
W00006409,0.8,99.2
W00006410,0,100
W00006411,0,100
W00006412,2.3,97.7
W00006413,0.8,99.2
W00006414,0,100
W00006415,2.3,97.7
W00006416,0,100
W00006417,0.8,99.2
W00006418,0,100
W00006429,2.3,97.7
W00006430,1.7,98.3
W00006431,0,100
W00006432,0,100
W00006433,0,100
W00006434,0,100
W00006435,0.6,99.4
W00006437,1,99
W00006438,0.8,99.2
W00006439,0,100
W00006440,0.5,99.5
W00006441,0,100
W00006442,0,100
W00006443,1.5,98.5
W00006444,0,100
W00006445,0,100
W00006446,0,100
W00006447,0.8,99.2
W00006448,5.2,94.8
W00006449,0.7,99.3
W00006450,0,100
W00006451,0.7,99.3
W00006453,0,100
W00006454,0,100
W00006455,0,100
W00006456,2.9,97.1
W00006457,0.8,99.2
W00006458,2.2,97.8
W00006459,1.4,98.6
W00006460,0.8,99.2
W00006461,0.8,99.2
W00006462,0,100
W00006463,2.8,97.2
W00006466,1.6,98.4
W00006467,0.8,99.2
W00006468,0.8,99.2
W00006469,0,100
W00006470,0.8,99.2
W00006471,2.3,97.7
W00006472,2.5,97.5
W00006473,1.1,98.9
W00006474,1.1,98.9
W00006475,1.6,98.4
W00006476,1.6,98.4
W00006484,0.7,99.3
W00006485,0,100
W00006486,0,100
W00006487,0.8,99.2
W00006488,0.8,99.2
W00006489,2.2,97.8
W00006490,0.7,99.3
W00006491,2.3,97.7
W00006492,0.8,99.2
W00006493,0.8,99.2
W00006494,0,100
W00006495,0.7,99.3
W00006496,0,100
W00006497,1.5,98.5
W00006498,0,100
W00006499,0.9,99.1
W00006527,0,100
W00006528,0,100
W00006529,0.8,99.2
W00006530,0.8,99.2
W00006531,0,100
W00006532,2.7,97.3
W00006533,0,100
W00006534,0,100
W00006535,0.8,99.2
W00006562,0.8,99.2
W00006564,0.9,99.1
W00006565,0,100
W00006566,0.6,99.4
W00006567,0,100
W00006568,0,100
W00006569,1.3,98.7
W00006570,0.8,99.2
W00006571,0,100
W00006572,0,100
W00006573,0.7,99.3
W00006574,0.8,99.2
W00006575,0,100
W00006576,0.6,99.4
W00006577,0,100
W00006578,0,100
W00006579,0,100
W00006580,0,100
W00006581,1.6,98.4
W00006583,0,100
W00006584,0,100
W00006585,0.9,99.1
W00006586,0,100
W00006587,0.7,99.3
W00006588,0,100
W00006589,2.6,97.4
W00006590,1.5,98.5
W00006592,0,100
W00006593,0.9,99.1
W00006594,0,100
W00006697,0,100
W00006698,0,100
W00006699,0,100
W00006700,0,100
W00006701,0.7,99.3
W00006702,0,100
W00006703,0,100
W00006704,1.8,98.2
W00006705,0,100
W00006706,0,100
W00006707,0,100
W00006708,2.3,97.7
W00009893,0,100
W00009895,0,100
W00009896,2.4,97.6
W00009898,0.8,99.2
W00009899,0,100
W00009900,0,100
W00009901,0,100
W00009902,0.5,99.5
W00009906,1.2,98.8
W00009908,0.6,99.4
W00009910,0,100
W00009913,1.7,98.3
W00009914,0,100
W00009915,0,100
W00009949,0,100
W00009950,0,100
W00009969,3.2,96.8
W00010267,0,100
W00010272,0,100
W00010275,0,100
W00010284,0.7,99.3
W00010286,0,100
W00010289,0.4,99.6
W00010291,0,100
W00010293,0,100
W00010294,0,100
W00010303,0,100
W00010306,0,100
W00010308,0,100
W00010311,0,100
W00010313,0,100
W00010314,0,100
W00010315,0,100
W00010395,0,100
W00010410,0,100
