areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00054799,59.5,6.8,33.8
E00054800,53.3,1.1,45.6
E00054803,47,0.5,52.5
E00054826,56.4,1.9,41.7
E00055508,54.1,3.4,42.5
E00055509,52.3,2.3,45.3
E00055510,37.2,4.6,58.2
E00055511,43.6,4.7,51.7
E00055512,44,3.6,52.4
E00055513,47.4,3.6,49
E00055514,51.1,5.8,43
E00055515,45.9,3,51.1
E00055516,60.7,4.5,34.8
E00055517,51.9,4.2,44
E00055518,50.5,0.5,49.1
E00055519,59.5,3.4,37.1
E00055520,60.1,2.8,37
E00055521,61.3,2.2,36.5
E00055522,54.2,0.4,45.5
E00055523,59.7,3.6,36.8
E00055524,43.9,6.2,49.8
E00055525,59.4,1.4,39.1
E00055526,51.9,2.7,45.4
E00055527,40.7,4,55.3
E00055528,51.8,5.3,43
E00055529,52.2,6.3,41.5
E00055530,58.1,0.9,41
E00055531,56.3,3.9,39.8
E00055532,56.9,1.8,41.3
E00055533,73.5,5.4,21.1
E00055534,57.1,3.6,39.2
E00055535,35.4,3.9,60.7
E00055536,51.5,6.6,41.9
E00055537,58.5,5.6,35.9
E00055538,61.2,6.7,32.1
E00055539,51.3,5.8,42.9
E00055540,40.2,2.9,56.8
E00055541,70.8,1.8,27.3
E00055542,41.1,5,53.9
E00055543,45.9,5.2,48.8
E00055544,50.8,4.6,44.6
E00055545,45.2,4.3,50.5
E00055546,50.6,6.7,42.7
E00055547,42.9,5.2,51.9
E00055548,44.8,5.7,49.5
E00055549,45.5,6.2,48.3
E00055550,48.9,2.3,48.9
E00055551,47.7,4.5,47.7
E00055552,67.4,3.1,29.5
E00055553,47.4,3.7,48.9
E00055554,57.2,2.5,40.3
E00055555,56.1,4.2,39.6
E00055556,59.9,3.1,36.9
E00055557,65.2,0.4,34.5
E00055558,51.9,3,45.1
E00055559,60.3,0.5,39.3
E00055560,43.9,5.8,50.3
E00055561,61.3,2.8,35.8
E00055562,54.3,4.6,41.1
E00055563,47.2,7.2,45.5
E00055564,60.8,2.1,37.1
E00055565,63,4.9,32.1
E00055566,48.8,6.5,44.7
E00055567,61.9,4.6,33.5
E00055568,66.5,2.5,31
E00055569,56.2,3.7,40.1
E00055570,62.9,4.7,32.4
E00055571,59.9,3.3,36.8
E00055573,61.7,2.5,35.8
