areacd,sex-001,sex-002
E00054799,53.8,46.2
E00054800,53.9,46.1
E00054803,51.4,48.6
E00054826,51,49
E00055508,47.8,52.2
E00055509,51.1,48.9
E00055510,49.2,50.8
E00055511,50.9,49.1
E00055512,50.3,49.7
E00055513,49.6,50.4
E00055514,50.7,49.3
E00055515,52.6,47.4
E00055516,48.9,51.1
E00055517,48.5,51.5
E00055518,52,48
E00055519,49.8,50.2
E00055520,50.7,49.3
E00055521,50.5,49.5
E00055522,47,53
E00055523,52,48
E00055524,51.9,48.1
E00055525,47.9,52.1
E00055526,50.1,49.9
E00055527,56.3,43.7
E00055528,46.1,53.9
E00055529,52.6,47.4
E00055530,52,48
E00055531,50.4,49.6
E00055532,47.9,52.1
E00055533,52.6,47.4
E00055534,48.1,51.9
E00055535,45.4,54.6
E00055536,48.4,51.6
E00055537,50.8,49.2
E00055538,53.4,46.6
E00055539,50.5,49.5
E00055540,54.4,45.6
E00055541,48.7,51.3
E00055542,48.6,51.4
E00055543,49.9,50.1
E00055544,48.5,51.5
E00055545,48.9,51.1
E00055546,49.3,50.7
E00055547,50.2,49.8
E00055548,49.6,50.4
E00055549,46,54
E00055550,52.7,47.3
E00055551,51.4,48.6
E00055552,51.4,48.6
E00055553,49.6,50.4
E00055554,53.1,46.9
E00055555,49.3,50.7
E00055556,46.9,53.1
E00055557,54.7,45.3
E00055558,51.1,48.9
E00055559,52.6,47.4
E00055560,52.3,47.7
E00055561,47.6,52.4
E00055562,49.2,50.8
E00055563,46,54
E00055564,48.7,51.3
E00055565,52.9,47.1
E00055566,50.3,49.7
E00055567,50.3,49.7
E00055568,51.6,48.4
E00055569,51.4,48.6
E00055570,52.7,47.3
E00055571,52.7,47.3
E00055573,47.6,52.4
E00055574,51.5,48.5
E00055575,53.6,46.4
E00055576,53.1,46.9
E00055577,50.2,49.8
E00055579,53.2,46.8
E00055580,49.2,50.8
E00055582,49.1,50.9
E00055583,51.8,48.2
E00055584,50.9,49.1
E00055585,50.4,49.6
E00055586,54.8,45.2
E00055588,50.4,49.6
E00055589,53.8,46.2
E00055590,53,47
E00055591,49.8,50.2
E00055592,51.6,48.4
E00055593,49.5,50.5
E00055594,50.4,49.6
E00055595,48.5,51.5
E00055596,51.2,48.8
E00055597,53.7,46.3
E00055598,48.7,51.3
E00055599,49.2,50.8
E00055600,49,51
E00055602,49.5,50.5
E00055603,50.3,49.7
E00055604,49.9,50.1
E00055605,48.5,51.5
E00055606,48,52
E00055607,51.4,48.6
E00055608,51,49
E00055609,49.1,50.9
E00055610,55.1,44.9
E00055611,48.1,51.9
E00055612,53.3,46.7
E00055613,51.6,48.4
E00055614,51.7,48.3
E00055615,51.8,48.2
E00055616,48.4,51.6
E00055617,52,48
E00055618,54.5,45.5
E00055619,47.5,52.5
E00055620,50.3,49.7
E00055621,50,50
E00055672,52.1,47.9
E00055673,50.2,49.8
E00055674,46.1,53.9
E00055675,53,47
