areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00054799,92.7,7.3
E00054800,94.7,5.3
E00054803,94.7,5.3
E00054826,97,3
E00055508,79.3,20.7
E00055509,64.9,35.1
E00055510,71.9,28.1
E00055511,59.3,40.7
E00055512,64.5,35.5
E00055513,60.9,39.1
E00055514,70.5,29.5
E00055515,99.3,0.7
E00055516,94.9,5.1
E00055517,73.4,26.6
E00055518,97.6,2.4
E00055519,95.7,4.3
E00055520,85.4,14.6
E00055521,90.9,9.1
E00055522,98,2
E00055523,90.9,9.1
E00055524,81.1,18.9
E00055525,91.6,8.4
E00055526,85.1,14.9
E00055527,95,5
E00055528,65.1,34.9
E00055529,80.4,19.6
E00055530,96.7,3.3
E00055531,75.9,24.1
E00055532,82.6,17.4
E00055533,86.1,13.9
E00055534,76.4,23.6
E00055535,77.8,22.2
E00055536,76.2,23.8
E00055537,89.5,10.5
E00055538,92.8,7.2
E00055539,89.3,10.7
E00055540,65,35
E00055541,93.6,6.4
E00055542,61.7,38.3
E00055543,65.9,34.1
E00055544,61,39
E00055545,57.5,42.5
E00055546,70.4,29.6
E00055547,57,43
E00055548,75.9,24.1
E00055549,61.7,38.3
E00055550,62.2,37.8
E00055551,66.5,33.5
E00055552,91.1,8.9
E00055553,71,29
E00055554,96.1,3.9
E00055555,83.8,16.2
E00055556,81.6,18.4
E00055557,93.3,6.7
E00055558,98.5,1.5
E00055559,94.3,5.7
E00055560,68.9,31.1
E00055561,91.4,8.6
E00055562,76.1,23.9
E00055563,74.7,25.3
E00055564,94,6
E00055565,88.5,11.5
E00055566,80.6,19.4
E00055567,88.1,11.9
E00055568,94.6,5.4
E00055569,91.5,8.5
E00055570,85,15
E00055571,92.6,7.4
E00055573,93.3,6.7
E00055574,79.1,20.9
E00055575,89.5,10.5
E00055576,88,12
E00055577,92.4,7.6
E00055579,86.5,13.5
E00055580,90.7,9.3
E00055582,82.5,17.5
E00055583,83.8,16.2
E00055584,85.2,14.8
E00055585,90.4,9.6
E00055586,83.5,16.5
E00055588,83.6,16.4
E00055589,72.3,27.7
E00055590,74.5,25.5
E00055591,86.3,13.7
E00055592,81.9,18.1
E00055593,66.9,33.1
E00055594,65.8,34.2
E00055595,77.5,22.5
E00055596,77.4,22.6
E00055597,79.9,20.1
E00055598,74.8,25.2
E00055599,73.9,26.1
E00055600,75.6,24.4
E00055602,68,32
E00055603,67.7,32.3
E00055604,69.8,30.2
E00055605,66.9,33.1
E00055606,69.4,30.6
E00055607,75.1,24.9
E00055608,80.2,19.8
E00055609,87.2,12.8
E00055610,74.1,25.9
E00055611,89.7,10.3
E00055612,89.1,10.9
E00055613,83.2,16.8
E00055614,78.4,21.6
E00055615,93.6,6.4
E00055616,86.7,13.3
E00055617,89,11
E00055618,94.8,5.2
E00055619,88.8,11.2
E00055620,90.1,9.9
E00055621,87.9,12.1
E00055672,97.9,2.1
E00055673,94.8,5.2
E00055674,98.6,1.4
