areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00080611,94.7,5.3
E00080612,97,3
E00080613,98.2,1.8
E00080614,98.8,1.2
E00080615,95.6,4.4
E00080616,96.8,3.2
E00080617,95.5,4.5
E00080618,97.8,2.2
E00080619,96,4
E00080620,97.6,2.4
E00080621,97.6,2.4
E00080622,95.1,4.9
E00080623,96.7,3.3
E00080624,97.4,2.6
E00080625,94.9,5.1
E00080626,95.3,4.7
E00080627,97.1,2.9
E00080628,91.7,8.3
E00080785,89.4,10.6
E00080787,92.8,7.2
E00080788,90.7,9.3
E00080789,94.5,5.5
E00080794,93.3,6.7
E00080795,96,4
E00080796,91.8,8.2
E00080797,89.9,10.1
E00080798,96.8,3.2
E00080799,97.2,2.8
E00080800,98.7,1.3
E00080801,96.1,3.9
E00080812,98.2,1.8
E00080813,97.6,2.4
E00080814,92,8
E00080815,94.1,5.9
E00080816,89.9,10.1
E00080817,93.1,6.9
E00080818,92.7,7.3
E00080819,94.9,5.1
E00080820,92.7,7.3
E00080821,96.8,3.2
E00080822,96.1,3.9
E00080823,97.3,2.7
E00080824,97.2,2.8
E00080825,93.4,6.6
E00080826,91.7,8.3
E00080827,90.2,9.8
E00080828,95.6,4.4
E00080829,84.9,15.1
E00080830,92.9,7.1
E00080831,95.1,4.9
E00080832,93.9,6.1
E00080833,93.4,6.6
E00080834,94.8,5.2
E00080835,94.8,5.2
E00080836,90.9,9.1
E00080837,98.2,1.8
E00080838,87.1,12.9
E00080839,85.8,14.2
E00080840,92.1,7.9
E00080841,96,4
E00080842,92.2,7.8
E00080843,89.9,10.1
E00080844,95.9,4.1
E00080845,90.3,9.7
E00080846,90.9,9.1
E00080847,92.3,7.7
E00080848,93.7,6.3
E00080849,98.1,1.9
E00080851,89.9,10.1
E00080852,92.1,7.9
E00080853,95.6,4.4
E00080854,91.3,8.7
E00080855,92.2,7.8
E00080856,97.4,2.6
E00080857,95,5
E00080858,81.2,18.8
E00080859,90.2,9.8
E00080860,96.8,3.2
E00080861,92.6,7.4
E00080882,96.2,3.8
E00080883,92.6,7.4
E00080884,90.5,9.5
E00080885,95.5,4.5
E00080886,93.6,6.4
E00080887,96.5,3.5
E00080888,93.7,6.3
E00080889,94.6,5.4
E00080890,93.2,6.8
E00080891,96.7,3.3
E00080892,91.4,8.6
E00080893,94.7,5.3
E00080894,95.8,4.2
E00080895,96.7,3.3
E00080896,95,5
E00080897,93.2,6.8
E00080898,96.4,3.6
E00080899,92.9,7.1
E00080900,92.8,7.2
E00080901,94.9,5.1
E00080902,92.9,7.1
E00080903,93.5,6.5
E00080904,95.2,4.8
E00080905,96.1,3.9
E00080906,93.1,6.9
E00080907,93.4,6.6
E00107950,96.7,3.3
E00107953,93.1,6.9
E00107956,91.8,8.2
E00107963,91.8,8.2
E00107964,92.2,7.8
E00107965,94.5,5.5
E00107966,94.1,5.9
E00107967,96,4
E00107968,94.3,5.7
E00107969,91.9,8.1
E00107970,95.5,4.5
E00107971,95.3,4.7
E00107972,94.6,5.4
E00107973,96.3,3.7
E00107974,91,9
E00107975,93.6,6.4
E00107976,92.7,7.3
E00107977,94.3,5.7
E00107978,96.3,3.7
E00107979,92,8
E00107980,93.7,6.3
E00107981,91.7,8.3
E00107982,96.3,3.7
E00107983,94.1,5.9
E00107984,96,4
E00107985,91.6,8.4
E00107986,89,11
E00107987,98.1,1.9
E00107988,95.7,4.3
E00107989,90.1,9.9
E00107990,91.5,8.5
E00107991,94.6,5.4
E00107992,92.7,7.3
E00107993,90.1,9.9
E00107994,92.1,7.9
E00107997,93.3,6.7
E00107998,92.5,7.5
E00107999,95.8,4.2
E00108000,94.6,5.4
E00108001,91.8,8.2
E00108002,93.6,6.4
E00108003,93.1,6.9
E00108004,91,9
E00108005,94.8,5.2
E00108006,94.1,5.9
E00108007,96.4,3.6
E00108008,96.4,3.6
E00108009,92.5,7.5
E00108010,96.5,3.5
E00108011,86.6,13.4
E00108012,78.1,21.9
E00108013,72.2,27.8
E00108014,80,20
E00108015,83.3,16.7
E00108016,87.6,12.4
E00108017,88.5,11.5
E00108018,89.7,10.3
E00108019,83.4,16.6
E00108020,88.4,11.6
E00108021,93.2,6.8
E00108022,88.4,11.6
E00108023,89.5,10.5
E00108024,88.3,11.7
E00108025,92.5,7.5
E00108026,92.3,7.7
E00108027,86.9,13.1
E00108028,91,9
E00108029,87.7,12.3
E00108030,86.6,13.4
E00108032,77.8,22.2
E00108033,95.5,4.5
E00108034,92.5,7.5
E00108035,86.4,13.6
E00108036,84.3,15.7
E00108037,84.1,15.9
E00108038,87.3,12.7
E00108039,84.5,15.5
E00108040,87.7,12.3
E00108041,83.6,16.4
E00108042,88.9,11.1
E00108043,85.5,14.5
E00108044,84,16
E00108045,87.5,12.5
E00108046,83,17
E00108047,84,16
E00108048,82.1,17.9
E00108049,90.9,9.1
E00108050,86.7,13.3
E00108051,90.4,9.6
E00108053,88.9,11.1
E00108054,85.7,14.3
E00108055,91.4,8.6
E00108056,90.8,9.2
E00108057,86.8,13.2
E00108058,96.8,3.2
E00108059,93.9,6.1
E00108060,91.5,8.5
E00108062,86.9,13.1
E00108063,91,9
E00108064,89.4,10.6
E00108066,89.5,10.5
