areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00080611,15.7,16.4,57.2,10.7
E00080612,6.3,20.6,58.7,14.3
E00080613,9.6,17.2,61.1,12.1
E00080614,12.2,15.1,62.6,10.1
E00080615,12.3,18.5,65.4,3.7
E00080616,4.9,21,62.2,11.9
E00080617,13.5,18.8,48.2,19.4
E00080618,11.4,15.4,57,16.1
E00080619,8,18.4,63.8,9.8
E00080620,12.8,21.8,57.9,7.5
E00080621,7,19.6,58.9,14.6
E00080622,11.8,21.5,52.1,14.6
E00080623,13.1,15.6,63.1,8.2
E00080624,5.3,17.2,63.6,13.9
E00080625,12.8,14,57,16.2
E00080626,15.3,20.9,50.8,13
E00080627,12.3,20.1,55.2,12.3
E00080628,12.1,17,51.8,19.1
E00080785,13.6,14.8,52.8,18.8
E00080787,16,15.4,51.5,17.2
E00080788,12,19,55,14
E00080789,15.7,13.1,45.8,25.5
E00080794,12,13.7,61.2,13.1
E00080795,16.8,13.7,51.6,18
E00080796,7.4,20.6,51.4,20.6
E00080797,11.3,13,59.9,15.8
E00080798,11.3,19.3,60,9.3
E00080799,12.9,20.5,53.8,12.9
E00080800,11.5,20.9,56.1,11.5
E00080801,12.9,18.2,56.1,12.9
E00080812,15,17.1,58.6,9.3
E00080813,11.3,14.5,57.2,17
E00080814,8.4,16.8,62.2,12.6
E00080815,10,17.7,61.5,10.8
E00080816,7.3,21.9,58.4,12.4
E00080817,10.9,17,60.6,11.5
E00080818,6.7,22.7,59.5,11
E00080819,10.8,19,60.8,9.5
E00080820,8,20.4,62,9.5
E00080821,5.7,19.8,59.4,15.1
E00080822,12.4,16.5,59.8,11.3
E00080823,9.1,23.4,49.4,18.2
E00080824,6.9,14.7,67.6,10.8
E00080825,9.8,21.3,59.2,9.8
E00080826,7.9,11.9,69.3,10.9
E00080827,9.4,15,68.5,7.1
E00080828,6.3,18.8,61.3,13.8
E00080829,10.1,18,58.3,13.7
E00080830,12.5,20.1,54.9,12.5
E00080831,12.3,27.2,50.6,9.9
E00080832,13.9,18.3,52.2,15.6
E00080833,11.2,17.4,67.1,4.3
E00080834,16.2,19.7,53,11.1
E00080835,11.4,20.2,63.2,5.3
E00080836,15.1,24.5,49.1,11.3
E00080837,10.8,16.1,65.6,7.5
E00080838,11.5,14.7,59,14.7
E00080839,11.5,16,62.6,9.9
E00080840,8.6,19.4,58.3,13.7
E00080841,7.9,17.2,70.2,4.6
E00080842,6.9,10.4,68.8,13.9
E00080843,10.8,15.6,62.9,10.8
E00080844,8.7,21,56.4,13.8
E00080845,9.6,14.7,69.9,5.8
E00080846,9.7,16.1,63.4,10.8
E00080847,9.5,20.2,59.9,10.3
E00080848,12,13.4,65.5,9.2
E00080849,6.2,17.3,70.4,6.2
E00080851,8.9,16.4,60.1,14.6
E00080852,14.4,21.8,53.7,10.1
E00080853,8.8,12.5,64.7,14
E00080854,9.6,18.5,61.8,10.2
E00080855,8.9,16.3,57.9,16.8
E00080856,7.8,18.6,56.9,16.8
E00080857,8.3,17.3,58.6,15.8
E00080858,11.9,19.4,58.2,10.4
E00080859,12.4,20.6,57.2,9.8
E00080860,9.7,17.5,58.3,14.6
E00080861,12.8,16.8,63.8,6.7
E00080882,6.3,16.1,71.8,5.7
E00080883,7.9,21.6,61.2,9.4
E00080884,11,20.7,54.3,14
E00080885,10.7,23,54.1,12.3
E00080886,10.6,18.1,59.4,11.9
E00080887,5.1,15.8,66.3,12.8
E00080888,7.4,17.8,61.3,13.5
E00080889,10.7,16.8,60.4,12.1
E00080890,6,16.9,59.6,17.5
E00080891,14.7,11.3,64.7,9.3
E00080892,6.9,22.4,56.9,13.8
E00080893,12.6,18.9,61.3,7.2
E00080894,11.9,20.7,51.9,15.6
E00080895,7.2,15.6,65.6,11.7
E00080896,7.3,20.8,62.5,9.4
E00080897,10.5,14,62,13.5
E00080898,12.3,21,56.5,10.1
E00080899,9.4,22.2,59.6,8.8
E00080900,8.8,15.7,64.7,10.8
E00080901,13.5,18.1,53.8,14.6
E00080902,10.5,16,58.6,14.9
E00080903,6.2,16.3,66.7,10.9
E00080904,12.4,18.6,60.2,8.7
E00080905,9.6,21.2,56.2,13
E00080906,8.4,18.2,65.7,7.7
E00080907,7.4,18.3,65.1,9.1
E00107950,8.3,24.2,55.4,12.1
E00107953,14.3,17.7,54.4,13.6
E00107956,12.6,14.4,60.5,12.6
E00107963,4.6,16.8,67.9,10.7
E00107964,8.9,17.8,61.7,11.7
E00107965,9.2,21.6,60.1,9.2
E00107966,11.3,18.1,62.5,8.1
E00107967,10.4,13.2,63.2,13.2
E00107968,10.1,20.9,56.1,12.9
E00107969,4.1,22.3,61.2,12.4
E00107970,12.8,21.3,56.4,9.6
E00107971,15.9,18.2,53.5,12.4
E00107972,11.1,18.8,60.4,9.7
E00107973,11.1,20.1,57.6,11.1
E00107974,8.6,21,57.5,12.9
E00107975,12.6,17,48.4,22
E00107976,15.8,14.4,55.5,14.4
E00107977,12.8,18.8,56.4,12.1
E00107978,13.1,23.1,41.9,21.9
E00107979,14.4,21.6,52.6,11.3
E00107980,16.8,21.7,49.7,11.8
E00107981,7.3,19.8,63.5,9.4
E00107982,12.2,16.7,55.6,15.6
E00107983,9.8,19.6,52,18.6
E00107984,18.6,19.6,47.4,14.4
E00107985,5,13.4,70.9,10.6
E00107986,6.7,20.2,62.3,10.7
E00107987,21.3,15.6,44,19.1
E00107988,9.9,16.8,58.4,14.9
E00107989,11.6,13,60.6,14.8
E00107990,11.5,13,57,18.5
E00107991,9.8,20.6,60.3,9.3
E00107992,7.9,22,54.5,15.7
E00107993,11.2,16.8,57.9,14.2
E00107994,7.7,11.8,66.9,13.6
E00107997,18.7,12.7,56.6,12
E00107998,10.8,23,53.2,12.9
E00107999,23.4,9.2,54.6,12.8
E00108000,19.6,19,42.5,19
E00108001,6.1,17.7,62.6,13.6
E00108002,7.1,19.4,61.2,12.4
E00108003,8.9,22.2,57.8,11.1
E00108004,12.2,14.7,66,7.1
E00108005,8.5,23.2,51.2,17.1
E00108006,11.4,18.7,53.6,16.3
E00108007,8.5,16.2,64.1,11.3
E00108008,10.6,19.2,61.5,8.7
E00108009,16.3,18.5,56.3,8.9
E00108010,8.3,19.4,59,13.2
E00108011,5.5,16.4,69.1,9.1
E00108012,10.6,18.9,57.6,12.9
E00108013,8,16.8,63.7,11.5
E00108014,9,25.6,57.9,7.5
E00108015,7.5,21.7,57.5,13.2
E00108016,8,17.8,66.7,7.5
E00108017,10.6,20.7,56.7,12
E00108018,10.8,27,50,12.2
E00108019,6.9,12,70.8,10.2
E00108020,11.7,18.3,57.2,12.8
E00108021,11.9,15.5,63.1,9.5
E00108022,8.9,15.6,67.2,8.3
E00108023,15.1,16.4,59.1,9.4
E00108024,6.2,25.9,55.6,12.3
E00108025,8.8,18.9,59.5,12.8
E00108026,13.5,22,51.1,13.5
E00108027,10,26.5,55.3,8.2
E00108028,8.4,20.8,59.7,11
E00108029,14.3,15.6,59.2,10.9
E00108030,11.5,22.9,55.2,10.4
E00108032,11.9,12.7,65.7,9.7
E00108033,10.5,20.4,58.6,10.5
E00108034,13.4,15.7,59.8,11
E00108035,13.2,18.5,58.7,9.5
E00108036,9.6,21.5,57.6,11.3
E00108037,11.6,23.3,57.7,7.4
E00108038,11,21.9,59.6,7.5
E00108039,12.7,23.1,54.5,9.7
E00108040,5,19.4,63.1,12.5
E00108041,12.6,28,49.7,9.8
E00108042,12.6,21.6,54.5,11.4
E00108043,8.9,18.5,60.3,12.3
E00108044,8.6,16.2,67.2,8.1
E00108045,7.5,23.9,57.5,11.2
E00108046,5.4,16.9,64.9,12.8
E00108047,13.8,15.9,61.4,9
E00108048,9.4,21.1,63.2,6.4
E00108049,9.5,18,63,9.5
E00108050,5.5,19.7,67.2,7.7
E00108051,10.5,28.7,50.3,10.5
E00108053,8.5,12.4,70.6,8.5
E00108054,7,15.6,63.3,14.1
E00108055,8.6,19.1,57.9,14.5
E00108056,11.1,16.6,64.3,8.1
E00108057,11.3,16.6,64,8.1
E00108058,13.5,18.4,60.3,7.8
E00108059,12,17.6,58.4,12
E00108060,9.7,18.1,63.2,9
E00108062,9.5,18.9,64.7,7
E00108063,10.1,22.5,59.8,7.7
E00108064,12.3,13,62.3,12.3
E00108066,9.6,17.8,59.2,13.4
E00108067,12.6,21.8,51.7,13.8
E00108069,8.3,10.8,70,10.8
E00108070,9.8,21.3,59,9.8
E00108071,8.1,15.3,64.5,12.1
E00108072,7.8,25.2,58.3,8.7
E00108073,9,18.6,62.2,10.1
E00108074,14.4,22.6,52.7,10.3
E00108075,9.5,14.7,63.8,12.1
E00108076,15.5,15.5,58.1,10.9
E00108077,5.1,22.2,61.4,11.4
E00108078,11.8,20.7,56.8,10.7
E00108079,5.4,12.8,70.3,11.5
E00108080,21.1,21.1,49.5,8.4
E00108081,9.3,17.3,64.2,9.3
E00108082,7.5,20.6,58.8,13.1
E00108083,13.8,15.9,62.8,7.6
E00108084,9.7,16.6,62.1,11.7
E00108085,12.9,13.7,61.3,12.1
E00108086,12.3,23.8,56.6,7.4
E00108087,7.9,21.3,59.8,11
E00108088,12.6,11.2,60.1,16.1
