geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00134231,11.5,39.3,40.2,9
E00134232,10.9,37.3,31.8,20
E00136679,12,35.2,28,24.8
E00136680,11.7,43.6,24.5,20.2
E00136681,9,26.4,45.8,18.8
E00136682,24.2,22.6,31.5,21.8
E00136683,20.7,30.6,28.9,19.8
E00136684,17.6,31.1,40.5,10.8
E00136685,3.8,30.8,46.2,19.2
E00136686,20.5,35.2,18.2,26.1
E00136687,17.4,24.3,41,17.4
E00136688,20.6,30.8,30.8,17.8
E00136689,24.8,29.2,20.4,25.5
E00136691,18.6,32.2,32.2,16.9
E00136692,26.1,29.7,21.7,22.5
E00136693,17.5,21.9,36,24.6
E00136694,12.9,16.4,47.4,23.3
E00136695,23.4,22.3,33.7,20.7
E00136696,16.4,32.4,32,19.1
E00136706,13.2,27.9,36.8,22.1
E00136713,12.7,33.1,33.1,21.2
E00136745,22.5,29.8,33.1,14.6
E00136746,22.1,20.8,34.2,22.8
E00136747,27,33.6,27.7,11.7
E00136748,15.3,22.2,44.3,18.2
E00136749,31.4,30.6,14,24
E00136750,14.5,42.5,23.1,19.9
E00136751,11.4,32,34.9,21.7
E00136752,16.2,27.2,37.5,19.1
E00136753,12.7,36.6,32.1,18.7
E00136754,33.1,21.6,23.6,21.6
E00136757,28,27.2,27.2,17.6
E00136758,31,26.8,24.6,17.6
E00136760,30.9,25.9,22.2,21
E00136761,38.6,22.8,22.8,15.7
E00136762,36.1,30.3,23,10.7
E00136763,34.9,25.3,25.3,14.5
E00136764,22.2,23.5,38.3,16
E00136765,33.7,28.3,24.6,13.4
E00136766,38.5,26.9,11.5,23.1
E00136767,37.4,23.7,22.9,16
E00136768,35.6,43.8,13.7,6.8
E00136769,13,29,40.6,17.4
E00136770,27.8,36.1,25,11.1
E00136771,36.6,21.3,30.1,12
E00136772,37.4,22.2,24.2,16.2
E00136773,40.2,27.6,11.5,20.7
E00136774,43.4,23.7,8.6,24.3
E00136775,45.6,19,17,18.4
E00136776,32.1,24.2,24.2,19.4
E00136777,37.1,22.1,22.1,18.6
E00136778,40.7,29.3,12,18
E00136779,34.3,28.4,11.2,26.1
E00136789,20.1,28.4,33.3,18.1
E00136790,12.4,25.5,39.1,23
E00136794,5.8,35.8,38.7,19.7
E00136795,24.6,27,24.6,23.8
E00136796,22,30.9,30.9,16.3
E00136825,15.1,38.4,26.7,19.8
E00136826,23.3,42.7,22,12
E00136827,16.6,45,19.9,18.5
E00136829,25.2,44.7,10.6,19.5
E00136830,23.2,44.6,11.9,20.2
E00136831,23.8,35.4,22,18.9
E00136832,27.8,29.1,19,24.1
E00136833,20.8,37.6,21.8,19.8
E00136834,9.2,28.7,46,16.1
E00136835,17.5,37.3,27.8,17.5
E00136836,26.8,33.1,19.7,20.5
E00136837,28.7,34.8,18.3,18.3
E00136838,24.8,41.8,14.9,18.4
E00136839,24.6,36.6,20.2,18.6
E00136840,24.7,33.7,17.5,24.1
E00136847,17.7,28.4,37.6,16.3
E00136985,35.5,27.3,14.5,22.7
E00136986,39.9,27.9,16.4,15.8
E00136987,37.4,25.1,24.1,13.3
E00136988,34.8,22.7,29.8,12.7
E00136989,22.2,34.4,28.9,14.4
E00136990,33.1,25.5,15.9,25.5
E00136991,33.3,28.7,21.6,16.4
E00136992,28.6,28.6,27.8,15
E00137000,27.2,25.9,28.1,18.9
E00137001,20.5,28.6,33.9,17
E00137002,17.6,32.4,28.4,21.6
E00137003,21.2,33.9,29.7,15.3
E00137004,18.7,26.7,30,24.7
E00137005,31.9,31.9,17.6,18.5
E00137006,29.3,35.4,25.2,10.2
E00137007,25,35.3,17.2,22.4
E00137020,16.8,41,26.7,15.5
E00137023,19.9,31.4,29.5,19.2
E00137024,12.9,30.1,36.6,20.4
E00137034,12.8,30.2,36.9,20.1
E00153157,25,29,27.4,18.5
E00153158,20.3,29.4,34.6,15.7
E00153159,20.9,19.8,45.6,13.7
E00153160,25,25.8,36.7,12.5
E00153161,35.5,18.7,30.8,15
E00153162,34.7,28,19.5,17.8
E00153163,35,29.2,17.5,18.3
E00153164,8.5,16.9,55.9,18.6
E00153165,13.7,33.6,31.3,21.4
E00153166,14.2,42.5,15.1,28.3
E00153167,19.4,31.8,31.8,17.1
E00153168,11.8,18.5,47.2,22.5
E00153169,12.4,24.9,40.8,21.9
E00153170,10.1,32.3,35.9,21.7
E00153175,19.9,23.6,36,20.6
E00153176,9.7,23.7,47.3,19.4
E00153177,19.9,25.3,38.2,16.7
E00153178,21.3,25.3,36.2,17.2
E00153194,5.6,33.7,42.7,18
E00153195,16.3,25.2,43.1,15.4
E00153196,22.2,32.5,28.6,16.7
E00153197,15.2,26.5,36.4,21.9
E00153198,13.9,14.8,56.5,14.8
E00153199,17.5,20,36.3,26.3
E00153200,13.4,28,42.7,15.9
E00153201,19.5,22,43.3,15.2
E00153208,13.7,29,41.9,15.3
E00153232,24.6,22.9,35.6,16.9
E00153233,19.7,21.4,43.6,15.4
E00153234,30.1,27.1,26.3,16.5
E00153235,27.5,15,41.8,15.7
E00153236,18.5,36.1,27.8,17.6
E00153237,11.1,29.6,33.3,25.9
E00153238,21.8,28.6,31.6,18
E00153327,16.3,36.8,20,26.8
E00153328,19.9,31.8,27.8,20.5
E00153329,11.6,22.5,48.8,17.1
E00153330,19.7,36.8,26.9,16.6
E00153331,18.1,34,38.2,9.7
E00153332,27.2,38.3,14.2,20.4
E00153333,16.7,34.1,31.2,18.1
E00153334,18.3,38.9,29.8,13
E00153356,11.1,27.8,45.2,15.9
E00153357,18.8,41.1,23.2,17
E00153358,19,30.7,33.3,17
E00153359,21.3,34.9,29.6,14.2
E00153360,11.5,30.9,47.3,10.3
E00153361,4.4,27.9,45.6,22.1
E00153373,18.8,27.1,31.8,22.4
E00153378,17.8,22.8,41.6,17.8
E00153379,25.3,32.6,21.6,20.5
E00154005,8.3,29.9,43.3,18.5
E00154470,26.5,21.7,34.9,16.9
E00154473,20.2,28.1,30.3,21.3
E00154477,14.9,40.5,23,21.6
E00173699,19.4,23.2,35.5,21.9
E00174638,29.3,30.3,22.3,18.1
E00174644,35.5,29.4,19.6,15.4
E00187876,34,27.3,21.6,17
E00187883,12.3,42.1,23.7,21.9
E00187897,9.9,51.6,24.2,14.3
E00187926,5.6,38.9,33.3,22.2
E00187988,30.5,28,30.5,11
E00188002,36.7,33.3,16.9,13
E00188010,35.7,36.7,11.2,16.3
