areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00128516,5.1,34.8,35.5,24.6
E00128568,0,38.5,32.3,29.2
E00128569,1.1,25.8,41.9,31.2
E00140296,2.2,27.8,51.1,18.9
E00140297,9,20.5,46.2,24.4
E00140304,12.6,42.1,34.6,10.7
E00140305,1.2,38.3,43.2,17.3
E00140306,5.8,29.1,39.5,25.6
E00140329,8.1,36.2,41.6,14.1
E00140330,17.9,41.9,29.9,10.3
E00140331,6.8,43.2,33.6,16.4
E00140332,7.1,39.1,37.8,16
E00140333,4.9,36.6,42.6,15.8
E00140334,5.6,41.1,34.7,18.5
E00140335,6.6,40.6,38.7,14.2
E00140336,0,31.6,48,20.4
E00140337,10.2,53.1,30.5,6.3
E00140340,5.8,29.1,45.3,19.8
E00140345,0,25.8,44.3,29.9
E00140347,11.3,46.4,32.5,9.9
E00140348,1.3,27.3,50.6,20.8
E00140349,10.4,45.5,31.3,12.7
E00140350,15,56.3,24,4.8
E00140351,12,36.1,36.1,15.7
E00140352,8,36,33,23
E00140353,4,40.4,36.4,19.2
E00140354,11,52.7,30.2,6
E00140355,4.4,33.8,38.2,23.5
E00140356,29.8,48.2,14.2,7.8
E00140357,23.6,45.5,23,7.9
E00140358,30.4,54.8,8.7,6.1
E00140359,18.1,45.7,26.8,9.4
E00140360,16.4,49.7,23.7,10.2
E00140361,20.2,47.6,23.8,8.3
E00140362,34.6,49.4,11.7,4.3
E00140363,23,43,25.9,8.1
E00140364,11.9,57.6,23.7,6.8
E00140365,3,37.1,36.5,23.4
E00189822,6.3,49.7,30.8,13.3
E00189867,10.2,44.1,28.8,16.9
