areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00128516,13.7,20.6,41.7,24
E00128568,14.3,16.9,40.3,28.6
E00128569,7.6,14.5,44.3,33.6
E00140296,16.4,19.7,50,13.9
E00140297,13.4,14.4,46.4,25.8
E00140304,13.3,16.1,51.7,18.9
E00140305,17.8,20.5,35.6,26
E00140306,12.5,18,39.8,29.7
E00140329,10.5,14.5,55.2,19.8
E00140330,15,21.5,49.5,14
E00140331,8.9,19,48.1,24.1
E00140332,15.9,15.9,55.6,12.7
E00140333,16.2,19.5,46.5,17.8
E00140334,20.9,21.7,34.1,23.3
E00140335,19.8,24,39.6,16.7
E00140336,22,14.8,36.3,26.9
E00140337,18.6,20.6,43.1,17.6
E00140340,16.6,20.4,37.9,25.1
E00140345,18.2,17.4,34.1,30.3
E00140347,13.1,25.5,47.6,13.8
E00140348,16,20.2,30.9,33
E00140349,15.5,23.3,44,17.2
E00140350,11.2,17.6,50,21.2
E00140351,13.6,15.9,45.5,25
E00140352,16.2,14.4,42.3,27
E00140353,11.2,15.9,50.5,22.4
E00140354,17.1,19.4,50,13.5
E00140355,15.6,21,37.7,25.7
E00140356,17.2,27.6,44,11.2
E00140357,10.9,19.6,45.7,23.9
E00140358,16,12.3,55.6,16
E00140359,14.7,23.7,47.4,14.1
E00140360,8.3,25.9,51.3,14.5
E00140361,10.8,22.7,52.4,14.1
E00140362,14.3,17.6,56.3,11.8
E00140363,13.4,22.4,52.2,11.9
E00140364,9.1,16.2,63.6,11.1
E00140365,9.8,16.6,48.2,25.4
E00189822,9.8,27.8,45.9,16.5
E00189867,5.3,24.2,51.5,18.9
