areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00128516,31.7,15.1,0,53.2
E00128568,50.8,33.3,4.8,11.1
E00128569,46.7,31.5,0,21.7
E00140296,52.8,32.6,4.5,10.1
E00140297,45.5,29.9,0,24.7
E00140304,50.3,20.1,4.4,25.2
E00140305,59.3,29.6,4.9,6.2
E00140306,40.2,31.7,7.3,20.7
E00140329,43.1,39.6,5.6,11.8
E00140330,39.5,21.9,22.8,15.8
E00140331,47.6,26.6,2.8,23.1
E00140332,47.1,35.5,1.9,15.5
E00140333,55.2,30.6,10.4,3.8
E00140334,65.9,22.8,0.8,10.6
E00140335,66,13.2,7.5,13.2
E00140336,58.6,24.3,0.7,16.4
E00140337,54.3,10.9,3.9,31
E00140340,59.9,15.1,1.2,23.8
E00140345,53.6,30.9,3.1,12.4
E00140347,66.2,22.3,1.4,10.1
E00140348,66.2,22.1,2.6,9.1
E00140349,70.1,21.6,1.5,6.7
E00140350,44.6,17.9,11.3,26.2
E00140351,52.9,31,4.6,11.5
E00140352,57,17,2,24
E00140353,49.5,28.4,4.2,17.9
E00140354,48.4,20.9,4.4,26.4
E00140355,51.5,23.5,0.7,24.3
E00140356,49.1,13,32.4,5.6
E00140357,50.6,13.9,28.3,7.2
E00140358,47.8,14.8,7.8,29.6
E00140359,45,24.3,14.3,16.4
E00140360,36.2,26.6,20.9,16.4
E00140361,51.5,18,10.8,19.8
E00140362,40.7,9.3,7.4,42.6
E00140363,55.9,21.3,0.7,22.1
E00140364,63.6,19.5,1.7,15.3
E00140365,55.4,22,0.6,22
E00189822,66.2,28.8,0,5
E00189867,32.8,30.3,16.8,20.2
