areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00128516,99.7,0.3,0
E00128568,99.3,0.7,0
E00128569,100,0,0
E00140296,99.1,0.9,0
E00140297,96.5,2.9,0.6
E00140304,100,0,0
E00140305,99.4,0.6,0
E00140306,99.5,0.5,0
E00140329,99.1,0.9,0
E00140330,100,0,0
E00140331,100,0,0
E00140332,99.7,0.3,0
E00140333,99.8,0.2,0
E00140334,98.3,1.7,0
E00140335,99.6,0,0.4
E00140336,99.7,0,0.3
E00140337,98.8,1.2,0
E00140340,99.7,0.3,0
E00140345,100,0,0
E00140347,98.7,0.7,0.7
E00140348,100,0,0
E00140349,99.7,0.3,0
E00140350,97.4,2.4,0.2
E00140351,100,0,0
E00140352,99.1,0.9,0
E00140353,100,0,0
E00140354,99.7,0.3,0
E00140355,100,0,0
E00140356,100,0,0
E00140357,99.4,0.3,0.3
E00140358,96.6,3.4,0
E00140359,95.8,3.9,0.4
E00140360,97.2,2.6,0.3
E00140361,98.3,1.4,0.3
E00140362,96.1,3.5,0.4
E00140363,96.7,3.3,0
E00140364,100,0,0
E00140365,99.7,0.3,0
E00189822,99,1,0
E00189867,98.5,1.5,0
