areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00106770,55.7,3.1,41.2
E00106772,52.5,2.3,45.2
E00106777,66.2,2.3,31.5
E00106778,68.6,2.1,29.3
E00106780,76.6,0,23.4
E00106781,66,3.9,30.1
E00106782,59.7,2.6,37.8
E00106783,69,2.2,28.8
E00107505,58,2.1,39.9
E00107541,62.7,0.4,36.9
E00155633,68.2,0.9,30.9
E00155634,59.8,1.7,38.5
E00155635,45.5,0.9,53.6
E00155638,59.6,1.3,39.2
E00155639,46.3,1.5,52.2
E00155701,63.4,2.8,33.8
E00155702,69.4,1.7,28.8
E00155703,47.7,3.1,49.2
E00155704,56.9,2.9,40.2
E00155705,63.8,0.8,35.4
E00155709,49.8,0.4,49.8
E00155711,59.2,2.1,38.7
E00155712,57.1,6.6,36.3
E00155713,61.7,2.3,36
E00155714,59.1,2.5,38.4
E00155715,57.4,2.3,40.3
E00155716,66.8,0,33.2
E00155717,66.6,1.9,31.5
E00155718,61.4,3.3,35.3
E00155719,71.1,1.2,27.7
E00155720,67.1,2.8,30
E00155855,51.5,4.4,44.1
E00155938,63.5,3.1,33.4
E00155941,47.6,4.4,48
E00155942,72.7,6.8,20.5
E00155943,58.3,0.6,41
E00155944,52.9,3.8,43.3
E00155945,42.5,3.2,54.4
E00155946,57.1,2.7,40.3
E00155947,73.9,4.7,21.3
E00155948,43.1,4.5,52.5
E00155949,61.2,4.1,34.7
E00155950,58,2,40
E00155951,61.7,3.5,34.8
E00155955,64,4,32
E00155956,72.3,6.3,21.5
E00155957,70.5,4.7,24.8
E00155958,71.4,3.8,24.9
E00155959,57,2,41
E00155961,56.3,3.1,40.6
E00155962,70.2,2.6,27.2
E00155963,55.4,4.8,39.8
E00155964,50.6,0.8,48.6
E00155965,75.3,2.9,21.8
E00155966,62.2,1.5,36.4
E00155967,74,2.4,23.6
E00155969,67.9,3,29.1
E00155970,62,0.9,37.1
E00155971,63.9,2.3,33.8
E00155972,58.7,2.8,38.5
E00155975,78.5,7.6,13.9
E00155977,73.8,3.9,22.3
E00155978,75.3,3.5,21.2
E00155979,68.7,2.6,28.8
E00155980,73,2.1,24.9
E00155981,62.8,0.7,36.5
E00155982,66.9,3.3,29.7
E00155983,57.9,4.2,37.9
E00155987,41.3,2.3,56.4
E00155988,48.9,3.9,47.2
E00155989,56.1,6.3,37.6
E00155990,52.6,5.2,42.2
E00155991,59.8,3.6,36.6
E00155992,63.3,3.5,33.2
E00156001,62.1,2.6,35.3
E00156003,67.3,3.1,29.6
E00156004,68.5,4.8,26.7
E00156005,71.4,3.6,25
E00156006,70.7,3,26.2
E00157124,61.3,0.3,38.4
E00157125,53.8,2.8,43.5
E00157126,75.4,1.5,23.1
E00157127,64,2.7,33.3
E00157128,54.3,1.8,43.8
E00157129,54.4,5.8,39.8
E00157130,62.3,2.5,35.2
E00157131,55.6,2.5,41.8
E00157132,65,1.5,33.5
E00157133,62.6,3.1,34.2
E00157134,61.6,3.7,34.7
E00157135,57.3,0.4,42.3
E00157136,57.5,4.8,37.7
E00157137,45.6,1.9,52.4
E00157138,58.1,3.8,38.1
E00157139,61.3,5.6,33.1
E00157141,50,1,49
E00157153,57.6,2.5,39.9
E00157154,37.6,1.3,61.1
E00157159,54.1,1.9,44
E00157160,52.1,1.7,46.2
E00157161,59,2.6,38.4
E00157162,57.6,0.9,41.5
E00157163,54,1,45
E00157164,46.4,1.7,51.9
E00157165,59.3,1.6,39.1
E00157166,57.3,5.4,37.3
E00157215,58.6,4.1,37.4
E00157216,58.8,1.8,39.4
E00157217,56.9,4.6,38.5
E00157221,56.3,3.3,40.4
E00157222,64.4,2.5,33.1
E00157223,58.4,3.5,38.1
E00157224,53.4,1.4,45.2
E00157225,49.3,3.3,47.4
E00160881,60.1,5,34.9
E00160882,63.4,8.4,28.1
E00160884,60.6,8.1,31.3
E00160885,66.5,6.5,26.9
E00160886,63.9,5.6,30.5
E00160887,61.6,9.4,29
E00160888,65.6,6.1,28.4
E00160889,65.8,6.8,27.4
E00160890,70,5.7,24.2
E00160891,67,6.1,26.9
E00160892,69.2,6.7,24
E00160893,66,5.2,28.8
E00160894,65.1,4.4,30.6
E00160895,58.5,4.2,37.3
E00160896,64.3,6.2,29.5
E00160897,61.6,10.6,27.8
E00160898,55.5,7.1,37.4
