geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00090866,17.5,46.4,16.3,19.9
E00090867,29.1,42.6,12.8,15.6
E00090868,22.8,39.7,19.1,18.4
E00090870,27.5,35.1,16.6,20.9
E00090871,14.4,38.7,22.1,24.9
E00090872,19,36.2,20.1,24.7
E00090873,17.8,39.5,20.9,21.7
E00090874,34.1,39.8,17.1,8.9
E00090875,27.3,33.1,12.4,27.3
E00090876,26.1,41.4,14.6,17.8
E00090877,22.8,33.9,21.3,22
E00090878,24,27.9,17.3,30.8
E00090879,23.9,36.8,19.7,19.7
E00090880,34.9,41.6,12.8,10.7
E00090881,41.2,33.6,13.7,11.5
E00090882,45.4,34.5,5.9,14.3
E00090883,40,34.1,13.3,12.6
E00090884,71,20.6,5.6,2.8
E00090899,18.5,38.2,20.8,22.5
E00090900,16.5,39.6,23.8,20.1
E00090901,19.1,45.8,10.7,24.4
E00090902,29.8,36.3,14.5,19.4
E00090903,19.7,44.4,12.7,23.2
E00090904,36.4,34.6,17.3,11.7
E00090905,18.7,44.6,17.6,19.2
E00090906,18.3,31.7,21.1,28.9
E00090907,17.3,40.3,20.9,21.6
E00090908,26.4,48.8,13.6,11.2
E00090909,28,39.1,15.5,17.4
E00090910,21,38.7,21,19.3
E00090918,51,40.6,3.6,4.7
E00090919,50.8,33.3,5.6,10.3
E00090920,50.6,28.1,12.5,8.8
E00090921,38.2,46.6,8.8,6.4
E00090922,34.6,43.8,9.2,12.3
E00090923,47.1,30.4,12.7,9.8
E00090924,38.7,35.9,14.4,11
E00090925,42.8,42,8.7,6.5
E00090926,29.6,49.6,12,8.8
E00090927,19.6,44.1,12.7,23.5
E00090928,15.5,39.2,21.6,23.6
E00090929,17.3,43.2,14.2,25.3
E00090930,73.8,26.2,0,0
E00090931,56.9,32.2,5.7,5.2
E00090932,38.8,37.9,12.9,10.3
E00090933,51.9,26.9,11.9,9.4
E00090934,40.7,38.1,9.3,11.9
E00090935,44.3,36.5,11.3,7.8
E00090937,41.5,29.7,17.8,11
E00090939,18,37.1,16.2,28.7
E00090941,23.1,48.7,9.4,18.8
E00090942,26.2,53.3,6.6,13.9
E00090943,24.6,37.7,18.9,18.9
E00090945,36.1,31,19.4,13.5
E00090946,35.6,40.4,11.5,12.5
E00090947,29.8,34.4,17.6,18.3
E00090948,36.1,28.7,15.7,19.4
E00090949,22.7,23.5,19.3,34.5
E00090950,43.2,41.7,10.6,4.5
E00090951,37.9,37.1,8.6,16.4
E00090953,26.9,32.1,14.9,26.1
E00090954,24.1,37.4,19.5,19
E00090956,20.9,37.2,16.2,25.7
E00090957,33.8,37.6,18.6,10
E00090958,33.1,35.4,14.9,16.6
E00090960,57.6,24.5,9.4,8.6
E00090961,33.3,36.2,10.9,19.6
E00090962,29.4,42.1,12.7,15.9
E00090963,58,27.7,7.6,6.7
E00090964,43.7,37,11.1,8.1
E00090965,31.4,37.8,9,21.8
E00090966,32.6,33.3,18.1,16
E00090967,33.3,38.6,15.8,12.3
E00090968,31.3,43,14.8,10.9
E00090969,31.1,38.7,13.4,16.8
E00090970,31.5,41.9,16.9,9.7
E00090984,38.2,30.9,12.5,18.4
E00090985,45.7,25.9,11.2,17.2
E00090986,25.2,40,15.5,19.4
E00090987,22.4,35.2,16.4,26.1
E00090988,21.3,38.3,17,23.4
E00090989,18.9,42.1,15.1,23.9
E00090990,18.1,38.6,20.5,22.8
E00090991,34.9,36.4,14.7,14
E00090992,14.8,41.7,25,18.5
E00090993,35.2,37.3,11.3,16.2
E00090994,19.5,46.2,16,18.3
E00090995,10.4,50.6,7.8,31.2
E00090996,31.9,36.3,16.9,15
E00090997,25,34.7,21.5,18.8
E00090998,26.3,45.8,15.3,12.7
E00090999,20.4,32.7,24.1,22.8
E00091000,34.5,38.7,8.4,18.5
E00091001,21.3,34.6,19.7,24.4
E00091002,22.8,42.1,12.9,22.2
E00091011,25.6,31.4,14,28.9
E00091012,28.3,45.6,11.4,14.8
E00091013,17.4,34.2,18.7,29.7
E00091015,32.9,35.6,13.4,18.1
E00091016,20.4,48.2,15.3,16.1
E00091017,31.3,30.6,22.5,15.6
E00091019,24.1,36.4,16.7,22.8
E00091020,43.9,38.5,9.5,8.1
E00091021,37.4,40.3,10.1,12.2
E00091022,48.2,33.5,10.4,7.9
E00091023,41.1,40.3,12.4,6.2
E00091024,32.1,42,13.7,12.2
E00091025,27.9,41.9,16.9,13.2
E00091027,43.9,16.9,13.5,25.7
E00091028,23.7,35.3,16.5,24.5
E00091030,27.6,34.3,14.9,23.1
E00091031,19.1,37.4,18.3,25.2
E00091032,21,39.1,15.9,23.9
E00091033,20,37.8,22.2,20
E00091034,26,43.9,11.6,18.5
E00091036,34.2,38.1,14.8,12.9
E00091038,37.6,36.8,15.8,9.8
E00091039,26.6,31.2,20.2,22
E00091040,29,37.4,16.8,16.8
E00091041,18.4,50.4,14.9,16.3
E00091042,22.3,38,18.1,21.7
E00091044,23.4,33,20.8,22.8
E00091045,27.6,34.8,16.6,21
E00091046,34.6,34.6,8.7,22
E00091047,29.1,29.7,17.7,23.4
E00091048,25.6,42.4,20,12
E00091051,26.2,34.2,17.6,21.9
E00091052,34,30.9,17.9,17.3
E00091053,20.8,42.8,13.8,22.6
E00091054,30.1,39.7,16.2,14
E00091055,27.8,36.7,15.7,19.8
E00091056,30.6,29.9,18.7,20.9
E00091057,17.6,31.9,18.5,31.9
E00091059,53.4,22.5,10.7,13.5
E00091060,57,18.4,10.5,14
E00091061,43.6,33.6,14.1,8.7
E00091062,17.1,40.9,19.9,22.1
E00091064,25.2,32.1,17,25.8
E00091065,27.7,29.2,23.1,20
E00091066,24.5,39.9,18.9,16.8
E00091067,21.6,38.2,22.1,18.1
E00091068,30.7,42.4,13.9,13
E00091069,33.1,27.9,18.2,20.8
E00091070,28.1,45.1,13.1,13.7
E00091071,19.3,44.4,12.6,23.7
E00091072,20.2,44.2,16,19.6
E00091073,24.3,36.1,22.9,16.7
E00091074,27,33.3,12.1,27.6
E00091075,20.9,39.6,19.4,20.1
E00091076,21.7,39.2,20.3,18.9
E00091077,28.7,45.7,8.5,17.1
E00091078,26.8,34.9,16.8,21.5
E00091079,28.5,40,11.5,20
E00091080,24.8,36.1,20.3,18.8
E00091081,25.6,41.9,21.7,10.9
E00091082,13.3,44.6,15.7,26.5
E00091083,24.2,44.2,13.3,18.2
E00091084,23.2,41.1,8.9,26.8
E00091085,30.1,37.2,14.8,18
E00091086,22.6,49.6,10.5,17.3
E00091087,27.8,35.2,22.2,14.8
