geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00090866,89.7,7.9,1,1.5
E00090867,89.8,6.7,1.1,2.5
E00090868,89,6.8,1,3.2
E00090870,93.1,4.8,0,2.2
E00090871,90.2,5.4,1.5,2.8
E00090872,92.8,4.3,0.7,2.2
E00090873,92,4.6,2.2,1.2
E00090874,92.8,4.2,0.8,2.1
E00090875,90.3,6.2,1.4,2.1
E00090876,92.9,4.7,0.9,1.5
E00090877,87.8,7.7,1.9,2.6
E00090878,93.4,4.7,1.2,0.8
E00090879,86.5,6.6,3.6,3.3
E00090880,90.8,4.1,2.7,2.4
E00090881,95.6,3.2,1.2,0
E00090882,86.6,10.1,0.9,2.3
E00090883,89.8,7.7,0.4,2.2
E00090884,89.3,4.7,1.3,4.7
E00090899,91,6.1,1.5,1.5
E00090900,88.7,6.6,2.3,2.3
E00090901,88.9,6.7,1.6,2.9
E00090902,88.8,5.8,1.9,3.5
E00090903,92.2,4.7,1.2,2
E00090904,90.9,6.1,1.2,1.8
E00090905,92.3,6.4,0.9,0.4
E00090906,93.1,3.9,0.6,2.5
E00090907,93,4.3,0.9,1.8
E00090908,87.6,6.2,1.9,4.3
E00090909,84.5,8.3,1.4,5.7
E00090910,91,4.5,2.4,2.1
E00090918,91.9,5.2,0.3,2.6
E00090919,92.7,5.8,0,1.5
E00090920,95.6,2.2,0,2.2
E00090921,93.9,3.9,1.4,0.8
E00090922,90,5.2,2.8,2
E00090923,90.1,6.9,2,1
E00090924,95.2,4.3,0.3,0.3
E00090925,91.7,5.4,0.8,2.1
E00090926,92.8,3.8,0.8,2.5
E00090927,89.7,5.3,1.3,3.8
E00090928,91.7,4.1,2.2,1.9
E00090929,89.6,8.9,1.3,0.3
E00090930,90.4,3.8,1.9,3.8
E00090931,96.4,1.8,0.7,1.1
E00090932,92.9,3.6,1.8,1.8
E00090933,94.8,2.3,0.7,2.3
E00090934,87.2,5.5,2.3,5
E00090935,88.2,7.9,1.5,2.5
E00090937,97.3,2.7,0,0
E00090939,93.6,2.9,1.2,2.2
E00090941,92,4.9,0.4,2.7
E00090942,90.9,6.5,0,2.7
E00090943,94.7,2.8,0.7,1.8
E00090945,91.7,5.8,1.3,1.3
E00090946,86.1,7.4,2,4.5
E00090947,86,5.8,3.4,4.8
E00090948,92.1,5.4,2.1,0.4
E00090949,91.4,1.5,2.8,4.3
E00090950,93.5,3.2,0.9,2.3
E00090951,91.6,2,4,2.4
E00090953,91.5,5.3,1.3,1.9
E00090954,91.8,5.5,1.7,1
E00090956,89.9,3.3,2.4,4.3
E00090957,94.1,3.2,1.2,1.5
E00090958,93.3,3.8,0.5,2.4
E00090960,91.6,3.4,1.7,3.4
E00090961,93.4,3.8,0.7,2.1
E00090962,94.1,4.1,1.1,0.7
E00090963,75.5,4.8,1.3,18.3
E00090964,91.7,4.5,2.1,1.7
E00090965,89.4,6.5,1.5,2.6
E00090966,88.4,6.3,3.7,1.7
E00090967,92.3,3.6,1.4,2.7
E00090968,91.8,5.9,1.6,0.8
E00090969,90.1,5.9,0.4,3.6
E00090970,86.3,11.2,1.2,1.2
E00090984,91.7,4.7,1.1,2.5
E00090985,91.7,5.7,0.4,2.2
E00090986,89.5,4.1,2.3,4.1
E00090987,92,3.4,2.1,2.6
E00090988,92.7,2.8,0.9,3.7
E00090989,86.4,8.7,1.3,3.7
E00090990,87.9,8.6,2.2,1.3
E00090991,90.1,6.5,1.1,2.3
E00090992,91.5,5.4,2.3,0.8
E00090993,93.5,3.1,1.4,2.1
E00090994,95.4,3.1,0.5,1
E00090995,89,5.2,1.6,4.2
E00090996,90.3,3.8,1.2,4.7
E00090997,91.4,4.2,3,1.5
E00090998,91.6,4.4,0.8,3.2
E00090999,92.8,5.1,0.3,1.8
E00091000,92.5,4.3,0.8,2.4
E00091001,91,5.9,0.9,2.2
E00091002,91.8,5.2,0.8,2.3
E00091011,92.4,2.8,1.7,3.1
E00091012,89.9,4.5,1.2,4.3
E00091013,93,2.7,1.4,2.9
E00091015,90,6.8,1,2.3
E00091016,91.4,5.6,1,2
E00091017,91.4,5.1,1.1,2.3
E00091019,89.2,6.4,1.5,2.8
E00091020,90.6,4.1,1.9,3.4
E00091021,90.5,4.2,0.7,4.6
E00091022,94.1,3.8,1,1
E00091023,83.9,8,1.8,6.3
E00091024,86,7.8,1.2,5
E00091025,86.7,6.5,3.2,3.6
E00091027,93.7,2.7,0.9,2.7
E00091028,84.5,6.1,3.9,5.5
E00091030,91.5,3.8,1.6,3.1
E00091031,87.6,8.9,2.5,1.1
E00091032,89.6,4,3.4,3.1
E00091033,90.1,6.2,1.5,2.2
E00091034,89.6,6.6,1.6,2.2
E00091036,93.1,3.6,1.3,2
E00091038,95.1,2.9,1.2,0.8
E00091039,90,4.2,2.7,3.1
E00091040,92.3,3.5,0.7,3.5
E00091041,85.9,8.3,2.5,3.4
E00091042,89,6.7,1,3.3
E00091044,92.2,4.1,2.2,1.5
E00091045,93.5,4.3,0.8,1.5
E00091046,91.8,4.9,1,2.3
E00091047,90.3,5.6,1.6,2.4
E00091048,87.5,5.7,3,3.8
E00091051,90.4,5.4,2.1,2.1
E00091052,90.7,5.5,1.5,2.3
E00091053,92.7,3.9,1.6,1.8
E00091054,90.6,4.5,1.7,3.1
E00091055,93.1,3.9,1.1,1.9
E00091056,93.8,2.8,1.4,2.1
E00091057,92.2,3.9,2.3,1.6
E00091059,93.4,3.1,1.9,1.6
E00091060,93.4,1.5,3.5,1.5
E00091061,92,2.9,2.6,2.6
E00091062,90.2,4.6,3,2.3
E00091064,92.1,5.8,0.8,1.3
E00091065,90.3,8.4,1.3,0
E00091066,88,7.3,1.3,3.5
E00091067,90,5.2,2.4,2.4
E00091068,91.8,5.8,0.4,2
E00091069,89.5,5.3,2.3,2.9
E00091070,88.3,6.5,3.1,2.2
E00091071,92,4.3,0.9,2.8
E00091072,89.1,7.7,1.9,1.3
E00091073,91.8,4,1.5,2.7
E00091074,92.1,3.6,1.4,2.9
E00091075,91.7,6.3,0.3,1.6
E00091076,93,3.8,0.9,2.3
E00091077,89.8,4.4,1.1,4.7
E00091078,87.6,5.2,2.6,4.6
E00091079,88.7,7.6,2.1,1.7
E00091080,92,6.7,1,0.3
E00091081,90.5,7.6,0,1.9
E00091082,91,6.3,1,1.7
E00091083,87.3,8,1.7,3
E00091084,94.3,2.1,2.1,1.4
E00091085,90.9,5.6,1.6,1.9
E00091086,89.6,7.3,1,2.1
E00091087,87.5,4,3.2,5.2
E00091088,89,4.9,2.3,3.8
E00091089,91.6,4.3,1.7,2.3
E00091090,89,6.3,2.8,1.9
E00091115,87.2,5.2,2.5,5.2
E00091116,92.6,3.2,2.7,1.6
E00091117,91.8,4.6,0.7,3
E00091118,90.7,4.9,0.6,3.7
E00091119,84.9,5.2,2.7,7.1
E00091120,90.3,4.9,1.4,3.5
E00091121,88,6.1,1.6,4.3
E00091122,87.5,4.5,4,4
E00091195,87.6,5.3,3,4.1
E00091197,91,4,1.2,3.8
E00091332,91.4,3.4,2.4,2.7
E00091333,94.3,3.4,1.1,1.1
E00091334,89.3,4,2,4.7
E00091335,91.9,3.2,1.8,3
E00091336,86.4,5.6,3.9,4.2
E00091337,89.7,4.7,1.1,4.5
E00091338,88.8,3.5,3.1,4.6
E00091339,91.2,4.7,1.1,3
E00091348,90,4.3,2.8,2.8
E00091349,87.2,5.4,1.7,5.7
E00091350,91.6,4.1,2,2.3
E00091351,91.5,3.9,1.4,3.2
E00091352,93.3,2.8,2,2
E00091353,92.5,3.7,1.7,2
E00091354,92.6,3.7,1.4,2.3
E00091355,91.8,4.7,1.1,2.4
E00091356,88.6,5.9,2.1,3.5
E00091373,90.4,3.6,1.3,4.6
E00091374,90.8,3.8,3,2.4
E00091375,91.8,4.9,1.2,2.1
E00091376,90.7,3.4,2.5,3.4
E00091377,93.5,3.5,1.2,1.8
E00091378,92.6,3.2,2.2,2
E00091379,92.9,3.8,2.4,0.8
E00091428,90.3,6,0.6,3
E00091429,89.1,6.5,1.7,2.7
E00091430,90.3,3.1,1.2,5.4
E00091431,90.3,6.6,0.9,2.2
E00091432,93,4.4,1.1,1.5
E00091433,91.1,6.4,0.9,1.5
E00091434,91.4,3.3,2,3.3
E00091435,91.1,5.8,1.3,1.9
E00091436,92.1,6.3,0.8,0.8
E00091437,90.3,5,1.4,3.3
E00091438,93.2,3.2,1.4,2.2
E00091791,93.2,4.6,1,1.2
E00091792,90.9,5.3,2.8,1.1
E00091795,91.1,4.9,1.3,2.6
E00091796,93.5,4,1.2,1.2
E00091798,90.6,6.3,1.4,1.7
E00091802,90.8,5.7,1.5,2
E00091804,93.5,2.9,1.4,2.2
E00091805,90.8,5.4,2.3,1.5
E00091806,92.8,2.9,1.9,2.4
E00091977,92.1,5.4,1.8,0.7
E00091978,88.1,5.4,1.9,4.6
E00091979,90.5,6,2.1,1.4
E00091980,95.3,3.5,0.6,0.6
E00091981,88.6,9,1,1.5
E00091982,94.6,1.9,1.9,1.6
E00091983,92,7.3,0,0.8
E00091984,90.3,3.4,4.1,2.2
E00091985,89.7,7.1,2.7,0.5
E00091986,94.1,3,1.9,1.1
E00091987,88.7,4.8,1.8,4.8
E00091988,91.6,5.7,1.1,1.5
E00091989,87.6,7.2,1.3,3.9
E00091990,89.9,6,2,2.2
E00091991,93.8,3,1.8,1.5
E00091992,90.1,6.2,1.2,2.5
E00091993,91.2,6.1,0.6,2.1
E00091994,93.5,5.1,0.8,0.6
E00091995,91.4,3.7,1,3.9
E00092000,90.6,6.2,1.2,2.1
E00092129,92.6,5.1,0.6,1.6
E00092130,87.5,7,1.8,3.7
E00092131,90.3,5.3,1.5,3
E00092294,89.5,8.1,0,2.4
E00092296,88.3,6.2,1.2,4.3
E00092297,90,6.2,1.4,2.4
E00092299,89.7,5.5,2.4,2.4
E00092303,93.2,4,1.6,1.2
E00092304,95,3,1,1
E00092313,91.3,4.6,2.1,2.1
E00092314,93.3,3.8,1.3,1.6
E00092315,92.1,6.8,0,1.1
E00092316,91.4,4.9,0.9,2.9
E00092317,92.4,5.4,0,2.2
E00092318,87.2,5.9,2.7,4.2
E00092319,87.9,8.7,1,2.4
E00092320,92.7,4.8,0.7,1.7
E00092321,92.3,3.9,2.1,1.8
E00092322,87.2,8.7,2,2
E00092323,90.3,6.5,1.5,1.7
E00092324,90.5,5.1,1.6,2.8
E00092326,95.6,2.2,1.3,0.9
E00092327,91.2,6,0.8,2
E00092328,89.9,4.9,1.8,3.4
E00092329,89.2,6.3,2.1,2.4
E00092330,94,3.7,0.9,1.4
E00092331,86.6,9.4,1.6,2.3
E00170789,91,5.8,0.7,2.5
E00170790,93.9,4.5,0.6,1
E00170797,94.6,3.7,1,0.7
E00170798,94.4,3.1,2,0.5
E00173711,94.3,3.7,0.4,1.6
E00173712,90.9,4.5,0.9,3.7
E00173714,96.5,1.8,1.8,0
E00173715,95.7,2.3,0.6,1.4
E00173716,94.4,3.2,1.1,1.3
E00173717,94.2,4.7,0.6,0.6
E00173720,95.9,2.4,0.3,1.4
E00173721,94.2,2.9,1.4,1.4
E00173722,93.2,3.4,1.9,1.4
E00173723,93.7,4.2,1.1,1.1
E00173724,91.6,3.6,0.4,4.4
E00173725,94.6,2.9,0.7,1.8
E00173726,93.5,4.3,0.8,1.4
E00173727,93.8,3.5,0.7,2.1
E00173728,94.7,3.1,0.9,1.3
E00173729,94.9,2.9,0.3,1.9
E00173730,93.2,4.4,1.4,1
E00173731,93.3,3.6,0.6,2.4
E00173732,95.2,3.6,0.6,0.6
E00173733,91.7,3.7,0.9,3.7
E00173734,91.7,5.4,1.1,1.8
E00173735,95,1.5,1,2.5
E00173736,90.9,5.8,0.7,2.6
E00173737,94,3.2,1.1,1.7
E00173738,92.9,4.1,0.8,2.2
E00173739,96.2,2.2,0.5,1.1
E00173740,90.5,4.6,2.3,2.6
E00173741,93.2,4.5,1.1,1.1
E00173742,95.5,3.4,0.4,0.8
E00173743,92.9,3.7,0.7,2.6
E00173744,91.2,5.4,2.5,1
E00187611,90.4,7,1.3,1.3
E00187616,86.3,6.5,2.5,4.7
E00187621,97,1.2,0.7,1.2
E00187633,94.3,2.3,0.6,2.9
E00187648,87.5,9.1,0.3,3
E00187651,94.3,1.9,0.8,3
E00187671,95.8,2.4,1.4,0.5
E00187687,91.2,4.7,1.6,2.6
E00187693,97,1.2,1.2,0.6
