geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00090866,4.2,30.7,46.4,18.7
E00090867,12.2,36,33.8,18
E00090868,8.3,34.6,37.6,19.5
E00090870,3.8,39.3,41.7,15.2
E00090871,2.8,28.7,46.1,22.5
E00090872,7,32.6,45.9,14.5
E00090873,2.3,24.4,42.7,30.5
E00090874,10.4,39.2,42.4,8
E00090875,13.2,27.3,43.8,15.7
E00090876,4.5,37.6,45.2,12.7
E00090877,13.4,47.2,29.1,10.2
E00090878,2.9,35.9,44.7,16.5
E00090879,22,30.5,35.6,11.9
E00090880,9.3,47.7,31.8,11.3
E00090881,8.5,46.5,31.8,13.2
E00090882,33.1,31.4,26.3,9.3
E00090883,20,35.6,35.6,8.9
E00090884,43,45.8,9.3,1.9
E00090899,0.6,25.7,45.6,28.1
E00090900,6.1,32.5,41.1,20.2
E00090901,1.5,27.5,37.4,33.6
E00090902,22,39,30.1,8.9
E00090903,6.9,27.1,44.4,21.5
E00090904,14,39.6,33.5,12.8
E00090905,1,34.7,47.2,17.1
E00090906,4.2,28.2,37.3,30.3
E00090907,5.1,34.8,38.4,21.7
E00090908,7.3,41.1,36.3,15.3
E00090909,9.9,40.4,37.3,12.4
E00090910,7.7,25.8,43.4,23.1
E00090918,38.5,40.1,18.2,3.1
E00090919,28.6,48.4,18.3,4.8
E00090920,44,40.3,13.8,1.9
E00090921,17.5,55,24.5,3
E00090922,21.1,46.6,25.6,6.8
E00090923,38.5,43.3,15.4,2.9
E00090924,27.7,58.7,9.8,3.8
E00090925,33.3,47.1,13,6.5
E00090926,21.6,52,17.6,8.8
E00090927,12.4,25.7,41.9,20
E00090928,4.8,24.7,45.9,24.7
E00090929,4.9,34,38.3,22.8
E00090930,66.3,31.3,2.4,0
E00090931,52.9,40.2,5.7,1.1
E00090932,17.2,53.4,21.6,7.8
E00090933,23.3,52.8,18.2,5.7
E00090934,20.5,53.8,22.2,3.4
E00090935,27.8,47,20,5.2
E00090937,16.8,57.1,22.7,3.4
E00090939,10.1,42,40.2,7.7
E00090941,8.6,44.8,29.3,17.2
E00090942,12.7,46.8,26.2,14.3
E00090943,18.2,48.8,29.8,3.3
E00090945,23.9,52.3,18.7,5.2
E00090946,24.5,42.2,26.5,6.9
E00090947,36.2,38.5,16.2,9.2
E00090948,22.2,49.1,22.2,6.5
E00090949,29.5,48.4,14.8,7.4
E00090950,16.9,56.2,22.3,4.6
E00090951,30.3,47.9,16.8,5
E00090953,11.1,43.7,32.6,12.6
E00090954,11.2,47.3,34.9,6.5
E00090956,17.3,45.3,26.7,10.7
E00090957,16.7,55.5,22.5,5.3
E00090958,13.1,46.6,33,7.4
E00090960,51.8,30.9,13.7,3.6
