geography_code,sex-001,sex-002
E00044242,53,47
E00044243,48.1,51.9
E00044244,56.1,43.9
E00044245,50.5,49.5
E00044246,52.1,47.9
E00044247,49.1,50.9
E00044248,47.2,52.8
E00044249,51.1,48.9
E00044250,47.4,52.6
E00044251,51,49
E00044252,49.8,50.2
E00044253,54.2,45.8
E00044254,53.2,46.8
E00044256,49.4,50.6
E00044257,50.3,49.7
E00044259,53.6,46.4
E00044260,50.2,49.8
E00044261,50.2,49.8
E00044262,54,46
E00044263,51,49
E00044264,55.6,44.4
E00044265,59.3,40.7
E00044266,58.1,41.9
E00044267,51.1,48.9
E00044268,49.9,50.1
E00044269,50.2,49.8
E00044270,51.6,48.4
E00044271,52.8,47.2
E00044272,52.7,47.3
E00044273,54.4,45.6
E00044275,54.2,45.8
E00044276,45.1,54.9
E00044278,51.2,48.8
E00044279,49.8,50.2
E00044281,50,50
E00044385,51.1,48.9
E00044386,53.4,46.6
E00044387,49.6,50.4
E00044388,53.5,46.5
E00044389,51.7,48.3
E00044390,49.3,50.7
E00044391,52.5,47.5
E00044392,53.1,46.9
E00044393,50.2,49.8
E00044394,50,50
E00044395,49.6,50.4
E00044396,49.5,50.5
E00044397,53.6,46.4
E00044398,52.9,47.1
E00044399,55.2,44.8
E00044401,55.1,44.9
E00044403,53.5,46.5
E00044404,51.7,48.3
E00044405,52.8,47.2
E00044406,52.7,47.3
E00044407,53.1,46.9
E00044408,53.5,46.5
E00044409,50.2,49.8
E00044410,52.2,47.8
E00044411,49.3,50.7
E00044412,49,51
E00044413,48.5,51.5
E00044414,51.5,48.5
E00044415,51.7,48.3
E00044416,50.4,49.6
E00044417,51.5,48.5
E00044419,45,55
E00044420,51.5,48.5
E00044421,51.8,48.2
E00044422,50,50
E00044423,48.3,51.7
E00044424,56.6,43.4
E00044425,52,48
E00044426,51.5,48.5
E00044427,46.3,53.7
E00044428,47.2,52.8
E00044429,54.9,45.1
E00044430,56.7,43.3
E00044431,50.3,49.7
E00044432,53.3,46.7
E00044433,55.8,44.2
E00044434,49.6,50.4
E00044435,52.4,47.6
E00044437,52.6,47.4
E00044438,53,47
E00044439,49.4,50.6
E00044440,44.2,55.8
E00044441,56.3,43.8
E00044442,52.7,47.3
E00044443,55.3,44.7
E00044444,56.4,43.6
E00044445,48.1,51.9
E00044446,50.8,49.2
E00044447,53.4,46.6
E00044448,50.4,49.6
E00044449,46.9,53.1
E00044451,51.5,48.5
E00044452,52.8,47.2
E00044454,53.3,46.7
E00044455,49.7,50.3
E00044457,55.4,44.6
E00044458,53.6,46.4
E00044460,51.2,48.8
E00044461,56,44
E00044497,49.6,50.4
E00044505,50.2,49.8
E00044508,51.8,48.2
E00044509,50.7,49.3
E00044510,55.3,44.7
E00044512,49.1,50.9
E00044513,51.2,48.8
E00044514,46.3,53.7
E00044515,50.5,49.5
E00044542,51.1,48.9
E00044543,52.9,47.1
E00044544,56,44
E00044545,45.8,54.2
E00044546,54.7,45.3
E00044547,51.3,48.7
E00044548,49.1,50.9
E00044549,58.3,41.7
E00044550,53.1,46.9
E00044551,52.3,47.7
E00044552,53.7,46.3
E00044553,48.9,51.1
E00044554,58.4,41.6
E00044555,48.4,51.6
E00044556,53.4,46.6
E00044557,52.5,47.5
E00044558,52.8,47.2
E00044563,51,49
E00044565,50.5,49.5
E00044568,54.5,45.5
E00044569,52.8,47.2
E00044570,52.2,47.8
E00044571,50.2,49.8
E00044572,56.2,43.8
E00044573,53.5,46.5
E00044574,48.4,51.6
E00044575,56,44
E00044576,53.1,46.9
E00044577,58.5,41.5
E00044649,50.5,49.5
E00044650,48.8,51.2
E00044651,47.3,52.7
E00044652,50.2,49.8
E00044653,49.7,50.3
E00044655,52.9,47.1
E00044656,51.1,48.9
E00044657,54.1,45.9
E00044658,49.1,50.9
E00044659,43.9,56.1
E00044660,49,51
E00044661,50.3,49.7
E00044662,52.9,47.1
E00044663,52.4,47.6
E00044664,49.6,50.4
E00044665,52.8,47.2
E00044666,51.6,48.4
E00044668,52.6,47.4
E00044669,50.9,49.1
E00044670,58.9,41.1
E00044671,53.4,46.6
E00044672,55.3,44.7
E00044673,54.2,45.8
E00044674,51.3,48.7
E00044675,51.5,48.5
E00044676,52,48
E00044677,52.6,47.4
E00044688,54.2,45.8
E00044689,52.3,47.7
E00044690,46,54
E00044691,49.6,50.4
E00044692,50.3,49.7
E00044693,52.7,47.3
E00044700,53.1,46.9
E00044703,47.9,52.1
E00044704,54.2,45.8
E00044707,48.1,51.9
E00044708,51.6,48.4
E00044709,55.2,44.8
E00044711,50.2,49.8
E00044713,50.5,49.5
E00044718,52.2,47.8
E00044724,49.2,50.8
E00044725,52,48
E00044726,50.7,49.3
E00044730,49.6,50.4
E00044731,47.1,52.9
E00044732,50.2,49.8
E00104453,58.1,41.9
E00104454,51.4,48.6
E00104455,52.4,47.6
E00104456,48.4,51.6
E00104457,48.1,51.9
E00104458,50.4,49.6
E00104459,54.8,45.2
E00104460,51.7,48.3
E00104461,49.2,50.8
E00104462,49.4,50.6
E00104466,47.1,52.9
E00104469,48.8,51.2
E00104470,54.5,45.5
E00104471,52.2,47.8
E00104472,51.4,48.6
E00104473,53.1,46.9
E00104474,50.4,49.6
E00104475,51,49
E00104476,50.9,49.1
E00104477,57,43
E00104478,52.5,47.5
E00104479,43.2,56.8
E00104480,50.8,49.2
E00104481,55.7,44.3
E00104482,54.7,45.3
E00104483,56,44
E00104485,51.4,48.6
E00104487,60.5,39.5
E00104488,52.3,47.7
E00104491,55.3,44.7
E00104492,54.5,45.5
E00104493,51.1,48.9
E00104494,50.5,49.5
E00104496,52.7,47.3
E00104497,49.1,50.9
E00104499,51.3,48.7
E00104501,55.6,44.4
E00104502,47,53
E00104505,51.3,48.7
E00104506,52.6,47.4
E00104508,50.7,49.3
E00104521,54.1,45.9
E00104552,53.3,46.7
E00104553,49.7,50.3
E00104554,53.1,46.9
E00104555,53.6,46.4
E00104556,49.8,50.2
E00104557,51.7,48.3
E00104558,53.2,46.8
E00104559,51.6,48.4
E00104560,48.9,51.1
E00104561,54.4,45.6
E00104562,53.1,46.9
E00104563,55.4,44.6
E00104564,53.2,46.8
E00104566,49.3,50.7
E00104567,51.3,48.7
E00104568,53.4,46.6
E00104569,50.5,49.5
E00104570,54.4,45.6
E00104573,51.1,48.9
E00104574,47.7,52.3
E00104575,50.4,49.6
E00104946,50.5,49.5
E00104947,50.6,49.4
E00104948,51.9,48.1
E00104949,50.7,49.3
E00104950,51,49
E00104951,51.5,48.5
E00104952,52.4,47.6
E00104953,54.8,45.2
E00104954,50,50
E00104955,48.4,51.6
E00104956,52.9,47.1
E00104957,49.1,50.9
E00104991,47.2,52.8
E00104992,52.7,47.3
E00104993,51.3,48.7
E00104994,51.6,48.4
E00104995,55.9,44.1
E00104996,51.9,48.1
E00104997,53.1,46.9
E00104998,51.4,48.6
E00104999,55.7,44.3
E00105000,58.8,41.2
E00105001,51.7,48.3
E00105002,50.2,49.8
E00105003,49.8,50.2
E00105004,53.3,46.7
E00105005,49.5,50.5
E00105006,50.6,49.4
E00105007,52.2,47.8
E00105008,50.2,49.8
E00105009,48.7,51.3
E00105054,49.8,50.2
E00105082,47.4,52.6
E00105086,51.1,48.9
E00105094,46.4,53.6
E00105129,51.4,48.6
E00105130,52.3,47.7
E00105131,52,48
E00105132,52.5,47.5
E00105133,51.7,48.3
E00105134,53.2,46.8
E00105135,51.3,48.7
E00105136,52.9,47.1
E00105137,52.9,47.1
E00105138,52.9,47.1
E00105139,54.1,45.9
E00105140,51.2,48.8
E00105141,51,49
E00105142,54.2,45.8
E00105143,52.8,47.2
E00105144,49.6,50.4
E00105145,54,46
E00105146,52.9,47.1
E00105147,53,47
E00105148,56.6,43.4
E00105149,49.5,50.5
E00105150,51.8,48.2
E00105151,54.1,45.9
E00105152,51,49
E00105153,57.5,42.5
E00105154,48.8,51.2
E00105155,51.1,48.9
E00105156,53.2,46.8
E00105157,49.5,50.5
E00105162,46.1,53.9
E00105163,47.3,52.7
E00105164,54.8,45.2
E00105165,45.2,54.8
E00105166,48.8,51.2
E00105167,51.2,48.8
E00105168,48.4,51.6
E00105169,50,50
E00105170,47.8,52.2
E00105171,52,48
E00105172,51.9,48.1
E00105173,52.6,47.4
E00105174,53.4,46.6
E00105175,52,48
E00105176,49.4,50.6
E00105177,53.8,46.2
E00105178,52,48
E00105179,54.7,45.3
E00105180,51.8,48.2
E00105181,56.8,43.2
E00105182,54.5,45.5
E00105183,58.3,41.7
E00105184,54.4,45.6
E00105186,53.4,46.6
E00105195,49.5,50.5
E00105196,53,47
E00105197,51,49
E00105199,51,49
E00105202,54,46
E00105203,50.5,49.5
E00105204,55.7,44.3
E00105205,48.9,51.1
E00105319,54.2,45.8
E00105320,50.5,49.5
E00105321,47.1,52.9
E00105324,55.2,44.8
E00105325,52.6,47.4
E00105328,52.4,47.6
E00105342,49.6,50.4
E00105343,53.6,46.4
E00105344,54.6,45.4
E00105422,53.3,46.7
E00165666,53.5,46.5
E00170207,49.5,50.5
E00170208,51,49
E00170209,50.6,49.4
E00170215,51,49
E00170216,54,46
E00170217,49.7,50.3
E00170221,48,52
E00170228,49.2,50.8
E00170239,49.4,50.6
E00170240,50.2,49.8
E00170241,54.2,45.8
E00170245,53.9,46.1
E00170248,53.2,46.8
E00171797,57,43
E00171799,48.8,51.2
E00171834,58.9,41.1
E00171848,51.8,48.2
E00171850,48.5,51.5
E00182865,51.4,48.6
E00182867,49.3,50.7
E00182869,52.4,47.6
