geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00044242,11.5,33.6,26.7,28.2
E00044243,41.9,37.1,14.5,6.5
E00044244,24.4,37.4,20.3,17.9
E00044245,28.2,37.1,17.8,16.9
E00044246,22.8,49.1,14,14
E00044247,11.7,35.2,25,28.1
E00044248,35.5,28.9,20.7,14.9
E00044249,33.1,33.1,20.5,13.4
E00044250,28.8,39,16.9,15.3
E00044251,28.8,39.6,20.7,10.8
E00044252,29.7,31.3,20.3,18.8
E00044253,37.8,34.5,13.4,14.3
E00044254,51.9,26.4,14,7.8
E00044256,29.8,30.5,24.8,14.9
E00044257,22.7,30.5,22.7,24.2
E00044259,40.2,26.5,14.7,18.6
E00044260,30.5,33.6,17.2,18.8
E00044261,42.9,28.6,13.6,15
E00044262,25,26.8,22.3,25.9
E00044263,17.9,45.5,21.4,15.2
E00044264,23.7,39.5,20.2,16.7
E00044265,32.8,35.2,17.2,14.8
E00044266,30.9,33.6,24.5,10.9
E00044267,31.1,47.1,15.1,6.7
E00044268,14.9,42.9,19.4,22.9
E00044269,26.9,50,13.1,10
E00044270,28.2,45.3,14.5,12
E00044271,22.3,39.7,22.3,15.7
E00044272,28,34.1,25,12.9
E00044273,37.4,28.7,23.5,10.4
E00044275,35.8,27,20.3,16.9
E00044276,69,18.6,8.8,3.5
E00044278,29.3,34.7,29.3,6.8
E00044279,29.7,45.7,11.6,13
E00044281,21.1,56.4,16.5,6
E00044385,33.3,29.8,22,14.9
E00044386,28.7,46.9,12.6,11.9
E00044387,35.9,43,12.7,8.5
E00044388,46.9,32.3,12.3,8.5
E00044389,31.1,36.8,17.9,14.2
E00044390,28.9,36.1,23.7,11.3
E00044391,36.7,40.8,13.3,9.2
E00044392,30.6,46.8,7.3,15.3
E00044393,23.3,41.4,21.6,13.8
E00044394,48.2,28.6,14.3,8.9
E00044395,31.9,43.1,16.4,8.6
E00044396,33.6,41.8,14.2,10.4
E00044397,27.2,34.4,17.6,20.8
E00044398,49.6,30.6,12.4,7.4
E00044399,34.2,40.8,10.8,14.2
E00044401,28.3,36.8,17.9,17
E00044403,35.3,21.6,22.4,20.7
E00044404,30.8,39.3,14,15.9
E00044405,21.1,50,13.4,15.5
E00044406,33.3,36,17.5,13.2
E00044407,59.4,16.8,16.8,6.9
E00044408,28.8,40.3,12.9,18
E00044409,32.3,34.4,17.7,15.6
E00044410,28.2,41.9,16.2,13.7
E00044411,25.4,52.4,9.5,12.7
E00044412,63.2,19.7,6,11.1
E00044413,37.2,31.8,14.7,16.3
E00044414,39.8,38.8,12.6,8.7
E00044415,25.3,32.3,13.1,29.3
E00044416,26.9,42.3,7.7,23.1
E00044417,28,34.4,17.6,20
E00044419,46.7,32.8,9,11.5
E00044420,32,29.1,22.3,16.5
E00044421,37.8,41.8,10.7,9.7
E00044422,21.1,49.1,13.8,16.1
E00044423,33.9,32.1,23.2,10.7
E00044424,31.1,38.7,16,14.3
E00044425,27.6,42.3,20.3,9.8
E00044426,28.1,34.1,26.7,11.1
E00044427,32.6,33.7,17.6,16.1
E00044428,31.9,37,16.7,14.5
E00044429,21.6,36.2,16.4,25.9
E00044430,34,39.2,11.3,15.5
E00044431,25,45.6,12.5,16.9
E00044432,61.5,23.9,9.4,5.1
E00044433,34.2,29.9,15.4,20.5
E00044434,36.8,30.8,16.2,16.2
E00044435,54.5,26.4,11.8,7.3
E00044437,44.9,32.2,12.7,10.2
E00044438,29.8,42.1,17.5,10.5
E00044439,31.5,41.4,15.3,11.7
E00044440,37.9,38.9,12.6,10.5
E00044441,50,36.2,7.4,6.4
E00044442,32.4,47.8,8.1,11.8
E00044443,28,45.8,13.6,12.7
E00044444,48.1,32.3,9.8,9.8
E00044445,29.6,40.1,19.7,10.6
E00044446,61,22,12.7,4.2
E00044447,26.3,49.2,9.3,15.3
E00044448,36.3,45.2,11.3,7.3
E00044449,15.2,42.4,27.2,15.2
E00044451,36.3,36.3,15.9,11.5
E00044452,33.9,37.2,13.2,15.7
E00044454,31.1,26.5,21.2,21.2
E00044455,22.6,25.8,19.5,32.1
E00044457,26.3,41.4,14.1,18.2
E00044458,34.3,34.9,17.5,13.3
E00044460,33.5,25.5,23.6,17.4
E00044461,49,25,12,14
E00044497,10.2,32.3,23.6,33.9
E00044505,21.7,43.5,20.9,13.9
