areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00016675,56.3,42.5,1.2
E00016679,84.8,11.1,4.1
E00016680,56.4,38.9,4.7
E00016684,56.1,42.1,1.9
E00016687,64.8,33.2,2.1
E00016689,79,17,4
E00016693,81.5,10.8,7.7
E00016701,74.8,22.7,2.5
E00016706,42.9,49.2,8
E00016708,81,14.6,4.4
E00016709,77.1,14.1,8.8
E00016714,63.7,33.3,3
E00016725,46.8,47.7,5.4
E00016879,84.4,13.3,2.4
E00016881,67,27.7,5.3
E00016884,79.8,16.6,3.7
E00016885,77,16.4,6.6
E00016887,89.5,7.3,3.2
E00016889,79.1,14,6.8
E00016890,69.8,23.2,7
E00016893,83.9,9.3,6.8
E00016895,85.5,11.8,2.7
E00016896,78.4,19.2,2.4
E00016898,77.1,19.3,3.6
E00016901,68.2,22,9.8
E00016904,73,24.1,3
E00016908,66.5,27.7,5.8
E00016911,77.3,17.1,5.6
E00016912,66.1,27,6.9
E00016915,59.5,34.5,6
E00016916,72.7,20.1,7.2
E00016918,58.4,37.9,3.8
E00016920,74.5,20.2,5.3
E00016921,68.1,23.2,8.8
E00016922,74.3,20.2,5.5
E00016923,73.7,19.9,6.4
E00016925,69.9,25.9,4.2
E00016926,78.9,12,9.1
E00019685,70,27.3,2.8
E00019686,82.2,14,3.8
E00019688,73,20.4,6.6
E00019689,81,14.6,4.4
E00019690,78.1,16.6,5.3
E00019691,74.9,22.3,2.8
E00019692,78.7,15.5,5.8
E00019696,78.5,17,4.4
E00019697,79,18.7,2.3
E00019698,86.5,12.4,1.1
E00019699,82.6,13.9,3.5
E00019700,74.2,20,5.8
E00019701,81.1,13.2,5.7
E00019702,71.1,25.6,3.3
E00019704,75.4,21,3.6
E00019705,75.7,19.7,4.6
E00019706,66.7,30.4,2.9
E00019707,76.2,17.6,6.2
E00019709,75.6,19.8,4.6
E00019710,68.6,26.7,4.8
E00019712,68,28.7,3.2
E00019713,67.3,24.1,8.6
E00019714,73.4,21.2,5.4
E00019716,79.1,15.9,5
E00019717,66.4,28.7,4.9
E00019719,67.6,24.1,8.3
E00019720,69.9,25.2,4.9
E00019721,72.6,17.3,10
E00019730,66,27,7
E00019888,68.5,28,3.5
E00019898,71.6,23.6,4.9
E00019900,85.1,11.7,3.2
E00019901,83.3,14.2,2.5
E00019902,79,16.4,4.5
E00019903,84.2,13.2,2.5
E00019904,87.8,9.2,3.1
E00019905,87.2,8.2,4.7
E00019906,83.1,12.5,4.4
E00019907,84.4,13.7,1.9
E00019908,82.2,14.1,3.7
E00019909,85.8,10.3,4
E00019910,82.3,13.1,4.6
E00019911,83.7,11.1,5.2
E00019912,86.3,8.2,5.5
E00019913,83.9,13,3.1
E00019914,78.8,15.9,5.3
E00019915,65.2,18.4,16.5
E00019916,84.3,12.1,3.6
E00019920,85.2,11.7,3.2
E00020054,64.5,27.7,7.8
E00020055,72.4,21.1,6.6
E00020056,78.6,16.4,5
E00020062,73.3,22.2,4.4
E00020065,57.1,30.3,12.6
E00020068,71.2,23.7,5.1
E00020069,68.1,25.1,6.8
E00020070,69.1,22.6,8.3
E00020071,78.9,16,5.1
E00020072,66.9,26.5,6.5
E00020073,67.9,28.4,3.7
E00020074,75.5,18.9,5.7
E00020075,72.3,22.7,5
