areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00016675,10.3,15.9,15.9,57.9
E00016679,16.7,10,62.2,11.1
E00016680,5.1,16.1,5.1,73.7
E00016684,13.3,27.6,8.6,50.5
E00016687,9.9,41.6,3,45.5
E00016689,14,29.5,30.2,26.4
E00016693,5.9,20,61.5,12.6
E00016701,6.8,17.6,58.1,17.6
E00016706,3.6,12.4,38.7,45.3
E00016708,8.1,30.4,43.7,17.8
E00016709,8.5,23.5,40.5,27.5
E00016714,7.3,22,25.3,45.3
E00016725,8.8,17.7,2.7,70.8
E00016879,25.3,29.6,27.2,17.9
E00016881,4.6,28.9,42.1,24.3
E00016884,24.4,29,19.1,27.5
E00016885,21.1,30.8,25.6,22.6
E00016887,29.4,32.4,25.5,12.7
E00016889,20.5,31.3,32.1,16.1
E00016890,7,20.4,45.8,26.8
E00016893,22.8,24.4,30.9,22
E00016895,24.8,28.1,20.7,26.4
E00016896,14.4,25,24.2,36.4
E00016898,12.6,35.1,27.9,24.3
E00016901,5.3,31.9,21.3,41.5
E00016904,10.7,35.9,24.3,29.1
E00016908,6.3,18.8,60.7,14.3
E00016911,7.1,24.4,56.4,12.2
E00016912,0.8,7.6,77.1,14.4
E00016915,0,9.4,45.7,44.9
E00016916,6.5,19.5,61,13
E00016918,8.7,17.4,9.3,64.6
E00016920,0.8,12.2,66.4,20.6
E00016921,8.5,18.8,52.1,20.5
E00016922,15,26.2,40.2,18.7
E00016923,9.9,28.9,32.2,28.9
E00016925,11.9,27.8,17.6,42.6
E00016926,7.1,17.5,60.3,15.1
E00019685,17.8,25.7,25.7,30.9
E00019686,19,20.9,38.7,21.5
E00019688,0.8,12.9,70.2,16.1
E00019689,14.6,24.3,29.2,31.9
E00019690,21.6,31.7,19.4,27.3
E00019691,11.3,26,31.6,31.1
E00019692,24.8,24.2,22.4,28.5
E00019696,14.3,19.3,42.1,24.3
E00019697,20,28,19.2,32.8
E00019698,25.3,32.5,9.1,33.1
E00019699,19,32,31,18
E00019700,20.6,35.5,17.7,26.2
E00019701,13.3,31.7,27.5,27.5
E00019702,6.2,16,45.1,32.7
E00019704,3.4,13.7,65.1,17.8
E00019705,10.8,44.6,17.2,27.4
