areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00092798,60.4,28.1,8.3,3.1,0
E00092799,52.7,33.8,13.5,0,0
E00092800,67.1,23.5,9.4,0,0
E00092801,56.5,31.8,10.6,1.2,0
E00092802,67.4,25,7.6,0,0
E00092803,56,36,7.2,0.8,0
E00092804,69,28.4,2.6,0,0
E00092806,46.1,40.4,10.1,3.4,0
E00092807,63.7,30.2,4.5,1.7,0
E00092808,67.1,17.7,15.2,0,0
E00092809,61.7,31.1,5.9,1.4,0
E00092811,53.4,34.2,9.6,2.1,0.7
E00092813,27.5,32.1,32.1,8.4,0
E00092815,38.3,32.7,18.7,10.3,0
E00092816,52.8,42.4,4,0.8,0
E00092817,49.2,39.1,10.9,0.8,0
E00092818,51.2,36.6,9.8,2.4,0
E00092820,48.7,36.3,14.2,0.9,0
E00092821,37.8,35.3,20.2,6.7,0
E00092822,49.6,38,11.6,0.8,0
E00092823,52.6,28.1,14,5.3,0
E00092825,39.8,31.7,21.1,6.5,0.8
E00092826,32.3,40.8,16.9,8.5,1.5
E00092827,65,25.7,9.2,0,0
E00092828,45.9,34.5,14.9,4.7,0
E00092829,48.5,33.8,14,3.7,0
E00092830,51.4,32.4,10.4,5.8,0
E00092831,59.8,28.6,9.8,0.9,0.9
E00092832,20,39.1,30.9,10,0
E00092833,53.8,35.6,10.6,0,0
E00092835,45.7,34.9,14.7,4.7,0
E00092836,41,41.8,13.9,3.3,0
E00092837,65.8,32.5,1.8,0,0
E00092838,56.1,26,14.6,3.3,0
E00092839,62,25.6,9.1,3.3,0
E00092841,35.6,36.8,19.6,7.4,0.6
E00092842,38.8,34.3,16.4,10.4,0
E00092843,23.8,45.9,23.8,4.9,1.6
E00092845,30.5,39.8,21.1,8.6,0
E00092846,62.9,31.8,5.3,0,0
E00092847,35.2,34.4,21.3,7.4,1.6
E00092848,38.7,34.4,12.4,13.4,1.1
E00092849,35.2,39.2,19.2,6.4,0
E00092850,64.8,28,7.2,0,0
E00092851,44.2,34,17.9,3.8,0
E00092852,45,28.7,14,12.4,0
E00092853,58.7,34.7,6.6,0,0
E00092854,50.8,32,14.8,2.3,0
E00092855,46.3,31.6,15.3,6.3,0.5
E00092856,49.1,37.1,11.3,1.9,0.6
E00092857,45.4,35.1,13.4,6.2,0
E00092858,47.7,38.6,10.8,2.8,0
E00092860,59,36.7,4.3,0,0
E00092861,50.4,36.8,12.8,0,0
E00092862,38.4,36.2,20.3,5.1,0
E00092863,58.1,34.7,5.6,1.6,0
E00092864,54.1,31.4,12.6,1.9,0
E00092865,61.5,29.2,8.9,0.5,0
E00092866,59,32.8,7.5,0.7,0
E00092867,61.5,31.1,7.4,0,0
E00092868,68,26.8,5.2,0,0
E00092869,59,32.4,8.6,0,0
E00092870,58.7,31.9,8,1.4,0
E00092871,70.4,24.4,5.2,0,0
E00092872,59.2,36,4.8,0,0
E00092873,47.6,38.8,12.2,1.4,0
E00092874,57.6,32.6,8.3,1.5,0
E00092875,70.2,24.8,3.3,0.8,0.8
E00092876,52.6,35.6,11.1,0.7,0
E00092877,63.8,26.7,9.5,0,0
E00092878,62.2,35.4,1.6,0.8,0
E00092879,61.1,32.1,6.9,0,0
E00092880,61.5,32.5,5.1,0.9,0
E00092881,59,32.8,8.2,0,0
E00092882,68.5,29.7,1.8,0,0
E00092883,65.2,28.4,5.7,0.7,0
E00092884,52.9,37.7,8.7,0.7,0
E00092885,54.1,37,8.1,0,0.7
E00092886,54.7,31.7,10.8,2.2,0.7
E00092887,64.8,28.7,6,0.5,0
E00092888,51.5,27.2,18.4,2.9,0
E00092889,49.2,37.7,12.1,1,0
E00092890,47.1,33.6,16.8,1.7,0.8
E00092891,47.7,38.6,12.9,0.8,0
E00092892,59.7,28.6,10.1,1.7,0
E00092894,42.4,39,12.7,5.9,0
E00092895,64.6,29.1,4.7,1.6,0
E00092896,43,37.7,12.3,7,0
E00092897,58.2,30.3,9.8,1.6,0
E00092898,50.4,33.3,12.6,3.7,0
E00092899,32.5,23.8,36.5,7.1,0
E00092900,60.5,30.2,9.3,0,0
E00092901,64.3,31.3,4.3,0,0
E00092902,67.9,23.7,7.7,0.6,0
E00092903,60.7,29.9,9.3,0,0
E00092904,73.4,20.2,6.5,0,0
E00092905,60.2,35,4.9,0,0
E00092906,54,39.5,5.6,0.8,0
E00092907,42.4,30.5,23.2,2.6,1.3
E00092908,68,30.7,1.3,0,0
E00092909,58.5,35.6,5.9,0,0
E00092910,51.5,35.1,12.7,0.7,0
E00092911,65.4,28.6,6,0,0
E00092912,51,39.6,9.4,0,0
E00092913,54.8,30.6,13.7,0.8,0
E00092914,64.4,25.3,9.2,1.1,0
E00092915,66.9,26,7.1,0,0
E00092916,56.9,34.6,8.5,0,0
E00092918,63.7,23,11.5,1.8,0
E00092919,58.4,32,8.8,0.8,0
E00092920,48.5,28.5,16.9,6.2,0
E00092921,61.3,30.9,5.2,2.6,0
E00092922,48.6,33.3,14.5,3.6,0
E00092923,45.7,38.6,14.2,1.6,0
E00092924,56.5,37,5.8,0.7,0
E00092925,56.7,31.5,11.8,0,0
E00092926,45.9,36.6,14.4,3.1,0
E00092927,64.2,31.7,3.3,0.8,0
E00092928,62.1,25.8,12.1,0,0
E00092929,49.1,33.3,16.2,0.4,0.9
E00092930,59.3,31,9.7,0,0
E00092931,67.7,27.8,3.8,0.8,0
E00092933,47.1,40.6,11.2,1.2,0
E00092934,51.8,29.5,13.7,5,0
E00092944,63.5,27,9.6,0,0
E00092945,71,28.2,0.8,0,0
E00092946,55,34.9,10.1,0,0
E00092947,36.2,37.7,20.3,5.8,0
E00092948,58.8,30.3,10.9,0,0
E00092950,60.2,33,5.8,1,0
E00092952,31.9,32.6,25.9,9.6,0
E00092953,37.3,30.2,27.8,4.8,0
E00092954,61.3,31.9,6.7,0,0
E00092955,70.7,26.1,3.3,0,0
E00092956,58.1,29.3,12,0.6,0
E00092957,69.2,23.1,7.7,0,0
E00092958,61.7,28.7,7.4,2.1,0
E00092960,57.8,34.2,6.7,1.3,0
E00092962,45.3,29.9,19.7,5.1,0
E00092963,44.2,35.8,19.2,0.8,0
E00092964,52.3,33.6,12.5,1.6,0
E00092965,27.2,27.2,30.7,14,0.9
E00092966,62.2,33.9,3.9,0,0
E00092967,57.7,35.9,6.4,0,0
E00092968,60,32.8,7.2,0,0
E00092969,62.2,26.9,10.3,0.6,0
E00092970,61.4,33.2,5.4,0,0
E00092971,52.4,37.5,8.9,1.2,0
E00092972,37,41,17,5,0
E00092973,57.7,27.7,12.3,2.3,0
E00092974,39.1,29,23.2,8.7,0
E00092975,35.8,40.1,19.3,4.8,0
E00092976,24.3,27.9,32.4,11.7,3.6
E00092977,60.3,33.3,6.3,0,0
E00092978,49.6,35.4,13.4,1.6,0
E00092979,58.5,27.6,10.6,3.3,0
E00092980,33.1,41.5,24.6,0.8,0
E00092981,41.5,45.8,11,1.7,0
E00092982,63.6,25,10.6,0.8,0
E00092983,43.5,44.3,11.3,0.9,0
E00092984,60.5,32.3,6.5,0.8,0
E00092985,44.6,40.5,13.2,1.7,0
E00093004,52.5,31.7,15.8,0,0
E00093005,55.6,34.1,7.4,3,0
E00093006,44.6,33.8,18,3.6,0
E00093007,66.2,26.9,6.9,0,0
E00093008,33.3,37.5,22.9,6.3,0
E00093009,45.6,38.2,14,2.2,0
E00093010,63.7,28.1,8.1,0,0
E00093011,59.4,33.6,7,0,0
E00093012,35.2,33.6,19.7,10.7,0.8
E00093013,55.1,33.3,9.6,1.9,0
E00093014,49.6,38.8,9.3,2.3,0
E00093016,51.6,35.9,10.9,1.6,0
E00093017,50.5,37.8,11.7,0,0
E00093018,42.7,35.9,17.1,4.3,0
E00093019,63.1,31,4.8,1.2,0
E00093020,41,36.1,18.1,4.9,0
E00093021,61.2,33.1,5,0.8,0
E00093023,50.8,40,8.3,0.8,0
E00093024,36.4,39,19.5,5.2,0
E00093025,54,35.8,10.2,0,0
E00093026,56.9,34.6,8.5,0,0
E00093029,52.5,33.3,14.2,0,0
E00093030,60.2,23.7,13.6,2.5,0
E00093031,50.4,32.8,14.4,2.4,0
E00093033,47.1,31.8,14,7,0
E00093035,51.7,30,16.7,1.7,0
E00093036,46,37.9,16.1,0,0
E00093037,55.6,35.6,6.7,2.2,0
E00093038,49,31,16.7,3.3,0
E00093039,54.1,40.6,3.8,1.5,0
E00093041,47.5,40.2,12.3,0,0
E00093042,62.5,31.7,5.8,0,0
E00093043,65.5,27,7.4,0,0
E00093044,59.2,33.2,6.3,1.3,0
E00093046,62,26.3,10.2,1.5,0
E00093048,71.2,21.2,7.6,0,0
E00093049,57.1,29.3,10.9,2.7,0
E00093050,71.3,23,4.9,0.8,0
E00093051,58.1,30.2,11.6,0,0
E00093052,63.5,24.4,8.1,4.1,0
E00093053,55.3,33.6,11.2,0,0
E00093055,60.8,29.4,7.8,2,0
E00093056,56.8,28.8,12.2,2.2,0
E00093058,65.9,26.8,6.5,0.7,0
E00093059,42.2,39.3,17.3,1.2,0
E00093060,59.7,30.2,10.1,0,0
E00093062,66.2,24.8,7.5,1.5,0
E00093227,60.8,34.5,3.5,1.2,0
E00093228,73.1,24.6,2.3,0,0
E00093259,67.6,22.5,9.8,0,0
E00093712,73.1,18.5,7.6,0.8,0
E00093713,68,23.4,7,1.6,0
E00093714,68,28.7,3.3,0,0
E00093715,69.8,21.6,7.2,1.4,0
E00093716,58.5,18.7,20.3,2.4,0
E00093717,54.5,35.8,9.7,0,0
E00093718,53.8,38.6,7.6,0,0
E00093719,51.5,32.6,12.9,3,0
E00093720,40.9,37.9,13.6,7.6,0
E00093721,65.4,30.7,3.9,0,0
E00093722,74,24,2.1,0,0
E00093723,63.4,30.5,6.1,0,0
E00093724,75.5,20,3.2,1.3,0
E00093725,78.5,18.5,2.3,0.8,0
E00093726,50.7,25,20.3,4.1,0
E00093727,65,29.4,4.4,1.1,0
E00093728,71.9,21.9,4.8,1.4,0
E00093732,68.1,29.2,2.7,0,0
E00093737,60.7,32.1,7.1,0,0
E00093747,67.5,24.8,7.7,0,0
E00093748,48.7,28.2,17.9,5.1,0
E00093749,44.6,40.2,12.5,2.7,0
E00093750,26,39.8,26.8,6.5,0.8
E00093751,63.6,27.3,8.6,0.5,0
E00093752,54.3,35,6.4,4.3,0
E00093753,52.4,40.5,6.3,0.8,0
E00093754,58.4,32.8,8,0.8,0
E00093755,68.1,23.4,6.9,1.6,0
E00093756,53.8,25.4,15.6,5.2,0
E00093757,71.7,20,6.7,1.7,0
E00093758,57.4,31.3,10.4,0.9,0
E00093759,51.3,43.5,5.2,0,0
E00093760,67.9,25.6,5.8,0.6,0
E00093761,54.9,29.7,12.8,2.6,0
E00093763,74.1,22.4,3.4,0,0
E00093764,60,31.7,6.7,1.7,0
E00093779,68.9,28,3,0,0
E00093780,68.2,29.1,2.6,0,0
E00093799,65.2,29.6,4.4,0.7,0
E00093800,74.8,21.8,3.4,0,0
E00093801,74.8,22.8,1.6,0.8,0
