areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00092798,5.3,40,40,14.7
E00092799,8.1,33.8,36.5,21.6
E00092800,16,24.9,36.1,23.1
E00092801,5.9,38.8,38.8,16.5
E00092802,2.1,23.4,41.1,33.3
E00092803,1.6,31.7,45.5,21.1
E00092804,0.8,23.5,57.1,18.5
E00092806,1.1,36,41.6,21.3
E00092807,3.3,32.2,50.6,13.9
E00092808,7.6,26.6,38,27.8
E00092809,2.3,25.9,52.3,19.5
E00092811,4.8,39,37.7,18.5
E00092813,38.2,45,11.5,5.3
E00092815,27.4,46.2,21.7,4.7
E00092816,9.5,28.6,46,15.9
E00092817,7,28.1,50.8,14.1
E00092818,7.3,41.9,44.4,6.5
E00092820,7.9,43.9,35.1,13.2
E00092821,20,50,23.3,6.7
E00092822,7.4,42.6,38.5,11.5
E00092823,17.5,40.6,30.6,11.4
E00092825,31.7,47.2,14.6,6.5
E00092826,28.8,42.4,20.5,8.3
E00092827,4.9,32.7,45.4,17.1
E00092828,26.7,54.7,10,8.7
E00092829,22.8,55.9,12.5,8.8
E00092830,19.5,50.6,25.3,4.6
E00092831,6.2,40.7,41.6,11.5
E00092832,28.4,49.5,18.3,3.7
E00092833,20.8,40.9,33.3,5
E00092835,19.2,41.5,30,9.2
E00092836,21.3,45.9,27,5.7
E00092837,5.3,25.7,46.9,22.1
E00092838,23.8,54,18.3,4
E00092839,10.3,42.7,33.3,13.7
E00092841,29.8,39.8,23.6,6.8
E00092842,25.9,41.5,23,9.6
E00092843,37.1,32.3,22.6,8.1
E00092845,26.8,39,26,8.1
E00092846,0,40.9,48.5,10.6
E00092847,24.2,40,25.8,10
E00092848,30.6,46.8,17.2,5.4
E00092849,22,46.3,22,9.8
E00092850,5.6,39.5,32.3,22.6
E00092851,16,48.7,31.4,3.8
E00092852,27.9,48.1,19.4,4.7
E00092853,5.8,44.6,38.8,10.7
E00092854,15.6,50.8,26.6,7
E00092855,40.4,45.1,11.4,3.1
E00092856,20.1,53.5,24.5,1.9
E00092857,32.8,50.8,14.4,2.1
E00092858,5.1,52.3,32.4,10.2
E00092860,0,28.8,51.8,19.4
E00092861,7.2,44.8,35.2,12.8
E00092862,17.3,48.2,24.5,10.1
E00092863,4.8,33.1,50,12.1
E00092864,20.1,52,23.5,4.4
E00092865,7.3,25.9,41.5,25.4
E00092866,9,43.3,38.8,9
E00092867,10.6,37.4,31.7,20.3
E00092868,3.9,35.7,44.8,15.6
E00092869,3.8,41,45.7,9.5
E00092870,6.6,34.3,40.9,18.2
E00092871,3.7,28.4,46.3,21.6
E00092872,11.1,36.5,43.7,8.7
E00092873,6.8,34,44.2,15
E00092874,9.7,41.8,37.3,11.2
E00092875,4.1,27.3,43.8,24.8
E00092876,6.7,47.8,35.8,9.7
E00092877,8.6,23.8,55.2,12.4
E00092878,4.7,26,48,21.3
E00092879,5.3,42.7,33.6,18.3
E00092880,12.1,50.9,28.4,8.6
E00092881,6.7,33.3,43.7,16.3
E00092882,3.6,29.5,52.7,14.3
E00092883,15.6,49.6,27,7.8
E00092884,4.3,39.1,39.9,16.7
E00092885,5.2,44,35.8,14.9
E00092886,7.2,39.6,38.1,15.1
E00092887,6,40.7,42.1,11.1
E00092888,14.7,34.6,39,11.8
E00092889,12.6,47.7,30.7,9
E00092890,11.8,44.5,33.6,10.1
E00092891,8.1,42.2,37,12.6
E00092892,5,47.1,34.5,13.4
