areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00139175,14.9,19.5,51.7,13.8
E00139176,15.9,29.5,36.4,18.2
E00139178,24.8,21.8,42.6,10.9
E00139179,32.9,20.4,29.9,16.8
E00139180,18.3,18.3,48.1,15.3
E00139181,27.9,23.4,36,12.6
E00139182,38.2,29.8,10.7,21.4
E00139183,35.8,22.4,17.2,24.6
E00139184,42.7,20.9,16.4,20
E00139185,37.7,29.9,14.3,18.2
E00139186,24,22.1,35.6,18.3
E00139187,37.3,24,25.3,13.3
E00139188,21.6,30.6,37.3,10.4
E00139189,23.6,30,35,11.4
E00139190,29.3,25.3,32,13.3
E00139191,26,33.3,27.6,13
E00139192,37.4,35.1,14.5,13
E00139193,38.2,24.5,19.1,18.2
E00139194,40.3,31.8,7.1,20.8
E00139195,43.2,21.2,10.3,25.3
E00139196,43.2,34.1,4.5,18.2
E00139197,47,19.7,6.8,26.5
E00139198,37.4,22.9,21.4,18.3
E00139199,35.3,25.2,22.7,16.8
E00139200,41.5,14.9,21.3,22.3
E00139201,45.1,27.5,9.9,17.6
E00139202,34,28,28,10
E00139203,26.7,34.3,30.5,8.6
E00139204,43.3,21.1,16.7,18.9
E00139205,33.3,31.7,19,15.9
E00139206,39.5,29.4,16.8,14.3
E00139207,31.3,24.5,30.8,13.5
E00139208,32.3,29.1,22.7,15.9
E00139232,30.5,28,17.1,24.4
E00139233,11.5,47.5,26.2,14.8
E00139234,19.3,31.3,33.1,16.3
E00139235,17.9,26.3,40,15.8
E00139241,9,33.7,49.4,7.9
E00139242,15.6,26.9,47.3,10.2
E00139243,11.4,32.9,35,20.7
E00139249,21.6,26.5,34.3,17.6
E00139250,44.8,26.1,17.7,11.3
E00139251,33.5,25.5,29.3,11.7
E00139252,26.5,30.6,26.5,16.3
E00139253,21.5,36.5,33,9
E00139254,19.6,26.4,41.7,12.3
E00139289,10.8,41,34.9,13.3
E00139290,5.6,33.3,42.9,18.3
E00139291,11.9,45.2,23.8,19
E00139292,9.4,29.2,50.9,10.4
E00139293,28.2,23.9,28.2,19.7
E00139294,13.6,47.7,22.7,15.9
E00139295,10.2,26.5,40.8,22.4
E00139296,19.6,39.2,27.5,13.7
E00139297,34,22.6,26.4,17
E00139298,2.2,33.3,55.6,8.9
E00139299,15.7,19.4,47.8,17.2
E00139300,15.4,26.4,37.4,20.9
E00139301,19.9,26,29.5,24.7
E00139302,24.3,35.6,14.9,25.2
E00139303,30,36.7,8.3,25
E00139304,15.6,32.2,35.6,16.7
E00139305,15.6,20.8,47.4,16.2
E00139306,24.6,31.9,25.4,18.1
E00139307,4.3,32.9,52.9,10
E00139308,18,37.7,23,21.3
E00139315,35.1,27,23.4,14.4
E00139319,20.8,18.1,44.4,16.7
E00139320,37,23,24,16
E00139321,34.7,20.4,33.7,11.2
E00139322,46.5,19.4,22.9,11.1
E00139323,28.7,19.4,38.9,13
E00139328,9.2,31,36.8,23
E00139331,5.9,40.7,40.7,12.7
E00139332,16.3,30.4,22.2,31.1
E00139333,36.1,22.4,26.8,14.8
E00139334,24,28,34.4,13.6
E00139335,40.6,25,12.5,21.9
E00139336,13.3,30.7,37.3,18.7
E00139337,11,36,38.2,14.7
E00139338,25.9,29.3,22.4,22.4
E00139339,41.2,28.4,17.6,12.8
E00139340,43.2,26,15.4,15.4
E00139341,37.5,30.7,17,14.8
E00139342,46.7,20.9,15.9,16.5
E00139343,11.8,30.9,41.2,16.2
E00139345,9.1,46.1,26.1,18.8
E00139346,1.5,40.9,45.5,12.1
E00139347,12.1,37.9,31,19
E00139353,22.9,35.4,27.1,14.6
E00139354,40.5,32.9,10.1,16.5
E00139355,24.5,27.7,21.3,26.6
E00139356,28.6,26.5,17.3,27.6
E00139357,30.7,19.7,11.8,37.8
E00139358,12,30.6,35.2,22.2
E00139359,31.6,23.3,23.3,21.8
E00139360,27.3,29.9,24.7,18.2
E00139361,47.7,24.2,9.1,18.9
E00139362,45.9,23.6,12.8,17.6
E00139363,45,30.5,9.9,14.5
E00139364,42,31.3,10.7,16
E00139365,58.8,12.7,4.9,23.5
E00139366,59.2,19.2,5.4,16.2
E00139367,41.9,26.7,18,13.4
E00139368,48.9,22.3,10.6,18.1
E00139369,42.7,27.4,12,17.9
E00139371,44.2,29.9,10.4,15.6
E00139372,39.3,20,26.2,14.5
E00139374,38.6,24.1,23.4,13.8
E00139375,49.1,22.8,14,14
E00139376,36.9,25,15.5,22.6
E00139377,52,22.4,8.8,16.8
E00139378,49.3,24.3,9.3,17.1
E00139379,48.4,28,10.8,12.9
E00139380,44.3,25,10,20.7
E00139381,25.9,30.6,20.4,23.1
E00139382,53.5,26.1,7,13.4
E00139383,47.4,27.6,6.8,18.2
E00139384,36.5,24,14.4,25
E00139385,45.5,25.5,10.3,18.6
E00139386,54.2,25,12.5,8.3
E00139387,28.8,35.6,17.4,18.2
E00139388,16.8,28.9,29.5,24.8
E00139389,25.5,31.9,14.9,27.7
E00139390,17,34,21.3,27.7
E00139391,26.9,26.9,26.1,20.2
E00139392,22.2,37,20.4,20.4
E00139393,24.8,37.2,14.2,23.9
E00176349,9.8,32.6,35.6,22
E00190015,47.3,19.1,12.7,20.9
E00190031,28.8,18.3,35.6,17.3
E00190042,20,31.9,30.8,17.3
E00190105,36.8,21.1,23.7,18.4
