areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00139175,92.4,7.6
E00139176,95.5,4.5
E00139178,96.5,3.5
E00139179,97,3
E00139180,96.1,3.9
E00139181,96.4,3.6
E00139182,98.5,1.5
E00139183,95.3,4.7
E00139184,95.9,4.1
E00139185,97.7,2.3
E00139186,97.6,2.4
E00139187,96.3,3.7
E00139188,97.6,2.4
E00139189,95.5,4.5
E00139190,96.5,3.5
E00139191,97,3
E00139192,98,2
E00139193,97.4,2.6
E00139194,98.1,1.9
E00139195,94.4,5.6
E00139196,92.9,7.1
E00139197,96.5,3.5
E00139198,96.2,3.8
E00139199,93.4,6.6
E00139200,94.3,5.7
E00139201,90.3,9.7
E00139202,94.3,5.7
E00139203,95.7,4.3
E00139204,93.7,6.3
E00139205,93.5,6.5
E00139206,98.4,1.6
E00139207,95.9,4.1
E00139208,97,3
E00139232,96.7,3.3
E00139233,91.6,8.4
E00139234,97.1,2.9
E00139235,96.2,3.8
E00139241,98.5,1.5
E00139242,96.7,3.3
E00139243,98.2,1.8
E00139249,96.7,3.3
E00139250,94,6
E00139251,96.4,3.6
E00139252,95.9,4.1
E00139253,94.1,5.9
E00139254,97.8,2.2
E00139289,98.5,1.5
E00139290,97.1,2.9
E00139291,98.2,1.8
E00139292,98.5,1.5
E00139293,97.2,2.8
E00139294,95.5,4.5
E00139295,100,0
E00139296,99.5,0.5
E00139297,94.5,5.5
E00139298,96.4,3.6
E00139299,95.5,4.5
E00139300,96.9,3.1
E00139301,99.4,0.6
E00139302,99,1
E00139303,96.8,3.2
E00139304,97.9,2.1
E00139305,95.5,4.5
E00139306,97.7,2.3
E00139307,96.2,3.8
E00139308,96.2,3.8
E00139315,93.1,6.9
E00139319,95.7,4.3
E00139320,88.6,11.4
E00139321,92.2,7.8
E00139322,76.6,23.4
E00139323,89.2,10.8
E00139328,94.8,5.2
E00139331,95.8,4.2
E00139332,98.9,1.1
E00139333,97.6,2.4
E00139334,99.3,0.7
E00139335,95.9,4.1
E00139336,94.7,5.3
E00139337,97.5,2.5
E00139338,99.4,0.6
E00139339,97.4,2.6
E00139340,94,6
E00139341,98.7,1.3
E00139342,98.8,1.2
E00139343,91.5,8.5
E00139345,99.2,0.8
E00139346,93.3,6.7
E00139347,96,4
E00139353,96,4
E00139354,98,2
E00139355,97.7,2.3
E00139356,97.7,2.3
E00139357,97.9,2.1
E00139358,96.1,3.9
E00139359,98,2
E00139360,98.6,1.4
E00139361,91.5,8.5
E00139362,92.2,7.8
E00139363,93.7,6.3
E00139364,96.5,3.5
E00139365,94.6,5.4
E00139366,96,4
E00139367,91.6,8.4
E00139368,92.4,7.6
E00139369,93.1,6.9
E00139371,91.1,8.9
E00139372,93.1,6.9
E00139374,97.9,2.1
E00139375,98.3,1.7
E00139376,95.9,4.1
E00139377,95.2,4.8
E00139378,91.7,8.3
E00139379,92.6,7.4
E00139380,93,7
E00139381,97.2,2.8
E00139382,97.6,2.4
E00139383,93.2,6.8
E00139384,95.2,4.8
E00139385,89,11
E00139386,95.5,4.5
E00139387,98,2
E00139388,98.9,1.1
E00139389,96.8,3.2
E00139390,97.1,2.9
E00139391,94.5,5.5
E00139392,97.6,2.4
E00139393,97,3
E00176349,97.5,2.5
E00190015,95.9,4.1
E00190031,96.5,3.5
E00190042,93.7,6.3
E00190105,98.2,1.8
